generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,248,52,737.23,0.0011,0.4321,0.180927,0.105141,0.12995,0.1112,0.0,0.94,0.785242,0.228419,0.915,0.01,0.0,0.973333,0.817984,0.223371,0.953333,0.0,114,0.4597,11.0272,11.689799
1,217,83,251.06,0.0015,0.4338,0.183006,0.10634,0.1821,0.0555,0.0,0.95,0.736244,0.258588,0.88,0.06,0.0,0.973333,0.772596,0.254081,0.906667,0.066666,145,0.6682,10.9471,11.887593
2,229,71,269.04,0.0011,0.4756,0.183909,0.102127,0.2066,0.0785,0.0,0.955,0.757358,0.244931,0.935,0.015,0.0,0.973333,0.791936,0.240497,0.966667,0.006666,175,0.7642,10.9305,11.795741
3,240,60,300.13,0.0008,0.571,0.187267,0.135875,0.12715,0.0852,0.105,0.955,0.750583,0.199638,0.76,0.18,0.2,0.973333,0.775778,0.197609,0.766667,0.203333,183,0.7625,1.903,11.643733
4,237,63,263.03,0.0009,0.571,0.220619,0.15972,0.2043,0.0799,0.0,0.955,0.763755,0.190177,0.77,0.17,0.0,0.973333,0.788439,0.189594,0.78,0.186667,183,0.7722,1.903,10.460984
5,241,59,281.13,0.0015,0.5713,0.214384,0.139655,0.1707,0.0531,0.06,0.955,0.774212,0.208433,0.9,0.055,0.133333,0.973333,0.798727,0.207451,0.926667,0.046666,201,0.834,1.3387,10.775907
6,251,49,301.8,0.0008,0.5713,0.216393,0.160688,0.2071,0.0821,0.0,0.955,0.734482,0.23231,0.77,0.175,0.0,0.973333,0.760159,0.230613,0.78,0.193333,220,0.8765,1.3387,10.652929
7,291,9,380.07,0.0016,0.571,0.245219,0.209303,0.1288,0.1238,0.025,0.94,0.675206,0.164199,0.68,0.115,0.086667,0.973333,0.705636,0.163595,0.693333,0.14,224,0.7698,1.0461,9.029901
8,286,14,374.0,0.0022,0.5056,0.247019,0.214446,0.129,0.1248,0.04,0.915,0.72257,0.171206,0.795,0.07,0.066667,0.953333,0.751632,0.169829,0.833333,0.06,230,0.8042,1.0344,8.680884
9,293,7,371.22,0.0022,0.5056,0.259934,0.218255,0.2022,0.1986,0.0,0.915,0.72273,0.197956,0.83,0.035,0.0,0.953333,0.751467,0.196613,0.866667,0.033333,258,0.8805,1.0344,7.755834
10,294,6,364.14,0.0012,0.5056,0.180095,0.148288,0.1255,0.0047,0.045,0.92,0.797432,0.165366,0.865,0.05,0.106667,0.953333,0.830113,0.165123,0.893333,0.06,241,0.8197,1.0344,10.269633
11,295,5,388.64,0.0012,0.5056,0.280061,0.220499,0.4127,0.0929,0.235,0.915,0.75822,0.136039,0.85,0.02,0.26,0.953333,0.785537,0.135118,0.88,0.026667,219,0.7424,1.0088,7.144685
12,297,3,361.4,0.002,0.5056,0.162227,0.135895,0.1247,0.0039,0.0,0.92,0.844428,0.115114,0.915,0.0,0.046667,0.953333,0.874545,0.121951,0.946667,0.006666,199,0.67,1.0088,10.180602
13,293,7,352.06,0.0024,0.9732,0.184325,0.156773,0.1263,0.0046,0.195,0.925,0.839881,0.107778,0.865,0.05,0.326667,0.953333,0.866439,0.111966,0.893333,0.06,209,0.7133,0.5268,9.920317
14,300,0,381.8,0.0004,0.9764,0.434473,0.418184,0.2469,0.2416,0.12,0.915,0.737517,0.187245,0.86,0.015,0.14,0.953333,0.768778,0.181452,0.886667,0.02,201,0.67,0.5236,7.31546
15,300,0,355.86,0.0002,0.9764,0.205769,0.265362,0.1267,0.0049,0.38,0.93,0.83695,0.131375,0.905,0.01,0.426667,0.953333,0.866111,0.138408,0.93,0.023333,154,0.5133,0.5236,10.246431
16,300,0,396.03,0.0009,0.9764,0.247883,0.275317,0.227,0.1027,0.195,0.94,0.821883,0.143974,0.875,0.055,0.213333,0.96,0.8492,0.141168,0.906667,0.046666,216,0.72,0.5236,10.064584
17,300,0,386.92,0.0001,0.9764,0.28986,0.29484,0.2142,0.21035,0.215,0.945,0.82975,0.129424,0.875,0.065,0.306667,0.966667,0.851489,0.128863,0.906667,0.046666,244,0.8133,0.5236,7.924474
18,300,0,394.08,0.0001,0.9764,0.288936,0.309093,0.14555,0.14205,0.08,0.945,0.814783,0.152449,0.875,0.065,0.126667,0.966667,0.836867,0.151048,0.906667,0.046666,259,0.8633,0.5236,8.218598
19,300,0,379.24,0.0001,0.9764,0.283969,0.27676,0.2403,0.2356,0.12,0.95,0.81685,0.157328,0.875,0.065,0.14,0.966667,0.836111,0.158123,0.906667,0.046666,259,0.8633,0.4231,8.048631
20,300,0,365.06,0.0002,0.9764,0.368924,0.37629,0.21005,0.20595,0.015,0.945,0.81485,0.156948,0.875,0.06,0.113333,0.973333,0.834667,0.155876,0.906667,0.046666,230,0.7667,0.4201,7.805009
21,300,0,384.19,0.0001,0.9758,0.308191,0.338804,0.1321,0.1282,0.125,0.945,0.851883,0.123292,0.9175,0.0175,0.2,0.973333,0.870222,0.126728,0.946667,0.006667,245,0.8167,0.2864,8.517609
