generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,247,53,738.03,0.0052,0.5463,0.286952,0.196377,0.2445,0.2324,0.06,0.76,0.579899,0.15278,0.67,0.005,0.06,0.82,0.612874,0.168446,0.713333,0.0,159,0.6437,1.7937,8.8307
1,258,42,282.49,0.0042,0.5463,0.1368,0.15614,0.12195,0.1113,0.0,0.915,0.651492,0.154185,0.705,0.05,0.0,0.953333,0.698966,0.170323,0.76,0.06,181,0.7016,1.089,11.288704
2,249,51,309.24,0.0016,0.6592,0.163608,0.145263,0.1243,0.0037,0.16,0.94,0.815482,0.141356,0.865,0.05,0.18,0.973333,0.847845,0.143819,0.893333,0.06,194,0.7791,0.9408,10.329485
3,270,30,356.11,0.0008,0.8263,0.262711,0.226694,0.1289,0.12345,0.0,0.94,0.787463,0.164385,0.85,0.04,0.0,0.973333,0.823827,0.167434,0.88,0.053333,234,0.8667,0.7737,8.405289
4,263,37,298.11,0.0007,0.8331,0.227412,0.2401,0.1257,0.0056,0.0,0.94,0.814221,0.166861,0.865,0.05,0.0,0.973333,0.848264,0.172012,0.893333,0.06,216,0.8213,0.7669,9.542474
5,270,30,324.45,0.0011,0.8331,0.302974,0.250724,0.2387,0.2305,0.0,0.94,0.774963,0.182045,0.86,0.035,0.0,0.973333,0.811852,0.185608,0.886667,0.053333,212,0.7852,0.7669,8.00584
6,277,23,325.24,0.0006,0.9721,0.229064,0.228347,0.1262,0.0062,0.0,0.945,0.803051,0.182577,0.88,0.045,0.0,0.973333,0.835933,0.186334,0.92,0.04,231,0.8339,0.6279,9.539456
7,291,9,354.9,0.0022,0.979,0.285269,0.264852,0.2444,0.12,0.29,0.94,0.813694,0.127373,0.87,0.03,0.34,0.973333,0.850676,0.122447,0.906667,0.026667,234,0.8041,0.481,9.363735
8,299,1,386.21,0.0017,0.979,0.203488,0.233683,0.126,0.0067,0.14,0.955,0.808779,0.157435,0.885,0.055,0.166667,0.973333,0.845931,0.154202,0.926667,0.046666,264,0.8829,0.481,10.55805
9,299,1,395.69,0.0015,0.979,0.294586,0.290021,0.2425,0.1185,0.0,0.94,0.778495,0.190477,0.885,0.03,0.0,0.973333,0.815429,0.190863,0.92,0.026667,264,0.8829,0.4011,9.655046
10,300,0,390.44,0.001,0.979,0.226551,0.246159,0.132,0.1166,0.0,0.945,0.77445,0.181545,0.88,0.04,0.0,0.973333,0.811022,0.180806,0.906667,0.046666,269,0.8967,0.4011,10.578115
11,300,0,402.49,0.0009,0.9796,0.375348,0.3711,0.20735,0.1935,0.0,0.945,0.799967,0.150143,0.88,0.025,0.0,0.973333,0.836267,0.148349,0.92,0.02,266,0.8867,0.4004,8.060386
12,300,0,400.36,0.0008,0.9796,0.239831,0.271743,0.12695,0.0789,0.0,0.955,0.78395,0.189938,0.885,0.055,0.0,0.973333,0.819356,0.187069,0.92,0.053333,272,0.9067,0.4004,10.293035
13,300,0,395.11,0.0008,0.9801,0.385804,0.374839,0.17945,0.17065,0.21,0.95,0.790917,0.1515,0.875,0.03,0.26,0.973333,0.825933,0.146924,0.906667,0.033333,263,0.8767,0.3999,7.85053
14,300,0,401.47,0.0022,0.9801,0.244752,0.254739,0.1284,0.04865,0.0,0.95,0.804833,0.176188,0.89,0.05,0.0,0.973333,0.837511,0.174278,0.926667,0.046666,277,0.9233,0.3999,10.070382
15,300,0,404.61,0.0002,0.981,0.368635,0.368505,0.1589,0.1403,0.0,0.95,0.780167,0.173474,0.875,0.035,0.0,0.973333,0.816467,0.16925,0.91,0.033333,269,0.8967,0.3999,8.179032
16,300,0,385.1,0.0012,0.981,0.282081,0.324236,0.12625,0.0364,0.0,0.96,0.803417,0.176083,0.895,0.045,0.0,0.973333,0.837533,0.174237,0.926667,0.046666,266,0.8867,0.3999,9.472319
17,300,0,404.51,0.001,0.9801,0.278001,0.294723,0.17115,0.0791,0.0,0.96,0.78345,0.183444,0.8825,0.0575,0.0,0.973333,0.817155,0.180412,0.92,0.053333,274,0.9133,0.3999,9.722533
18,300,0,388.68,0.0005,0.9814,0.396485,0.381461,0.236,0.2296,0.0,0.945,0.7728,0.191785,0.88,0.025,0.0,0.973333,0.807578,0.190902,0.913333,0.026667,265,0.8833,0.3986,7.651715
19,300,0,404.76,0.0006,0.9814,0.193293,0.228289,0.1264,0.0362,0.0,0.955,0.79535,0.181631,0.885,0.06,0.0,0.973333,0.828778,0.18133,0.92,0.053333,271,0.9033,0.3986,10.700507
