generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,240,60,734.76,0.003,0.4906,0.182325,0.155088,0.12625,0.05805,0.002,0.5053,0.111085,0.111107,0.1199,0.03045,0.0015,0.5506,0.138699,0.09922,0.12565,0.00605,0.0007,0.4789,0.117625,0.099838,0.1224,0.00735,0.0016,0.543,0.125685,0.100067,0.1243,0.0072,0.0006,0.4836,0.115196,0.097128,0.12255,0.009,0.0025,0.4779,0.11276,0.10889,0.1221,0.0437,0.0002,0.4772,0.096624,0.099446,0.1155,0.04765,214,0.8917,1.816,14.208165
1,283,17,335.62,0.0013,0.5363,0.162423,0.14771,0.124,0.0575,0.0022,0.5193,0.118233,0.119485,0.1192,0.0516,0.0016,0.5588,0.151248,0.144665,0.1239,0.027,0.0007,0.4789,0.109562,0.110178,0.1132,0.0373,0.0017,0.5573,0.131554,0.137455,0.1235,0.0532,0.0007,0.5331,0.11156,0.102559,0.1197,0.0163,0.0036,0.4782,0.101522,0.102476,0.1214,0.0547,0.0003,0.4959,0.113899,0.11816,0.1196,0.0561,246,0.8693,1.809,12.891025
2,274,26,318.14,0.0011,0.5456,0.139823,0.149312,0.1201,0.0817,0.0023,0.548,0.111818,0.121754,0.1057,0.06235,0.0011,0.5509,0.128622,0.13884,0.12055,0.05445,0.0007,0.5259,0.125638,0.12414,0.1133,0.0314,0.0017,0.5586,0.146658,0.149416,0.12335,0.05815,0.0007,0.7038,0.112248,0.115898,0.1103,0.04095,0.0007,0.5356,0.112739,0.113768,0.121,0.0586,0.0006,0.5933,0.122454,0.131191,0.1187,0.07625,245,0.8942,1.1243,12.957672
3,272,28,335.5,0.0003,0.5897,0.148125,0.152401,0.1179,0.08195,0.0015,0.7132,0.096922,0.112731,0.06865,0.05545,0.0007,0.5581,0.13465,0.146922,0.111,0.06755,0.0005,0.5374,0.115305,0.114477,0.11105,0.04495,0.0023,0.5587,0.139077,0.144185,0.1186,0.07695,0.0035,0.8561,0.12911,0.150957,0.1086,0.04205,0.0007,0.5356,0.118458,0.129709,0.1054,0.0693,0.0006,0.8285,0.118353,0.149706,0.06855,0.05725,252,0.9265,0.9268,12.67646
4,288,12,351.74,0.0003,0.7792,0.116443,0.151945,0.0749,0.06605,0.0005,0.8291,0.099835,0.134028,0.0677,0.058,0.0007,0.5549,0.102912,0.119391,0.06765,0.05895,0.0006,0.8355,0.122598,0.151819,0.07675,0.0527,0.0014,0.8586,0.132389,0.164041,0.0882,0.0542,0.0006,0.8561,0.128734,0.167576,0.1012,0.0395,0.0007,0.8311,0.135813,0.160551,0.11205,0.05745,0.0015,0.8344,0.161277,0.214582,0.10595,0.04435,257,0.8924,0.9268,12.079957
5,296,4,360.5,0.0002,0.7792,0.099141,0.165509,0.0221,0.0208,0.0005,0.8302,0.106272,0.180514,0.02875,0.02665,0.0003,0.8245,0.12237,0.172505,0.0392,0.03715,0.0006,0.8475,0.12711,0.1934,0.0742,0.0682,0.0012,0.8308,0.112211,0.179732,0.03825,0.03575,0.0014,0.8366,0.144819,0.210721,0.086,0.07645,0.0005,0.8348,0.125672,0.181467,0.07165,0.0636,0.0007,0.8356,0.162405,0.231257,0.07555,0.06765,261,0.8818,0.7698,11.827174
6,297,3,363.55,0.0003,0.8194,0.097425,0.167746,0.0075,0.006,0.0004,0.8332,0.095699,0.178283,0.0082,0.007,0.0003,0.8283,0.098396,0.177,0.0118,0.0106,0.0004,0.8344,0.115761,0.191068,0.0139,0.0133,0.0007,0.8313,0.130822,0.191521,0.0427,0.0404,0.0007,0.8366,0.161891,0.238052,0.0667,0.0615,0.0005,0.9475,0.126207,0.209627,0.0379,0.0343,0.0007,0.8383,0.1738,0.247172,0.0459,0.0444,266,0.8956,0.7668,11.66282
7,298,2,386.41,0.0003,0.8306,0.102166,0.173605,0.0102,0.009,0.0005,0.8369,0.079518,0.157735,0.00875,0.00665,0.0005,0.9392,0.149376,0.229264,0.04745,0.04505,0.0005,0.8336,0.135062,0.209158,0.0393,0.03645,0.0007,0.897,0.106436,0.18053,0.0145,0.01335,0.0004,0.8366,0.127649,0.197471,0.02775,0.0262,0.0005,0.9501,0.135836,0.207553,0.04085,0.03825,0.0003,0.9303,0.163957,0.22946,0.08355,0.07695,274,0.9195,0.7631,11.924576
8,299,1,364.55,0.0005,0.9033,0.099768,0.186686,0.0082,0.0065,0.0005,0.8369,0.090676,0.165578,0.0097,0.0077,0.0004,0.9424,0.130236,0.221647,0.0167,0.0156,0.0004,0.8336,0.133187,0.214016,0.0309,0.0303,0.0007,0.936,0.127127,0.223905,0.0193,0.0173,0.0001,0.9364,0.10699,0.177168,0.0222,0.0203,0.0004,0.9501,0.171906,0.245663,0.1036,0.0955,0.0003,0.9303,0.140109,0.220957,0.0446,0.0425,261,0.8729,0.7631,11.987852
9,300,0,384.34,0.0002,0.9039,0.067975,0.136154,0.0069,0.0049,0.0004,0.9338,0.092789,0.18489,0.00935,0.0072,0.0004,0.9424,0.098408,0.200189,0.009,0.00675,0.0005,0.9483,0.141957,0.23984,0.0146,0.01265,0.0004,0.9525,0.123598,0.217723,0.01725,0.0164,0.0005,0.9547,0.146458,0.241765,0.027,0.0248,0.0002,0.9533,0.152726,0.244706,0.02825,0.02605,0.0003,0.9557,0.176089,0.262387,0.0488,0.0472,271,0.9033,0.7631,11.707544
10,299,1,365.12,0.001,0.9039,0.080957,0.163053,0.0088,0.0068,0.0011,0.9338,0.092475,0.175748,0.0111,0.0091,0.0006,0.9418,0.091272,0.178846,0.014,0.0117,0.0005,0.9483,0.139037,0.240766,0.0224,0.0199,0.0002,0.9525,0.124139,0.226505,0.0179,0.0151,0.0008,0.9538,0.136507,0.233373,0.0141,0.0113,0.0003,0.951,0.166671,0.251452,0.0302,0.0283,0.0003,0.9486,0.168941,0.246522,0.0315,0.0299,255,0.8528,0.7631,12.030736
11,300,0,385.87,0.0,0.924,0.095955,0.175665,0.0122,0.0107,0.0001,0.9347,0.108404,0.200594,0.01315,0.01105,0.0003,0.9471,0.092199,0.164755,0.01255,0.01075,0.0009,0.9476,0.13724,0.232492,0.0287,0.0261,0.0003,0.9525,0.13263,0.235506,0.0186,0.01615,0.0006,0.9583,0.113869,0.193779,0.0231,0.0201,0.0003,0.9703,0.139528,0.24092,0.02045,0.01795,0.0003,0.9719,0.180175,0.267899,0.0444,0.0418,270,0.9,0.7631,12.022729
12,300,0,373.39,0.0,0.9498,0.07502,0.149787,0.0082,0.0073,0.0001,0.9321,0.098296,0.197373,0.01055,0.0092,0.0003,0.9489,0.094074,0.186106,0.01465,0.013,0.0001,0.9526,0.107338,0.201903,0.0135,0.0117,0.0015,0.9542,0.114683,0.186356,0.0215,0.0193,0.0004,0.9583,0.15268,0.245529,0.03225,0.03015,0.0016,0.9599,0.164582,0.250025,0.0456,0.0434,0.0003,0.9597,0.193328,0.282398,0.1118,0.10125,260,0.8667,0.7631,12.029171
13,300,0,399.21,0.0001,0.9498,0.085756,0.179765,0.0096,0.0088,0.0006,0.9321,0.079948,0.154683,0.0121,0.01045,0.0001,0.9495,0.107148,0.183777,0.0173,0.0158,0.0001,0.953,0.117349,0.204798,0.02015,0.01865,0.0007,0.9542,0.119485,0.180171,0.02725,0.02455,0.0003,0.9566,0.151762,0.239784,0.03245,0.03065,0.0009,0.9575,0.172699,0.245981,0.09575,0.08705,0.0003,0.9564,0.165853,0.24817,0.062,0.0586,276,0.92,0.7631,12.035786
