generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,254,46,775.43,0.0016,0.4409,0.124022,0.041753,0.1246,0.0028,0.0,0.925,0.749862,0.193145,0.785,0.0,0.0,0.953333,0.751207,0.194717,0.773333,0.0,180,0.7087,11.0476,11.933458
1,269,31,304.87,0.0013,0.2632,0.136857,0.042903,0.1256,0.0035,0.0,0.945,0.829368,0.131665,0.865,0.05,0.0,0.973333,0.845031,0.141799,0.893333,0.06,211,0.7844,11.0476,11.576972
2,273,27,331.42,0.0008,0.4989,0.157531,0.074526,0.1267,0.0048,0.0,0.945,0.86674,0.122612,0.91,0.005,0.0,0.973333,0.895287,0.13035,0.946667,0.006666,224,0.8205,0.7811,11.331773
3,247,53,284.37,0.0013,0.4989,0.173141,0.085512,0.1276,0.0076,0.0,0.94,0.873563,0.127604,0.915,0.005,0.0,0.973333,0.900864,0.137213,0.946667,0.006666,202,0.8178,0.7811,11.165158
4,241,59,298.09,0.0011,0.4989,0.177676,0.090117,0.1305,0.1084,0.305,0.94,0.887199,0.076501,0.915,0.01,0.36,0.973333,0.915574,0.082987,0.946667,0.006666,204,0.8465,0.7811,11.066058
5,253,47,307.56,0.0013,0.9719,0.202659,0.110055,0.2431,0.0662,0.195,0.935,0.884348,0.095777,0.915,0.01,0.273333,0.96,0.910593,0.099886,0.946667,0.006666,205,0.8103,0.3081,10.785641
6,269,31,299.58,0.0013,0.9719,0.220141,0.129898,0.2447,0.0704,0.0,0.935,0.895836,0.085559,0.92,0.005,0.0,0.96,0.923023,0.09161,0.946667,0.006666,213,0.7918,0.3081,10.283354
7,258,42,314.57,0.0014,0.9719,0.236464,0.152876,0.24465,0.11585,0.015,0.94,0.890407,0.096169,0.9175,0.0075,0.126667,0.96,0.917338,0.095717,0.946667,0.006667,224,0.8682,0.3081,9.535241
8,268,32,319.29,0.0016,0.9745,0.257371,0.171282,0.2461,0.1182,0.075,0.94,0.87944,0.094668,0.915,0.0125,0.026667,0.96,0.904901,0.101562,0.946667,0.006667,233,0.8694,0.3055,8.986062
9,285,15,338.94,0.0003,0.9785,0.306879,0.231232,0.2488,0.1265,0.0,0.94,0.87814,0.104967,0.92,0.01,0.0,0.96,0.901497,0.108727,0.946667,0.006666,247,0.8667,0.2615,7.74877
10,287,13,367.12,0.0012,0.9785,0.273578,0.229021,0.2444,0.1219,0.0,0.94,0.859495,0.137962,0.91,0.02,0.0,0.96,0.88072,0.14346,0.94,0.013333,256,0.892,0.2615,8.411161
11,292,8,362.31,0.0007,0.9785,0.311734,0.250829,0.24665,0.1895,0.0,0.94,0.868425,0.125024,0.915,0.015,0.0,0.96,0.89032,0.129314,0.94,0.013333,267,0.9144,0.2615,7.560252
12,282,18,343.05,0.0007,0.9785,0.332057,0.271221,0.2484,0.23155,0.225,0.94,0.859131,0.135681,0.915,0.02,0.213333,0.96,0.879669,0.140446,0.946667,0.006667,249,0.883,0.2615,7.36617
13,290,10,382.21,0.0,0.9785,0.322064,0.27338,0.245,0.12485,0.28,0.95,0.855586,0.137474,0.92,0.015,0.28,0.966667,0.875586,0.140687,0.946667,0.006667,266,0.9172,0.2615,7.979729
14,284,16,349.03,0.0001,0.9785,0.367495,0.310237,0.2472,0.2346,0.285,0.95,0.850141,0.148005,0.92,0.015,0.273333,0.966667,0.870587,0.149509,0.946667,0.006667,258,0.9085,0.2258,7.32349
15,296,4,370.31,0.0006,0.9785,0.355931,0.32191,0.24865,0.2383,0.0,0.95,0.857905,0.148746,0.92,0.01,0.0,0.966667,0.878581,0.149485,0.946667,0.006667,266,0.8986,0.2258,7.568055
