generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,240,60,757.01,0.0024,0.4818,0.126444,0.040852,0.1249,0.0029,0.0,0.94,0.772125,0.168893,0.755,0.0475,0.0,0.973333,0.799056,0.175258,0.78,0.066667,192,0.8,1.8382,11.793056
1,255,45,281.13,0.0019,0.4849,0.129584,0.050735,0.1251,0.0026,0.0,0.94,0.859725,0.129382,0.915,0.01,0.0,0.973333,0.89064,0.134015,0.946667,0.006666,208,0.8157,1.8351,11.341789
2,264,36,320.96,0.0007,0.4849,0.134502,0.055489,0.12515,0.0028,0.0,0.95,0.868883,0.116052,0.915,0.005,0.0,0.973333,0.900101,0.123194,0.953333,0.0,209,0.7917,1.8351,11.282089
3,262,38,276.48,0.0007,0.4849,0.14549,0.072352,0.12625,0.0035,0.0,0.955,0.872729,0.126461,0.915,0.01,0.0,0.973333,0.904122,0.129322,0.953333,0.006666,216,0.8244,1.8351,11.218403
4,255,45,298.76,0.0006,0.5344,0.157262,0.09733,0.1268,0.005,0.315,0.955,0.875686,0.107535,0.915,0.01,0.34,0.973333,0.906013,0.107544,0.953333,0.006666,222,0.8706,1.7256,11.104699
5,257,43,304.87,0.0006,0.5465,0.168122,0.097203,0.1275,0.0072,0.085,0.955,0.860233,0.130702,0.925,0.01,0.1,0.973333,0.889935,0.13377,0.953333,0.006666,215,0.8366,1.7135,11.11857
6,260,40,310.99,0.0004,0.5465,0.172585,0.098968,0.12755,0.11345,0.115,0.955,0.859712,0.129919,0.9225,0.0075,0.16,0.973333,0.888615,0.132393,0.953333,0.0,210,0.8077,1.7135,11.119338
7,251,49,308.81,0.0006,0.5465,0.177217,0.11764,0.1287,0.1156,0.255,0.955,0.849701,0.12235,0.915,0.01,0.24,0.973333,0.879336,0.12119,0.953333,0.006667,217,0.8645,1.7135,10.985731
8,254,46,304.58,0.0007,0.5465,0.184739,0.126914,0.12845,0.11555,0.0,0.955,0.843248,0.13702,0.915,0.025,0.0,0.973333,0.870787,0.137672,0.953333,0.013334,223,0.878,1.7135,10.735734
9,254,46,294.44,0.0002,0.5475,0.203709,0.144724,0.12965,0.11385,0.14,0.955,0.823051,0.148653,0.915,0.0375,0.113333,0.973333,0.852073,0.146235,0.946667,0.026666,230,0.9055,1.7125,10.322984
10,254,46,305.95,0.0001,0.5475,0.223808,0.171139,0.12815,0.1125,0.0,0.96,0.743209,0.17382,0.6875,0.1675,0.0,0.973333,0.773569,0.173029,0.72,0.16,228,0.8976,0.7117,10.072019
11,245,55,304.87,0.0009,0.5497,0.215373,0.180415,0.1266,0.1143,0.26,0.96,0.721265,0.162679,0.685,0.11,0.206667,0.973333,0.753034,0.160531,0.72,0.1,227,0.9265,0.6886,9.817933
12,241,59,287.21,0.001,0.5536,0.245363,0.189934,0.1283,0.1136,0.175,0.96,0.698402,0.167297,0.685,0.08,0.206667,0.973333,0.730761,0.165906,0.72,0.073333,217,0.9004,0.678,9.34692
13,262,38,309.47,0.0008,0.5536,0.263265,0.196721,0.2301,0.16285,0.06,0.955,0.71813,0.165783,0.685,0.06,0.1,0.973333,0.751043,0.162177,0.72,0.06,230,0.8779,0.678,8.925285
14,255,45,305.8,0.0,0.5538,0.256287,0.20236,0.1298,0.1174,0.015,0.955,0.697961,0.160324,0.685,0.05,0.0,0.973333,0.731399,0.157779,0.72,0.06,228,0.8941,0.678,8.657752
15,269,31,336.49,0.0012,0.5486,0.254955,0.199767,0.13,0.1176,0.0,0.955,0.678532,0.180444,0.685,0.07,0.0,0.973333,0.711326,0.177047,0.72,0.08,241,0.8959,0.678,8.871885
16,265,35,294.08,0.0001,0.5512,0.27453,0.200126,0.2438,0.234,0.125,0.955,0.765585,0.168668,0.74,0.175,0.193333,0.973333,0.795598,0.16207,0.786667,0.166666,238,0.8981,0.678,7.965017
17,266,34,329.27,0.0006,0.5518,0.250759,0.195783,0.2394,0.2254,0.085,0.955,0.796335,0.173422,0.885,0.07,0.1,0.973333,0.824411,0.168363,0.916667,0.050001,246,0.9248,0.678,8.368414
18,268,32,323.91,0.0,0.5457,0.268669,0.196924,0.2461,0.23865,0.215,0.955,0.832705,0.152151,0.925,0.03,0.253333,0.966667,0.858159,0.145346,0.95,0.016667,237,0.8843,0.6745,7.781107
19,280,20,333.67,0.0001,0.6774,0.292689,0.194992,0.24865,0.2381,0.225,0.955,0.850214,0.151219,0.93,0.025,0.28,0.973333,0.874833,0.143035,0.96,0.006667,245,0.875,0.6745,7.092169
20,279,21,342.5,0.0,0.8312,0.256456,0.198518,0.2432,0.2375,0.235,0.955,0.858961,0.149973,0.935,0.02,0.28,0.973333,0.883345,0.142011,0.96,0.006667,245,0.8781,0.6745,7.830999
21,273,27,348.97,0.0,0.8312,0.243553,0.199728,0.2433,0.2392,0.31,0.955,0.866795,0.129737,0.935,0.02,0.313333,0.966667,0.892992,0.121877,0.96,0.006667,239,0.8755,0.6745,8.175715
22,274,26,310.1,0.0,0.977,0.283165,0.200448,0.24925,0.23765,0.425,0.955,0.872391,0.121974,0.935,0.02,0.486667,0.973333,0.896983,0.114008,0.96,0.006667,234,0.854,0.303,7.322164
