generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,278,22,781.27,0.0027,0.5419,0.125991,0.111797,0.1241,0.03015,0.0022,0.5846,0.127878,0.127973,0.1082,0.05185,0.0051,0.4899,0.13929,0.130223,0.1218,0.05825,0.0058,0.7201,0.100801,0.113196,0.06455,0.05135,0.0028,0.8922,0.134429,0.190406,0.07585,0.0536,0.0022,0.5853,0.134762,0.120681,0.1231,0.07435,0.005,0.5004,0.101837,0.104576,0.07775,0.05355,0.0061,0.5223,0.135013,0.108588,0.1231,0.05445,249,0.8957,4.2718,14.277257
1,295,5,378.82,0.0057,0.5649,0.111929,0.114752,0.1185,0.0526,0.0029,0.7898,0.103378,0.107844,0.1171,0.0526,0.0066,0.8943,0.156752,0.15637,0.1219,0.0556,0.0059,0.7201,0.104657,0.107451,0.1142,0.0583,0.0047,0.8922,0.159627,0.199594,0.122,0.0699,0.0041,0.7562,0.132519,0.146288,0.1195,0.0762,0.007,0.4992,0.121019,0.117587,0.1192,0.0632,0.0043,0.8894,0.110119,0.113979,0.1097,0.0439,278,0.9424,2.0362,14.035885
2,299,1,396.42,0.0033,0.5649,0.105356,0.112182,0.1171,0.0811,0.0021,0.7874,0.094771,0.119453,0.0709,0.0548,0.0014,0.8955,0.147504,0.186312,0.1223,0.0665,0.0023,0.8994,0.124205,0.149261,0.1191,0.0848,0.0037,0.8891,0.160631,0.214269,0.1225,0.0901,0.003,0.8904,0.106986,0.135736,0.0848,0.0581,0.0037,0.9059,0.131256,0.151299,0.1191,0.0819,0.0034,0.8946,0.129292,0.161644,0.1205,0.0841,284,0.9498,1.8234,13.549173
3,300,0,399.99,0.0033,0.9374,0.125335,0.164213,0.1208,0.08485,0.0028,0.8911,0.099544,0.13531,0.0868,0.0652,0.0029,0.9054,0.17032,0.208551,0.1233,0.0868,0.0013,0.8997,0.133302,0.18383,0.1201,0.0855,0.0036,0.8907,0.124636,0.166892,0.11925,0.0926,0.001,0.9189,0.10967,0.149562,0.09305,0.06875,0.0001,0.9059,0.121283,0.153456,0.12085,0.08385,0.0,0.8928,0.11591,0.14836,0.11975,0.08665,279,0.93,1.8203,12.733298
4,300,0,406.52,0.0028,0.9397,0.151314,0.215182,0.12195,0.1077,0.0,0.9233,0.097192,0.151419,0.0328,0.02915,0.0016,0.904,0.143727,0.199355,0.10895,0.0865,0.0,0.915,0.112723,0.179209,0.04095,0.0376,0.0025,0.9479,0.131785,0.198037,0.08105,0.06785,0.001,0.9307,0.124852,0.204747,0.0343,0.0311,0.0001,0.9059,0.135741,0.208655,0.0836,0.0706,0.0,0.8972,0.102667,0.154764,0.0368,0.035,280,0.9333,1.5317,12.409144
5,300,0,403.43,0.001,0.9317,0.146441,0.205093,0.1211,0.0997,0.0002,0.9251,0.126095,0.191076,0.1021,0.0843,0.0,0.9232,0.113093,0.168169,0.0873,0.07015,0.0,0.9366,0.10797,0.170041,0.0606,0.0583,0.0,0.9483,0.154074,0.224641,0.1207,0.1022,0.0,0.9598,0.128811,0.191088,0.10215,0.0826,0.0001,0.8975,0.114025,0.167032,0.1002,0.08735,0.0,0.9482,0.109491,0.176555,0.05255,0.05235,277,0.9233,0.5434,12.10383
6,300,0,401.35,0.0,0.9364,0.14633,0.227295,0.1016,0.0922,0.0,0.9351,0.115553,0.195553,0.0354,0.0351,0.0,0.9623,0.124806,0.185893,0.08965,0.0813,0.0,0.962,0.131608,0.224001,0.06035,0.05945,0.0,0.9579,0.117763,0.186371,0.0422,0.0422,0.0,0.9627,0.116493,0.19383,0.03815,0.03795,0.0,0.9344,0.134146,0.196664,0.11935,0.11075,0.0,0.9482,0.1133,0.182689,0.0285,0.02835,276,0.92,0.478,11.138525
7,300,0,416.51,0.0,0.9571,0.179298,0.240052,0.12275,0.11535,0.0,0.9437,0.112196,0.17864,0.03155,0.03115,0.0,0.9551,0.117437,0.175958,0.0503,0.0502,0.0,0.962,0.103886,0.176575,0.02535,0.02535,0.0,0.9603,0.161594,0.2277,0.1206,0.11105,0.0,0.9627,0.103874,0.178963,0.0171,0.0168,0.0,0.9339,0.119369,0.181238,0.0339,0.0339,0.0,0.9593,0.102346,0.193065,0.0139,0.0138,283,0.9433,0.4225,11.313914
8,300,0,413.15,0.0,0.9601,0.11529,0.182237,0.071,0.0619,0.0,0.9606,0.12048,0.181923,0.08475,0.07845,0.0,0.9632,0.143532,0.199417,0.1214,0.1091,0.0,0.9375,0.13993,0.20637,0.1212,0.10695,0.0,0.9603,0.118725,0.185249,0.07305,0.06575,0.0,0.9599,0.103083,0.160905,0.03635,0.03635,0.0,0.9572,0.135116,0.197506,0.11735,0.1072,0.0,0.9624,0.123844,0.192655,0.09795,0.08665,276,0.92,0.4225,11.183337
9,300,0,391.39,0.0,0.9601,0.126771,0.192739,0.09205,0.08415,0.0,0.9359,0.112749,0.180336,0.0396,0.0396,0.0,0.9403,0.140405,0.208104,0.11865,0.10605,0.0,0.9377,0.119965,0.185937,0.04425,0.04425,0.0,0.9518,0.125912,0.204867,0.07965,0.07495,0.0,0.9607,0.096299,0.141598,0.0406,0.0406,0.0,0.961,0.151995,0.228138,0.12075,0.10835,0.0,0.9573,0.125904,0.20976,0.06265,0.06125,267,0.89,0.4223,10.916635
