generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,265,35,775.74,0.0034,0.4755,0.19445,0.114568,0.197,0.1111,0.0,0.92,0.405245,0.311549,0.56,0.175,0.0,0.953333,0.441107,0.336619,0.593333,0.186667,223,0.8415,11.0735,14.269323
1,229,71,269.54,0.001,0.4886,0.214321,0.148874,0.2105,0.0863,0.0,0.93,0.702249,0.172315,0.7,0.09,0.086667,0.953333,0.752052,0.165735,0.773333,0.06,177,0.7729,1.7114,11.758343
2,212,88,233.66,0.0009,0.4997,0.250298,0.162526,0.2135,0.19635,0.36,0.915,0.797429,0.13571,0.88,0.01,0.366667,0.94,0.827893,0.13371,0.913333,0.006666,127,0.5991,0.9311,11.088287
3,201,99,209.03,0.0016,0.5057,0.18395,0.180044,0.1295,0.1249,0.35,0.935,0.821542,0.130532,0.895,0.02,0.366667,0.96,0.851708,0.125539,0.92,0.02,132,0.6567,0.8661,9.589583
4,215,85,243.52,0.0,0.8296,0.138677,0.165726,0.1224,0.1159,0.26,0.94,0.825744,0.148052,0.895,0.04,0.293333,0.96,0.855132,0.143277,0.92,0.033333,158,0.7349,0.7104,10.25602
5,218,82,264.07,0.0001,0.8418,0.340952,0.246544,0.2486,0.2066,0.235,0.955,0.775688,0.169832,0.865,0.045,0.253333,0.973333,0.803976,0.168811,0.886667,0.046666,165,0.7569,0.6982,7.473727
6,238,62,263.64,0.0022,0.8418,0.343226,0.255526,0.24765,0.2219,0.0,0.94,0.784055,0.16671,0.865,0.045,0.02,0.973333,0.813417,0.163285,0.886667,0.046666,187,0.7857,0.6982,7.5719
7,255,45,307.21,0.0006,0.8418,0.297249,0.248145,0.241,0.1852,0.07,0.945,0.767118,0.168763,0.86,0.05,0.14,0.973333,0.79681,0.165622,0.886667,0.046666,216,0.8471,0.6982,8.497026
8,242,58,303.33,0.0006,0.9771,0.289928,0.220524,0.24375,0.17475,0.23,0.95,0.767893,0.170484,0.865,0.045,0.246667,0.973333,0.797355,0.169466,0.886667,0.046666,210,0.8678,0.3629,8.621973
9,249,51,304.44,0.0007,0.9791,0.441447,0.374892,0.2498,0.238,0.32,0.945,0.803313,0.142403,0.9,0.015,0.366667,0.953333,0.829344,0.140414,0.926667,0.013333,174,0.6988,0.3609,7.007951
10,257,43,317.55,0.0001,0.9791,0.219512,0.279142,0.1252,0.1187,0.355,0.955,0.812957,0.140528,0.905,0.03,0.366667,0.973333,0.835824,0.140418,0.926667,0.026666,199,0.7743,0.3609,9.933329
11,248,52,320.06,0.0001,0.9791,0.266475,0.268772,0.23645,0.22855,0.01,0.95,0.805948,0.158328,0.9,0.035,0.0,0.96,0.830779,0.157507,0.923334,0.029999,203,0.8185,0.3609,8.687154
12,258,42,326.56,0.0007,0.9791,0.421009,0.37432,0.24645,0.2371,0.345,0.965,0.792849,0.140627,0.8825,0.0325,0.413333,0.973333,0.819199,0.139108,0.913333,0.026667,218,0.845,0.3451,7.531627
13,254,46,309.6,0.0,0.9791,0.172287,0.258311,0.0486,0.04825,0.35,0.965,0.831693,0.141025,0.905,0.05,0.366667,0.973333,0.851601,0.138042,0.933333,0.04,198,0.7795,0.3451,10.319839
14,271,29,337.76,0.0001,0.9791,0.422351,0.369545,0.247,0.228,0.105,0.965,0.795314,0.148064,0.89,0.04,0.146667,0.973333,0.822952,0.145522,0.906667,0.046666,222,0.8192,0.3428,7.706358
15,286,14,353.61,0.0013,0.9791,0.347026,0.309529,0.2466,0.2383,0.04,0.955,0.79722,0.167761,0.895,0.05,0.08,0.966667,0.820466,0.165894,0.926667,0.033333,236,0.8252,0.3428,7.722834
