generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,274,26,794.68,0.0087,0.5443,0.140293,0.134699,0.08705,0.0413,0.0031,0.5361,0.130872,0.118713,0.08995,0.0336,0.0063,0.547,0.155227,0.132117,0.12315,0.0502,0.0035,0.5348,0.122112,0.097529,0.1118,0.04375,0.0016,0.5408,0.128704,0.129481,0.08935,0.0388,0.0018,0.4673,0.104625,0.075114,0.0863,0.0356,0.001,0.4637,0.118818,0.100357,0.0867,0.03895,0.0017,0.4677,0.09935,0.076368,0.0827,0.04085,255,0.9307,1.8313,15.966062
1,294,6,364.82,0.0045,0.5395,0.164751,0.155379,0.11835,0.05515,0.0033,0.5359,0.124706,0.121036,0.07765,0.04805,0.0017,0.547,0.12656,0.117654,0.119,0.05015,0.0021,0.5428,0.119324,0.110587,0.11485,0.04605,0.0043,0.5445,0.125147,0.117243,0.1119,0.0439,0.0043,0.5404,0.125439,0.117121,0.08425,0.03975,0.0021,0.5395,0.11256,0.111348,0.0707,0.04985,0.0021,0.5373,0.101514,0.094137,0.0713,0.04905,266,0.9048,1.8313,13.715702
2,289,11,358.25,0.0004,0.5904,0.184592,0.177954,0.1193,0.0573,0.0028,0.5431,0.12583,0.137597,0.0686,0.0444,0.0001,0.546,0.131063,0.131876,0.0996,0.0329,0.0022,0.5524,0.120218,0.117767,0.0727,0.0437,0.0023,0.5457,0.132907,0.132558,0.1124,0.045,0.0029,0.543,0.11169,0.12179,0.0683,0.0367,0.0018,0.5458,0.091602,0.100169,0.0677,0.0457,0.0024,0.9268,0.102098,0.117173,0.0675,0.05,258,0.8927,1.0713,12.762336
3,286,14,352.86,0.0004,0.5455,0.186351,0.183426,0.11595,0.05385,0.0026,0.9024,0.116173,0.128851,0.06915,0.047,0.0001,0.5523,0.136366,0.151174,0.08145,0.0419,0.0004,0.5446,0.114859,0.127423,0.0689,0.04755,0.0014,0.5457,0.127458,0.134453,0.0738,0.0446,0.0029,0.8805,0.109043,0.118006,0.0676,0.0306,0.0018,0.5458,0.101959,0.113643,0.06755,0.04445,0.0024,0.9268,0.10779,0.161671,0.06705,0.04415,258,0.9021,1.0713,12.965715
4,271,29,348.08,0.0001,0.553,0.140417,0.158213,0.0885,0.082,0.0,0.9187,0.126336,0.159068,0.0747,0.0605,0.0,0.8818,0.109461,0.132492,0.0714,0.0573,0.0004,0.9208,0.107486,0.130836,0.0701,0.0555,0.0014,0.8765,0.11519,0.146196,0.0681,0.0574,0.0001,0.9493,0.129449,0.179792,0.0722,0.049,0.0005,0.8954,0.099533,0.126784,0.0681,0.0549,0.0,0.9583,0.172128,0.247683,0.0732,0.0527,249,0.9188,1.0213,12.99824
5,282,18,360.16,0.0001,0.5431,0.113576,0.15292,0.0284,0.0278,0.0,0.9461,0.115095,0.195125,0.028,0.0271,0.0001,0.9251,0.155872,0.230604,0.0712,0.06595,0.0002,0.9229,0.13832,0.207096,0.0692,0.0612,0.0,0.8649,0.094898,0.158586,0.03415,0.03175,0.0001,0.9214,0.128131,0.190414,0.0663,0.0587,0.0005,0.9222,0.123157,0.203382,0.053,0.0476,0.0,0.9268,0.130951,0.199873,0.0601,0.0525,253,0.8972,1.0213,12.465401
6,280,20,351.85,0.0001,0.9253,0.114419,0.17683,0.015,0.0143,0.0,0.9466,0.093938,0.174923,0.01335,0.01255,0.0005,0.9414,0.138107,0.220291,0.06035,0.05645,0.0,0.9237,0.140262,0.217224,0.0627,0.05755,0.0,0.8649,0.090454,0.152694,0.0216,0.0192,0.0001,0.9238,0.129733,0.203613,0.06415,0.05935,0.0001,0.9457,0.149324,0.219995,0.0638,0.05725,0.0,0.9716,0.143763,0.209205,0.05825,0.05145,253,0.9036,1.0213,12.402776
7,281,19,366.47,0.0,0.9616,0.095438,0.191014,0.0116,0.0111,0.0,0.9489,0.117348,0.202398,0.0157,0.0156,0.0,0.9734,0.137373,0.235014,0.0173,0.0163,0.0,0.9497,0.129109,0.208251,0.031,0.029,0.0,0.9467,0.097979,0.179626,0.0152,0.0144,0.0,0.9772,0.142128,0.233759,0.0235,0.0234,0.0,0.9257,0.104471,0.187756,0.0214,0.0189,0.0,0.974,0.176154,0.267512,0.056,0.053,252,0.8968,1.0204,12.03098
8,271,29,327.14,0.0,0.9674,0.103711,0.216577,0.0078,0.0077,0.0,0.9666,0.108268,0.217543,0.0091,0.0074,0.0,0.9764,0.128422,0.244111,0.0096,0.0095,0.0001,0.9574,0.140085,0.244162,0.0147,0.0137,0.0,0.9469,0.102679,0.194364,0.0076,0.0069,0.0,0.9772,0.119193,0.217626,0.0142,0.0142,0.0001,0.9757,0.115954,0.208992,0.0149,0.0133,0.0,0.9753,0.181689,0.28781,0.0358,0.0338,227,0.8376,0.493,11.666418
9,277,23,354.33,0.0,0.9676,0.113994,0.226065,0.0085,0.0084,0.0,0.9712,0.112381,0.22118,0.0088,0.0076,0.0,0.9769,0.141635,0.255784,0.0092,0.0078,0.0,0.9758,0.131232,0.233021,0.0102,0.0095,0.0,0.9758,0.124629,0.218484,0.01,0.0089,0.0,0.9769,0.117414,0.213108,0.0087,0.0071,0.0001,0.9783,0.160321,0.26186,0.0132,0.0116,0.0001,0.9739,0.098394,0.193927,0.0109,0.0096,249,0.8989,0.493,11.431879
