generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,255,45,736.55,0.0012,0.2351,0.12342,0.023719,0.1249,0.0023,0.0,0.94,0.787294,0.160688,0.78,0.0,0.0,0.973333,0.795921,0.167739,0.773333,0.0,183,0.7176,11.1063,11.770148
1,254,46,326.27,0.0011,0.2518,0.125387,0.031276,0.1252,0.00265,0.0,0.94,0.848425,0.158158,0.915,0.005,0.0,0.973333,0.874698,0.166134,0.946667,0.006666,223,0.878,11.0482,11.559416
2,268,32,311.2,0.0012,0.254,0.133595,0.041377,0.126,0.00345,0.0,0.955,0.872239,0.140363,0.915,0.005,0.0,0.973333,0.90092,0.146916,0.946667,0.006666,236,0.8806,10.9576,11.430062
3,267,33,305.14,0.0009,0.2548,0.14012,0.053223,0.1261,0.0045,0.0,0.95,0.872715,0.13992,0.915,0.01,0.0,0.973333,0.899975,0.144528,0.946667,0.006666,235,0.8801,10.9576,11.388494
4,269,31,300.45,0.0012,0.3615,0.154358,0.061319,0.1278,0.0077,0.0,0.95,0.834182,0.21274,0.915,0.01,0.0,0.973333,0.859232,0.220804,0.946667,0.013334,228,0.8476,10.9548,11.598132
5,270,30,339.09,0.0009,0.3827,0.156955,0.074743,0.12785,0.04865,0.0,0.955,0.846241,0.176946,0.915,0.01,0.0,0.973333,0.870444,0.186108,0.946667,0.010001,244,0.9037,10.9343,11.525934
6,279,21,354.31,0.0012,0.3659,0.16043,0.081128,0.1276,0.0675,0.0,0.955,0.848459,0.177738,0.915,0.01,0.0,0.973333,0.872401,0.185852,0.953333,0.013333,245,0.8781,10.9276,11.515125
7,281,19,361.15,0.0008,0.4755,0.166714,0.075767,0.1279,0.0572,0.0,0.955,0.825125,0.218345,0.915,0.01,0.0,0.973333,0.847094,0.226875,0.953333,0.013333,250,0.8897,10.9268,11.588802
8,289,11,338.54,0.0005,0.4516,0.176286,0.080573,0.1679,0.0746,0.0,0.955,0.845156,0.188733,0.925,0.015,0.0,0.973333,0.868027,0.194695,0.953333,0.02,251,0.8685,10.9268,11.470565
9,295,5,367.29,0.0005,0.4916,0.168064,0.084596,0.129,0.1071,0.0,0.955,0.853102,0.178553,0.925,0.015,0.0,0.973333,0.876022,0.184594,0.953333,0.02,261,0.8847,0.7684,11.427461
10,289,11,345.94,0.0008,0.5002,0.173745,0.091696,0.1294,0.1109,0.0,0.965,0.848841,0.182328,0.925,0.025,0.0,0.973333,0.869988,0.187608,0.953333,0.02,255,0.8824,0.6398,11.340857
11,283,17,358.96,0.0006,0.5002,0.17179,0.09967,0.1275,0.1013,0.0,0.965,0.846025,0.180764,0.925,0.03,0.0,0.973333,0.866878,0.18527,0.953333,0.02,250,0.8834,0.6398,11.173157
12,283,17,346.28,0.0008,0.5002,0.177587,0.108577,0.1288,0.1091,0.0,0.965,0.836113,0.175822,0.925,0.03,0.0,0.973333,0.855618,0.180538,0.953333,0.02,245,0.8657,0.6398,11.056477
13,279,21,326.7,0.0008,0.5002,0.192243,0.120568,0.13,0.1089,0.0,0.97,0.842133,0.182226,0.93,0.025,0.0,0.973333,0.859713,0.187948,0.953333,0.02,239,0.8566,0.6271,10.666969
14,292,8,366.58,0.0011,0.5002,0.192711,0.13345,0.1276,0.0806,0.0,0.97,0.841233,0.163487,0.9275,0.0275,0.0,0.973333,0.858744,0.168931,0.953333,0.02,257,0.8801,0.6271,10.247632
15,284,16,350.16,0.0018,0.5067,0.218188,0.14182,0.1597,0.08335,0.0,0.97,0.858433,0.149802,0.93,0.025,0.0,0.973333,0.875282,0.156475,0.953333,0.02,254,0.8944,0.6265,9.734769
16,282,18,345.12,0.0006,0.5025,0.2083,0.151673,0.12915,0.11405,0.0,0.97,0.842092,0.171645,0.925,0.03,0.0,0.973333,0.858085,0.17929,0.953333,0.02,254,0.9007,0.62,9.761062
17,285,15,360.33,0.0002,0.5025,0.206014,0.158299,0.1298,0.1149,0.0,0.98,0.84586,0.178801,0.925,0.04,0.0,0.986667,0.862152,0.182508,0.953333,0.02,262,0.9193,0.62,9.626688
18,274,26,338.59,0.0007,0.5054,0.224527,0.162793,0.1472,0.1006,0.0,0.97,0.848814,0.175446,0.935,0.03,0.0,0.973333,0.865669,0.177097,0.953333,0.02,250,0.9124,0.6146,9.237517
19,274,26,351.22,0.0008,0.5054,0.238498,0.157527,0.2405,0.11605,0.0,0.97,0.849343,0.158771,0.925,0.04,0.0,0.973333,0.866618,0.159662,0.953333,0.02,246,0.8978,0.6146,9.10267
20,286,14,350.61,0.0,0.5054,0.211841,0.154763,0.1303,0.11535,0.0,0.97,0.820577,0.187642,0.925,0.045,0.0,0.973333,0.834219,0.189223,0.953333,0.02,250,0.8741,0.6146,9.758369
21,285,15,357.44,0.0005,0.5054,0.219624,0.156851,0.1813,0.0665,0.0,0.97,0.848579,0.163515,0.94,0.03,0.0,0.973333,0.863672,0.1668,0.973333,0.0,253,0.8877,0.6146,9.457008
22,286,14,366.2,0.0008,0.7006,0.236898,0.157397,0.24185,0.11645,0.19,0.97,0.842028,0.172515,0.94,0.03,0.246667,0.973333,0.856969,0.172404,0.973333,0.0,255,0.8916,0.4394,9.262123
23,288,12,339.61,0.0006,0.7094,0.242267,0.174552,0.1844,0.066,0.0,0.97,0.830868,0.200238,0.94,0.03,0.0,0.973333,0.84375,0.203788,0.963334,0.009999,259,0.8993,0.4306,8.838844
24,292,8,370.85,0.0004,0.7094,0.233602,0.179189,0.12955,0.11345,0.0,0.985,0.820753,0.201327,0.93,0.04,0.0,0.993333,0.834338,0.20114,0.953333,0.02,266,0.911,0.4306,9.054343
25,290,10,373.12,0.001,0.9352,0.251715,0.194098,0.1705,0.07685,0.0,0.97,0.807621,0.215501,0.92,0.05,0.0,0.973333,0.82108,0.215703,0.946667,0.026666,266,0.9172,0.2248,9.111112
26,290,10,348.82,0.001,0.9352,0.254668,0.205167,0.1693,0.0777,0.0,0.975,0.831517,0.185144,0.935,0.035,0.0,0.986667,0.845379,0.185904,0.963334,0.009999,266,0.9172,0.2248,9.040711
27,293,7,385.91,0.0008,0.9352,0.248724,0.216862,0.1702,0.0799,0.0,0.98,0.803703,0.222735,0.92,0.05,0.0,0.986667,0.821684,0.217691,0.946667,0.026666,272,0.9283,0.2248,9.455167
28,288,12,372.08,0.0008,0.9399,0.244877,0.222431,0.13145,0.1097,0.0,0.97,0.804236,0.21854,0.92,0.05,0.0,0.973333,0.820833,0.219746,0.946667,0.026666,272,0.9444,0.2201,9.60047
29,297,3,377.84,0.0001,0.9399,0.261727,0.213522,0.1775,0.0722,0.06,0.97,0.838956,0.169278,0.93,0.035,0.086667,0.973333,0.85486,0.171712,0.953333,0.02,278,0.936,0.2201,9.294906
30,297,3,389.12,0.0007,0.9399,0.296234,0.24513,0.2429,0.1213,0.0,0.97,0.814343,0.217749,0.935,0.03,0.0,0.973333,0.830617,0.215926,0.953333,0.02,281,0.9461,0.2201,9.063497
31,300,0,380.62,0.0,0.9583,0.272367,0.240696,0.1747,0.1028,0.005,0.97,0.828467,0.195044,0.93,0.035,0.026667,0.973333,0.844911,0.195793,0.95,0.023333,285,0.95,0.2201,9.2471
32,296,4,352.14,0.0005,0.983,0.310831,0.261081,0.23045,0.12845,0.0,0.97,0.831149,0.196764,0.935,0.03,0.0,0.973333,0.846013,0.196874,0.953333,0.02,275,0.9291,0.157,8.842007
