generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,279,21,808.88,0.0088,0.5398,0.171371,0.143832,0.1242,0.0593,0.005,0.6669,0.10933,0.100094,0.0998,0.0475,0.0013,0.5381,0.132823,0.107959,0.1237,0.0518,0.0015,0.4759,0.120313,0.097877,0.1198,0.0502,0.0038,0.6758,0.133564,0.140097,0.1181,0.0441,0.0038,0.4299,0.116854,0.084904,0.12,0.0347,0.0016,0.5448,0.115257,0.102566,0.1183,0.0547,0.0016,0.4719,0.100489,0.08858,0.0805,0.0465,262,0.9391,4.1588,15.290814
1,292,8,398.14,0.0024,0.5398,0.149679,0.135499,0.12045,0.0573,0.0048,0.754,0.144076,0.166978,0.11875,0.0634,0.0042,0.5389,0.114546,0.108424,0.1085,0.0514,0.0044,0.4927,0.118495,0.105931,0.11635,0.053,0.0016,0.7349,0.140843,0.15372,0.12025,0.0546,0.004,0.4921,0.11633,0.100765,0.11865,0.0571,0.0034,0.7251,0.110921,0.102521,0.1004,0.0404,0.0041,0.7511,0.105111,0.109408,0.07805,0.0525,283,0.9692,4.1588,15.500102
2,296,4,421.38,0.006,0.4911,0.123929,0.113867,0.0867,0.04785,0.0057,0.8031,0.140573,0.162518,0.1119,0.0606,0.0056,0.5871,0.123902,0.118764,0.11505,0.07855,0.005,0.468,0.120797,0.105759,0.1046,0.06355,0.0039,0.7594,0.132151,0.149595,0.1002,0.06005,0.004,0.726,0.132673,0.118008,0.1198,0.06605,0.0044,0.7251,0.117977,0.106879,0.1131,0.0702,0.0038,0.7511,0.107997,0.106334,0.09005,0.059,293,0.9899,1.8566,15.368413
3,299,1,422.04,0.0054,0.4911,0.142885,0.12823,0.1193,0.0705,0.0042,0.8003,0.129684,0.152382,0.0993,0.0516,0.0048,0.6599,0.115632,0.107677,0.1147,0.0657,0.004,0.7964,0.132991,0.132049,0.1193,0.0675,0.004,0.7905,0.128564,0.134597,0.1205,0.062,0.004,0.7553,0.116229,0.11081,0.1115,0.0603,0.0044,0.6793,0.115667,0.107224,0.1146,0.0677,0.0038,0.7511,0.118347,0.129916,0.0948,0.0585,295,0.9866,1.8566,14.904898
4,291,9,399.05,0.0057,0.6565,0.143309,0.13441,0.1223,0.0901,0.0041,0.7769,0.122492,0.153084,0.089,0.0572,0.0037,0.7921,0.12867,0.127023,0.1147,0.0841,0.0049,0.7995,0.126595,0.147267,0.0943,0.0666,0.0049,0.7905,0.119777,0.125206,0.1102,0.076,0.0048,0.7865,0.120238,0.11546,0.107,0.0716,0.0041,0.7681,0.120169,0.125505,0.0891,0.0592,0.0038,0.7936,0.118749,0.132742,0.0876,0.0617,279,0.9588,1.8566,14.988848
5,293,7,421.72,0.0046,0.6603,0.120001,0.125205,0.0877,0.0631,0.0047,0.8243,0.142395,0.153135,0.1168,0.0842,0.0047,0.8003,0.127295,0.13559,0.1138,0.0789,0.0052,0.7995,0.118306,0.118972,0.1002,0.0758,0.0045,0.8362,0.127742,0.133843,0.1166,0.0851,0.0038,0.7865,0.126531,0.11736,0.1124,0.0739,0.0044,0.7681,0.114352,0.110135,0.087,0.058,0.0035,0.7921,0.123377,0.127413,0.0883,0.0624,287,0.9795,1.8566,15.151257
6,288,12,418.48,0.0039,0.8411,0.13235,0.133395,0.1153,0.0816,0.0023,0.836,0.131746,0.151328,0.09105,0.06705,0.0056,0.7122,0.130669,0.114567,0.1205,0.0909,0.0027,0.7995,0.10642,0.115477,0.07655,0.05635,0.004,0.8402,0.129857,0.131402,0.1197,0.08885,0.0038,0.8246,0.125739,0.130018,0.10275,0.0747,0.0043,0.7969,0.127128,0.134129,0.1032,0.076,0.004,0.747,0.116091,0.118689,0.087,0.06445,285,0.9896,1.8566,15.262421
7,300,0,425.53,0.005,0.8411,0.114598,0.101073,0.0931,0.05845,0.0049,0.833,0.125732,0.14408,0.08935,0.05945,0.0043,0.8407,0.136966,0.142486,0.11665,0.07985,0.0039,0.7995,0.114788,0.127508,0.0809,0.05195,0.0067,0.8367,0.134095,0.143475,0.11075,0.0746,0.0044,0.8302,0.126072,0.131637,0.08655,0.0528,0.0044,0.7969,0.125102,0.124048,0.10355,0.0709,0.0052,0.8382,0.122647,0.120937,0.1138,0.0666,290,0.9667,1.8566,16.236402
8,300,0,424.59,0.0054,0.8411,0.135406,0.153896,0.1164,0.0896,0.0041,0.8385,0.139129,0.154866,0.11185,0.08215,0.0038,0.8334,0.130303,0.156729,0.09555,0.0726,0.0049,0.8482,0.112853,0.125599,0.0795,0.0551,0.0044,0.8367,0.120386,0.122652,0.1004,0.07455,0.0043,0.8317,0.139598,0.170202,0.1001,0.07165,0.0041,0.7979,0.106108,0.11353,0.07195,0.0528,0.0051,0.8382,0.116217,0.112517,0.0938,0.0703,289,0.9633,1.8566,15.566737
9,300,0,438.77,0.0054,0.8411,0.107401,0.119466,0.06955,0.05305,0.0057,0.8388,0.13845,0.153475,0.11785,0.0923,0.0049,0.8421,0.133567,0.165633,0.10315,0.07655,0.006,0.8482,0.117635,0.143619,0.0738,0.055,0.0047,0.8457,0.128983,0.142909,0.1196,0.0947,0.0052,0.8376,0.135185,0.159081,0.1183,0.09015,0.0044,0.7979,0.127921,0.134829,0.1196,0.09135,0.0048,0.8415,0.110859,0.134193,0.07245,0.0552,295,0.9833,1.8566,15.22155
10,300,0,435.1,0.0027,0.8582,0.116332,0.141672,0.0698,0.055,0.0042,0.8439,0.1207,0.139489,0.07935,0.05615,0.0024,0.8438,0.136274,0.153728,0.1162,0.0925,0.0054,0.8482,0.11955,0.13791,0.09175,0.07305,0.0028,0.8401,0.115502,0.12845,0.09805,0.07535,0.0039,0.8475,0.154818,0.184794,0.1228,0.09815,0.0033,0.8223,0.122633,0.127692,0.1192,0.09215,0.0037,0.8458,0.114191,0.126426,0.09625,0.0734,296,0.9867,1.8566,15.017966
11,300,0,435.58,0.0039,0.8519,0.109779,0.119141,0.06845,0.05375,0.0068,0.8374,0.133088,0.144206,0.10835,0.0821,0.0037,0.8592,0.136935,0.163212,0.0931,0.0697,0.0041,0.816,0.11057,0.11748,0.0794,0.0593,0.0042,0.8427,0.137148,0.144028,0.1207,0.09405,0.0052,0.8562,0.134852,0.154957,0.09645,0.07445,0.0042,0.8433,0.109404,0.12737,0.0705,0.05285,0.0052,0.8382,0.128225,0.128366,0.1206,0.0953,295,0.9833,1.8566,15.331312
12,300,0,467.45,0.0045,0.863,0.132321,0.142455,0.12235,0.09775,0.0033,0.7973,0.115365,0.128293,0.10785,0.0808,0.0041,0.8477,0.140224,0.146459,0.12235,0.0966,0.0052,0.8634,0.128221,0.148161,0.1206,0.09555,0.0042,0.8425,0.119225,0.129589,0.10785,0.0847,0.0039,0.862,0.138187,0.161724,0.12145,0.09795,0.0043,0.8433,0.106804,0.124213,0.07565,0.05585,0.0041,0.8382,0.119652,0.136789,0.11565,0.09325,295,0.9833,1.8566,14.495702
13,300,0,439.3,0.0044,0.8546,0.121599,0.113719,0.1223,0.09775,0.0038,0.8375,0.121642,0.132217,0.12015,0.0947,0.0039,0.8425,0.13741,0.146413,0.1232,0.09735,0.0031,0.8634,0.125487,0.129817,0.1213,0.09605,0.0043,0.8127,0.112954,0.125579,0.1008,0.0792,0.0032,0.8639,0.140789,0.164856,0.1217,0.0983,0.0044,0.8626,0.134066,0.15102,0.1225,0.0973,0.0038,0.8589,0.106053,0.114322,0.10275,0.0784,295,0.9833,1.8566,14.535958
14,300,0,440.86,0.0029,0.8629,0.122234,0.136926,0.1199,0.0993,0.0061,0.8619,0.134512,0.156723,0.1191,0.09885,0.0041,0.8465,0.131669,0.148485,0.12055,0.10115,0.0051,0.8634,0.119497,0.150305,0.09355,0.0744,0.0056,0.8158,0.121909,0.148856,0.1184,0.09845,0.0046,0.8639,0.138076,0.158188,0.1217,0.10185,0.0038,0.8626,0.125402,0.144358,0.11445,0.09565,0.0052,0.8589,0.1067,0.127527,0.06855,0.05565,291,0.97,1.8566,14.129221
15,300,0,431.66,0.0038,0.8635,0.127676,0.158181,0.11825,0.09795,0.0043,0.8619,0.136887,0.167601,0.1209,0.1,0.0037,0.8625,0.144293,0.155459,0.1244,0.10265,0.0035,0.8629,0.127502,0.162544,0.0937,0.0741,0.003,0.8579,0.116683,0.130387,0.1203,0.1002,0.0033,0.8674,0.121547,0.138898,0.11915,0.09955,0.0018,0.8626,0.116862,0.119529,0.1211,0.0999,0.0032,0.8658,0.108549,0.13817,0.0585,0.0528,286,0.9533,1.3853,13.794046
