generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,226,74,713.02,0.0016,0.4973,0.213095,0.131239,0.2428,0.1145,0.0,0.925,0.658429,0.34644,0.885,0.04,0.0,0.953333,0.689557,0.338128,0.906667,0.046666,173,0.7655,0.9115,11.16779
1,298,2,353.62,0.0005,0.4995,0.265078,0.181339,0.2408,0.12405,0.4,0.925,0.84599,0.116437,0.9,0.01,0.406667,0.953333,0.876577,0.127977,0.94,0.006667,144,0.4832,0.8052,7.86103
2,297,3,376.8,0.0017,0.5007,0.252242,0.17436,0.2408,0.1182,0.535,0.93,0.886818,0.069021,0.91,0.015,0.52,0.96,0.913423,0.074496,0.946667,0.006666,157,0.5286,0.8006,8.170182
3,297,3,358.04,0.0016,0.4994,0.197856,0.174528,0.1287,0.1218,0.35,0.93,0.888131,0.08167,0.915,0.01,0.406667,0.96,0.915017,0.088636,0.946667,0.006667,207,0.697,0.7888,9.263087
4,300,0,368.0,0.0014,0.4971,0.235016,0.177025,0.2392,0.1189,0.11,0.93,0.883067,0.099203,0.915,0.01,0.186667,0.96,0.910178,0.107763,0.946667,0.006667,230,0.7667,0.7841,8.532717
5,300,0,365.07,0.0015,0.5005,0.259316,0.177892,0.24495,0.12775,0.0,0.935,0.884433,0.094524,0.91,0.015,0.0,0.96,0.912156,0.100097,0.946667,0.006667,228,0.76,0.7816,8.072284
6,300,0,371.92,0.0008,0.5008,0.247022,0.190408,0.24435,0.2387,0.41,0.945,0.889317,0.085462,0.92,0.01,0.386667,0.96,0.917311,0.095035,0.95,0.003333,234,0.78,0.7816,7.895711
7,300,0,380.24,0.0003,0.5052,0.176205,0.166584,0.12725,0.12295,0.455,0.945,0.88455,0.088802,0.915,0.015,0.453333,0.966667,0.909467,0.096815,0.946667,0.013333,222,0.74,0.7276,9.685595
8,300,0,387.62,0.0006,0.4984,0.232583,0.185595,0.23505,0.2266,0.335,0.945,0.876333,0.097823,0.915,0.015,0.4,0.966667,0.9034,0.106666,0.946667,0.013333,241,0.8033,0.7276,8.32875
9,299,1,380.39,0.0006,0.9791,0.24241,0.187824,0.2429,0.1221,0.295,0.945,0.874749,0.111114,0.91,0.02,0.286667,0.966667,0.901583,0.119352,0.946667,0.013333,256,0.8562,0.2809,8.415784
10,298,2,370.68,0.0,0.9791,0.328061,0.321821,0.24425,0.23925,0.26,0.95,0.88401,0.101805,0.92,0.015,0.293333,0.966667,0.906398,0.107148,0.946667,0.006667,253,0.849,0.223,7.545295
11,300,0,349.31,0.0004,0.9803,0.446561,0.403347,0.2517,0.24525,0.415,0.96,0.89375,0.089115,0.925,0.015,0.393333,0.973333,0.913,0.095071,0.95,0.016667,222,0.74,0.1855,6.445106
12,297,3,388.93,0.0001,0.9812,0.347628,0.36104,0.2447,0.2387,0.485,0.96,0.902172,0.078759,0.93,0.02,0.506667,0.973333,0.921549,0.080947,0.953333,0.013334,237,0.798,0.1855,7.676682
13,299,1,362.97,0.0,0.9803,0.432948,0.38582,0.2541,0.2458,0.54,0.96,0.906254,0.07141,0.935,0.015,0.52,0.973333,0.924727,0.072866,0.953333,0.013334,236,0.7893,0.1855,6.360095
14,299,1,354.19,0.0,0.9784,0.423846,0.396742,0.2486,0.2431,0.485,0.96,0.899281,0.086998,0.935,0.015,0.506667,0.973333,0.919398,0.08669,0.953333,0.013334,227,0.7592,0.1855,6.798428
15,300,0,381.01,0.0001,0.9802,0.423754,0.400159,0.2481,0.2432,0.54,0.96,0.90695,0.079253,0.935,0.015,0.513333,0.973333,0.9262,0.083687,0.953333,0.013334,238,0.7933,0.183,6.815113
16,299,1,376.89,0.0001,0.9802,0.387067,0.371728,0.2493,0.2436,0.545,0.96,0.904548,0.074775,0.93,0.02,0.513333,0.973333,0.923746,0.076302,0.953333,0.013334,258,0.8629,0.183,6.881026
17,300,0,357.52,0.0,0.9802,0.406443,0.386817,0.25015,0.2447,0.585,0.96,0.91125,0.060996,0.93,0.02,0.646667,0.973333,0.930556,0.062476,0.953333,0.013334,251,0.8367,0.183,6.881891
18,299,1,367.18,0.0,0.9802,0.38682,0.397571,0.2448,0.2398,0.525,0.97,0.902542,0.082755,0.93,0.02,0.513333,0.973333,0.921271,0.085962,0.953333,0.013334,251,0.8395,0.1826,7.324083
19,300,0,381.73,0.0001,0.9801,0.385294,0.384955,0.24785,0.24305,0.355,0.965,0.895267,0.098959,0.93,0.02,0.4,0.973333,0.914644,0.099056,0.953333,0.013334,257,0.8567,0.1799,7.000306
20,300,0,372.3,0.0005,0.9801,0.404108,0.388146,0.25205,0.24665,0.195,0.965,0.9111,0.078433,0.935,0.015,0.2,0.973333,0.928933,0.081117,0.953333,0.013334,256,0.8533,0.1799,6.651492
21,300,0,379.53,0.0002,0.9801,0.364627,0.361758,0.2464,0.2413,0.425,0.96,0.899867,0.092158,0.93,0.02,0.486667,0.973333,0.918689,0.094241,0.953333,0.013334,268,0.8933,0.1799,7.102573
22,299,1,382.92,0.0001,0.9801,0.363971,0.367442,0.2474,0.2416,0.315,0.97,0.896706,0.097913,0.93,0.02,0.28,0.973333,0.914805,0.102589,0.953333,0.013334,265,0.8863,0.1799,7.470611
