generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,254,46,759.68,0.0032,0.5535,0.14298,0.10798,0.12585,0.0171,0.0034,0.5283,0.129348,0.117308,0.1221,0.0496,0.0021,0.551,0.160912,0.149784,0.12245,0.06255,0.0025,0.4782,0.111668,0.105589,0.0819,0.0429,0.002,0.4904,0.099491,0.093614,0.0781,0.04965,0.0015,0.5264,0.109601,0.109214,0.09455,0.0411,0.0022,0.5678,0.123896,0.106669,0.12095,0.047,0.0012,0.5614,0.122104,0.094134,0.1217,0.01995,228,0.8976,11.0558,15.021718
1,268,32,360.54,0.0061,0.5509,0.136247,0.101565,0.12655,0.0221,0.0066,0.6439,0.117304,0.109687,0.1208,0.0493,0.004,0.6057,0.167366,0.169006,0.1209,0.0698,0.0046,0.6093,0.11608,0.120591,0.0685,0.0527,0.002,0.5823,0.11507,0.125053,0.07385,0.052,0.0015,0.5412,0.112813,0.114629,0.08855,0.0427,0.0022,0.6093,0.120408,0.120058,0.1203,0.0581,0.0012,0.6569,0.114712,0.11317,0.1107,0.04605,260,0.9701,1.8734,14.69198
2,285,15,534.84,0.0047,0.5501,0.129995,0.112087,0.1242,0.0412,0.0044,0.6239,0.123025,0.113797,0.1207,0.0529,0.0052,0.6939,0.156882,0.165355,0.1183,0.069,0.0049,0.6103,0.131821,0.142739,0.0937,0.0427,0.0039,0.6039,0.094201,0.097623,0.0659,0.0522,0.0043,0.6923,0.127296,0.136223,0.0811,0.0438,0.0065,0.6108,0.118382,0.111378,0.1137,0.048,0.0053,0.6649,0.118398,0.125092,0.1106,0.0415,274,0.9614,1.8355,13.932951
3,295,5,432.17,0.006,0.6988,0.143574,0.126086,0.1242,0.0306,0.006,0.6706,0.119643,0.121399,0.1184,0.0446,0.0084,0.6481,0.155925,0.159709,0.1193,0.0679,0.0082,0.6024,0.120273,0.122555,0.1149,0.0532,0.0037,0.632,0.103647,0.120156,0.0665,0.0516,0.004,0.705,0.119624,0.144426,0.0793,0.0454,0.0093,0.6108,0.126341,0.117664,0.1208,0.0508,0.0066,0.6928,0.110974,0.123625,0.0755,0.0471,291,0.9864,1.8355,14.216677
4,299,1,431.26,0.0077,0.7059,0.142046,0.131338,0.1235,0.0278,0.0065,0.6969,0.128758,0.12375,0.1208,0.047,0.0042,0.7006,0.158315,0.160717,0.121,0.068,0.0046,0.6814,0.124613,0.125799,0.1155,0.0476,0.0048,0.6244,0.108351,0.112964,0.0838,0.0451,0.0041,0.7063,0.105096,0.119318,0.0745,0.0492,0.0052,0.6015,0.120908,0.114212,0.1186,0.045,0.0078,0.7062,0.111914,0.109087,0.1073,0.0408,299,1.0,1.8355,14.375186
5,300,0,424.21,0.006,0.7059,0.134654,0.136886,0.12215,0.05,0.0095,0.7026,0.127835,0.136858,0.11705,0.05135,0.0041,0.704,0.156739,0.167597,0.11955,0.07615,0.0037,0.6838,0.131732,0.148573,0.09295,0.049,0.0037,0.6986,0.105734,0.12142,0.06755,0.05355,0.0041,0.7055,0.110067,0.13735,0.0637,0.0523,0.0045,0.7028,0.120914,0.116857,0.11855,0.057,0.0071,0.7069,0.112325,0.127059,0.0885,0.0395,297,0.99,1.8355,14.028668
6,300,0,427.72,0.0066,0.709,0.126053,0.128372,0.1213,0.05315,0.0065,0.7033,0.12017,0.121421,0.1183,0.0482,0.0045,0.709,0.16212,0.175292,0.11805,0.0756,0.0044,0.6771,0.111723,0.125503,0.07725,0.04565,0.0036,0.7024,0.119739,0.143957,0.07995,0.0479,0.0044,0.7021,0.123488,0.151229,0.07745,0.0488,0.0075,0.6974,0.113374,0.10519,0.11685,0.04245,0.0067,0.7017,0.123333,0.129318,0.1182,0.0563,299,0.9967,1.8355,14.004077
7,300,0,431.99,0.0063,0.7067,0.117792,0.11403,0.1203,0.04545,0.0084,0.7079,0.132866,0.137705,0.1195,0.04925,0.0048,0.709,0.153728,0.156537,0.1187,0.07305,0.0054,0.7109,0.127986,0.138534,0.11115,0.0601,0.0044,0.713,0.113882,0.132759,0.08935,0.0452,0.0044,0.7136,0.119559,0.143877,0.07435,0.0505,0.0055,0.703,0.115966,0.103796,0.11975,0.03975,0.0069,0.7061,0.118221,0.120179,0.1187,0.0453,300,1.0,1.8355,14.183747
8,300,0,432.32,0.0069,0.7095,0.125354,0.134745,0.12105,0.0578,0.007,0.7043,0.131137,0.135733,0.1209,0.0577,0.0037,0.709,0.129885,0.146322,0.08795,0.04215,0.0041,0.705,0.126492,0.145137,0.08525,0.043,0.0034,0.7232,0.125753,0.153902,0.091,0.04205,0.0043,0.7276,0.116792,0.139782,0.0748,0.0492,0.0085,0.7126,0.119181,0.120503,0.1197,0.0556,0.0096,0.7046,0.125407,0.135295,0.117,0.0509,298,0.9933,1.8355,14.035775
9,300,0,434.15,0.0067,0.7007,0.13331,0.147577,0.11795,0.06425,0.0106,0.7572,0.127102,0.14562,0.1055,0.05365,0.0045,0.709,0.130921,0.153426,0.0739,0.04835,0.0053,0.7031,0.124983,0.151338,0.07035,0.0507,0.0041,0.7586,0.128757,0.155071,0.0924,0.04785,0.004,0.7105,0.116938,0.144801,0.0702,0.05145,0.0083,0.7149,0.120651,0.12861,0.08705,0.0414,0.0081,0.7037,0.117338,0.143917,0.0778,0.0469,297,0.99,1.7773,13.918684
