generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,233,67,739.56,0.0007,0.5756,0.127481,0.064668,0.1247,0.0031,0.0,0.935,0.759399,0.174274,0.785,0.0,0.0,0.953333,0.759628,0.177305,0.766667,0.0,190,0.8155,2.5444,11.786682
1,263,37,321.33,0.0011,0.5756,0.124978,0.062203,0.1252,0.0033,0.0,0.93,0.826407,0.159824,0.905,0.02,0.0,0.96,0.846134,0.169029,0.933333,0.02,220,0.8365,2.5444,11.501182
2,274,26,295.52,0.0012,0.5756,0.142392,0.072165,0.12615,0.00325,0.0,0.935,0.872993,0.121163,0.915,0.0,0.0,0.96,0.903504,0.126714,0.953333,0.0,213,0.7774,2.5444,11.241039
3,280,20,328.47,0.0011,0.5759,0.159109,0.097496,0.1274,0.0053,0.0,0.935,0.817179,0.187936,0.915,0.01,0.0,0.96,0.84169,0.194279,0.946667,0.006666,239,0.8536,1.9041,11.423034
4,287,13,335.47,0.0011,0.5759,0.179807,0.116011,0.1286,0.0308,0.0,0.935,0.817474,0.183822,0.91,0.015,0.0,0.96,0.842602,0.190078,0.946667,0.006667,256,0.892,1.9041,11.179426
5,282,18,348.55,0.0011,0.6514,0.177384,0.122847,0.1277,0.08135,0.0,0.935,0.792234,0.202783,0.91,0.015,0.0,0.96,0.815508,0.209547,0.946667,0.006667,266,0.9433,0.6886,11.290204
6,286,14,359.26,0.001,0.6572,0.195284,0.136093,0.1311,0.0813,0.0,0.935,0.778234,0.233526,0.91,0.015,0.0,0.96,0.801212,0.238417,0.94,0.013333,269,0.9406,0.6828,11.243527
7,281,19,360.41,0.0009,0.6572,0.207449,0.153158,0.1633,0.0823,0.0,0.94,0.766103,0.224122,0.905,0.03,0.0,0.96,0.785623,0.230822,0.933333,0.02,268,0.9537,0.6678,11.099384
8,293,7,371.16,0.0009,0.7506,0.221271,0.157477,0.1659,0.0803,0.0,0.94,0.777457,0.211273,0.905,0.03,0.0,0.96,0.800455,0.216547,0.94,0.013333,281,0.959,0.5894,10.829514
9,294,6,366.41,0.0009,0.7506,0.23487,0.167115,0.20455,0.1142,0.0,0.935,0.737755,0.227278,0.865,0.07,0.0,0.96,0.759274,0.231476,0.883333,0.069999,277,0.9422,0.5894,10.811116
10,294,6,356.91,0.0009,0.7506,0.267749,0.182603,0.2428,0.12235,0.0,0.935,0.701871,0.246333,0.715,0.195,0.0,0.96,0.720068,0.252345,0.71,0.223333,271,0.9218,0.5894,10.425517
11,289,11,355.13,0.0015,0.7506,0.2633,0.189999,0.2152,0.1233,0.0,0.935,0.661021,0.233714,0.64,0.165,0.0,0.96,0.680069,0.238758,0.646667,0.16,273,0.9446,0.5894,10.225835
