generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,257,43,815.26,0.0013,0.4845,0.195651,0.118142,0.1778,0.0676,0.0,0.935,0.512315,0.306758,0.705,0.09,0.0,0.96,0.517406,0.308872,0.706667,0.073333,210,0.8171,1.9755,13.498046
1,259,41,329.74,0.0018,0.4942,0.185959,0.135726,0.1261,0.0033,0.0,0.935,0.816931,0.169419,0.89,0.025,0.0,0.953333,0.840026,0.177407,0.92,0.033333,198,0.7645,0.7658,10.849485
2,300,0,345.97,0.0009,0.5005,0.284948,0.178924,0.24575,0.12765,0.46,0.94,0.8481,0.151924,0.925,0.01,0.446667,0.96,0.867245,0.150632,0.946667,0.0,143,0.4767,0.7508,7.422652
3,300,0,384.5,0.0013,0.5005,0.196302,0.174888,0.127,0.1225,0.46,0.94,0.878,0.111859,0.925,0.015,0.446667,0.96,0.899733,0.114396,0.95,0.003333,213,0.71,0.7444,9.191698
4,297,3,345.75,0.0007,0.504,0.192715,0.177602,0.1271,0.1226,0.45,0.94,0.867391,0.121527,0.925,0.015,0.493333,0.96,0.888575,0.12357,0.946667,0.006667,223,0.7508,0.736,9.25018
5,300,0,396.61,0.001,0.504,0.233413,0.167465,0.2259,0.10255,0.265,0.94,0.850967,0.136345,0.915,0.025,0.3,0.96,0.872356,0.13669,0.946667,0.006666,234,0.78,0.736,8.896054
6,299,1,365.55,0.0,0.504,0.180137,0.168122,0.1264,0.1219,0.22,0.94,0.854298,0.133707,0.92,0.02,0.233333,0.96,0.874359,0.136458,0.946667,0.013333,232,0.7759,0.736,9.730431
7,300,0,370.67,0.001,0.504,0.264565,0.171416,0.2383,0.1151,0.28,0.94,0.8508,0.135638,0.92,0.02,0.313333,0.96,0.871355,0.137785,0.946667,0.006666,239,0.7967,0.736,8.098902
8,300,0,363.03,0.0003,0.504,0.244687,0.198122,0.2411,0.23725,0.445,0.95,0.883583,0.086912,0.925,0.015,0.46,0.966667,0.903533,0.092404,0.953333,0.006667,189,0.63,0.736,7.687647
9,300,0,362.15,0.0,0.9755,0.192386,0.203486,0.1241,0.1208,0.68,0.95,0.89725,0.074658,0.93,0.015,0.693333,0.966667,0.915822,0.079739,0.953333,0.006667,217,0.7233,0.3245,8.618614
10,298,2,366.99,0.0,0.978,0.223805,0.289102,0.1217,0.1186,0.68,0.95,0.902836,0.068169,0.925,0.015,0.686667,0.966667,0.922103,0.071825,0.946667,0.013333,228,0.7651,0.222,8.681631
11,298,2,383.57,0.0001,0.9788,0.399261,0.36549,0.2442,0.2249,0.5,0.95,0.865436,0.101578,0.92,0.03,0.48,0.966667,0.883557,0.107543,0.946667,0.02,211,0.7081,0.2212,7.481276
12,299,1,355.65,0.0,0.9788,0.443699,0.393183,0.2477,0.2425,0.37,0.95,0.882157,0.103395,0.925,0.025,0.36,0.966667,0.900758,0.109459,0.953333,0.013334,218,0.7291,0.2212,6.713291
13,300,0,368.49,0.0,0.9788,0.402527,0.369968,0.24605,0.23405,0.205,0.95,0.856983,0.125787,0.92,0.03,0.26,0.966667,0.875622,0.129917,0.946667,0.02,234,0.78,0.2212,7.436207
14,298,2,358.2,0.0004,0.98,0.432485,0.393261,0.2471,0.239,0.44,0.95,0.869883,0.115321,0.92,0.03,0.453333,0.966667,0.887897,0.121528,0.946667,0.02,237,0.7953,0.221,7.195367
15,300,0,367.74,0.0,0.979,0.439349,0.378953,0.2497,0.2394,0.27,0.95,0.86805,0.119698,0.925,0.025,0.266667,0.966667,0.885689,0.126184,0.946667,0.02,237,0.79,0.221,6.888451
16,300,0,369.44,0.0,0.979,0.410859,0.38004,0.24495,0.2371,0.255,0.95,0.857267,0.126162,0.92,0.03,0.273333,0.966667,0.8744,0.133386,0.946667,0.02,250,0.8333,0.221,7.326741
17,299,1,388.58,0.0001,0.979,0.398249,0.377273,0.245,0.239,0.14,0.95,0.852709,0.134319,0.92,0.03,0.18,0.966667,0.870234,0.141178,0.946667,0.02,263,0.8796,0.221,7.511985
18,300,0,398.33,0.0007,0.9795,0.428106,0.379837,0.24745,0.23535,0.125,0.95,0.84535,0.148465,0.92,0.03,0.146667,0.966667,0.861667,0.156783,0.946667,0.02,261,0.87,0.2205,7.223827
19,297,3,430.39,0.0,0.9795,0.392251,0.371253,0.2444,0.2388,0.29,0.95,0.855168,0.137504,0.92,0.03,0.28,0.966667,0.872884,0.144156,0.946667,0.02,263,0.8855,0.2205,7.449702
20,300,0,416.86,0.001,0.9795,0.407708,0.376295,0.2467,0.23935,0.205,0.95,0.850567,0.14824,0.92,0.03,0.22,0.966667,0.868111,0.154037,0.946667,0.02,263,0.8767,0.2205,7.290025
21,299,1,442.14,0.0,0.9798,0.410895,0.368378,0.2483,0.2263,0.0,0.95,0.811873,0.197808,0.92,0.03,0.006667,0.966667,0.827447,0.204779,0.946667,0.02,267,0.893,0.2202,7.696329
22,300,0,403.63,0.0,0.9798,0.402583,0.371477,0.24505,0.23635,0.0,0.95,0.843917,0.170398,0.92,0.03,0.0,0.966667,0.862711,0.175145,0.946667,0.02,269,0.8967,0.2202,7.456217
