generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,228,72,719.77,0.004,0.5315,0.076319,0.069844,0.06715,0.05595,0.0047,0.5397,0.095934,0.105754,0.0669,0.0552,0.0051,0.5432,0.136737,0.123327,0.1213,0.05335,0.0057,0.5382,0.109918,0.097006,0.0949,0.02985,0.0047,0.5395,0.141077,0.154504,0.0791,0.0493,0.0059,0.5379,0.150179,0.147103,0.1164,0.04965,0.0083,0.5456,0.161561,0.147738,0.12125,0.05185,0.0067,0.5398,0.128276,0.125771,0.10865,0.0418,204,0.8947,1.894,13.236724
1,261,39,309.52,0.0036,0.5424,0.083071,0.092279,0.0673,0.0259,0.0041,0.5427,0.120097,0.150585,0.067,0.0492,0.005,0.5592,0.149733,0.158162,0.0816,0.0419,0.0054,0.5441,0.123603,0.125245,0.0711,0.0431,0.0052,0.5419,0.130064,0.133936,0.0682,0.0401,0.0053,0.5435,0.126634,0.138794,0.0682,0.0262,0.0059,0.5463,0.153386,0.156045,0.0705,0.05,0.0056,0.5742,0.113413,0.127226,0.0668,0.0169,219,0.8391,1.7155,12.185515
2,270,30,328.9,0.0033,0.5449,0.105378,0.133897,0.0681,0.0452,0.0045,0.5448,0.112815,0.136352,0.0675,0.05155,0.0044,0.5491,0.142887,0.147228,0.0838,0.0377,0.005,0.5426,0.114469,0.119533,0.06915,0.04335,0.0013,0.5483,0.151348,0.160245,0.0716,0.0479,0.0017,0.5462,0.12254,0.132965,0.0685,0.03895,0.0013,0.5406,0.118445,0.124305,0.0687,0.0226,0.001,0.5742,0.132118,0.149978,0.0688,0.0479,237,0.8778,1.7155,11.899511
3,282,18,346.12,0.003,0.5449,0.096783,0.119133,0.0676,0.0479,0.0024,0.5902,0.118397,0.143668,0.0677,0.0527,0.002,0.5918,0.138556,0.145711,0.0767,0.0446,0.0013,0.5824,0.11979,0.126723,0.0703,0.04945,0.0054,0.5562,0.148092,0.154351,0.07,0.0486,0.0055,0.5462,0.13373,0.136565,0.06995,0.0501,0.0051,0.5638,0.118975,0.131653,0.0682,0.04565,0.0039,0.564,0.125677,0.135151,0.06895,0.03035,254,0.9007,1.7155,12.305032
4,291,9,367.62,0.0048,0.5621,0.093779,0.115269,0.0676,0.0517,0.0036,0.5423,0.115801,0.130894,0.0686,0.0538,0.0055,0.5491,0.155946,0.159989,0.1163,0.0502,0.0046,0.5892,0.125901,0.127497,0.0826,0.039,0.0042,0.5512,0.141721,0.158598,0.0688,0.0515,0.0036,0.5683,0.11789,0.128718,0.0675,0.0517,0.0038,0.606,0.128658,0.134625,0.0693,0.0511,0.0041,0.5959,0.120303,0.133143,0.0678,0.0516,270,0.9278,1.7155,12.495367
5,297,3,391.73,0.0013,0.5472,0.091315,0.123981,0.065,0.051,0.0018,0.5423,0.105004,0.129812,0.0666,0.0541,0.0013,0.5843,0.140876,0.135672,0.1185,0.0507,0.0028,0.5879,0.119943,0.116789,0.1129,0.0442,0.0042,0.5959,0.155673,0.164414,0.0906,0.0375,0.0047,0.5997,0.130154,0.145084,0.071,0.0511,0.0052,0.606,0.129934,0.136757,0.0782,0.0456,0.0041,0.6407,0.1271,0.132596,0.08,0.0436,277,0.9327,1.6875,12.612361
6,299,1,382.26,0.0055,0.5974,0.095165,0.127293,0.065,0.051,0.0054,0.5869,0.112449,0.136815,0.0675,0.0524,0.0059,0.5752,0.129722,0.133935,0.0931,0.0342,0.0057,0.5916,0.132887,0.136765,0.0914,0.0311,0.0043,0.5959,0.139215,0.157623,0.0798,0.0428,0.0047,0.5997,0.111321,0.117309,0.0754,0.0455,0.0046,0.5835,0.146127,0.152775,0.0908,0.037,0.005,0.6421,0.133113,0.152821,0.071,0.0477,272,0.9097,1.6875,12.713442
7,300,0,378.13,0.0038,0.6077,0.086445,0.121203,0.06085,0.04575,0.0047,0.5882,0.107342,0.12806,0.06845,0.0524,0.0067,0.6043,0.133235,0.14106,0.09835,0.03465,0.0043,0.599,0.12768,0.128043,0.0891,0.03995,0.0055,0.5898,0.127978,0.141802,0.0798,0.0459,0.0063,0.601,0.124506,0.138823,0.0707,0.0486,0.0034,0.6092,0.166803,0.172092,0.10095,0.05045,0.0038,0.6,0.126011,0.142585,0.07695,0.04465,272,0.9067,1.6875,13.120189
8,299,1,378.85,0.0048,0.6472,0.092315,0.123887,0.066,0.0483,0.0057,0.6709,0.090331,0.109286,0.067,0.0453,0.0048,0.626,0.149708,0.161147,0.1003,0.0345,0.0052,0.5992,0.145763,0.153879,0.0859,0.0416,0.0062,0.7201,0.12002,0.136066,0.081,0.0417,0.0053,0.5997,0.120028,0.134536,0.0839,0.0398,0.0065,0.6304,0.173741,0.178684,0.1051,0.059,0.0073,0.6289,0.108094,0.119422,0.0719,0.0433,279,0.9331,1.6875,13.655719
9,294,6,387.16,0.0046,0.6057,0.094222,0.124065,0.04525,0.0316,0.0047,0.7158,0.115338,0.146813,0.0711,0.05,0.0056,0.6043,0.120445,0.122865,0.1003,0.0361,0.0056,0.603,0.12692,0.13649,0.0826,0.0424,0.0042,0.726,0.148411,0.174762,0.10575,0.0555,0.0024,0.6646,0.125246,0.1364,0.08075,0.0445,0.0054,0.6674,0.142912,0.165372,0.07515,0.04855,0.0058,0.6342,0.126507,0.141523,0.0825,0.0433,277,0.9422,1.6875,13.894446
10,295,5,389.41,0.0031,0.6695,0.096154,0.123879,0.0499,0.0348,0.0038,0.7247,0.117399,0.146758,0.0741,0.049,0.0033,0.6043,0.120229,0.120459,0.0996,0.0342,0.0035,0.603,0.138952,0.149471,0.0896,0.0469,0.0049,0.7201,0.140701,0.167756,0.1045,0.0416,0.0027,0.721,0.122925,0.144111,0.0685,0.049,0.0068,0.7163,0.141647,0.152427,0.1032,0.0608,0.0047,0.5992,0.121993,0.136758,0.0809,0.0419,279,0.9458,1.6875,13.895431
11,297,3,374.25,0.005,0.6765,0.089576,0.125759,0.0424,0.0254,0.0058,0.7247,0.106416,0.144516,0.05,0.0275,0.0059,0.7205,0.132728,0.155329,0.1001,0.0542,0.0082,0.7161,0.120286,0.145986,0.0595,0.0375,0.0065,0.7261,0.149092,0.183092,0.1046,0.0562,0.0054,0.7231,0.140904,0.175572,0.089,0.0435,0.0067,0.7175,0.135652,0.17378,0.0636,0.0353,0.0059,0.7119,0.125347,0.157427,0.0573,0.033,265,0.8923,1.6875,13.681791
12,298,2,361.38,0.0042,0.7267,0.083429,0.125853,0.04035,0.0115,0.0042,0.7269,0.116057,0.170284,0.0444,0.0241,0.0068,0.7257,0.142685,0.186545,0.0784,0.0437,0.0134,0.7223,0.149662,0.173834,0.0718,0.04055,0.0034,0.7261,0.148351,0.190982,0.08145,0.04365,0.0045,0.7237,0.128145,0.165042,0.05155,0.02005,0.0074,0.7207,0.126498,0.161784,0.04835,0.0189,0.0075,0.7155,0.105172,0.144911,0.0447,0.02135,247,0.8289,1.6875,13.912479
13,297,3,392.52,0.004,0.7267,0.081364,0.123239,0.0405,0.011,0.0046,0.7258,0.120682,0.172833,0.0442,0.0282,0.0046,0.7299,0.143772,0.187835,0.0635,0.0408,0.0048,0.7228,0.137499,0.169253,0.0494,0.024,0.0011,0.7303,0.176639,0.221022,0.0786,0.0436,0.007,0.7216,0.106747,0.144543,0.0493,0.0169,0.0017,0.7177,0.126414,0.162181,0.0497,0.0248,0.0064,0.7188,0.106882,0.157139,0.0447,0.0188,280,0.9428,1.6538,13.67433
14,298,2,370.91,0.0029,0.7267,0.083124,0.126513,0.0396,0.0123,0.0015,0.7268,0.131905,0.194039,0.04345,0.02505,0.0036,0.7278,0.128995,0.181714,0.04585,0.0252,0.0046,0.723,0.134498,0.170766,0.0485,0.02265,0.0015,0.7316,0.166371,0.211096,0.08005,0.0434,0.0009,0.7213,0.121048,0.16112,0.0484,0.0224,0.0015,0.7177,0.142193,0.192224,0.05065,0.02685,0.0051,0.7155,0.091865,0.13154,0.04365,0.0097,280,0.9396,1.6538,13.839947
15,285,15,359.32,0.0024,0.7243,0.080479,0.125061,0.0406,0.0074,0.0033,0.7258,0.120773,0.176096,0.0416,0.0222,0.0046,0.7272,0.134073,0.188295,0.0504,0.0252,0.0048,0.722,0.14646,0.17848,0.0559,0.0252,0.0031,0.7264,0.162654,0.203261,0.0767,0.0438,0.0021,0.7251,0.125371,0.170735,0.0498,0.0221,0.0066,0.7197,0.130391,0.164112,0.0514,0.0235,0.008,0.7162,0.099799,0.131385,0.0447,0.0143,263,0.9228,1.068,14.153394
16,281,19,361.26,0.0024,0.7243,0.089095,0.13405,0.0413,0.0085,0.0033,0.7241,0.127736,0.184651,0.0436,0.017,0.0041,0.7301,0.15127,0.197208,0.0628,0.0353,0.0075,0.7265,0.136596,0.176646,0.0479,0.0221,0.0011,0.727,0.173456,0.220304,0.0731,0.0447,0.0021,0.7215,0.104928,0.144124,0.0477,0.0121,0.0013,0.716,0.121822,0.15971,0.0486,0.013,0.007,0.719,0.095096,0.131106,0.0452,0.0088,270,0.9609,1.068,14.15252
17,296,4,394.51,0.0024,0.7259,0.079549,0.123191,0.0413,0.0066,0.0033,0.7252,0.118928,0.173261,0.0428,0.01585,0.0034,0.7331,0.158477,0.216774,0.0486,0.023,0.0065,0.7161,0.112483,0.13433,0.04595,0.0119,0.0015,0.7268,0.154223,0.206955,0.0525,0.02855,0.0021,0.7278,0.132795,0.183207,0.04925,0.01895,0.0019,0.7538,0.152331,0.197818,0.051,0.01695,0.0063,0.7211,0.091214,0.132271,0.0441,0.0087,278,0.9392,1.068,14.246759
18,290,10,371.35,0.0024,0.7259,0.085857,0.141799,0.0413,0.0161,0.0033,0.7316,0.111773,0.175037,0.0429,0.01645,0.0049,0.7314,0.142615,0.1896,0.0509,0.02565,0.0086,0.7252,0.141173,0.177225,0.0483,0.02215,0.0031,0.7306,0.161071,0.214093,0.0588,0.0289,0.0021,0.727,0.134368,0.186493,0.0543,0.02745,0.0066,0.7538,0.113629,0.149993,0.0512,0.0147,0.0064,0.7211,0.109513,0.160045,0.0456,0.01185,265,0.9138,1.068,14.221107
19,292,8,394.37,0.0024,0.7277,0.090436,0.152229,0.04055,0.016,0.0033,0.7291,0.122393,0.184761,0.0452,0.02345,0.0049,0.7323,0.135683,0.188371,0.04805,0.025,0.007,0.7171,0.12216,0.152469,0.0502,0.02335,0.0031,0.7253,0.168198,0.214088,0.07635,0.04505,0.0021,0.7292,0.133937,0.188316,0.04985,0.02385,0.0066,0.7538,0.106653,0.130954,0.0518,0.01595,0.0087,0.7234,0.12054,0.168679,0.05085,0.0239,275,0.9418,1.068,13.832816
20,284,16,351.39,0.0024,0.7276,0.086186,0.14139,0.04025,0.0115,0.0033,0.7291,0.105521,0.162822,0.04305,0.01535,0.0049,0.7261,0.133035,0.187665,0.04275,0.0188,0.003,0.7234,0.1032,0.131757,0.0459,0.0101,0.0031,0.7361,0.201478,0.237404,0.12035,0.08205,0.0021,0.7285,0.107872,0.155894,0.0467,0.0199,0.0066,0.7574,0.135333,0.175153,0.0515,0.01585,0.0044,0.7234,0.127375,0.188815,0.047,0.0124,262,0.9225,1.068,13.500231
21,294,6,377.61,0.0024,0.7477,0.092953,0.160067,0.04135,0.0106,0.0033,0.7292,0.114232,0.178084,0.0439,0.0111,0.0049,0.724,0.130936,0.184767,0.04435,0.0175,0.0065,0.7234,0.119663,0.157887,0.047,0.01055,0.0031,0.7288,0.186425,0.238746,0.0576,0.0285,0.0021,0.7405,0.118072,0.166476,0.0481,0.0188,0.0066,0.7574,0.135529,0.190286,0.0504,0.01415,0.0092,0.7234,0.102189,0.157943,0.04485,0.01025,269,0.915,1.068,13.929239
