generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,233,67,696.04,0.0016,0.5347,0.233432,0.141636,0.246,0.0083,0.0,0.94,0.790515,0.187317,0.915,0.01,0.0,0.973333,0.80721,0.203801,0.953333,0.0,136,0.5837,1.8918,10.231633
1,239,61,264.31,0.0018,0.5416,0.185117,0.154271,0.1271,0.0034,0.0,0.95,0.730586,0.221964,0.78,0.16,0.0,0.973333,0.747476,0.233626,0.786667,0.186666,150,0.6276,1.8918,10.473963
2,298,2,365.08,0.0004,0.5416,0.192771,0.146895,0.1284,0.11585,0.0,0.955,0.696644,0.235525,0.755,0.17,0.0,0.973333,0.711208,0.242981,0.753333,0.193334,237,0.7953,1.888,11.126692
3,299,1,354.67,0.001,0.5416,0.200263,0.143479,0.1306,0.1151,0.0,0.955,0.697726,0.235136,0.745,0.18,0.0,0.973333,0.712486,0.241877,0.74,0.206667,252,0.8428,1.888,11.049235
4,299,1,361.67,0.0013,0.5416,0.189359,0.142858,0.1279,0.1151,0.0,0.955,0.724147,0.220511,0.77,0.135,0.0,0.973333,0.739888,0.227819,0.773333,0.14,262,0.8763,1.888,11.125959
5,300,0,382.38,0.0003,0.6289,0.194256,0.144775,0.12795,0.115,0.0,0.97,0.705867,0.228266,0.76,0.125,0.0,0.973333,0.720378,0.234196,0.76,0.14,277,0.9233,1.888,11.326344
6,299,1,351.44,0.0012,0.5412,0.198675,0.146735,0.1277,0.1103,0.0,0.955,0.705268,0.215812,0.76,0.125,0.0,0.973333,0.719108,0.220164,0.753333,0.146667,253,0.8462,1.888,10.853499
7,300,0,362.07,0.0014,0.5387,0.206618,0.146649,0.17415,0.0725,0.0,0.955,0.7437,0.19916,0.78,0.14,0.013333,0.973333,0.761867,0.204364,0.786667,0.146667,267,0.89,1.888,10.752448
8,300,0,355.21,0.0009,0.6379,0.22729,0.171876,0.13115,0.11565,0.0,0.955,0.6948,0.212769,0.655,0.125,0.0,0.973333,0.709333,0.21547,0.693333,0.16,262,0.8733,1.0366,10.241776
9,300,0,352.42,0.0022,0.9682,0.280165,0.199925,0.2447,0.23265,0.0,0.94,0.702283,0.181919,0.69,0.1675,0.06,0.973333,0.716267,0.188165,0.703334,0.189999,222,0.74,0.8718,7.877635
