generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,244,56,765.45,0.0025,0.4861,0.09949,0.10804,0.0741,0.05655,0.0007,0.5856,0.148888,0.157141,0.1215,0.074,0.0015,0.9736,0.151448,0.209977,0.1208,0.04915,0.0002,0.5648,0.126956,0.123973,0.1218,0.0654,0.0002,0.4921,0.121041,0.117826,0.12205,0.00795,0.0006,0.5518,0.125286,0.134931,0.1221,0.0705,0.0017,0.5609,0.108671,0.138013,0.0654,0.0577,0.0012,0.5633,0.11822,0.130662,0.11985,0.06425,212,0.8689,1.0539,13.545428
1,262,38,321.93,0.0018,0.5396,0.107039,0.128017,0.0516,0.0439,0.0007,0.5963,0.13399,0.1539,0.07495,0.06265,0.0015,0.9736,0.15093,0.18329,0.1202,0.06785,0.0012,0.5723,0.122665,0.147314,0.0764,0.0591,0.0001,0.599,0.124984,0.124758,0.1212,0.0712,0.0004,0.5715,0.111721,0.114488,0.10375,0.05135,0.0014,0.5752,0.144205,0.163958,0.11475,0.0965,0.0017,0.5786,0.104466,0.142883,0.0545,0.0488,229,0.874,1.0479,12.871434
2,273,27,334.43,0.0015,0.542,0.121899,0.138244,0.0557,0.0475,0.0011,0.5926,0.12186,0.135064,0.0659,0.0557,0.0014,0.9736,0.131101,0.181049,0.0622,0.0463,0.0012,0.5816,0.111308,0.135027,0.0626,0.0512,0.0001,0.5668,0.117893,0.113123,0.1136,0.0596,0.0006,0.5729,0.134286,0.149535,0.0802,0.0485,0.0022,0.608,0.139476,0.157827,0.0699,0.0527,0.0013,0.6085,0.122178,0.141386,0.063,0.055,244,0.8938,1.0479,12.885793
3,281,19,350.73,0.0019,0.5848,0.10216,0.115892,0.0525,0.0412,0.0012,0.5457,0.102909,0.119635,0.056,0.0454,0.0037,0.9743,0.149773,0.188975,0.0814,0.0425,0.0012,0.5816,0.141273,0.168442,0.0689,0.0551,0.0001,0.577,0.115204,0.114202,0.1153,0.0629,0.0005,0.5947,0.129682,0.1537,0.0653,0.0558,0.0048,0.6086,0.131417,0.14455,0.0661,0.0552,0.0018,0.6037,0.127581,0.149053,0.0628,0.0529,254,0.9039,1.0479,13.258765
4,280,20,356.8,0.0017,0.6057,0.105628,0.108335,0.06725,0.0546,0.0012,0.5831,0.121827,0.127115,0.094,0.05295,0.0037,0.9741,0.154366,0.196437,0.0931,0.0442,0.0012,0.597,0.117585,0.12508,0.0693,0.0547,0.0001,0.6018,0.137791,0.141338,0.11415,0.06465,0.0005,0.5986,0.115146,0.130233,0.06875,0.0539,0.0039,0.608,0.127384,0.133664,0.0853,0.04245,0.0017,0.5782,0.120271,0.132927,0.0671,0.0543,260,0.9286,1.0479,13.615229
5,282,18,381.16,0.0025,0.5348,0.108008,0.104117,0.0744,0.0512,0.0008,0.5856,0.131918,0.142238,0.07695,0.0524,0.0028,0.9746,0.161167,0.223168,0.08545,0.04045,0.0012,0.5814,0.109972,0.131834,0.06645,0.0548,0.0003,0.577,0.124695,0.129488,0.0818,0.0471,0.0006,0.5986,0.12785,0.147932,0.0681,0.0561,0.0011,0.608,0.12415,0.140807,0.07535,0.0515,0.0012,0.5782,0.112239,0.120866,0.0681,0.05595,272,0.9645,1.0479,13.508801
6,277,23,333.17,0.002,0.615,0.097147,0.108386,0.0545,0.0415,0.0006,0.6139,0.106538,0.142206,0.0529,0.0398,0.0016,0.9737,0.143957,0.191672,0.0678,0.0481,0.0008,0.5967,0.114708,0.13975,0.0542,0.043,0.0002,0.7,0.144643,0.166217,0.0767,0.0487,0.0006,0.6369,0.133104,0.154025,0.0674,0.0573,0.0048,0.608,0.136047,0.160309,0.0648,0.0543,0.0013,0.5971,0.123857,0.154021,0.0602,0.0497,255,0.9206,1.0479,13.026752
7,262,38,324.69,0.0018,0.615,0.128581,0.162927,0.05395,0.042,0.0009,0.9541,0.105344,0.150628,0.048,0.04325,0.0022,0.9738,0.151547,0.213825,0.0751,0.04675,0.0009,0.6591,0.11671,0.154991,0.0557,0.0466,0.0002,0.7,0.140199,0.187242,0.06225,0.0546,0.0008,0.66,0.125804,0.167971,0.0551,0.04985,0.0007,0.608,0.126091,0.165142,0.05465,0.04775,0.0005,0.6193,0.105725,0.134717,0.0579,0.0521,236,0.9008,1.0308,12.570961
8,281,19,376.86,0.0018,0.952,0.131073,0.172991,0.0529,0.0453,0.0011,0.9541,0.107965,0.17765,0.0484,0.0434,0.0008,0.9746,0.160332,0.226961,0.0704,0.0576,0.0011,0.6634,0.104677,0.154854,0.05,0.0442,0.0002,0.701,0.152223,0.197436,0.0595,0.0574,0.0005,0.6722,0.112386,0.154872,0.0515,0.0463,0.0006,0.6543,0.126183,0.166612,0.0538,0.0477,0.0003,0.6158,0.105161,0.144901,0.0554,0.0524,263,0.9359,0.588,12.353126
9,288,12,350.74,0.0008,0.952,0.157341,0.224961,0.0642,0.0572,0.001,0.9541,0.116165,0.204333,0.0339,0.0307,0.0016,0.9746,0.136691,0.21267,0.05345,0.04985,0.0007,0.938,0.092125,0.151551,0.0348,0.03205,0.0002,0.9463,0.15599,0.217167,0.05045,0.04825,0.0005,0.6773,0.124683,0.182852,0.0451,0.0426,0.0002,0.6618,0.113641,0.167084,0.04235,0.03855,0.0003,0.6928,0.103364,0.155192,0.0508,0.0489,259,0.8993,0.588,12.071965
10,293,7,370.32,0.0011,0.952,0.159111,0.256399,0.0374,0.0336,0.001,0.9733,0.112448,0.214211,0.0296,0.0268,0.0011,0.9746,0.144649,0.213579,0.0519,0.0487,0.0006,0.9706,0.124188,0.228912,0.02,0.0186,0.0001,0.9511,0.143544,0.232868,0.0459,0.044,0.0002,0.6774,0.091573,0.158077,0.0158,0.0145,0.0001,0.9482,0.133877,0.186798,0.0431,0.0419,0.0001,0.6986,0.090611,0.159428,0.0111,0.0106,265,0.9044,0.5543,11.586965
11,293,7,394.56,0.0008,0.9737,0.133647,0.226664,0.0174,0.0159,0.0007,0.9759,0.106652,0.219439,0.0098,0.0081,0.0001,0.9738,0.169939,0.248203,0.0673,0.0631,0.0003,0.9752,0.131806,0.221918,0.016,0.0148,0.0001,0.9311,0.124315,0.207893,0.0115,0.0111,0.0001,0.9471,0.089064,0.173035,0.0068,0.0057,0.0001,0.9702,0.139928,0.209385,0.0155,0.0151,0.0001,0.9221,0.104651,0.181824,0.0107,0.0097,270,0.9215,0.5263,11.214885
12,295,5,362.57,0.0004,0.9766,0.157197,0.269495,0.0101,0.0088,0.0003,0.9759,0.140068,0.26545,0.009,0.0078,0.0001,0.9752,0.124657,0.229546,0.0083,0.0063,0.0002,0.9741,0.136178,0.24851,0.008,0.0068,0.0001,0.9505,0.127716,0.234146,0.007,0.0059,0.0003,0.9508,0.076657,0.159584,0.0062,0.0051,0.0001,0.9731,0.120259,0.235099,0.0073,0.0061,0.0001,0.9731,0.117268,0.233876,0.0061,0.0048,258,0.8746,0.5234,10.661176
13,295,5,363.49,0.0001,0.9766,0.157881,0.276208,0.0088,0.007,0.0001,0.9742,0.104903,0.229965,0.0075,0.0062,0.0004,0.9752,0.16336,0.28078,0.0089,0.0071,0.0001,0.9735,0.145863,0.279935,0.0075,0.0059,0.0001,0.9728,0.115554,0.217049,0.007,0.0062,0.0,0.9724,0.079953,0.194504,0.0059,0.0047,0.0001,0.9757,0.125129,0.244095,0.0076,0.0066,0.0001,0.9748,0.107357,0.236255,0.0064,0.0051,255,0.8644,0.5234,10.414729
