generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,259,41,765.92,0.0031,0.4971,0.162937,0.134146,0.1257,0.0358,0.0013,0.4684,0.11125,0.085367,0.123,0.0271,0.0033,0.4885,0.125176,0.113073,0.1244,0.0558,0.0025,0.4807,0.107442,0.101216,0.1223,0.0724,0.0,0.4903,0.147073,0.12813,0.1236,0.0684,0.0002,0.4928,0.122096,0.114624,0.1217,0.0398,0.0026,0.4807,0.118983,0.09243,0.1221,0.0345,0.0002,0.4804,0.105043,0.096218,0.1203,0.0406,236,0.9112,1.8072,13.101688
1,255,45,279.37,0.0023,0.4885,0.145751,0.132442,0.124,0.0076,0.0013,0.4867,0.111882,0.110879,0.1223,0.0102,0.0041,0.4892,0.124845,0.142722,0.1211,0.1032,0.002,0.4865,0.106601,0.121261,0.1196,0.0809,0.0,0.6908,0.164964,0.157904,0.1257,0.0958,0.0,0.5365,0.115121,0.131463,0.12,0.0839,0.0018,0.5374,0.129204,0.136382,0.1227,0.0777,0.0002,0.5671,0.101633,0.107541,0.1209,0.0464,218,0.8549,1.7835,12.505349
2,277,23,344.13,0.0035,0.4942,0.130058,0.110626,0.1243,0.0059,0.0027,0.4867,0.111592,0.101028,0.1223,0.0102,0.0027,0.6935,0.113848,0.12301,0.1212,0.0683,0.0025,0.4842,0.105118,0.109857,0.12,0.0604,0.0002,0.7043,0.182982,0.173313,0.1252,0.0301,0.0,0.5833,0.111503,0.121071,0.1204,0.0681,0.0018,0.6917,0.142456,0.14587,0.1247,0.0362,0.0005,0.5713,0.102445,0.11654,0.1206,0.0433,254,0.917,1.7411,12.787053
3,272,28,326.74,0.0026,0.6945,0.121517,0.136694,0.1193,0.0744,0.0024,0.7061,0.105991,0.127901,0.0642,0.05575,0.0017,0.6987,0.120536,0.159937,0.0795,0.0488,0.0025,0.4812,0.108035,0.114903,0.11415,0.06895,0.0,0.7043,0.190224,0.188732,0.1232,0.07505,0.0001,0.6948,0.124465,0.143656,0.1149,0.06885,0.0018,0.7009,0.124199,0.146204,0.1186,0.0695,0.0005,0.719,0.105033,0.123888,0.10065,0.0567,239,0.8787,1.7411,12.724211
4,293,7,359.77,0.0067,0.7051,0.101168,0.132472,0.0493,0.0367,0.007,0.7128,0.106963,0.136808,0.051,0.0373,0.0038,0.6987,0.122239,0.151334,0.055,0.0478,0.0043,0.7068,0.122441,0.131481,0.0553,0.0501,0.0059,0.7082,0.185643,0.199192,0.1215,0.0733,0.0046,0.6985,0.131572,0.164388,0.0865,0.042,0.0053,0.7053,0.135762,0.156454,0.1204,0.0716,0.005,0.7301,0.094212,0.119978,0.0495,0.0344,256,0.8737,1.7411,13.722899
5,296,4,384.44,0.0054,0.7063,0.08936,0.120534,0.04415,0.0271,0.0055,0.7128,0.104007,0.139654,0.0456,0.02865,0.0035,0.6987,0.118267,0.147483,0.05,0.0407,0.0045,0.7068,0.134705,0.164706,0.05045,0.03655,0.0052,0.7092,0.191349,0.20159,0.1223,0.07675,0.0052,0.7076,0.12605,0.146165,0.1123,0.06535,0.005,0.7053,0.125085,0.15824,0.0534,0.0348,0.0036,0.7276,0.111176,0.150614,0.04935,0.02595,269,0.9088,1.7411,13.939625
6,292,8,387.24,0.0067,0.7099,0.083939,0.108765,0.04525,0.02115,0.0075,0.7058,0.10422,0.152136,0.0442,0.0248,0.0046,0.7024,0.129199,0.147245,0.0604,0.02995,0.0046,0.7068,0.126272,0.150763,0.0523,0.0324,0.0094,0.705,0.178304,0.202388,0.11875,0.07405,0.0089,0.706,0.152414,0.178629,0.11695,0.07025,0.006,0.7083,0.112928,0.140934,0.0511,0.0285,0.0062,0.7276,0.112724,0.142163,0.0495,0.0249,271,0.9281,1.7411,13.787449
7,297,3,376.53,0.0068,0.7099,0.106156,0.153465,0.0461,0.0322,0.0058,0.7058,0.094591,0.129542,0.0444,0.0247,0.0042,0.7029,0.111731,0.137501,0.0499,0.0349,0.0034,0.7068,0.121796,0.149222,0.0488,0.0344,0.0048,0.7073,0.220425,0.22239,0.1236,0.0835,0.0058,0.7,0.125742,0.156044,0.053,0.04,0.0059,0.7083,0.11632,0.150363,0.049,0.0271,0.0075,0.7276,0.103239,0.130994,0.0473,0.0244,265,0.8923,1.7411,13.839982
8,299,1,386.62,0.0046,0.7086,0.108273,0.142407,0.0505,0.0364,0.0055,0.7058,0.105812,0.145327,0.0494,0.034,0.0044,0.7017,0.1175,0.142087,0.053,0.0409,0.0042,0.7068,0.128747,0.157546,0.0591,0.0459,0.0055,0.7078,0.187733,0.198706,0.1196,0.0761,0.0042,0.7107,0.13222,0.171295,0.0576,0.0438,0.0111,0.7083,0.107094,0.121591,0.0538,0.0299,0.0072,0.7263,0.112621,0.148022,0.0519,0.0299,276,0.9231,1.7411,13.768583
9,297,3,398.77,0.0079,0.7086,0.102721,0.133518,0.0489,0.0344,0.004,0.7058,0.114975,0.148282,0.0495,0.0328,0.0045,0.7017,0.127719,0.149971,0.0655,0.0532,0.0045,0.7068,0.113152,0.13129,0.0514,0.0358,0.0047,0.7008,0.20185,0.213783,0.1218,0.0797,0.0045,0.7107,0.134943,0.164104,0.0668,0.052,0.0041,0.7039,0.103772,0.127179,0.0505,0.0285,0.0054,0.7263,0.100869,0.113501,0.0488,0.0299,288,0.9697,1.7411,13.924721
10,300,0,384.99,0.0066,0.7056,0.084194,0.099795,0.04635,0.02915,0.0057,0.7222,0.121418,0.166004,0.0451,0.0315,0.0042,0.7154,0.128148,0.147173,0.0799,0.04355,0.0046,0.7163,0.11053,0.129379,0.05205,0.02735,0.0047,0.7158,0.179329,0.19083,0.12125,0.07725,0.0048,0.7163,0.141595,0.17235,0.0908,0.0454,0.0044,0.7039,0.121158,0.147622,0.06105,0.03775,0.0048,0.7163,0.113627,0.145312,0.0509,0.02955,278,0.9267,1.7411,13.676805
11,300,0,375.76,0.0069,0.7188,0.097357,0.131386,0.04725,0.0339,0.0076,0.7222,0.103126,0.136213,0.04445,0.02785,0.0043,0.7334,0.127394,0.167332,0.04995,0.03505,0.0048,0.7215,0.113996,0.146137,0.0481,0.0316,0.0072,0.7125,0.150076,0.169601,0.10605,0.06445,0.0076,0.7371,0.169526,0.204985,0.11995,0.07825,0.0043,0.7049,0.10966,0.13251,0.0488,0.0278,0.0038,0.7253,0.128865,0.172139,0.0552,0.03675,268,0.8933,1.7411,12.799274
12,300,0,378.53,0.0046,0.7188,0.097404,0.108499,0.0532,0.0343,0.0044,0.7222,0.119207,0.152336,0.05095,0.0373,0.0043,0.7334,0.130301,0.166142,0.0582,0.05115,0.0046,0.7317,0.117525,0.146522,0.0501,0.0383,0.0071,0.7037,0.167367,0.184504,0.11995,0.0825,0.0065,0.7371,0.124388,0.157595,0.0515,0.03765,0.0049,0.7247,0.112383,0.136922,0.0499,0.0326,0.0043,0.7253,0.131425,0.16702,0.0678,0.0471,272,0.9067,1.7411,13.448478
13,300,0,375.93,0.0051,0.7262,0.113805,0.137849,0.0778,0.0439,0.0045,0.7257,0.114369,0.139905,0.05175,0.0409,0.0044,0.7262,0.12294,0.1672,0.047,0.03765,0.0039,0.7317,0.120974,0.157615,0.04925,0.0367,0.0063,0.7052,0.165327,0.174082,0.1205,0.08185,0.0079,0.7165,0.116191,0.151929,0.05,0.03505,0.0053,0.761,0.119154,0.145327,0.0686,0.04385,0.0039,0.7253,0.12724,0.164337,0.0573,0.0468,266,0.8867,1.7411,13.210409
14,300,0,396.5,0.0047,0.7262,0.117473,0.15113,0.05075,0.03855,0.004,0.7289,0.1281,0.165892,0.05295,0.04415,0.0043,0.7396,0.138075,0.176502,0.1042,0.06335,0.0043,0.7317,0.124207,0.145878,0.0742,0.04845,0.0066,0.7157,0.134576,0.146388,0.1091,0.0686,0.0057,0.7212,0.100849,0.125494,0.0476,0.033,0.0048,0.761,0.123609,0.167383,0.05515,0.0416,0.0042,0.7204,0.133111,0.158611,0.075,0.0478,277,0.9233,1.7411,13.450751
15,300,0,396.99,0.0051,0.7217,0.113612,0.136639,0.0593,0.0491,0.0044,0.7329,0.120135,0.144596,0.0576,0.0451,0.0041,0.7239,0.140599,0.167185,0.1166,0.06915,0.0044,0.7232,0.138617,0.162348,0.11705,0.07225,0.0044,0.7397,0.157154,0.176947,0.1208,0.0815,0.0056,0.7194,0.099659,0.108781,0.0552,0.0412,0.0053,0.761,0.10776,0.137847,0.05135,0.0391,0.0048,0.7253,0.122465,0.155387,0.0572,0.0464,275,0.9167,1.7411,13.662274
16,300,0,375.07,0.0042,0.7236,0.104003,0.136324,0.0468,0.03245,0.0039,0.7329,0.106639,0.143934,0.0468,0.03265,0.0039,0.7296,0.134971,0.176031,0.0813,0.0458,0.0043,0.722,0.128773,0.15729,0.07175,0.04825,0.0064,0.7291,0.157337,0.17836,0.11975,0.08135,0.006,0.7194,0.125169,0.15893,0.07515,0.046,0.0052,0.761,0.12789,0.165792,0.0566,0.04485,0.0048,0.7204,0.11522,0.153401,0.055,0.03495,265,0.8833,1.7411,13.194631
17,300,0,384.07,0.0035,0.7217,0.109363,0.149101,0.04715,0.0333,0.0012,0.7329,0.105409,0.133327,0.0471,0.0315,0.0029,0.7488,0.149625,0.208985,0.0677,0.05515,0.0018,0.747,0.1282,0.166925,0.04845,0.0392,0.005,0.7291,0.153668,0.188229,0.0653,0.05245,0.0034,0.7224,0.100366,0.124029,0.0451,0.02835,0.0044,0.761,0.147013,0.187494,0.07525,0.0474,0.0045,0.7204,0.106356,0.142113,0.0472,0.0283,274,0.9133,1.7411,13.288301
18,300,0,385.25,0.004,0.7299,0.101708,0.133167,0.0462,0.03115,0.0043,0.7289,0.099948,0.129962,0.04535,0.02745,0.0039,0.7272,0.150963,0.196866,0.0535,0.04695,0.0045,0.7232,0.127551,0.166026,0.0482,0.031,0.0053,0.7285,0.157018,0.192885,0.0698,0.0515,0.0047,0.7231,0.109592,0.137684,0.0478,0.0337,0.0049,0.7514,0.13303,0.170896,0.07105,0.049,0.005,0.7204,0.120189,0.148585,0.05685,0.0396,270,0.9,1.7411,13.366274
19,300,0,377.42,0.0065,0.7217,0.094708,0.121189,0.0462,0.02625,0.0059,0.7289,0.112263,0.150002,0.0446,0.02675,0.0038,0.7272,0.152222,0.202711,0.0848,0.0464,0.0036,0.7251,0.129997,0.165038,0.04865,0.0358,0.0049,0.722,0.163721,0.198474,0.1087,0.0705,0.006,0.7231,0.112637,0.140549,0.0504,0.03485,0.0048,0.7491,0.119516,0.147744,0.05955,0.0429,0.0044,0.7204,0.114935,0.149296,0.0486,0.02875,272,0.9067,1.7411,13.311896
20,300,0,386.45,0.0051,0.7221,0.113379,0.13784,0.0475,0.0297,0.0046,0.7289,0.130889,0.173427,0.04985,0.0323,0.0041,0.7274,0.128744,0.174098,0.04825,0.04,0.0041,0.7258,0.124424,0.160703,0.0493,0.0362,0.0068,0.7212,0.151436,0.185095,0.07915,0.04495,0.0057,0.7231,0.124203,0.165315,0.04685,0.0311,0.0086,0.7521,0.123928,0.17085,0.04905,0.03465,0.0062,0.7223,0.102996,0.131909,0.04735,0.02805,281,0.9367,1.7411,13.135131
21,300,0,402.69,0.0053,0.71,0.104306,0.135883,0.04625,0.03465,0.0049,0.7243,0.104608,0.129207,0.0485,0.03505,0.0044,0.7438,0.129448,0.168086,0.0658,0.0552,0.0044,0.7223,0.120577,0.14028,0.0529,0.0432,0.0063,0.7379,0.154341,0.180295,0.1194,0.079,0.0058,0.7114,0.118033,0.155836,0.05225,0.04045,0.0048,0.7512,0.149176,0.182525,0.11295,0.07035,0.004,0.7223,0.11951,0.143772,0.0605,0.0492,286,0.9533,1.7411,13.370033
22,300,0,397.4,0.0048,0.7115,0.10501,0.143146,0.04435,0.0307,0.0047,0.7174,0.117785,0.153957,0.04755,0.0353,0.0039,0.7505,0.115916,0.159918,0.04675,0.03305,0.005,0.7174,0.137106,0.159654,0.09165,0.05015,0.0054,0.7044,0.134162,0.163342,0.0968,0.05555,0.0058,0.7081,0.134337,0.168043,0.0571,0.04525,0.0071,0.7514,0.13009,0.161864,0.0729,0.05015,0.0076,0.702,0.125594,0.163326,0.0571,0.03925,275,0.9167,1.7411,13.722663
23,300,0,397.77,0.0059,0.7101,0.099868,0.142498,0.0444,0.0315,0.0049,0.7121,0.11487,0.150798,0.04755,0.03455,0.0051,0.7543,0.123701,0.15039,0.0561,0.04455,0.0037,0.7113,0.115757,0.139129,0.07205,0.0501,0.0055,0.7035,0.17935,0.197755,0.12265,0.0806,0.0075,0.7024,0.114451,0.137517,0.05925,0.0478,0.0058,0.7019,0.131381,0.163638,0.08465,0.04585,0.0043,0.702,0.120622,0.150788,0.0554,0.0387,279,0.93,1.7411,14.175683
24,300,0,414.26,0.0066,0.7061,0.113445,0.147258,0.04885,0.03675,0.0067,0.7121,0.11288,0.162895,0.0462,0.03345,0.0049,0.7543,0.146433,0.190274,0.06685,0.054,0.0046,0.7251,0.131674,0.162712,0.06525,0.0528,0.0075,0.7707,0.160797,0.188316,0.1177,0.074,0.006,0.6996,0.113617,0.140455,0.05705,0.0458,0.007,0.6972,0.118276,0.142925,0.06895,0.05095,0.0076,0.702,0.102879,0.128575,0.04895,0.03,289,0.9633,1.7411,14.277917
25,300,0,399.52,0.0052,0.7029,0.091019,0.11385,0.04635,0.03375,0.006,0.7121,0.10327,0.141733,0.04605,0.0342,0.0045,0.7218,0.120311,0.154747,0.0506,0.03725,0.0063,0.7112,0.125863,0.147964,0.08345,0.04395,0.0067,0.7048,0.187177,0.211773,0.1228,0.0816,0.005,0.7084,0.131297,0.169247,0.06725,0.05375,0.0056,0.7237,0.121124,0.139013,0.09365,0.05125,0.0048,0.7096,0.119938,0.14663,0.0576,0.0444,284,0.9467,1.7411,13.762903
26,300,0,394.01,0.0075,0.7063,0.105698,0.136676,0.04775,0.03525,0.0061,0.7121,0.106283,0.143246,0.0501,0.0384,0.0065,0.7194,0.136099,0.168222,0.05425,0.04135,0.006,0.7009,0.119225,0.151967,0.04815,0.0372,0.0062,0.7048,0.179657,0.210554,0.12025,0.08495,0.004,0.7065,0.12243,0.147969,0.0546,0.043,0.0066,0.7022,0.131413,0.156906,0.10375,0.05905,0.0043,0.7185,0.099196,0.118687,0.04895,0.031,285,0.95,1.7411,14.09277
27,300,0,414.41,0.0062,0.7063,0.110091,0.138961,0.0492,0.03695,0.0071,0.7077,0.121515,0.151441,0.06315,0.0515,0.0039,0.7063,0.119616,0.147964,0.05305,0.03955,0.005,0.7021,0.124599,0.15369,0.0715,0.0495,0.0062,0.7057,0.152852,0.187284,0.06855,0.0527,0.0085,0.7018,0.133309,0.154968,0.09345,0.05165,0.0052,0.698,0.134043,0.159303,0.0808,0.04585,0.005,0.7066,0.103974,0.12157,0.0573,0.03995,292,0.9733,1.7411,14.161024
28,300,0,394.05,0.0061,0.7063,0.108947,0.156528,0.046,0.0304,0.0063,0.7074,0.101842,0.143197,0.04595,0.0307,0.0034,0.7438,0.133366,0.170706,0.0553,0.04475,0.0042,0.7264,0.116998,0.161591,0.0473,0.03385,0.0083,0.7048,0.158258,0.184732,0.1071,0.0662,0.0067,0.7065,0.121238,0.147213,0.0624,0.0497,0.0045,0.7027,0.127436,0.162863,0.0551,0.0412,0.0053,0.7066,0.131914,0.165275,0.0673,0.05035,281,0.9367,1.7411,14.141362
29,300,0,408.62,0.0056,0.7051,0.1043,0.142879,0.0516,0.03855,0.0045,0.7131,0.113111,0.148322,0.0593,0.0465,0.0039,0.7438,0.132158,0.166059,0.0526,0.04265,0.0039,0.7016,0.117842,0.153328,0.05445,0.043,0.0061,0.7048,0.16547,0.196473,0.1162,0.07855,0.0034,0.7065,0.123461,0.167199,0.05155,0.03985,0.0046,0.7052,0.123827,0.149793,0.0831,0.04545,0.0042,0.6982,0.119832,0.147074,0.05545,0.0395,285,0.95,1.7411,13.869873
30,300,0,395.2,0.0065,0.7081,0.126846,0.175238,0.05235,0.03905,0.0058,0.7131,0.110203,0.151678,0.05075,0.03765,0.0045,0.7038,0.117427,0.163691,0.0458,0.0328,0.0041,0.6949,0.107078,0.128997,0.05915,0.0452,0.0058,0.7138,0.161378,0.193949,0.1145,0.07605,0.0066,0.7065,0.125058,0.154026,0.05425,0.04325,0.0062,0.7027,0.125844,0.156192,0.0634,0.0455,0.006,0.706,0.126167,0.153144,0.0873,0.0454,290,0.9667,1.7411,14.268008
31,300,0,409.8,0.0041,0.7097,0.111423,0.152988,0.0493,0.03545,0.0048,0.7062,0.112997,0.137301,0.0565,0.04405,0.0043,0.7259,0.149201,0.181764,0.0843,0.04795,0.0049,0.7031,0.103923,0.114239,0.0711,0.04865,0.0076,0.7052,0.152846,0.173812,0.1197,0.0798,0.0062,0.7082,0.123864,0.152312,0.0615,0.04945,0.006,0.7146,0.131938,0.156533,0.0859,0.0453,0.0069,0.7027,0.113807,0.140894,0.05215,0.0366,291,0.97,1.7411,14.055802
32,300,0,408.09,0.0041,0.694,0.125524,0.15982,0.04975,0.0379,0.0047,0.7008,0.111457,0.135041,0.0582,0.0463,0.0052,0.7077,0.134635,0.163602,0.07005,0.0539,0.0057,0.7003,0.111444,0.129145,0.06575,0.0493,0.0057,0.7066,0.160969,0.188613,0.1174,0.0745,0.0048,0.7023,0.118661,0.147729,0.07055,0.0509,0.006,0.7033,0.124451,0.15417,0.08475,0.04375,0.0046,0.6987,0.112858,0.134066,0.07715,0.04535,290,0.9667,1.7411,14.011405
