generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,243,57,750.16,0.002,0.4806,0.134161,0.062576,0.1247,0.0026,0.0,0.925,0.769527,0.166613,0.77,0.0,0.0,0.953333,0.792675,0.169522,0.786667,0.0,187,0.7695,1.8594,11.679666
1,252,48,306.89,0.0012,0.4895,0.139941,0.074394,0.12555,0.00255,0.0,0.94,0.845556,0.116019,0.915,0.01,0.0,0.96,0.873651,0.124522,0.946667,0.006666,199,0.7897,1.8505,11.239821
2,258,42,318.38,0.0013,0.4895,0.160133,0.08579,0.1262,0.0039,0.215,0.935,0.872248,0.1024,0.915,0.0075,0.26,0.953333,0.902067,0.107414,0.953333,0.0,213,0.8256,1.8505,11.040798
3,266,34,321.07,0.0013,0.4923,0.176465,0.100504,0.12845,0.05225,0.0,0.925,0.865902,0.11573,0.915,0.01,0.0,0.953333,0.893985,0.122438,0.953333,0.0,213,0.8008,1.8477,10.881731
4,265,35,303.88,0.0009,0.5088,0.181137,0.110649,0.13,0.1126,0.0,0.935,0.843792,0.156294,0.915,0.01,0.0,0.96,0.871019,0.16163,0.953333,0.0,204,0.7698,1.8477,10.902939
5,275,25,324.3,0.0011,0.4923,0.172183,0.117504,0.1276,0.1155,0.17,0.935,0.842382,0.135198,0.915,0.01,0.24,0.96,0.871539,0.137088,0.953333,0.0,220,0.8,1.8477,10.949199
6,270,30,316.86,0.0013,0.4923,0.192095,0.113071,0.1307,0.11135,0.0,0.925,0.833685,0.164079,0.915,0.01,0.0,0.953333,0.860296,0.170359,0.953333,0.0,214,0.7926,1.8477,10.834201
7,280,20,299.47,0.0007,0.4923,0.196447,0.132918,0.1302,0.1169,0.0,0.925,0.811964,0.168858,0.915,0.01,0.0,0.953333,0.838262,0.174672,0.953333,0.0,209,0.7464,1.8477,10.558767
8,268,32,321.86,0.0008,0.4923,0.203436,0.148573,0.12905,0.11895,0.24,0.925,0.800205,0.155272,0.915,0.01,0.24,0.953333,0.827562,0.158915,0.953333,0.0,208,0.7761,1.035,10.289773
9,265,35,326.47,0.0013,0.4923,0.192207,0.147169,0.1274,0.1166,0.085,0.925,0.769566,0.157154,0.77,0.145,0.086667,0.953333,0.795497,0.163653,0.786667,0.16,218,0.8226,1.035,10.44651
10,261,39,311.32,0.0005,0.9731,0.191152,0.164801,0.1256,0.1165,0.24,0.935,0.797356,0.146783,0.88,0.045,0.24,0.96,0.825185,0.152638,0.913333,0.04,215,0.8238,0.5669,10.201798
11,259,41,317.9,0.0008,0.9731,0.218676,0.172127,0.1281,0.1154,0.3,0.93,0.809247,0.132456,0.87,0.055,0.346667,0.953333,0.838121,0.136513,0.9,0.053333,223,0.861,0.5669,9.343563
12,259,41,277.19,0.0008,0.9736,0.281123,0.210589,0.2457,0.2266,0.085,0.93,0.800212,0.14405,0.87,0.055,0.086667,0.953333,0.829987,0.146779,0.893333,0.06,219,0.8456,0.5664,7.927294
13,242,58,286.47,0.0007,0.9736,0.357774,0.237375,0.48235,0.01395,0.38,0.935,0.806963,0.113336,0.86,0.02,0.393333,0.96,0.836804,0.11666,0.893333,0.02,216,0.8926,0.5664,6.083797
14,264,36,327.74,0.0033,0.9736,0.401334,0.239615,0.48425,0.0103,0.25,0.94,0.799527,0.121049,0.865,0.005,0.22,0.973333,0.830859,0.123863,0.893333,0.013333,224,0.8485,0.5664,5.339954
