generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,252,48,763.13,0.0012,0.4962,0.169612,0.091586,0.12935,0.10935,0.0,0.94,0.648234,0.351188,0.8575,0.0675,0.0,0.973333,0.669048,0.360504,0.886667,0.066666,211,0.8373,0.7638,13.171182
1,300,0,371.27,0.0016,0.686,0.283817,0.16175,0.24685,0.12275,0.0,0.935,0.768783,0.315938,0.925,0.01,0.0,0.96,0.7874,0.323795,0.946667,0.006666,179,0.5967,0.7559,8.927583
2,300,0,385.96,0.0009,0.9476,0.324859,0.201405,0.2491,0.18735,0.0,0.94,0.541267,0.431501,0.84,0.095,0.0,0.96,0.558778,0.443887,0.873333,0.086666,213,0.71,0.7559,10.856474
3,300,0,361.42,0.0012,0.9693,0.365484,0.255241,0.34875,0.14425,0.0,0.94,0.69545,0.338803,0.915,0.02,0.0,0.96,0.716267,0.347871,0.933333,0.026667,227,0.7567,0.7107,8.044783
4,300,0,350.48,0.0002,0.9766,0.355346,0.254945,0.25325,0.22635,0.0,0.945,0.756483,0.310993,0.915,0.02,0.0,0.96,0.781311,0.318752,0.946667,0.013333,233,0.7767,0.2434,7.946388
5,300,0,365.56,0.0006,0.9776,0.448458,0.367375,0.25335,0.23605,0.0,0.95,0.809117,0.283429,0.925,0.02,0.0,0.96,0.826644,0.288927,0.946667,0.013333,176,0.5867,0.2424,7.212409
6,300,0,344.06,0.0,0.9779,0.477488,0.381192,0.34645,0.26035,0.0,0.95,0.811083,0.282259,0.925,0.02,0.0,0.96,0.828556,0.287648,0.946667,0.013333,183,0.61,0.2421,7.056912
7,300,0,366.76,0.0023,0.9787,0.474866,0.352614,0.42165,0.2905,0.0,0.95,0.848417,0.22711,0.925,0.02,0.0,0.96,0.866667,0.231832,0.95,0.01,215,0.7167,0.2413,6.464734
8,300,0,387.84,0.0002,0.9787,0.435497,0.358212,0.25195,0.232,0.0,0.945,0.8213,0.262169,0.925,0.02,0.0,0.96,0.839733,0.267903,0.946667,0.013333,225,0.75,0.2413,7.278103
9,300,0,363.42,0.0006,0.9787,0.455798,0.365557,0.2536,0.23255,0.0,0.95,0.859167,0.216232,0.925,0.02,0.0,0.96,0.878578,0.220669,0.946667,0.013333,230,0.7667,0.2413,6.981936
10,300,0,369.24,0.0,0.9787,0.46192,0.359523,0.30995,0.1879,0.0,0.95,0.869467,0.186815,0.925,0.02,0.0,0.96,0.8888,0.190575,0.946667,0.013333,226,0.7533,0.2413,6.44468
11,300,0,383.83,0.0006,0.979,0.459824,0.361143,0.254,0.23235,0.0,0.95,0.860183,0.211723,0.925,0.02,0.0,0.96,0.879956,0.216425,0.95,0.01,229,0.7633,0.241,6.819909
12,300,0,352.07,0.0,0.9809,0.503166,0.371794,0.48435,0.36185,0.0,0.95,0.865817,0.189642,0.925,0.02,0.0,0.96,0.883667,0.19392,0.953333,0.006667,229,0.7633,0.2391,6.098834
13,300,0,367.76,0.0,0.9809,0.476984,0.373516,0.2561,0.23265,0.0,0.945,0.8734,0.181998,0.925,0.02,0.0,0.96,0.893956,0.185503,0.953333,0.006667,224,0.7467,0.2391,6.49795
14,300,0,365.22,0.0001,0.9809,0.48352,0.36667,0.3257,0.20055,0.0,0.945,0.854767,0.218286,0.925,0.02,0.0,0.96,0.873778,0.223329,0.946667,0.013333,236,0.7867,0.2391,6.733147
15,300,0,376.61,0.0011,0.9809,0.472889,0.361323,0.35885,0.23195,0.0,0.955,0.883783,0.156449,0.925,0.02,0.0,0.96,0.904178,0.159775,0.953333,0.006667,242,0.8067,0.2391,6.327178
