generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,258,42,745.18,0.0038,0.4735,0.124787,0.099556,0.12225,0.02885,0.0038,0.4856,0.117481,0.110619,0.1218,0.05385,0.0036,0.4871,0.102374,0.104068,0.0895,0.0505,0.0031,0.5479,0.115179,0.124846,0.1196,0.07935,0.0044,0.6771,0.116131,0.143876,0.0765,0.05705,0.0041,0.7756,0.161003,0.149856,0.12465,0.0405,0.0038,0.4775,0.145961,0.13949,0.12185,0.0578,0.0041,0.545,0.117084,0.121953,0.1208,0.0548,223,0.8643,1.7995,13.595884
1,274,26,339.85,0.0043,0.5123,0.10605,0.086455,0.12085,0.02455,0.0038,0.7603,0.118894,0.122539,0.12035,0.054,0.0033,0.8891,0.109137,0.121567,0.11465,0.0674,0.0031,0.7561,0.124368,0.123053,0.1226,0.05405,0.0053,0.7308,0.143862,0.172854,0.1197,0.0618,0.0044,0.7819,0.140696,0.144914,0.1238,0.0462,0.0039,0.7636,0.129304,0.129611,0.1214,0.05505,0.0039,0.7737,0.127689,0.131035,0.12225,0.0558,249,0.9088,1.7924,13.115992
2,291,9,401.46,0.0074,0.5187,0.12832,0.125602,0.0837,0.0506,0.0043,0.8929,0.116571,0.128112,0.0764,0.0487,0.0064,0.9114,0.137178,0.160025,0.0875,0.0538,0.0045,0.7937,0.133161,0.157498,0.0793,0.0468,0.0046,0.7725,0.124839,0.129933,0.083,0.0491,0.0031,0.7773,0.111059,0.111249,0.0738,0.0492,0.0081,0.7673,0.125048,0.138523,0.0757,0.0499,0.0034,0.7823,0.123823,0.152527,0.0731,0.0517,281,0.9656,1.7924,16.354818
3,298,2,407.74,0.0057,0.5293,0.126788,0.127415,0.0857,0.0535,0.0043,0.8929,0.128897,0.157592,0.0849,0.0492,0.0032,0.9114,0.143819,0.167084,0.1014,0.0597,0.0036,0.6248,0.105585,0.095687,0.0772,0.0491,0.0028,0.9121,0.129189,0.151437,0.086,0.05375,0.0031,0.7826,0.120077,0.117127,0.0964,0.05805,0.0044,0.7788,0.138499,0.145004,0.08255,0.0481,0.0034,0.7867,0.107147,0.116613,0.0735,0.05055,282,0.9463,1.7924,15.672355
4,299,1,390.26,0.0031,0.5732,0.120609,0.138359,0.0636,0.0518,0.0028,0.9156,0.136461,0.195308,0.0775,0.0533,0.0041,0.909,0.140696,0.186924,0.079,0.0616,0.0032,0.8744,0.12554,0.14153,0.0835,0.0653,0.0028,0.9116,0.120477,0.178701,0.0666,0.0556,0.0036,0.8634,0.100528,0.13641,0.0603,0.0478,0.003,0.9366,0.132928,0.164426,0.073,0.0536,0.0031,0.8499,0.122763,0.150516,0.0742,0.0519,273,0.913,1.7924,14.894573
5,298,2,387.85,0.0027,0.8974,0.096528,0.119922,0.0491,0.04165,0.0036,0.9156,0.139934,0.215313,0.0698,0.05905,0.0037,0.9131,0.17049,0.248112,0.0811,0.0642,0.0036,0.9076,0.10906,0.183245,0.0428,0.03285,0.0022,0.9094,0.123873,0.17902,0.0692,0.05835,0.0029,0.875,0.097571,0.148044,0.04075,0.0333,0.0029,0.929,0.13383,0.198164,0.0632,0.05355,0.0035,0.8975,0.128714,0.186511,0.0632,0.0519,267,0.896,1.7924,14.576261
6,298,2,397.49,0.0012,0.9105,0.117871,0.190358,0.05135,0.044,0.0026,0.9148,0.113447,0.179955,0.05135,0.04345,0.0023,0.9121,0.134104,0.207155,0.06315,0.0542,0.0024,0.9139,0.108513,0.170377,0.0409,0.0359,0.0025,0.9098,0.132231,0.195894,0.0681,0.05685,0.0026,0.8664,0.113731,0.175564,0.04215,0.0353,0.0029,0.933,0.132462,0.18972,0.0658,0.05755,0.0034,0.9084,0.147641,0.199333,0.0788,0.06455,274,0.9195,1.7924,14.128977
7,298,2,404.05,0.0025,0.9165,0.116498,0.194621,0.0382,0.0343,0.003,0.9104,0.132766,0.193682,0.07565,0.0652,0.0038,0.9109,0.139104,0.218947,0.0534,0.0469,0.0033,0.9106,0.120516,0.183913,0.04535,0.0396,0.0027,0.9112,0.114038,0.17309,0.05025,0.0443,0.0029,0.868,0.104528,0.150743,0.0383,0.03235,0.0028,0.9354,0.147063,0.219387,0.07595,0.06585,0.0037,0.9296,0.125487,0.175942,0.0577,0.0484,278,0.9329,1.7924,14.219989
8,300,0,390.25,0.002,0.9199,0.129454,0.212207,0.05215,0.0462,0.0028,0.9098,0.106472,0.181057,0.0386,0.03365,0.0028,0.9116,0.153671,0.221754,0.067,0.0594,0.0022,0.93,0.1271,0.187798,0.05685,0.0506,0.0028,0.9312,0.110534,0.160211,0.049,0.04205,0.0022,0.9313,0.114274,0.185899,0.0395,0.0325,0.0031,0.9346,0.126188,0.184985,0.0512,0.0449,0.0031,0.9339,0.132308,0.203931,0.05775,0.0488,270,0.9,1.7924,14.389199
9,300,0,389.87,0.0021,0.9184,0.103505,0.168708,0.0228,0.0198,0.0028,0.9029,0.094665,0.146557,0.0217,0.018,0.0025,0.9176,0.162882,0.231906,0.07075,0.06275,0.0031,0.9351,0.110196,0.195124,0.03,0.0246,0.0025,0.94,0.131034,0.216947,0.04135,0.0356,0.0026,0.934,0.131693,0.208776,0.05135,0.0433,0.0036,0.9458,0.148161,0.225845,0.04905,0.0433,0.0031,0.931,0.117864,0.191576,0.0334,0.02645,270,0.9,1.78,13.560299
10,300,0,392.42,0.0021,0.9167,0.129175,0.223196,0.0322,0.02845,0.0032,0.9197,0.110441,0.18436,0.0228,0.0194,0.0022,0.9176,0.159444,0.232528,0.0714,0.06215,0.0026,0.9377,0.119409,0.20026,0.035,0.0289,0.0019,0.9431,0.122103,0.214195,0.033,0.0278,0.003,0.9462,0.113146,0.179948,0.0352,0.0292,0.0023,0.948,0.133378,0.202855,0.054,0.04855,0.0026,0.931,0.112905,0.174302,0.0334,0.027,273,0.91,1.7769,13.181497
11,300,0,393.06,0.0003,0.915,0.0927,0.159763,0.0202,0.017,0.0033,0.9428,0.115331,0.196536,0.03175,0.02735,0.0017,0.9243,0.154291,0.241121,0.05735,0.0535,0.0029,0.9368,0.122307,0.195207,0.05465,0.04845,0.0029,0.9431,0.117774,0.199097,0.033,0.02845,0.0019,0.9503,0.134729,0.213957,0.04115,0.03635,0.003,0.9625,0.138511,0.21955,0.03735,0.03285,0.0008,0.9422,0.124356,0.183767,0.0466,0.0415,275,0.9167,1.7295,13.292159
12,300,0,377.66,0.0,0.9194,0.097156,0.174667,0.01925,0.01645,0.0006,0.9428,0.115021,0.20102,0.0299,0.02655,0.0004,0.938,0.160104,0.237287,0.0716,0.0647,0.0014,0.9397,0.119931,0.18712,0.03775,0.03375,0.0005,0.9466,0.116531,0.191505,0.0375,0.0338,0.0005,0.9293,0.104758,0.171386,0.03315,0.0296,0.0021,0.9664,0.157192,0.253249,0.0432,0.0396,0.0004,0.9457,0.129307,0.206648,0.0375,0.035,259,0.8633,1.0013,13.064069
