generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,239,61,749.5,0.0013,0.4883,0.127972,0.045861,0.1247,0.0025,0.0,0.94,0.791088,0.132431,0.76,0.05,0.0,0.973333,0.816039,0.138809,0.78,0.06,190,0.795,1.8317,11.629182
1,260,40,298.87,0.0019,0.4883,0.134176,0.06724,0.12535,0.00255,0.0,0.94,0.851904,0.134921,0.915,0.005,0.0,0.973333,0.882179,0.141503,0.946667,0.006666,216,0.8308,1.8317,11.218209
2,261,39,297.68,0.0015,0.5791,0.141515,0.078092,0.126,0.0034,0.185,0.94,0.85636,0.12383,0.915,0.005,0.2,0.973333,0.889374,0.126574,0.953333,0.006666,205,0.7854,1.7609,11.126531
3,268,32,291.75,0.0012,0.5791,0.160297,0.105207,0.127,0.00405,0.0,0.945,0.834944,0.145667,0.915,0.005,0.0,0.973333,0.866194,0.148684,0.946667,0.006666,208,0.7761,1.7609,10.796792
4,266,34,323.16,0.0013,0.5848,0.182575,0.140561,0.127,0.0109,0.0,0.955,0.767632,0.234188,0.91,0.03,0.0,0.973333,0.797494,0.239245,0.94,0.033333,235,0.8835,1.7352,10.762237
5,256,44,290.5,0.0013,0.5891,0.215458,0.176877,0.1267,0.0093,0.0,0.955,0.709375,0.23381,0.67,0.2375,0.0,0.973333,0.742292,0.236876,0.713333,0.233334,224,0.875,1.7352,10.118761
6,246,54,284.41,0.0014,0.5848,0.255673,0.194867,0.1287,0.03245,0.0,0.955,0.702033,0.189621,0.67,0.1225,0.0,0.973333,0.734851,0.193294,0.713333,0.129999,218,0.8862,1.725,9.49766
7,259,41,305.69,0.0043,0.5875,0.285723,0.212268,0.1754,0.1531,0.0,0.945,0.621042,0.18811,0.67,0.01,0.0,0.973333,0.656937,0.194549,0.713333,0.013333,237,0.9151,1.6838,8.924933
8,267,33,334.94,0.0024,0.6631,0.277846,0.22635,0.1287,0.1192,0.0,0.94,0.593764,0.174674,0.665,0.01,0.0,0.973333,0.629463,0.182472,0.713333,0.006667,244,0.9139,1.6369,9.103578
9,283,17,334.36,0.0007,0.6715,0.281817,0.224661,0.132,0.1212,0.0,0.95,0.586696,0.17487,0.665,0.01,0.0,0.973333,0.62106,0.182398,0.706667,0.013333,258,0.9117,1.6285,9.175074
10,284,16,344.55,0.0045,0.6715,0.294282,0.226229,0.17855,0.1687,0.0,0.925,0.587148,0.159344,0.665,0.0125,0.0,0.96,0.623803,0.163806,0.706667,0.013333,257,0.9049,1.6285,8.958676
11,295,5,368.63,0.005,0.6715,0.284282,0.227016,0.1323,0.1221,0.0,0.935,0.592932,0.159826,0.665,0.015,0.0,0.96,0.629017,0.165862,0.706667,0.013333,266,0.9017,1.6285,8.995989
12,284,16,370.48,0.004,0.6715,0.255121,0.213922,0.1277,0.1029,0.0,0.935,0.568257,0.169397,0.665,0.02,0.0,0.96,0.603263,0.174697,0.7,0.02,270,0.9507,1.6285,9.83509
13,291,9,363.65,0.005,0.6721,0.275198,0.226836,0.1277,0.1138,0.0,0.835,0.580447,0.167914,0.665,0.015,0.0,0.866667,0.61622,0.172729,0.706667,0.013333,265,0.9107,1.6125,9.359716
14,294,6,368.67,0.0064,0.6721,0.27926,0.22692,0.13015,0.114,0.0,0.84,0.557687,0.192686,0.665,0.015,0.0,0.886667,0.59127,0.201691,0.706667,0.013333,277,0.9422,1.6125,9.523462
15,294,6,365.05,0.0061,0.6736,0.283248,0.234348,0.1282,0.1124,0.0,0.835,0.567466,0.181308,0.665,0.015,0.0,0.866667,0.601565,0.187573,0.706667,0.013333,274,0.932,1.6125,9.208113
16,289,11,373.87,0.0047,0.6771,0.284304,0.235107,0.1305,0.1157,0.0,0.915,0.563702,0.186992,0.665,0.015,0.0,0.953333,0.597232,0.192264,0.706667,0.013333,268,0.9273,1.6125,9.290091
17,289,11,369.28,0.0048,0.6771,0.299004,0.241888,0.1805,0.1655,0.0,0.76,0.564637,0.188692,0.67,0.015,0.0,0.826667,0.59767,0.194617,0.706667,0.013333,269,0.9308,1.6125,9.065494
18,298,2,388.29,0.0057,0.6771,0.294424,0.238641,0.13915,0.1166,0.0,0.805,0.555805,0.197231,0.665,0.02,0.0,0.86,0.587763,0.203432,0.7,0.02,276,0.9262,1.6125,9.476113
