generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,265,35,781.84,0.0057,0.521,0.160277,0.146866,0.1238,0.0768,0.0007,0.4993,0.111223,0.109991,0.0884,0.0589,0.007,0.4994,0.140793,0.132636,0.1227,0.0793,0.0018,0.5455,0.109052,0.092896,0.1209,0.0612,0.0014,0.4834,0.131468,0.119081,0.1225,0.0588,0.0015,0.4975,0.113539,0.095964,0.1205,0.0549,0.0012,0.4861,0.115625,0.103859,0.1153,0.0499,0.0008,0.5835,0.118022,0.115289,0.1161,0.0666,242,0.9132,6.5407,14.34674
1,282,18,377.16,0.0045,0.5246,0.162175,0.145976,0.126,0.0976,0.001,0.4993,0.127768,0.124484,0.1169,0.0826,0.0053,0.5028,0.115402,0.115755,0.10825,0.0635,0.0033,0.5455,0.099727,0.092233,0.11085,0.05915,0.0063,0.5524,0.130211,0.118608,0.122,0.0574,0.0036,0.4914,0.134098,0.121762,0.1215,0.0787,0.0047,0.5482,0.111304,0.109413,0.1017,0.0528,0.0008,0.5835,0.119315,0.124973,0.1184,0.0869,269,0.9539,2.7561,14.513367
2,294,6,413.13,0.0055,0.5691,0.175263,0.161509,0.1239,0.0927,0.001,0.4918,0.117469,0.103395,0.1085,0.05395,0.0062,0.5277,0.115733,0.103908,0.1219,0.0561,0.0013,0.5532,0.119314,0.115737,0.1123,0.06535,0.0008,0.5596,0.136571,0.11989,0.1228,0.0553,0.0013,0.53,0.118739,0.105101,0.11875,0.06465,0.0003,0.524,0.106569,0.093313,0.1074,0.0445,0.0013,0.5862,0.110342,0.107419,0.098,0.05115,288,0.9796,1.2682,14.35464
3,298,2,422.79,0.0024,0.5273,0.18387,0.162564,0.12495,0.0824,0.0024,0.519,0.121184,0.121772,0.1012,0.05685,0.003,0.5929,0.141607,0.127574,0.12395,0.05115,0.0023,0.5511,0.111484,0.110235,0.0987,0.04645,0.0008,0.5554,0.112678,0.096198,0.12135,0.0466,0.0025,0.534,0.115257,0.107341,0.11915,0.0543,0.0003,0.5332,0.115304,0.111665,0.1154,0.05405,0.002,0.5821,0.098616,0.091437,0.0883,0.043,295,0.9899,1.2682,13.822105
4,296,4,391.28,0.0007,0.5328,0.163924,0.156677,0.12325,0.08335,0.0014,0.5635,0.133813,0.12681,0.1191,0.0549,0.0014,0.5993,0.126615,0.12174,0.1216,0.05335,0.0008,0.5872,0.129157,0.123932,0.1204,0.0556,0.0002,0.7827,0.115539,0.112762,0.1193,0.05675,0.0017,0.6381,0.116444,0.123003,0.09485,0.07045,0.0003,0.5427,0.103393,0.100069,0.0954,0.0549,0.0014,0.5821,0.111116,0.121966,0.0852,0.0591,282,0.9527,1.0374,13.611863
5,297,3,410.46,0.001,0.5327,0.135387,0.141738,0.0992,0.066,0.001,0.5977,0.135069,0.134229,0.1136,0.0713,0.0014,0.5959,0.130818,0.127547,0.1181,0.0583,0.0009,0.5934,0.12855,0.115388,0.1185,0.0662,0.0002,0.7827,0.112777,0.122762,0.0851,0.0501,0.0026,0.62,0.137198,0.128972,0.1212,0.0757,0.001,0.7772,0.104035,0.119862,0.0685,0.0541,0.0014,0.5887,0.116166,0.108293,0.1068,0.0684,289,0.9731,1.0374,13.335369
6,296,4,404.33,0.0029,0.9329,0.123979,0.14513,0.0696,0.0564,0.0056,0.5926,0.11157,0.108123,0.08345,0.05745,0.0022,0.8292,0.130795,0.140931,0.11885,0.0853,0.0059,0.5942,0.123075,0.11622,0.09725,0.06575,0.0002,0.7827,0.124904,0.163705,0.07225,0.0544,0.0026,0.62,0.126212,0.130088,0.09435,0.0726,0.001,0.7885,0.129818,0.149141,0.0929,0.06865,0.0029,0.7111,0.129647,0.133452,0.0958,0.07225,282,0.9527,1.0374,14.090592
7,297,3,409.02,0.0016,0.9344,0.150782,0.201681,0.0715,0.0542,0.0041,0.9341,0.115811,0.137151,0.0699,0.0528,0.0023,0.8292,0.141486,0.171141,0.0861,0.0637,0.0029,0.5942,0.125537,0.131272,0.079,0.0579,0.0002,0.7846,0.117504,0.150995,0.0682,0.055,0.0019,0.62,0.095747,0.11403,0.059,0.048,0.001,0.7958,0.118111,0.146311,0.0761,0.0551,0.0029,0.7325,0.135022,0.151093,0.1129,0.0789,280,0.9428,1.0374,13.703852
8,299,1,396.66,0.0026,0.9344,0.139831,0.20413,0.0473,0.0387,0.0046,0.9515,0.150665,0.190798,0.0992,0.0774,0.0021,0.7844,0.112157,0.146083,0.0701,0.0556,0.0014,0.7841,0.127918,0.145926,0.0818,0.0647,0.0002,0.8489,0.117304,0.167804,0.0559,0.047,0.0025,0.8819,0.121002,0.145636,0.0655,0.0543,0.0002,0.7946,0.104802,0.13044,0.0712,0.0549,0.0017,0.7325,0.126321,0.146443,0.0906,0.0738,276,0.9231,1.0374,13.272814
9,300,0,419.5,0.0016,0.9471,0.118858,0.180291,0.0429,0.0359,0.0016,0.9515,0.134836,0.165027,0.116,0.0939,0.0013,0.7864,0.130734,0.167717,0.08225,0.06705,0.0002,0.7904,0.137823,0.161542,0.1146,0.0958,0.0002,0.9303,0.113538,0.150142,0.0632,0.05565,0.0016,0.8853,0.133889,0.148801,0.1198,0.09585,0.0,0.7845,0.10683,0.121949,0.09515,0.07765,0.0007,0.7325,0.123493,0.134184,0.11325,0.09435,282,0.94,1.0374,13.188364
