generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,262,38,771.73,0.0055,0.4814,0.094123,0.090468,0.0729,0.05615,0.0057,0.546,0.167888,0.15035,0.1244,0.0514,0.0013,0.4838,0.131696,0.118177,0.12115,0.03525,0.0015,0.5388,0.123334,0.113957,0.1233,0.0429,0.0044,0.6733,0.142045,0.134584,0.1234,0.0075,0.0035,0.5386,0.136031,0.122112,0.12305,0.03145,0.0016,0.5316,0.09929,0.090933,0.11705,0.0457,0.0016,0.5452,0.105594,0.109126,0.1208,0.0584,238,0.9084,1.7986,14.210534
1,277,23,352.31,0.0064,0.5149,0.112011,0.12105,0.0673,0.0553,0.0046,0.547,0.154856,0.159269,0.1203,0.0574,0.0042,0.6688,0.137787,0.119578,0.1216,0.0541,0.0038,0.5496,0.144678,0.138391,0.1216,0.0519,0.0044,0.7511,0.115299,0.118865,0.1197,0.0523,0.0048,0.5489,0.11944,0.112941,0.1212,0.054,0.0037,0.5371,0.108568,0.113111,0.071,0.0547,0.0038,0.5466,0.107361,0.121669,0.0707,0.0551,252,0.9097,1.7454,13.263296
2,285,15,362.29,0.0034,0.5411,0.10114,0.112657,0.0675,0.0524,0.0024,0.5468,0.177579,0.16844,0.1225,0.0855,0.004,0.762,0.113222,0.108828,0.0867,0.0378,0.0051,0.5578,0.139264,0.137454,0.1225,0.06,0.0033,0.7642,0.135504,0.151688,0.1203,0.0513,0.0022,0.5489,0.119574,0.112424,0.1209,0.057,0.0037,0.554,0.105081,0.101739,0.0782,0.0494,0.0041,0.5515,0.108635,0.111851,0.0779,0.0507,265,0.9298,1.7454,13.758018
3,275,25,341.33,0.0058,0.5411,0.116017,0.130426,0.0698,0.0516,0.0066,0.5492,0.142267,0.148394,0.0838,0.0511,0.0065,0.7615,0.130347,0.122727,0.1033,0.039,0.0048,0.5622,0.135125,0.131739,0.1175,0.0546,0.0044,0.8144,0.134524,0.162298,0.098,0.0358,0.0041,0.7811,0.111452,0.119847,0.0764,0.0484,0.0042,0.5472,0.116259,0.120306,0.0788,0.0497,0.0041,0.5465,0.11401,0.127464,0.0706,0.0543,258,0.9382,1.7454,13.530601
4,288,12,365.72,0.0046,0.5488,0.104674,0.123524,0.0692,0.0517,0.0068,0.7715,0.150329,0.160514,0.09815,0.07365,0.005,0.8031,0.144787,0.159764,0.1186,0.0601,0.0056,0.564,0.132109,0.126933,0.1212,0.0573,0.005,0.8192,0.13265,0.160117,0.1152,0.08025,0.0044,0.7811,0.111705,0.119083,0.09105,0.05585,0.0042,0.7764,0.109735,0.1196,0.0725,0.0565,0.0036,0.5449,0.114011,0.123763,0.07795,0.05705,272,0.9444,1.7454,14.021437
5,294,6,397.03,0.0052,0.5404,0.127582,0.132679,0.08035,0.05295,0.0065,0.7924,0.132362,0.148932,0.07725,0.05515,0.0043,0.7703,0.13334,0.139239,0.10845,0.0768,0.0048,0.7816,0.118492,0.132342,0.07455,0.0538,0.0052,0.8195,0.138056,0.165292,0.09035,0.06775,0.0047,0.8128,0.131167,0.151534,0.093,0.062,0.0042,0.7828,0.111024,0.135506,0.0683,0.055,0.0037,0.7917,0.107976,0.128328,0.07085,0.05395,284,0.966,1.7454,14.651533
6,296,4,414.62,0.0025,0.7726,0.120198,0.117893,0.0906,0.0579,0.0022,0.8067,0.133357,0.149769,0.0961,0.0745,0.0034,0.7925,0.151146,0.158502,0.1224,0.0908,0.0016,0.7816,0.109771,0.132315,0.07205,0.05255,0.0037,0.8177,0.141719,0.171806,0.1197,0.09305,0.0021,0.7844,0.116691,0.128017,0.096,0.0663,0.0033,0.7817,0.114727,0.122364,0.0747,0.0528,0.0025,0.838,0.112391,0.130898,0.0762,0.0579,291,0.9831,1.7454,15.431086
7,300,0,426.07,0.0043,0.8336,0.138453,0.141031,0.12305,0.09095,0.0043,0.813,0.127032,0.143282,0.12115,0.0937,0.0056,0.8129,0.136836,0.13979,0.1236,0.0924,0.0054,0.7745,0.102166,0.110156,0.09065,0.0655,0.0025,0.8034,0.122677,0.120068,0.1216,0.09415,0.0029,0.8267,0.132452,0.146889,0.1209,0.0924,0.0023,0.7817,0.123882,0.125549,0.12195,0.09365,0.0033,0.838,0.116501,0.126269,0.1209,0.0912,296,0.9867,1.7454,14.740013
8,299,1,412.87,0.0068,0.8462,0.13625,0.149594,0.1225,0.0937,0.0039,0.8429,0.128814,0.154084,0.1209,0.0957,0.0039,0.793,0.136471,0.140353,0.1212,0.0948,0.0045,0.7745,0.106512,0.117849,0.0887,0.0661,0.004,0.8034,0.122849,0.144272,0.1114,0.0889,0.0037,0.8267,0.127534,0.141953,0.119,0.0898,0.004,0.7824,0.112428,0.121051,0.1005,0.0759,0.0039,0.8327,0.129142,0.143276,0.1209,0.0942,285,0.9532,1.7454,14.691978
9,300,0,428.22,0.0033,0.8379,0.1305,0.132729,0.12325,0.0914,0.003,0.7989,0.125514,0.140488,0.1197,0.0909,0.0045,0.8422,0.130704,0.125942,0.1226,0.091,0.004,0.7804,0.122522,0.130994,0.1213,0.0928,0.0031,0.8034,0.114469,0.113437,0.12115,0.0956,0.0036,0.8487,0.137921,0.151919,0.1219,0.0924,0.0028,0.7792,0.113574,0.110559,0.1205,0.0926,0.004,0.8327,0.124796,0.136129,0.11945,0.0899,295,0.9833,1.7454,14.588233
10,299,1,423.82,0.0032,0.8496,0.131548,0.130234,0.1228,0.0921,0.0029,0.8476,0.134357,0.153405,0.1217,0.0935,0.0058,0.8426,0.14409,0.137428,0.1244,0.094,0.004,0.7429,0.110061,0.11556,0.1187,0.0912,0.0046,0.8034,0.115475,0.122413,0.1208,0.0919,0.0054,0.8487,0.133928,0.13578,0.123,0.0944,0.0042,0.8482,0.116078,0.114991,0.1204,0.0919,0.0045,0.8313,0.114463,0.124311,0.1209,0.0933,294,0.9833,1.7454,14.222498
11,300,0,409.51,0.0034,0.8089,0.129311,0.153484,0.1199,0.0973,0.0052,0.8487,0.146754,0.172897,0.12125,0.0984,0.0038,0.795,0.13586,0.141979,0.12225,0.0954,0.0033,0.7429,0.116113,0.144671,0.0746,0.0541,0.0027,0.8034,0.108815,0.111825,0.08325,0.06245,0.0034,0.8456,0.139869,0.179725,0.1014,0.0777,0.0035,0.8482,0.1141,0.129581,0.0767,0.0539,0.0035,0.8313,0.109177,0.127944,0.0774,0.0603,287,0.9567,1.7454,14.256956
12,300,0,421.67,0.0038,0.8573,0.124068,0.130985,0.12095,0.0938,0.0035,0.8476,0.12546,0.150485,0.11675,0.0881,0.0045,0.8453,0.129826,0.145749,0.11745,0.09035,0.0043,0.738,0.121186,0.118402,0.1179,0.09175,0.0054,0.8034,0.113818,0.131038,0.0863,0.06485,0.0043,0.8582,0.137937,0.163812,0.11905,0.09345,0.0032,0.8482,0.120052,0.15063,0.08915,0.0662,0.0039,0.8335,0.127653,0.151349,0.11715,0.09475,294,0.98,1.7454,14.498932
13,300,0,426.2,0.0045,0.8573,0.104091,0.106539,0.0808,0.0601,0.0053,0.8476,0.143449,0.162577,0.1224,0.1004,0.004,0.8166,0.12269,0.133111,0.1206,0.09535,0.0035,0.8489,0.11556,0.130022,0.09525,0.0729,0.0044,0.8387,0.124368,0.129023,0.1209,0.09715,0.0046,0.8629,0.120191,0.14709,0.09145,0.06815,0.0042,0.8558,0.133134,0.146213,0.12075,0.09545,0.0041,0.837,0.136516,0.158578,0.121,0.0983,291,0.97,1.7454,14.441109
14,300,0,417.79,0.0035,0.8491,0.110708,0.108337,0.09855,0.0778,0.0039,0.8587,0.13771,0.15823,0.12245,0.1002,0.0034,0.798,0.128879,0.14023,0.12115,0.09635,0.0044,0.8489,0.125869,0.142172,0.1154,0.09075,0.0051,0.798,0.116515,0.127581,0.1174,0.09595,0.0045,0.8629,0.133329,0.156325,0.1211,0.0987,0.0027,0.862,0.115119,0.130855,0.08975,0.06975,0.0042,0.7995,0.13187,0.146732,0.1216,0.0985,286,0.9533,1.7454,14.387025
15,300,0,429.25,0.0026,0.8505,0.099334,0.098678,0.079,0.0573,0.0025,0.8602,0.138766,0.164912,0.1219,0.0979,0.002,0.8614,0.143203,0.154228,0.1244,0.09895,0.0028,0.8549,0.12962,0.143881,0.12115,0.0975,0.0033,0.8398,0.123678,0.133291,0.12105,0.098,0.0042,0.8549,0.119722,0.135002,0.11875,0.0964,0.0042,0.862,0.125936,0.137855,0.12065,0.097,0.004,0.8606,0.119742,0.143585,0.09265,0.0705,290,0.9667,1.7454,14.504066
16,300,0,440.01,0.0029,0.8568,0.104418,0.120918,0.07935,0.05905,0.0036,0.8587,0.135274,0.140071,0.1225,0.10045,0.0026,0.8614,0.126616,0.123624,0.12245,0.099,0.0031,0.8583,0.121647,0.131138,0.1206,0.0939,0.0031,0.8591,0.119818,0.12921,0.1197,0.09625,0.0034,0.8595,0.132825,0.155015,0.1211,0.0967,0.0037,0.8629,0.129759,0.13827,0.1216,0.0982,0.0037,0.8606,0.129642,0.137543,0.121,0.0978,298,0.9933,1.7454,14.144582
17,300,0,449.05,0.0024,0.8615,0.097666,0.127723,0.0384,0.0332,0.0034,0.8587,0.14013,0.138181,0.12465,0.1046,0.0021,0.8614,0.125724,0.120186,0.1229,0.10145,0.0038,0.8583,0.137005,0.146521,0.12285,0.1027,0.0043,0.8593,0.126885,0.125723,0.1232,0.10165,0.0027,0.8625,0.125949,0.149475,0.1204,0.1017,0.0017,0.8629,0.13026,0.149484,0.1211,0.10145,0.0023,0.8586,0.11638,0.124775,0.1173,0.09715,297,0.99,1.7454,13.994734
18,300,0,425.73,0.0032,0.8615,0.096758,0.128079,0.0273,0.02025,0.0017,0.8587,0.15059,0.16481,0.12375,0.10475,0.0038,0.8608,0.126209,0.130276,0.12305,0.10145,0.0031,0.8593,0.128252,0.153057,0.1217,0.1013,0.0031,0.8608,0.115564,0.151099,0.09265,0.07375,0.0023,0.8607,0.118637,0.130289,0.12,0.10115,0.0041,0.8675,0.132018,0.164657,0.12045,0.10055,0.0015,0.8921,0.131974,0.162307,0.12185,0.10045,289,0.9633,1.7454,14.032842
19,300,0,442.38,0.0027,0.8577,0.097002,0.127265,0.02655,0.0211,0.0039,0.8587,0.146831,0.146668,0.12405,0.10445,0.003,0.857,0.138024,0.152491,0.12345,0.10355,0.0034,0.8652,0.143645,0.157539,0.1231,0.10285,0.0037,0.8608,0.107177,0.123855,0.1173,0.0977,0.0033,0.8583,0.11676,0.123811,0.1183,0.09895,0.0035,0.8638,0.115787,0.136612,0.1188,0.10015,0.0032,0.9027,0.134775,0.165852,0.1212,0.10205,297,0.99,1.7454,13.948665
20,300,0,425.65,0.0037,0.8654,0.109544,0.138411,0.08085,0.0595,0.0041,0.8618,0.132483,0.132507,0.12345,0.10225,0.0038,0.8532,0.125082,0.11313,0.1228,0.0992,0.0041,0.8652,0.121845,0.145197,0.12125,0.09985,0.0033,0.8608,0.121176,0.125632,0.1233,0.1003,0.0032,0.8583,0.132031,0.155986,0.1229,0.10185,0.0035,0.8661,0.128188,0.152204,0.12105,0.1006,0.0033,0.9029,0.129651,0.133857,0.12245,0.10075,294,0.98,1.7454,14.039056
21,300,0,413.51,0.0027,0.8653,0.107601,0.145312,0.0645,0.05355,0.0036,0.8619,0.149507,0.147994,0.1243,0.10345,0.0027,0.8544,0.112784,0.12242,0.12155,0.0988,0.0038,0.8652,0.13205,0.16495,0.1199,0.10005,0.0032,0.8649,0.126903,0.151689,0.1225,0.0997,0.0035,0.8551,0.112528,0.13009,0.11555,0.09505,0.0036,0.8725,0.1165,0.138655,0.11655,0.0953,0.0039,0.9029,0.142127,0.175983,0.1225,0.0999,286,0.9533,1.7454,13.906866
22,300,0,418.49,0.0033,0.8653,0.108608,0.151373,0.04395,0.0351,0.004,0.8613,0.159373,0.168104,0.1255,0.10505,0.005,0.8544,0.119722,0.12358,0.122,0.0996,0.0027,0.8675,0.108419,0.132876,0.07275,0.05685,0.0031,0.8624,0.132528,0.160349,0.1213,0.101,0.0039,0.8445,0.124334,0.137305,0.1218,0.1022,0.0036,0.8704,0.121752,0.146037,0.11165,0.09385,0.0029,0.9029,0.125265,0.14461,0.11905,0.09885,290,0.9667,1.7454,13.862392
23,300,0,425.59,0.0027,0.8625,0.10877,0.133274,0.09765,0.0755,0.002,0.8682,0.130859,0.132918,0.12335,0.0997,0.003,0.8532,0.128083,0.114121,0.124,0.0995,0.0035,0.8582,0.116075,0.117586,0.12105,0.0982,0.0032,0.8589,0.133625,0.152407,0.12275,0.09955,0.0023,0.9026,0.119595,0.132504,0.12245,0.10005,0.0031,0.8636,0.124595,0.134657,0.1222,0.09825,0.0028,0.9015,0.138397,0.153854,0.12315,0.09985,292,0.9733,1.7454,13.92983
24,300,0,423.82,0.0027,0.8625,0.114858,0.137262,0.092,0.073,0.0036,0.8992,0.145141,0.150332,0.1244,0.10505,0.0027,0.8604,0.119362,0.13054,0.1205,0.10085,0.004,0.8582,0.103534,0.114285,0.0838,0.06715,0.0028,0.8679,0.118825,0.140946,0.1201,0.1006,0.0031,0.9026,0.123562,0.141765,0.1223,0.10295,0.0033,0.8686,0.121441,0.151338,0.1201,0.1013,0.0031,0.9015,0.153278,0.189551,0.12255,0.10215,292,0.9733,1.3915,13.814342
25,300,0,441.4,0.0029,0.8617,0.107779,0.103102,0.12085,0.09875,0.0033,0.8992,0.134961,0.130211,0.1237,0.104,0.003,0.8575,0.122629,0.125151,0.1231,0.10055,0.003,0.8627,0.126165,0.134813,0.1226,0.1022,0.0031,0.8679,0.118052,0.124269,0.12165,0.10015,0.0035,0.9004,0.135197,0.127464,0.1238,0.1017,0.0035,0.8636,0.128724,0.127137,0.12365,0.10285,0.0024,0.8937,0.126493,0.121478,0.124,0.10225,297,0.99,1.3915,13.788554
26,300,0,419.86,0.0032,0.8617,0.111333,0.141312,0.1087,0.08865,0.0027,0.8992,0.132149,0.140095,0.1225,0.105,0.0036,0.8575,0.14201,0.141954,0.125,0.10425,0.0041,0.8582,0.117354,0.131161,0.12135,0.10225,0.0032,0.8679,0.128182,0.14567,0.12265,0.1024,0.0034,0.9004,0.126105,0.137998,0.12225,0.10305,0.0025,0.8691,0.118555,0.151222,0.12025,0.09955,0.0029,0.8937,0.124311,0.138665,0.1219,0.10105,283,0.9433,1.1197,13.5056
27,300,0,416.77,0.0029,0.8617,0.099857,0.122674,0.05235,0.04625,0.0022,0.8992,0.15971,0.177858,0.12425,0.10825,0.0032,0.8597,0.124754,0.149936,0.11625,0.09775,0.0012,0.8667,0.112799,0.138764,0.07675,0.0608,0.0031,0.8679,0.120394,0.1423,0.1174,0.1014,0.0023,0.9004,0.13477,0.17343,0.1192,0.1028,0.0029,0.8691,0.126066,0.163844,0.1149,0.0974,0.0023,0.895,0.121651,0.139938,0.1016,0.0839,286,0.9533,1.1197,13.745809
28,300,0,421.75,0.003,0.8755,0.106395,0.139312,0.0748,0.05505,0.0035,0.8992,0.134781,0.166991,0.1232,0.10115,0.0028,0.891,0.149566,0.18113,0.1232,0.1021,0.0018,0.8667,0.134637,0.169012,0.1221,0.1015,0.0015,0.8699,0.131758,0.149074,0.12295,0.1018,0.0011,0.879,0.125154,0.135726,0.12225,0.10405,0.0017,0.8645,0.101194,0.108244,0.0822,0.06265,0.0014,0.8937,0.116515,0.137706,0.11975,0.0985,287,0.9567,1.1197,13.755405
29,300,0,415.47,0.0034,0.8755,0.113353,0.155205,0.07305,0.0565,0.0027,0.901,0.130449,0.15793,0.1193,0.1035,0.0026,0.9002,0.130557,0.144662,0.12225,0.10275,0.0024,0.8592,0.110179,0.120635,0.11415,0.0978,0.0032,0.8699,0.134251,0.154444,0.12225,0.10395,0.0027,0.8798,0.127584,0.137652,0.12295,0.10475,0.0041,0.8645,0.121839,0.142112,0.12025,0.1017,0.0031,0.9002,0.131788,0.167509,0.11765,0.10095,279,0.93,1.1197,13.356714
30,300,0,424.41,0.0033,0.8755,0.104613,0.117445,0.0809,0.0618,0.0034,0.8946,0.137468,0.137032,0.1236,0.1032,0.0042,0.9,0.139833,0.156501,0.1237,0.103,0.0033,0.8594,0.114894,0.140507,0.09355,0.0745,0.0036,0.8727,0.12112,0.129131,0.1223,0.1026,0.003,0.886,0.138569,0.164852,0.1222,0.10125,0.0026,0.8602,0.115859,0.126225,0.11975,0.10045,0.003,0.8945,0.127644,0.139556,0.1212,0.10215,293,0.9767,1.1197,13.621187
