generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,255,45,742.82,0.0056,0.5321,0.138318,0.067741,0.1256,0.0028,0.0,0.92,0.75402,0.158572,0.785,0.0,0.0,0.953333,0.751033,0.160529,0.766667,0.0,179,0.702,1.894,11.712271
1,243,57,290.44,0.0026,0.5321,0.147303,0.08028,0.1259,0.0029,0.0,0.935,0.805905,0.157635,0.845,0.065,0.0,0.96,0.820055,0.165963,0.866667,0.086666,211,0.8683,0.9364,11.288088
2,253,47,322.95,0.0,0.4918,0.165345,0.107821,0.1266,0.0055,0.0,0.935,0.799328,0.199215,0.91,0.005,0.0,0.96,0.824374,0.208057,0.94,0.013333,217,0.8577,0.8684,11.149121
3,266,34,318.05,0.001,0.4977,0.175562,0.103705,0.1279,0.0082,0.0,0.935,0.813722,0.188185,0.91,0.005,0.0,0.96,0.838922,0.198085,0.94,0.013333,234,0.8797,0.8423,11.171205
4,279,21,340.51,0.0011,0.5052,0.209741,0.125009,0.2048,0.0768,0.0,0.935,0.838513,0.168609,0.91,0.005,0.0,0.96,0.866045,0.17745,0.94,0.013333,255,0.914,0.8423,10.531047
5,279,21,331.29,0.002,0.5052,0.2395,0.139037,0.2455,0.1145,0.0,0.935,0.840556,0.157886,0.91,0.005,0.0,0.96,0.868148,0.165205,0.94,0.006667,255,0.914,0.8052,9.968385
6,283,17,409.09,0.0008,0.9575,0.224341,0.149325,0.2422,0.1154,0.0,0.935,0.819417,0.185727,0.91,0.01,0.0,0.96,0.845159,0.19432,0.94,0.006667,268,0.947,0.4425,10.135871
7,286,14,415.03,0.0009,0.9575,0.268887,0.170124,0.2477,0.121,0.0,0.935,0.841469,0.144583,0.91,0.01,0.0,0.96,0.870583,0.150699,0.94,0.006667,259,0.9056,0.4425,9.221463
8,285,15,411.4,0.0013,0.9575,0.275286,0.180634,0.2463,0.1217,0.345,0.935,0.856281,0.108416,0.91,0.01,0.373333,0.96,0.884491,0.117982,0.94,0.006667,265,0.9298,0.4425,8.632925
9,290,10,400.74,0.0015,0.975,0.293368,0.181285,0.2492,0.1268,0.13,0.945,0.849241,0.124324,0.91,0.01,0.146667,0.96,0.877908,0.13124,0.94,0.006667,263,0.9069,0.365,8.240701
10,293,7,417.36,0.0011,0.975,0.281817,0.203006,0.2453,0.1239,0.17,0.955,0.836928,0.133806,0.905,0.01,0.226667,0.973333,0.865666,0.139336,0.94,0.006667,271,0.9249,0.365,8.401187
11,293,7,391.5,0.0001,0.975,0.271647,0.196127,0.2457,0.1231,0.035,0.955,0.842457,0.133568,0.905,0.01,0.113333,0.973333,0.870284,0.138364,0.94,0.006667,277,0.9454,0.365,8.798797
12,296,4,397.86,0.0,0.975,0.263479,0.201138,0.24385,0.12205,0.0,0.955,0.844662,0.12892,0.905,0.01,0.0,0.973333,0.871577,0.134808,0.933333,0.013334,285,0.9628,0.365,8.82598
13,298,2,394.9,0.0,0.975,0.280276,0.210763,0.2464,0.12645,0.0,0.955,0.843993,0.149517,0.91,0.01,0.0,0.973333,0.871499,0.155931,0.94,0.006667,282,0.9463,0.365,8.564556
14,298,2,414.1,0.0001,0.9761,0.264179,0.205828,0.24275,0.11965,0.045,0.955,0.814765,0.172997,0.905,0.015,0.093333,0.973333,0.839933,0.176956,0.933333,0.013334,286,0.9597,0.365,8.959982
15,297,3,367.23,0.0011,0.975,0.282973,0.216963,0.2462,0.2045,0.0,0.945,0.843653,0.1462,0.91,0.01,0.0,0.96,0.869271,0.150569,0.94,0.006667,274,0.9226,0.365,8.346522
