generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,260,40,779.84,0.003,0.5047,0.114339,0.084806,0.1215,0.0217,0.0032,0.5368,0.129393,0.103215,0.1229,0.0452,0.004,0.4525,0.096649,0.082392,0.08225,0.0455,0.0039,0.5402,0.129408,0.120148,0.12215,0.0571,0.0027,0.4893,0.136706,0.130814,0.121,0.0532,0.003,0.5412,0.134629,0.136317,0.12115,0.0661,0.0049,0.5105,0.130699,0.10855,0.1203,0.0475,0.0043,0.5628,0.128177,0.098057,0.1222,0.01625,228,0.8769,1.7907,14.092832
1,286,14,371.2,0.005,0.5168,0.12368,0.095746,0.1223,0.026,0.0051,0.5468,0.122736,0.121161,0.12025,0.03425,0.0035,0.4624,0.099792,0.094821,0.0807,0.04775,0.004,0.5454,0.11171,0.114084,0.10435,0.0476,0.002,0.5217,0.126014,0.129963,0.09875,0.0529,0.0039,0.5821,0.145516,0.13914,0.12225,0.05835,0.0027,0.4894,0.137693,0.122413,0.1222,0.05555,0.005,0.8768,0.132858,0.125153,0.1222,0.0299,258,0.9021,1.7907,14.082728
2,287,13,362.69,0.0055,0.5168,0.119169,0.108617,0.118,0.0479,0.0037,0.5468,0.128586,0.132044,0.1217,0.0524,0.004,0.5214,0.101986,0.106496,0.0691,0.0546,0.0025,0.5354,0.107232,0.115235,0.0711,0.0541,0.004,0.5693,0.118159,0.118556,0.0963,0.0342,0.0065,0.8878,0.155905,0.159896,0.1213,0.0574,0.0033,0.8834,0.132129,0.122301,0.1217,0.0538,0.0053,0.8892,0.136834,0.166878,0.1196,0.0498,264,0.9199,1.7907,13.976336
3,282,18,366.57,0.0057,0.5203,0.123915,0.123764,0.1114,0.0646,0.0043,0.5649,0.119557,0.13201,0.09675,0.0522,0.0045,0.4951,0.114493,0.112512,0.0889,0.04725,0.0029,0.5022,0.112683,0.115742,0.08425,0.0582,0.0049,0.5832,0.117996,0.127109,0.0912,0.0588,0.006,0.8878,0.151094,0.187892,0.1161,0.06965,0.004,0.8834,0.140874,0.167279,0.12005,0.0559,0.0045,0.8892,0.119386,0.157155,0.08445,0.0521,253,0.8972,1.7907,14.331791
4,291,9,382.44,0.0023,0.5066,0.119385,0.108137,0.1182,0.0499,0.0026,0.5511,0.122344,0.131655,0.1194,0.067,0.0041,0.5047,0.09951,0.100739,0.0739,0.0526,0.0033,0.9143,0.105893,0.129992,0.0687,0.0555,0.0028,0.889,0.118723,0.130425,0.0937,0.0695,0.0034,0.8935,0.169053,0.204384,0.1195,0.0888,0.0004,0.8834,0.137201,0.157578,0.1205,0.0568,0.005,0.8892,0.127891,0.153518,0.1148,0.052,275,0.945,1.7907,13.995298
5,296,4,390.68,0.0033,0.5066,0.106587,0.113835,0.0862,0.06245,0.0016,0.5511,0.108495,0.119053,0.11675,0.0897,0.0011,0.4924,0.105508,0.112561,0.08655,0.06365,0.0037,0.9143,0.108737,0.140399,0.07085,0.0552,0.0018,0.8909,0.121127,0.15706,0.08435,0.0632,0.0015,0.8935,0.166517,0.211548,0.1216,0.0977,0.0004,0.8834,0.14596,0.17585,0.12055,0.09225,0.0027,0.8892,0.137068,0.176985,0.11725,0.0877,284,0.9595,1.7907,13.948873
6,297,3,380.36,0.0037,0.526,0.097243,0.116454,0.0661,0.0556,0.0016,0.9186,0.120136,0.149036,0.0807,0.063,0.0013,0.5195,0.107885,0.127622,0.0669,0.0581,0.0014,0.9202,0.12209,0.165214,0.0695,0.056,0.0002,0.8909,0.144258,0.197043,0.0767,0.0633,0.0015,0.8955,0.130659,0.165983,0.0787,0.0619,0.0003,0.886,0.136285,0.177021,0.0873,0.07,0.0023,0.8872,0.141444,0.171267,0.1179,0.0977,277,0.9327,1.7907,13.450086
7,300,0,406.83,0.0013,0.5788,0.113238,0.13429,0.0724,0.0609,0.0016,0.9219,0.127421,0.161543,0.098,0.0852,0.0011,0.8913,0.104904,0.133167,0.0651,0.0581,0.001,0.9163,0.11932,0.151487,0.0683,0.058,0.0002,0.8889,0.117247,0.153757,0.0676,0.0591,0.0004,0.8974,0.148657,0.202629,0.10355,0.0903,0.0004,0.8896,0.130585,0.167492,0.1056,0.08975,0.0013,0.8977,0.138628,0.178003,0.0797,0.06075,283,0.9433,1.7585,13.257353
8,300,0,388.42,0.0005,0.6004,0.109145,0.14763,0.0301,0.0265,0.0021,0.9219,0.133212,0.194893,0.06475,0.05645,0.0007,0.9427,0.124427,0.191568,0.04655,0.0417,0.001,0.9198,0.140531,0.220712,0.05755,0.0502,0.0001,0.9306,0.116019,0.180804,0.0336,0.0309,0.0,0.9218,0.13493,0.188689,0.06505,0.06,0.0002,0.8904,0.113805,0.166369,0.0577,0.05335,0.0013,0.9358,0.127931,0.168295,0.059,0.0517,269,0.8967,1.7585,12.991648
9,300,0,401.64,0.0002,0.6085,0.081925,0.129244,0.0181,0.01445,0.0002,0.92,0.158383,0.223611,0.0538,0.0489,0.0005,0.9185,0.100204,0.163605,0.015,0.0115,0.001,0.9227,0.149777,0.212723,0.056,0.0518,0.0001,0.9306,0.118037,0.1809,0.0315,0.0278,0.0002,0.9277,0.139199,0.205041,0.0314,0.0272,0.0004,0.9349,0.114828,0.183745,0.028,0.0242,0.0004,0.9618,0.137648,0.188454,0.04805,0.04195,276,0.92,1.2995,12.756497
