generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,243,57,730.93,0.0046,0.4787,0.069149,0.091661,0.0124,0.0078,0.0036,0.4984,0.085607,0.086099,0.0777,0.054,0.005,0.4941,0.123601,0.093784,0.1221,0.0087,0.0043,0.4821,0.103248,0.095109,0.1183,0.0492,0.0055,0.5274,0.147602,0.121047,0.1245,0.0154,0.0036,0.5193,0.135096,0.121855,0.1235,0.0247,0.0063,0.5318,0.166993,0.152114,0.1257,0.0723,0.0058,0.4881,0.168704,0.159085,0.1236,0.0776,207,0.8519,1.8943,14.230126
1,260,40,356.44,0.0019,0.4834,0.087293,0.08915,0.07,0.05755,0.0026,0.5085,0.099958,0.101354,0.0887,0.04075,0.005,0.4941,0.124731,0.097913,0.1222,0.0273,0.0048,0.5396,0.126271,0.128371,0.11855,0.0544,0.0054,0.5452,0.128322,0.113608,0.12315,0.0469,0.0033,0.5288,0.14817,0.139721,0.12405,0.03985,0.0063,0.9106,0.142237,0.125757,0.12355,0.03915,0.0055,0.5687,0.143018,0.140356,0.1197,0.0548,252,0.9692,1.7788,13.926456
2,285,15,405.76,0.0019,0.5294,0.097748,0.095229,0.0822,0.0477,0.0026,0.5207,0.110413,0.102863,0.1143,0.0478,0.0059,0.5578,0.130555,0.10706,0.1224,0.0454,0.0054,0.5471,0.126824,0.122189,0.1215,0.0598,0.0056,0.5392,0.111475,0.100847,0.1086,0.0436,0.0033,0.5382,0.120718,0.110368,0.1222,0.0545,0.0072,0.9345,0.157931,0.18358,0.1221,0.0522,0.0056,0.5763,0.144335,0.142564,0.1202,0.0532,281,0.986,1.7788,14.018069
3,289,11,404.75,0.003,0.538,0.090518,0.094357,0.0777,0.0511,0.0033,0.597,0.112558,0.111454,0.1148,0.0471,0.0061,0.5753,0.123392,0.111715,0.1209,0.0335,0.0037,0.5264,0.12023,0.113757,0.1216,0.0626,0.0056,0.5968,0.127023,0.121102,0.1203,0.0501,0.0033,0.5159,0.108932,0.093536,0.12,0.0418,0.0065,0.9378,0.162111,0.198498,0.1222,0.0522,0.0056,0.6014,0.155235,0.141504,0.1227,0.0507,281,0.9723,1.7788,14.072767
4,291,9,408.76,0.0032,0.5514,0.10038,0.115319,0.0786,0.0493,0.0039,0.6019,0.113659,0.101972,0.1195,0.0366,0.0057,0.5655,0.11545,0.103555,0.1193,0.0356,0.0055,0.5397,0.150498,0.134423,0.1245,0.06,0.0057,0.6013,0.123391,0.117075,0.1201,0.0476,0.0033,0.5185,0.098231,0.088642,0.1051,0.0361,0.006,0.9378,0.15802,0.195417,0.122,0.0442,0.007,0.6501,0.140371,0.140138,0.1217,0.059,288,0.9897,1.7788,14.375795
5,292,8,411.28,0.0031,0.5472,0.109987,0.119669,0.09005,0.05065,0.0032,0.6124,0.123561,0.134205,0.11275,0.0487,0.0055,0.5655,0.106967,0.093378,0.1123,0.0425,0.0033,0.5348,0.115624,0.106404,0.11315,0.04825,0.0051,0.6495,0.13023,0.128321,0.1206,0.05405,0.0033,0.6101,0.113321,0.114499,0.10945,0.06265,0.0051,0.9426,0.160013,0.20044,0.1201,0.05955,0.0037,0.6568,0.140296,0.138435,0.1199,0.06715,287,0.9829,1.7788,14.764234
6,294,6,410.78,0.0026,0.5472,0.09574,0.120742,0.0593,0.05105,0.002,0.61,0.107084,0.108844,0.1012,0.04675,0.0023,0.6324,0.11796,0.10782,0.11975,0.062,0.0016,0.536,0.124862,0.132333,0.10235,0.05265,0.006,0.622,0.133603,0.136676,0.12055,0.077,0.0033,0.6283,0.113926,0.133126,0.08165,0.04785,0.0061,0.9385,0.164121,0.203949,0.1216,0.0636,0.0045,0.6512,0.142703,0.153894,0.11115,0.0742,285,0.9694,1.7788,14.491049
7,292,8,421.76,0.0035,0.5471,0.103892,0.110929,0.09115,0.041,0.0032,0.6271,0.117659,0.118176,0.11585,0.0463,0.0044,0.6324,0.12408,0.111979,0.12195,0.0435,0.0044,0.5342,0.128251,0.124445,0.11965,0.05025,0.0057,0.6377,0.111759,0.110371,0.1139,0.05105,0.0033,0.6281,0.116646,0.125686,0.11275,0.0679,0.0041,0.9401,0.147672,0.187543,0.1206,0.0642,0.005,0.6505,0.150041,0.149577,0.12175,0.0643,290,0.9932,1.7779,15.07952
8,294,6,405.75,0.0029,0.5426,0.093687,0.098419,0.0814,0.05175,0.0031,0.6143,0.118459,0.122639,0.11495,0.05875,0.0067,0.6283,0.115944,0.107129,0.1203,0.04115,0.0044,0.5391,0.13193,0.124587,0.1225,0.04865,0.0054,0.6318,0.117402,0.116271,0.1213,0.0556,0.0046,0.6049,0.121598,0.131007,0.1139,0.05625,0.0056,0.9401,0.154851,0.200276,0.1215,0.05275,0.0077,0.653,0.146128,0.144012,0.1222,0.05845,285,0.9694,1.7779,14.407802
9,297,3,409.15,0.0029,0.5527,0.083812,0.091214,0.0609,0.0528,0.0026,0.6239,0.106761,0.120318,0.0849,0.0435,0.0053,0.7093,0.120635,0.115689,0.1177,0.0509,0.0056,0.6693,0.124155,0.118519,0.1173,0.0484,0.0061,0.6711,0.121056,0.125506,0.1208,0.0681,0.0047,0.6679,0.124625,0.131756,0.1076,0.0573,0.0061,0.9401,0.169175,0.219238,0.1214,0.0656,0.0073,0.6598,0.149781,0.153125,0.1214,0.0569,289,0.9731,1.7779,14.151768
10,289,11,413.59,0.0018,0.5527,0.087364,0.10219,0.0578,0.0465,0.0026,0.6949,0.115669,0.131344,0.0831,0.0443,0.0017,0.7189,0.109844,0.115469,0.0839,0.0409,0.0034,0.694,0.136625,0.14927,0.0986,0.0527,0.005,0.6231,0.119011,0.129205,0.0917,0.0493,0.0048,0.687,0.125588,0.151387,0.0928,0.046,0.0062,0.9401,0.15633,0.208993,0.1047,0.0601,0.0062,0.6894,0.149571,0.163956,0.1053,0.0694,285,0.9862,1.7779,14.445331
11,295,5,423.25,0.0031,0.5468,0.083255,0.089913,0.0519,0.043,0.0032,0.7014,0.113747,0.128211,0.099,0.055,0.0064,0.7236,0.118097,0.132468,0.1189,0.0607,0.0042,0.6944,0.135533,0.152378,0.0961,0.0513,0.0034,0.6932,0.119264,0.136221,0.0905,0.0438,0.0048,0.7003,0.12951,0.152848,0.1147,0.0687,0.008,0.9459,0.144279,0.202255,0.1086,0.0664,0.0058,0.7087,0.156316,0.172397,0.111,0.0661,286,0.9695,1.3941,14.235315
12,298,2,417.21,0.0019,0.5531,0.093183,0.116492,0.0482,0.04035,0.0033,0.7029,0.105272,0.136054,0.0526,0.04455,0.0054,0.6958,0.133914,0.151115,0.11045,0.0656,0.0036,0.7022,0.153488,0.177121,0.11965,0.075,0.0054,0.7051,0.119052,0.136816,0.0777,0.0464,0.0055,0.7004,0.112656,0.138831,0.0672,0.0536,0.0058,0.95,0.162391,0.220942,0.087,0.04775,0.0064,0.6849,0.120043,0.143967,0.0529,0.0399,280,0.9396,1.39,13.850696
