generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,259,41,774.91,0.0048,0.5879,0.153398,0.146142,0.1235,0.0689,0.0008,0.5089,0.106316,0.108405,0.1145,0.0737,0.0018,0.4975,0.137877,0.120647,0.1224,0.0466,0.0029,0.539,0.099573,0.095527,0.1095,0.0501,0.0015,0.5332,0.118541,0.115519,0.1199,0.0477,0.0017,0.5582,0.106689,0.105921,0.1081,0.0696,0.0013,0.5046,0.170644,0.152125,0.1254,0.067,0.001,0.5304,0.10696,0.108557,0.1118,0.0786,244,0.9421,7.3711,15.021174
1,283,17,382.82,0.0037,0.549,0.161399,0.159512,0.1215,0.0767,0.0011,0.5089,0.112803,0.111003,0.1154,0.0569,0.0021,0.4963,0.115207,0.103909,0.1206,0.052,0.0011,0.5533,0.140749,0.135516,0.1211,0.0582,0.0017,0.5433,0.130006,0.130857,0.1207,0.0521,0.0026,0.5582,0.125075,0.12706,0.1194,0.0573,0.0034,0.553,0.113558,0.111977,0.1163,0.0488,0.001,0.5304,0.101204,0.105667,0.0825,0.0583,273,0.9647,7.3711,14.463805
2,289,11,395.14,0.0038,0.537,0.1709,0.164771,0.1236,0.0927,0.0008,0.5174,0.11454,0.116942,0.1168,0.0664,0.0036,0.5517,0.129561,0.118781,0.1227,0.0452,0.0009,0.565,0.127981,0.126327,0.1203,0.0492,0.0024,0.5504,0.124973,0.122853,0.1217,0.0538,0.0011,0.5538,0.114257,0.112843,0.1195,0.049,0.0013,0.5589,0.116702,0.111899,0.1187,0.0574,0.001,0.5575,0.101086,0.104959,0.1144,0.0789,276,0.955,4.2626,14.158055
3,294,6,395.12,0.0029,0.5742,0.161044,0.157918,0.1194,0.08705,0.0019,0.5251,0.107495,0.105491,0.0888,0.05235,0.004,0.537,0.128479,0.117894,0.12065,0.05015,0.0012,0.5625,0.128439,0.134352,0.119,0.0637,0.0034,0.5354,0.123004,0.118339,0.1204,0.061,0.0015,0.7077,0.128379,0.1321,0.1185,0.06195,0.0006,0.548,0.116061,0.103077,0.1165,0.05585,0.0023,0.5202,0.107098,0.101424,0.1061,0.05085,280,0.9524,2.6949,14.018015
4,287,13,379.04,0.0009,0.6999,0.158721,0.165264,0.1221,0.1036,0.0015,0.5338,0.121052,0.13119,0.1039,0.0874,0.0009,0.9547,0.104832,0.119473,0.0842,0.0483,0.0017,0.8621,0.116796,0.136075,0.1048,0.0748,0.0005,0.9214,0.134087,0.14077,0.1195,0.0692,0.0007,0.7077,0.130399,0.167539,0.0939,0.0712,0.0027,0.6855,0.122669,0.136719,0.1038,0.0858,0.0009,0.705,0.111444,0.130103,0.0797,0.0591,268,0.9338,2.6949,13.599297
5,279,21,351.66,0.0005,0.9335,0.122778,0.193342,0.0179,0.0141,0.0009,0.6717,0.10653,0.156676,0.0132,0.0102,0.0009,0.9577,0.110725,0.206297,0.0126,0.0091,0.0009,0.8621,0.093292,0.180854,0.0097,0.0062,0.0004,0.9269,0.183295,0.242028,0.1116,0.1041,0.0007,0.9197,0.16371,0.228661,0.0272,0.0264,0.001,0.8296,0.126869,0.182358,0.0262,0.0229,0.0007,0.7065,0.0928,0.167575,0.0141,0.0106,242,0.8674,0.9883,12.443792
6,280,20,341.37,0.001,0.9396,0.10502,0.210068,0.0095,0.00535,0.0006,0.9703,0.120156,0.214801,0.01295,0.01005,0.0001,0.9705,0.094934,0.195735,0.00875,0.0065,0.0006,0.9146,0.08287,0.187725,0.0087,0.00525,0.0001,0.9285,0.162467,0.238901,0.02635,0.02435,0.0007,0.9429,0.194999,0.290237,0.0238,0.0218,0.0008,0.9473,0.143723,0.2358,0.0222,0.0175,0.0004,0.9427,0.095831,0.189289,0.0147,0.0109,234,0.8357,0.5897,11.950416
7,292,8,397.38,0.0,0.9473,0.091004,0.187163,0.0094,0.0061,0.0001,0.9739,0.09962,0.221863,0.0085,0.0068,0.0,0.9748,0.180245,0.312117,0.01275,0.0103,0.0,0.9701,0.087918,0.198827,0.00875,0.0057,0.0,0.9742,0.173113,0.269561,0.0188,0.0187,0.0001,0.9694,0.134791,0.235072,0.0114,0.01,0.0,0.9746,0.145269,0.246542,0.02305,0.02005,0.0003,0.9439,0.08804,0.192397,0.01175,0.00915,265,0.9075,0.5661,11.985107
8,296,4,382.38,0.0,0.9509,0.095825,0.200076,0.00905,0.0061,0.0,0.9739,0.099232,0.230317,0.00585,0.00465,0.0,0.9754,0.144865,0.281941,0.00915,0.0078,0.0,0.9719,0.077241,0.195662,0.0068,0.0052,0.0,0.9744,0.259256,0.347574,0.1194,0.11765,0.0003,0.9746,0.112898,0.243527,0.00845,0.00645,0.0,0.9746,0.158694,0.276674,0.00995,0.00935,0.0,0.9391,0.051989,0.123924,0.00705,0.00475,256,0.8649,0.5661,11.426376
9,298,2,392.65,0.0,0.9755,0.101994,0.230704,0.0081,0.0056,0.0,0.9739,0.082576,0.208512,0.0058,0.00435,0.0,0.9754,0.162209,0.300738,0.0096,0.0085,0.0001,0.9722,0.074589,0.190874,0.008,0.00575,0.0,0.9767,0.225177,0.327012,0.015,0.015,0.0001,0.9746,0.121637,0.255494,0.00815,0.00665,0.0,0.9734,0.150716,0.26294,0.0102,0.0096,0.0002,0.9689,0.081101,0.193689,0.007,0.00455,266,0.8926,0.5661,11.578766
10,293,7,378.54,0.0,0.9766,0.114758,0.233866,0.008,0.0064,0.0,0.9771,0.111147,0.242585,0.0061,0.0046,0.0,0.9747,0.163269,0.304947,0.0069,0.0068,0.0,0.9735,0.092471,0.22003,0.007,0.006,0.0,0.9767,0.204075,0.326049,0.0109,0.0109,0.0,0.9741,0.122765,0.243775,0.0081,0.0067,0.0,0.9734,0.101734,0.204404,0.0078,0.0058,0.0,0.9716,0.089781,0.200352,0.0058,0.0042,253,0.8635,0.5629,10.925372
11,289,11,379.84,0.0,0.9755,0.106749,0.232266,0.0074,0.0053,0.0,0.9771,0.116893,0.257129,0.0057,0.0043,0.0,0.9747,0.154629,0.298208,0.0059,0.0053,0.0,0.9725,0.099422,0.227288,0.006,0.0047,0.0,0.9778,0.200511,0.314898,0.0092,0.0091,0.0,0.9741,0.109129,0.228724,0.0063,0.0045,0.0,0.9749,0.130763,0.256335,0.0087,0.0067,0.0,0.9718,0.081904,0.209119,0.0061,0.004,260,0.8997,0.505,10.86899
