generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,280,20,757.16,0.001,0.5229,0.118019,0.095044,0.12205,0.0335,0.0008,0.7008,0.107863,0.105552,0.12205,0.05615,0.0005,0.4786,0.116776,0.13377,0.0722,0.05855,0.0029,0.4801,0.133024,0.128636,0.12125,0.07415,0.002,0.4818,0.101554,0.115821,0.07465,0.05925,0.0018,0.4807,0.127517,0.132898,0.12095,0.078,0.0024,0.5194,0.148269,0.128979,0.124,0.0386,0.0009,0.5289,0.146978,0.133906,0.1244,0.0781,232,0.8286,11.0299,13.893081
1,286,14,330.53,0.001,0.5308,0.106606,0.089579,0.1211,0.04445,0.001,0.7105,0.160893,0.185855,0.12345,0.056,0.0005,0.5183,0.105935,0.128731,0.06705,0.0566,0.0006,0.5427,0.140871,0.141403,0.1223,0.0749,0.002,0.5302,0.114222,0.134264,0.0641,0.0556,0.0002,0.4839,0.111794,0.118747,0.08005,0.04805,0.0024,0.5368,0.132395,0.130205,0.1235,0.0505,0.0005,0.5226,0.127284,0.126395,0.1222,0.05485,243,0.8497,1.2574,13.275184
2,297,3,375.52,0.0024,0.5274,0.12084,0.111898,0.1206,0.0505,0.001,0.7127,0.150305,0.177471,0.1227,0.0511,0.0005,0.5338,0.11927,0.13564,0.0706,0.0543,0.001,0.5403,0.131668,0.135842,0.12,0.0547,0.0032,0.6925,0.104834,0.117924,0.0694,0.0546,0.0012,0.5331,0.11986,0.124678,0.093,0.0362,0.0024,0.5465,0.125606,0.120693,0.1221,0.0501,0.0006,0.5348,0.127616,0.130066,0.1204,0.0531,277,0.9327,1.078,12.983222
3,293,7,384.15,0.0034,0.4956,0.108057,0.090164,0.106,0.0375,0.0009,0.7194,0.120841,0.13806,0.0943,0.0332,0.0057,0.543,0.114867,0.125731,0.0704,0.0506,0.0008,0.7055,0.156952,0.160895,0.1203,0.0591,0.0007,0.7049,0.119285,0.159471,0.0685,0.0544,0.0009,0.5398,0.112337,0.127337,0.0677,0.0549,0.0026,0.549,0.142064,0.138966,0.1215,0.0562,0.0009,0.6906,0.125599,0.125377,0.1165,0.0495,276,0.942,1.0516,13.014416
4,299,1,371.94,0.0034,0.5408,0.11206,0.112167,0.0712,0.0483,0.0012,0.7226,0.144801,0.172411,0.0885,0.0401,0.0062,0.543,0.125151,0.139673,0.0712,0.0506,0.001,0.715,0.148168,0.164771,0.1167,0.0534,0.0042,0.7051,0.107217,0.141001,0.067,0.0516,0.0009,0.5499,0.106631,0.121932,0.0666,0.0553,0.0036,0.5355,0.12047,0.123447,0.072,0.0486,0.0015,0.7006,0.135502,0.165583,0.0727,0.0511,267,0.893,1.0516,12.871973
5,300,0,392.67,0.0019,0.7109,0.101905,0.091274,0.0756,0.04685,0.0013,0.7197,0.145806,0.163848,0.1204,0.05775,0.0029,0.7113,0.116163,0.121943,0.0754,0.04815,0.0029,0.9187,0.14659,0.166334,0.1211,0.06005,0.0023,0.7098,0.126096,0.161676,0.0743,0.0492,0.0015,0.6969,0.113913,0.128061,0.0701,0.05235,0.0049,0.5462,0.124754,0.126514,0.1171,0.06125,0.0038,0.7144,0.124773,0.135628,0.0877,0.04305,283,0.9433,1.0516,13.388637
6,300,0,385.28,0.0031,0.7236,0.108092,0.121985,0.09715,0.04525,0.0013,0.7206,0.133883,0.162422,0.1213,0.07325,0.0056,0.7191,0.118351,0.146966,0.0681,0.05365,0.0036,0.9206,0.128762,0.159685,0.1187,0.0745,0.0031,0.7066,0.131364,0.168978,0.1137,0.0695,0.0015,0.7133,0.133183,0.165913,0.1189,0.0648,0.003,0.5387,0.108811,0.113482,0.11705,0.072,0.005,0.7206,0.137554,0.164012,0.12055,0.07525,275,0.9167,1.0516,13.011582
7,300,0,393.52,0.0031,0.7216,0.110832,0.111109,0.11845,0.05075,0.0013,0.7222,0.147828,0.175638,0.12215,0.05535,0.0054,0.9315,0.119908,0.163322,0.06615,0.0552,0.0036,0.9215,0.131898,0.174404,0.07105,0.0534,0.0031,0.7167,0.102555,0.138427,0.0564,0.04755,0.0015,0.7175,0.132721,0.156258,0.12165,0.05845,0.004,0.7022,0.126567,0.135043,0.11995,0.07645,0.0035,0.7152,0.12769,0.139674,0.12135,0.0557,284,0.9467,1.0516,12.828892
8,300,0,390.47,0.0034,0.7216,0.116465,0.146142,0.06945,0.05255,0.0013,0.7246,0.161704,0.205554,0.1206,0.0762,0.0019,0.9315,0.121518,0.174337,0.05355,0.04325,0.0023,0.9267,0.129937,0.166603,0.07305,0.04965,0.0042,0.9348,0.115769,0.148642,0.04915,0.0425,0.0015,0.7175,0.135335,0.18032,0.0687,0.05665,0.0045,0.7173,0.106335,0.116876,0.06725,0.05435,0.0042,0.7193,0.112938,0.132962,0.0716,0.053,284,0.9467,1.0516,13.068482
9,300,0,386.24,0.0026,0.9244,0.111927,0.141341,0.08615,0.04265,0.0013,0.7206,0.120963,0.154305,0.1185,0.0696,0.0017,0.9258,0.091726,0.112278,0.05275,0.0478,0.0016,0.9267,0.121735,0.164654,0.0753,0.0503,0.0042,0.9358,0.159235,0.243455,0.07625,0.05045,0.0015,0.7175,0.133193,0.164964,0.1183,0.07605,0.0049,0.7173,0.133211,0.174372,0.119,0.07855,0.0027,0.7203,0.128009,0.158777,0.1207,0.0782,274,0.9133,1.0516,13.424608
