generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,289,11,800.57,0.0068,0.5214,0.123041,0.126475,0.117,0.0646,0.0035,0.5847,0.134153,0.125793,0.1201,0.0519,0.0072,0.8834,0.120632,0.129803,0.101,0.0357,0.0069,0.7898,0.114554,0.116201,0.1082,0.0477,0.0045,0.8911,0.161297,0.206066,0.1215,0.0589,0.0042,0.8823,0.119918,0.121248,0.107,0.0609,0.0042,0.8856,0.110839,0.109316,0.1034,0.0371,0.0044,0.5606,0.115566,0.112956,0.1125,0.0539,254,0.8789,2.1353,15.14384
1,297,3,380.38,0.0044,0.874,0.129639,0.152816,0.11,0.0864,0.0024,0.5847,0.097364,0.117182,0.0727,0.0536,0.0052,0.888,0.134041,0.175056,0.1208,0.0531,0.004,0.8093,0.120359,0.144004,0.1189,0.0559,0.0037,0.8916,0.147993,0.202441,0.1214,0.0515,0.0033,0.8823,0.121647,0.159534,0.115,0.0595,0.0052,0.8909,0.143613,0.185127,0.1199,0.0735,0.0039,0.8262,0.105343,0.125734,0.0753,0.0542,271,0.9125,1.7971,13.776441
2,299,1,381.99,0.0057,0.874,0.131869,0.164572,0.1209,0.0935,0.0019,0.7347,0.10711,0.129331,0.0705,0.0549,0.0056,0.8886,0.128713,0.163407,0.1214,0.0646,0.0034,0.8407,0.108633,0.153058,0.0858,0.0574,0.0034,0.8898,0.155382,0.222038,0.1203,0.0808,0.0042,0.8842,0.134689,0.191731,0.1171,0.0856,0.0048,0.9106,0.131222,0.184723,0.1191,0.0799,0.0032,0.8262,0.102383,0.147946,0.0634,0.0556,269,0.8997,1.7971,13.60172
3,300,0,404.69,0.0038,0.874,0.146687,0.168516,0.12345,0.0915,0.0008,0.7668,0.112217,0.142143,0.1208,0.09285,0.0041,0.906,0.143811,0.176267,0.12335,0.0888,0.0036,0.8855,0.107222,0.13532,0.11955,0.0913,0.0031,0.8922,0.138937,0.173498,0.12325,0.0923,0.0031,0.8839,0.130742,0.177306,0.1212,0.08955,0.0031,0.908,0.120071,0.150755,0.121,0.08995,0.0026,0.8856,0.100314,0.139178,0.08905,0.0675,290,0.9667,1.7971,13.183583
4,300,0,397.32,0.0,0.8831,0.143298,0.197865,0.122,0.09275,0.0001,0.8519,0.099469,0.139561,0.0498,0.049,0.0036,0.9278,0.170227,0.225601,0.12305,0.0951,0.0028,0.9149,0.125635,0.182443,0.11705,0.09405,0.0019,0.9269,0.153637,0.204637,0.1233,0.0992,0.0011,0.9038,0.117827,0.165981,0.11545,0.09195,0.0025,0.8627,0.100098,0.13118,0.06475,0.05595,0.0018,0.8856,0.08981,0.134001,0.0378,0.0343,281,0.9367,1.7971,12.697265
5,300,0,402.1,0.0001,0.8961,0.109526,0.159815,0.1189,0.10035,0.0,0.8858,0.10489,0.169853,0.0529,0.0527,0.0005,0.9507,0.173693,0.232828,0.123,0.09385,0.0006,0.9304,0.12199,0.172769,0.1199,0.0899,0.0001,0.9276,0.112133,0.171176,0.09405,0.0689,0.0002,0.893,0.103652,0.160359,0.0466,0.0455,0.0008,0.9308,0.144453,0.202747,0.1202,0.0903,0.0,0.8929,0.129662,0.190207,0.11905,0.09095,281,0.9367,1.7971,12.264777
6,300,0,394.06,0.0,0.9246,0.128816,0.191011,0.0777,0.07125,0.0,0.9229,0.086225,0.141586,0.01885,0.01765,0.0002,0.9364,0.154965,0.213736,0.12205,0.10905,0.0001,0.9325,0.13697,0.206953,0.1031,0.0913,0.0003,0.9342,0.121513,0.184123,0.04415,0.0429,0.0,0.9524,0.115596,0.202621,0.03105,0.0301,0.0,0.9388,0.137966,0.18445,0.12075,0.105,0.0,0.9072,0.117949,0.164976,0.0729,0.06475,274,0.9133,1.6571,12.081908
7,300,0,402.47,0.0,0.9339,0.115195,0.185388,0.0301,0.03,0.0,0.9261,0.118444,0.20113,0.0315,0.03105,0.0,0.9508,0.137087,0.1987,0.11555,0.10855,0.0,0.9359,0.120786,0.19376,0.02965,0.02935,0.0,0.9543,0.148826,0.226799,0.0728,0.064,0.0,0.9494,0.118904,0.186335,0.0329,0.03265,0.0,0.938,0.125974,0.178598,0.0561,0.05535,0.0,0.9389,0.114783,0.181708,0.0306,0.02915,278,0.9267,0.6043,11.190623
8,300,0,400.11,0.0,0.9452,0.122502,0.187091,0.0329,0.0328,0.0,0.9598,0.107245,0.184517,0.0273,0.026,0.0001,0.9342,0.125341,0.187845,0.03485,0.03435,0.0,0.9581,0.106732,0.178246,0.0255,0.02455,0.0,0.9557,0.149421,0.232557,0.0397,0.0392,0.0,0.9506,0.134895,0.228899,0.02875,0.02805,0.0,0.9202,0.130142,0.194505,0.03525,0.03525,0.0,0.9364,0.123723,0.203458,0.0264,0.0256,279,0.93,0.5856,11.319222
9,300,0,375.26,0.0,0.9393,0.125967,0.203775,0.0292,0.029,0.0,0.9739,0.095667,0.159226,0.0261,0.0247,0.0,0.9589,0.120747,0.214754,0.0158,0.0147,0.0,0.9604,0.114454,0.215269,0.0213,0.0208,0.0001,0.959,0.163424,0.250999,0.0389,0.03875,0.0,0.9595,0.160487,0.256586,0.03295,0.03295,0.0,0.9514,0.111194,0.198591,0.0147,0.0146,0.0,0.9544,0.108059,0.189769,0.01,0.0099,259,0.8633,0.5261,11.4584
