generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,250,50,758.34,0.0012,0.5384,0.09633,0.108163,0.06825,0.06095,0.0016,0.4735,0.089139,0.101459,0.0621,0.057,0.0021,0.9699,0.123585,0.117919,0.12245,0.0656,0.0,0.4898,0.148411,0.135592,0.12265,0.05515,0.0007,0.4982,0.162632,0.13207,0.1246,0.04265,0.0009,0.4887,0.112625,0.101856,0.1205,0.0572,0.0001,0.4871,0.14046,0.138238,0.122,0.08105,0.0,0.49,0.126817,0.129645,0.118,0.07065,229,0.916,1.0344,13.53386
1,266,34,333.27,0.0016,0.5833,0.099039,0.135861,0.0174,0.0139,0.0,0.4938,0.083121,0.105231,0.0289,0.02825,0.0015,0.9733,0.13969,0.179173,0.1227,0.05555,0.001,0.536,0.135904,0.151721,0.12225,0.10685,0.0,0.502,0.158077,0.141192,0.12465,0.04535,0.0001,0.4887,0.109877,0.125187,0.1192,0.0993,0.0001,0.5202,0.141076,0.156747,0.12125,0.1095,0.0004,0.5231,0.133217,0.151538,0.12035,0.10505,253,0.9511,0.7224,12.067871
2,273,27,318.08,0.0009,0.5982,0.106647,0.154656,0.0149,0.0125,0.0,0.4938,0.099912,0.135606,0.0195,0.0188,0.0002,0.9734,0.153378,0.219638,0.1207,0.1117,0.0007,0.5394,0.107281,0.140182,0.0646,0.0611,0.0001,0.4973,0.172513,0.169303,0.1241,0.1117,0.0001,0.4895,0.126544,0.15131,0.1211,0.1122,0.0003,0.4976,0.123914,0.161563,0.0531,0.0501,0.0,0.5804,0.109812,0.14963,0.016,0.0149,249,0.9121,0.7224,11.731178
3,282,18,323.45,0.0009,0.6005,0.119855,0.163067,0.0508,0.04855,0.0,0.4938,0.092529,0.127627,0.02495,0.02375,0.0004,0.9749,0.189203,0.253388,0.12285,0.116,0.0,0.4828,0.111481,0.14179,0.0813,0.0727,0.0002,0.4954,0.135052,0.159254,0.12,0.11285,0.0001,0.4912,0.100248,0.133152,0.0275,0.02665,0.0001,0.5012,0.131222,0.161503,0.1022,0.09355,0.0,0.5839,0.120409,0.166154,0.0325,0.0323,250,0.8865,0.7224,11.070267
4,288,12,350.87,0.0007,0.6017,0.11017,0.148539,0.0489,0.046,0.0,0.4938,0.099539,0.124975,0.04985,0.0484,0.0,0.9747,0.15801,0.209303,0.12135,0.11365,0.0002,0.5411,0.099944,0.132227,0.03795,0.03685,0.0003,0.5465,0.143627,0.153172,0.1218,0.11295,0.0001,0.5371,0.132254,0.156629,0.11765,0.11005,0.0002,0.5213,0.136339,0.163356,0.1151,0.107,0.0,0.5828,0.120116,0.160512,0.07895,0.0719,264,0.9167,0.7224,11.313314
5,279,21,350.03,0.0001,0.5919,0.118627,0.161101,0.0608,0.0578,0.0,0.6869,0.134416,0.160303,0.1189,0.1117,0.0,0.974,0.135475,0.183624,0.1196,0.1117,0.0,0.5418,0.107514,0.13741,0.0912,0.0838,0.0002,0.4975,0.13549,0.151822,0.1211,0.1108,0.0,0.545,0.126538,0.155853,0.1189,0.111,0.0,0.9579,0.129078,0.170181,0.117,0.1081,0.0,0.5763,0.112862,0.146577,0.0697,0.0642,255,0.914,0.5832,11.210993
6,291,9,362.73,0.0002,0.948,0.109076,0.149073,0.0529,0.0499,0.0004,0.6869,0.111282,0.146592,0.0489,0.0479,0.0002,0.974,0.143217,0.204997,0.1151,0.1081,0.0,0.5447,0.09841,0.137271,0.0282,0.0277,0.0002,0.9434,0.160889,0.17253,0.1236,0.1141,0.0001,0.9634,0.115054,0.149931,0.0673,0.0618,0.0,0.9568,0.142271,0.210451,0.0691,0.063,0.0,0.5791,0.119802,0.161134,0.0641,0.0611,265,0.9107,0.5832,10.957042
7,290,10,356.55,0.0,0.9563,0.139987,0.232049,0.0529,0.0489,0.0002,0.6925,0.096561,0.157427,0.0122,0.0114,0.0001,0.9754,0.133633,0.204949,0.0811,0.0737,0.0,0.566,0.101769,0.138502,0.0622,0.0609,0.0002,0.9719,0.167219,0.194304,0.12395,0.0996,0.0,0.9634,0.112849,0.190995,0.0519,0.0509,0.0,0.9571,0.133992,0.195145,0.06195,0.0591,0.0,0.5851,0.11399,0.158243,0.0566,0.056,251,0.8655,0.5829,11.348766
8,299,1,365.59,0.0,0.9563,0.126673,0.184748,0.0657,0.0593,0.0002,0.9476,0.114681,0.162902,0.0618,0.0599,0.0001,0.9754,0.126359,0.194062,0.0795,0.0726,0.0,0.541,0.099364,0.139898,0.0185,0.0185,0.0003,0.9294,0.166559,0.193754,0.123,0.1054,0.0,0.9641,0.116107,0.179005,0.0601,0.0593,0.0,0.9571,0.127958,0.190018,0.0679,0.0617,0.0,0.5829,0.122299,0.163226,0.0661,0.0626,269,0.8997,0.5829,11.296323
9,300,0,374.95,0.0,0.9578,0.115117,0.194618,0.0325,0.02885,0.0002,0.9476,0.100114,0.176992,0.0132,0.01275,0.0,0.9754,0.130468,0.202868,0.0677,0.06225,0.0,0.5422,0.093204,0.134366,0.01985,0.01925,0.0,0.8914,0.172726,0.215775,0.12315,0.10905,0.0001,0.9644,0.12938,0.202826,0.04365,0.04265,0.0,0.9571,0.132569,0.208146,0.0515,0.0492,0.0,0.9632,0.126422,0.175477,0.03715,0.03655,274,0.9133,0.5829,11.174764
10,300,0,363.58,0.0002,0.9527,0.109841,0.169698,0.038,0.03445,0.0003,0.9476,0.116128,0.187923,0.0428,0.0413,0.0,0.9754,0.137669,0.220596,0.068,0.06335,0.0001,0.5468,0.097393,0.138744,0.0105,0.01,0.0,0.9744,0.169463,0.208326,0.1233,0.11445,0.0006,0.9717,0.118416,0.200887,0.0271,0.0261,0.0,0.9627,0.130345,0.20233,0.05855,0.05665,0.0,0.9632,0.120746,0.209863,0.018,0.0174,261,0.87,0.5829,11.027322
11,298,2,362.41,0.0002,0.9538,0.116919,0.192375,0.0319,0.02945,0.0001,0.9476,0.108104,0.183779,0.0151,0.0143,0.0,0.9732,0.119326,0.207195,0.02225,0.02225,0.0001,0.5464,0.080167,0.123741,0.0087,0.0079,0.0001,0.972,0.18936,0.228625,0.1237,0.11495,0.0004,0.9717,0.135533,0.225954,0.0277,0.027,0.0,0.9571,0.142427,0.217221,0.0253,0.025,0.0,0.9632,0.108164,0.192664,0.01205,0.01145,261,0.8758,0.5829,10.817103
12,299,1,361.28,0.0002,0.9533,0.127404,0.200688,0.042,0.0388,0.0002,0.9649,0.106697,0.177656,0.0175,0.0169,0.0,0.9741,0.122551,0.203515,0.0173,0.0173,0.0,0.5464,0.070915,0.123852,0.0074,0.0063,0.0002,0.9736,0.203339,0.245041,0.125,0.1154,0.0,0.9714,0.125238,0.207719,0.0322,0.031,0.0,0.9573,0.144839,0.218627,0.0481,0.0471,0.0,0.9632,0.099017,0.164177,0.0161,0.0155,261,0.8729,0.5827,10.713154
13,300,0,385.61,0.0001,0.9735,0.136059,0.205357,0.06635,0.06005,0.0003,0.9682,0.126487,0.205167,0.04745,0.04665,0.0,0.9741,0.115314,0.198737,0.0312,0.0311,0.0,0.5422,0.077983,0.118872,0.0086,0.008,0.0001,0.9554,0.19073,0.216813,0.12505,0.11835,0.0002,0.9714,0.117783,0.179171,0.0596,0.0582,0.0,0.9573,0.127521,0.192702,0.0518,0.0509,0.0,0.9649,0.108122,0.185821,0.01785,0.0176,274,0.9133,0.5827,11.122412
