generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,251,49,746.5,0.001,0.4617,0.116018,0.109385,0.1192,0.0617,0.0013,0.48,0.089733,0.089819,0.0665,0.0563,0.003,0.9742,0.143828,0.218869,0.0777,0.0502,0.0014,0.557,0.125097,0.126208,0.1108,0.0708,0.0,0.5788,0.136986,0.147423,0.1176,0.0679,0.0006,0.5756,0.120205,0.149694,0.0812,0.0614,0.0044,0.5698,0.139547,0.146948,0.1198,0.0627,0.0012,0.5631,0.128585,0.122636,0.1207,0.0378,223,0.8884,1.9116,13.406647
1,258,42,311.06,0.0017,0.5372,0.104225,0.092045,0.0802,0.0449,0.0014,0.4882,0.119157,0.127315,0.0791,0.0458,0.0048,0.9754,0.102996,0.145416,0.05785,0.0488,0.0034,0.557,0.116729,0.127572,0.07115,0.05515,0.0002,0.5801,0.148157,0.152419,0.11915,0.0647,0.0006,0.5779,0.127852,0.150029,0.0785,0.0505,0.0022,0.564,0.139872,0.145763,0.0921,0.0386,0.0016,0.5693,0.141013,0.142724,0.1174,0.05255,224,0.8682,1.9021,12.851218
2,241,59,281.16,0.0017,0.5507,0.106037,0.120956,0.0686,0.0567,0.0013,0.5817,0.112462,0.129023,0.0724,0.0534,0.0043,0.9754,0.1327,0.21637,0.0679,0.0557,0.0014,0.5734,0.126856,0.152868,0.0671,0.0589,0.0002,0.5801,0.149092,0.166577,0.0856,0.0425,0.0006,0.5782,0.127981,0.148155,0.0722,0.0547,0.0036,0.5411,0.130777,0.137516,0.0853,0.0429,0.0013,0.5693,0.114095,0.121107,0.083,0.0415,213,0.8838,1.894,12.374011
3,259,41,301.46,0.0,0.5507,0.113712,0.136266,0.068,0.0561,0.0008,0.5851,0.116652,0.137269,0.0734,0.0523,0.0029,0.9754,0.124855,0.184192,0.0708,0.0526,0.0005,0.5734,0.099924,0.119033,0.0664,0.056,0.0002,0.5776,0.146375,0.157122,0.1104,0.0449,0.0006,0.5789,0.1288,0.155292,0.0656,0.0552,0.0012,0.9698,0.163127,0.178791,0.119,0.0636,0.0009,0.5693,0.106556,0.116504,0.0731,0.051,229,0.8842,1.8819,11.919231
4,253,47,298.25,0.0,0.5688,0.109873,0.129256,0.082,0.0461,0.0006,0.708,0.103079,0.139175,0.0677,0.0571,0.0008,0.9754,0.119867,0.201856,0.067,0.0565,0.0011,0.5737,0.09949,0.128245,0.0675,0.0567,0.0002,0.5776,0.144837,0.153533,0.1148,0.0667,0.0006,0.5974,0.136423,0.163959,0.0915,0.0493,0.0043,0.9716,0.165341,0.225719,0.1158,0.0518,0.0013,0.5693,0.121089,0.143947,0.0825,0.045,221,0.8735,1.0275,11.672826
5,234,66,294.84,0.0,0.6704,0.120238,0.147573,0.07925,0.05015,0.0003,0.708,0.105003,0.136968,0.06415,0.0589,0.0006,0.9754,0.120087,0.196187,0.066,0.0561,0.0012,0.5737,0.103088,0.131285,0.06505,0.05815,0.0002,0.5917,0.126904,0.154786,0.067,0.05615,0.0004,0.5974,0.139705,0.163026,0.0834,0.04945,0.002,0.974,0.16061,0.21833,0.08205,0.0454,0.0016,0.5881,0.124365,0.148543,0.07505,0.0523,216,0.9231,1.0275,12.170808
6,252,48,292.75,0.0,0.6764,0.108905,0.151384,0.0693,0.05555,0.0003,0.7095,0.102058,0.144889,0.05255,0.05045,0.0012,0.9754,0.121869,0.209819,0.0509,0.0429,0.0006,0.5779,0.092622,0.127437,0.0448,0.0394,0.0004,0.7076,0.171165,0.197464,0.0807,0.0665,0.001,0.7037,0.124698,0.162626,0.05865,0.05555,0.0027,0.9742,0.16697,0.233361,0.0772,0.0487,0.0011,0.5881,0.111715,0.148641,0.06755,0.05635,216,0.8571,1.0272,12.213477
7,247,53,293.01,0.0,0.7025,0.111517,0.150506,0.053,0.0485,0.0003,0.7085,0.095124,0.139593,0.0453,0.0423,0.0011,0.9754,0.158494,0.245867,0.0665,0.0569,0.0009,0.5795,0.089964,0.121764,0.0484,0.0419,0.0002,0.7136,0.153871,0.184834,0.0783,0.0633,0.0009,0.926,0.124424,0.178904,0.0508,0.0477,0.002,0.9742,0.168222,0.233948,0.0869,0.0464,0.0016,0.7077,0.098384,0.136212,0.0456,0.0386,218,0.8826,1.0272,12.272094
8,244,56,313.56,0.0,0.7094,0.097429,0.15108,0.0445,0.039,0.0002,0.945,0.102367,0.172812,0.04095,0.03795,0.0014,0.9754,0.142264,0.202155,0.0546,0.05,0.0006,0.8901,0.094014,0.136792,0.04225,0.0368,0.0001,0.7163,0.191052,0.221893,0.11865,0.108,0.0005,0.926,0.106273,0.164756,0.04485,0.04135,0.0018,0.9742,0.167813,0.239698,0.0535,0.04795,0.0013,0.9304,0.098787,0.152032,0.0441,0.0364,225,0.9221,1.0272,12.814956
9,286,14,348.37,0.0,0.9506,0.083255,0.15335,0.0108,0.0102,0.0002,0.945,0.090363,0.205948,0.0131,0.0114,0.0008,0.9735,0.147447,0.231676,0.03785,0.0345,0.0005,0.9492,0.106965,0.206754,0.01685,0.01455,0.0001,0.9267,0.119942,0.189489,0.01875,0.01635,0.0007,0.9566,0.14489,0.251949,0.0193,0.0183,0.0009,0.9747,0.187417,0.288586,0.03935,0.0351,0.0003,0.9452,0.119722,0.226582,0.0217,0.0176,248,0.8671,1.0272,11.984761
10,278,22,359.51,0.0,0.9507,0.076108,0.182411,0.00735,0.00575,0.0001,0.9504,0.061993,0.173387,0.00775,0.0054,0.0002,0.9732,0.12495,0.2215,0.01335,0.01165,0.0005,0.9504,0.129668,0.259845,0.00765,0.0057,0.0001,0.9711,0.116777,0.23377,0.01315,0.00815,0.0007,0.9568,0.158429,0.296451,0.00925,0.00705,0.001,0.9738,0.222414,0.334741,0.01885,0.0144,0.0002,0.9728,0.109662,0.228335,0.01185,0.0075,251,0.9029,1.0272,11.279269
11,291,9,371.19,0.0002,0.9528,0.081639,0.187404,0.0074,0.0057,0.0,0.9509,0.08623,0.215165,0.0061,0.0046,0.0001,0.9748,0.183467,0.268554,0.0162,0.0151,0.0006,0.9504,0.112092,0.220064,0.0076,0.0055,0.0001,0.9727,0.107335,0.228453,0.01,0.0063,0.0008,0.9568,0.109538,0.242757,0.0072,0.005,0.0004,0.9755,0.206743,0.296667,0.016,0.0127,0.0002,0.9739,0.112956,0.233013,0.0104,0.0077,264,0.9072,1.0272,11.537266
12,293,7,386.53,0.0001,0.9528,0.0784,0.171361,0.0074,0.006,0.0,0.9489,0.068344,0.169714,0.007,0.0053,0.0001,0.975,0.170988,0.238926,0.0194,0.0189,0.0004,0.9533,0.144141,0.249964,0.0087,0.0069,0.0001,0.973,0.119274,0.225588,0.0106,0.0077,0.0005,0.9568,0.099748,0.211741,0.0076,0.0056,0.0006,0.9737,0.197228,0.270694,0.0258,0.0252,0.0003,0.9744,0.121878,0.239048,0.0123,0.0094,278,0.9488,1.0272,11.719297
13,289,11,361.62,0.0,0.9528,0.091397,0.203592,0.0076,0.0056,0.0001,0.9522,0.069355,0.192123,0.007,0.0051,0.0001,0.975,0.188736,0.275883,0.0181,0.0175,0.0004,0.956,0.125533,0.233318,0.0086,0.0063,0.0,0.973,0.100583,0.219366,0.011,0.008,0.0004,0.9708,0.092902,0.206482,0.0078,0.0057,0.0007,0.9745,0.179933,0.27676,0.0143,0.0111,0.0003,0.9748,0.151561,0.282473,0.0104,0.0082,263,0.91,0.6692,11.761492
14,274,26,340.39,0.0002,0.959,0.068677,0.173885,0.0063,0.00455,0.0001,0.9508,0.072673,0.202802,0.0061,0.0048,0.0001,0.9755,0.161343,0.263105,0.01175,0.01005,0.0004,0.9671,0.158601,0.273215,0.0086,0.0071,0.0,0.9755,0.09551,0.223683,0.00805,0.00505,0.0004,0.9749,0.134624,0.281945,0.00615,0.00385,0.0004,0.9762,0.182286,0.298436,0.01065,0.00805,0.0001,0.9743,0.126286,0.251936,0.0085,0.0059,242,0.8832,0.5651,11.012457
15,291,9,359.59,0.0001,0.9706,0.094313,0.204766,0.0066,0.0056,0.0001,0.9717,0.060435,0.164492,0.0049,0.0036,0.0001,0.9755,0.159588,0.252325,0.0116,0.0106,0.0004,0.9724,0.141373,0.250852,0.0075,0.0061,0.0,0.9755,0.144586,0.26993,0.0076,0.0052,0.0003,0.9749,0.081377,0.213023,0.0058,0.0038,0.0002,0.9762,0.188573,0.298504,0.015,0.0133,0.0003,0.9755,0.129754,0.250901,0.0083,0.006,257,0.8832,0.5651,11.436217
16,300,0,374.9,0.0,0.9706,0.105426,0.227007,0.0072,0.0058,0.0001,0.9752,0.07137,0.170682,0.00605,0.00425,0.0002,0.9743,0.206646,0.287288,0.0517,0.0515,0.0001,0.9754,0.143733,0.247189,0.0086,0.00765,0.0001,0.975,0.128055,0.249902,0.00685,0.00545,0.0003,0.9749,0.090568,0.197981,0.00565,0.00405,0.0002,0.9751,0.154181,0.250141,0.01345,0.01275,0.0002,0.9759,0.10002,0.196888,0.00885,0.00705,264,0.88,0.5651,11.520832
17,300,0,379.97,0.0,0.9707,0.102794,0.212035,0.0061,0.0049,0.0002,0.9746,0.078533,0.185612,0.0056,0.004,0.0002,0.9738,0.143704,0.235558,0.0095,0.00885,0.0001,0.9754,0.135645,0.24916,0.0087,0.0077,0.0,0.9756,0.12973,0.261257,0.007,0.00525,0.0002,0.9749,0.118046,0.2505,0.00645,0.00455,0.0002,0.9751,0.161409,0.270124,0.01075,0.00965,0.0,0.9742,0.130139,0.239503,0.0085,0.0068,264,0.88,0.5651,10.929154
18,300,0,390.28,0.0001,0.9763,0.111546,0.235534,0.0071,0.0059,0.0002,0.9753,0.089659,0.198263,0.0061,0.0043,0.0002,0.9758,0.182935,0.27729,0.0114,0.0109,0.0003,0.9754,0.131938,0.253029,0.0076,0.0061,0.0001,0.9743,0.09769,0.213993,0.007,0.005,0.0001,0.9763,0.102888,0.230014,0.00615,0.00455,0.0,0.9762,0.171996,0.278184,0.01065,0.00985,0.0002,0.9749,0.111348,0.234791,0.0075,0.0054,271,0.9033,0.4871,11.192645
