generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,247,53,769.41,0.0022,0.5189,0.153764,0.123582,0.1249,0.0186,0.0019,0.5241,0.101891,0.091599,0.1219,0.0469,0.0021,0.6927,0.140779,0.145702,0.1237,0.0984,0.0016,0.6107,0.100013,0.111598,0.1197,0.0732,0.0001,0.5853,0.118742,0.117416,0.1219,0.0894,0.0,0.4891,0.129089,0.133539,0.123,0.0747,0.0007,0.6894,0.141743,0.132044,0.1244,0.056,0.0002,0.4804,0.11398,0.112516,0.1227,0.0578,229,0.9271,1.7147,12.729436
1,269,31,341.83,0.0059,0.5209,0.127525,0.106189,0.1226,0.0089,0.0054,0.708,0.122001,0.108927,0.122,0.0258,0.0033,0.7177,0.107313,0.136687,0.0747,0.0525,0.0032,0.6164,0.111542,0.133774,0.0838,0.0448,0.0071,0.5853,0.115435,0.142357,0.0709,0.0559,0.0071,0.6924,0.143471,0.149067,0.1209,0.0703,0.0038,0.6907,0.141663,0.143311,0.1218,0.0391,0.0025,0.6028,0.131049,0.118491,0.1237,0.0464,245,0.9108,1.7147,13.351479
2,292,8,383.87,0.0063,0.7191,0.120958,0.128038,0.08125,0.0416,0.0046,0.7261,0.130377,0.171276,0.07115,0.04955,0.0044,0.7231,0.100306,0.128346,0.05225,0.0384,0.0038,0.715,0.119906,0.154952,0.0552,0.04525,0.0042,0.7318,0.111228,0.141399,0.0479,0.035,0.0034,0.7111,0.141599,0.167331,0.09655,0.0526,0.0044,0.7059,0.15517,0.175937,0.10945,0.066,0.0051,0.712,0.120457,0.128074,0.0854,0.0421,271,0.9281,1.7113,13.84432
3,298,2,378.75,0.005,0.7227,0.107122,0.130267,0.05305,0.02885,0.004,0.7352,0.152269,0.200316,0.06965,0.04875,0.0045,0.7258,0.125931,0.170091,0.0517,0.0381,0.0012,0.7159,0.122034,0.153238,0.06585,0.04635,0.0091,0.73,0.125671,0.16166,0.05695,0.03505,0.0052,0.724,0.122417,0.156991,0.05945,0.0298,0.0036,0.7078,0.135022,0.168429,0.06255,0.0456,0.0016,0.712,0.109535,0.136966,0.05455,0.03585,264,0.8859,1.7113,13.460369
4,300,0,386.66,0.0046,0.7227,0.114482,0.134179,0.072,0.04595,0.0041,0.7295,0.155076,0.196982,0.0817,0.0438,0.0052,0.7211,0.135321,0.174705,0.0617,0.0508,0.0036,0.7224,0.123922,0.167507,0.04825,0.0328,0.005,0.7223,0.109108,0.152685,0.0461,0.02895,0.005,0.724,0.136717,0.172371,0.05845,0.04265,0.0049,0.713,0.116404,0.139254,0.0585,0.04265,0.0073,0.7168,0.10897,0.144218,0.04725,0.02965,270,0.9,1.7113,13.314826
5,300,0,391.71,0.0046,0.7243,0.116863,0.145551,0.0526,0.0266,0.0022,0.7315,0.134063,0.181097,0.0499,0.02505,0.0049,0.7205,0.123772,0.170312,0.0465,0.0279,0.0044,0.727,0.121544,0.169131,0.0443,0.02595,0.0069,0.7207,0.120085,0.178998,0.0459,0.02465,0.0022,0.7211,0.148558,0.192497,0.0645,0.04325,0.0045,0.7141,0.111083,0.138984,0.0453,0.02285,0.0058,0.7168,0.124032,0.161251,0.0467,0.02375,271,0.9033,1.7113,13.031182
6,300,0,397.68,0.0046,0.7448,0.118229,0.14825,0.05425,0.03915,0.0029,0.7241,0.136876,0.179436,0.05155,0.0413,0.004,0.7232,0.11683,0.156146,0.0492,0.02825,0.0041,0.7215,0.125121,0.167613,0.045,0.0274,0.0041,0.7163,0.103897,0.142119,0.04785,0.0262,0.0024,0.7257,0.162938,0.205734,0.08205,0.04365,0.0047,0.7114,0.126394,0.157152,0.0473,0.03355,0.0047,0.7159,0.109714,0.141713,0.047,0.0266,278,0.9267,1.7113,13.442836
7,300,0,395.56,0.0065,0.7246,0.12422,0.15448,0.0736,0.0461,0.0044,0.7244,0.141407,0.180652,0.06855,0.052,0.0047,0.7248,0.123637,0.176936,0.045,0.0319,0.0044,0.7399,0.135723,0.181931,0.0448,0.03405,0.0045,0.7258,0.106167,0.160964,0.0449,0.02425,0.0047,0.7243,0.142258,0.181497,0.0484,0.0309,0.0049,0.7224,0.121042,0.146679,0.04815,0.03395,0.0065,0.7162,0.105548,0.137094,0.045,0.0203,282,0.94,1.7113,13.181567
8,300,0,379.06,0.0067,0.7262,0.123919,0.155616,0.0589,0.04785,0.0029,0.7347,0.138821,0.180172,0.0565,0.04725,0.0052,0.7194,0.131014,0.182014,0.0455,0.03465,0.0048,0.7273,0.115415,0.15843,0.04465,0.02855,0.0038,0.7204,0.113338,0.159737,0.04635,0.02795,0.0027,0.7337,0.145403,0.18889,0.0544,0.04375,0.0043,0.7201,0.133095,0.16689,0.047,0.03245,0.0049,0.719,0.098995,0.126895,0.0453,0.0246,276,0.92,1.7113,13.317262
9,300,0,409.72,0.0059,0.7237,0.112268,0.13975,0.05585,0.0331,0.0046,0.7255,0.142301,0.18041,0.0645,0.0487,0.0045,0.7247,0.120158,0.170762,0.04355,0.02925,0.0042,0.7213,0.111566,0.149994,0.04445,0.02325,0.0046,0.741,0.11234,0.16404,0.04695,0.0278,0.004,0.7203,0.164465,0.207526,0.0622,0.05165,0.0034,0.7201,0.118673,0.146725,0.04755,0.0331,0.004,0.7229,0.11823,0.158383,0.0459,0.03125,289,0.9633,1.7113,13.288394
10,300,0,407.66,0.005,0.7448,0.122651,0.155257,0.06345,0.04825,0.004,0.7244,0.146491,0.170734,0.11895,0.0739,0.0052,0.7244,0.107524,0.136986,0.0476,0.0341,0.0045,0.7213,0.118477,0.15222,0.051,0.038,0.0056,0.7204,0.122467,0.161412,0.04965,0.035,0.0042,0.7224,0.164518,0.187141,0.11905,0.0777,0.0048,0.7157,0.113822,0.124647,0.06005,0.04625,0.0039,0.7146,0.104052,0.13139,0.047,0.0234,284,0.9467,1.7113,13.423667
