generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,267,33,767.05,0.0031,0.529,0.080393,0.094396,0.0474,0.0384,0.0008,0.6019,0.097582,0.105004,0.0718,0.055,0.0053,0.531,0.151943,0.133906,0.1238,0.0519,0.0029,0.5374,0.118572,0.128628,0.0879,0.0452,0.003,0.5465,0.159027,0.142136,0.1231,0.0532,0.0027,0.5207,0.121805,0.115655,0.1199,0.0548,0.0032,0.5333,0.137352,0.131436,0.1217,0.0727,0.0008,0.5573,0.133326,0.132873,0.1216,0.0826,234,0.8764,1.8505,13.938379
1,286,14,364.72,0.0046,0.5513,0.093287,0.109375,0.066,0.05555,0.0005,0.5627,0.0993,0.09434,0.07535,0.05105,0.0037,0.9441,0.136948,0.131343,0.1201,0.04605,0.0036,0.5516,0.134842,0.132202,0.12165,0.05075,0.0058,0.5868,0.120939,0.108434,0.12035,0.0461,0.0002,0.581,0.134129,0.12237,0.1195,0.0527,0.0044,0.531,0.124855,0.121545,0.1062,0.0399,0.0001,0.5639,0.1557,0.153998,0.12065,0.0621,264,0.9231,1.8505,14.327383
2,294,6,405.06,0.0048,0.556,0.106433,0.105074,0.0703,0.0537,0.0005,0.6049,0.111713,0.109057,0.0877,0.04025,0.0056,0.9441,0.131834,0.139263,0.11905,0.05175,0.0034,0.5374,0.114432,0.102523,0.1032,0.0381,0.0029,0.5488,0.123464,0.098512,0.1192,0.049,0.0002,0.5933,0.132804,0.135044,0.108,0.0426,0.0022,0.5732,0.131716,0.127999,0.1088,0.04755,0.0001,0.589,0.147604,0.138806,0.12045,0.05735,285,0.9694,1.8505,14.012026
3,292,8,409.87,0.0027,0.5338,0.106451,0.10258,0.08385,0.0444,0.0005,0.6069,0.125149,0.120764,0.1148,0.0485,0.0019,0.9441,0.138039,0.136135,0.12165,0.05735,0.0032,0.5416,0.123909,0.114469,0.11885,0.05225,0.0031,0.5442,0.123279,0.110607,0.12065,0.05505,0.0,0.7558,0.122349,0.121664,0.1125,0.0551,0.0027,0.5737,0.123418,0.118032,0.1016,0.04585,0.0,0.596,0.137405,0.122584,0.11885,0.0541,286,0.9795,1.8505,13.931171
4,292,8,405.69,0.0014,0.6697,0.093967,0.096125,0.071,0.05215,0.0,0.6146,0.108164,0.112444,0.07475,0.0509,0.0016,0.945,0.115081,0.143601,0.07665,0.048,0.0,0.6657,0.122248,0.130478,0.09625,0.0597,0.0021,0.9618,0.135141,0.137875,0.11805,0.0612,0.0,0.7615,0.139867,0.14608,0.1189,0.05475,0.001,0.5849,0.137224,0.137035,0.1119,0.0681,0.0,0.5872,0.148307,0.140503,0.1149,0.0504,285,0.976,1.8505,14.062639
5,290,10,397.18,0.0012,0.6764,0.108533,0.131136,0.0671,0.05585,0.0,0.579,0.11001,0.13203,0.0727,0.057,0.0013,0.945,0.14156,0.179256,0.08855,0.0579,0.0,0.9168,0.124994,0.150151,0.0924,0.05695,0.0006,0.9618,0.14848,0.178571,0.1201,0.07705,0.0,0.756,0.132339,0.156543,0.10665,0.0654,0.0015,0.8921,0.110473,0.135036,0.0708,0.0543,0.0,0.6851,0.123611,0.141016,0.07535,0.0526,278,0.9586,1.8505,13.619734
6,280,20,356.35,0.0013,0.9208,0.11403,0.152489,0.07035,0.05675,0.0,0.6721,0.099591,0.124245,0.0665,0.0591,0.0016,0.945,0.124496,0.179461,0.06935,0.0569,0.0,0.9174,0.126877,0.180034,0.086,0.07265,0.002,0.9618,0.167539,0.221351,0.1174,0.0876,0.0,0.9108,0.103129,0.136118,0.06775,0.05905,0.0011,0.9249,0.129153,0.171381,0.08165,0.0583,0.0,0.9172,0.135185,0.178674,0.0866,0.0695,251,0.8964,1.2151,13.286919
7,293,7,374.33,0.0031,0.9208,0.110415,0.16695,0.044,0.038,0.0,0.9169,0.098327,0.144684,0.0343,0.0329,0.0011,0.945,0.142306,0.20785,0.0648,0.0583,0.0,0.9182,0.112074,0.180749,0.0374,0.0343,0.0015,0.9618,0.140415,0.191661,0.0697,0.0575,0.0,0.9129,0.118761,0.184314,0.0427,0.0402,0.0024,0.9249,0.146908,0.220301,0.0684,0.0591,0.0,0.9172,0.130795,0.195566,0.0576,0.0561,264,0.901,1.1971,12.38299
8,284,16,361.97,0.0039,0.9252,0.100409,0.15987,0.02525,0.01925,0.0,0.9169,0.113946,0.187055,0.0298,0.0286,0.0015,0.9423,0.13133,0.186938,0.04565,0.04255,0.0,0.9271,0.121335,0.207954,0.02255,0.0204,0.0012,0.9618,0.113109,0.167756,0.0346,0.02705,0.0,0.9182,0.127264,0.209138,0.0334,0.031,0.0014,0.9237,0.147682,0.24115,0.0472,0.0439,0.0,0.9177,0.144924,0.219873,0.0719,0.0644,254,0.8944,1.1963,11.949149
9,290,10,356.47,0.0047,0.9252,0.114634,0.189673,0.0333,0.0281,0.0,0.9155,0.10094,0.152366,0.0327,0.0305,0.0015,0.9413,0.129948,0.21124,0.03075,0.02585,0.0,0.9327,0.149912,0.235802,0.05945,0.0548,0.0027,0.9618,0.123751,0.184834,0.0428,0.0385,0.0,0.9265,0.125611,0.208997,0.03015,0.02965,0.0029,0.9237,0.109619,0.175739,0.0268,0.0233,0.0,0.9158,0.145583,0.224929,0.05085,0.04935,254,0.8759,1.1963,12.567484
