generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,257,43,762.94,0.0047,0.457,0.095114,0.090388,0.0684,0.0501,0.0051,0.5367,0.11024,0.103464,0.0745,0.0495,0.0055,0.7115,0.11946,0.112333,0.0803,0.0436,0.0053,0.5437,0.126663,0.122873,0.092,0.0361,0.0057,0.5141,0.132405,0.129644,0.0815,0.0423,0.0062,0.5385,0.150279,0.167913,0.1104,0.0638,0.0075,0.5387,0.118671,0.122944,0.0717,0.0505,0.0066,0.5755,0.147168,0.153729,0.0921,0.0384,216,0.8405,1.8813,13.431835
1,269,31,338.17,0.0037,0.6207,0.095414,0.103035,0.0669,0.0553,0.0031,0.5396,0.103911,0.113204,0.0695,0.0552,0.0049,0.7211,0.139288,0.149222,0.12,0.049,0.0041,0.7364,0.145561,0.153504,0.1204,0.0521,0.0039,0.5366,0.123524,0.116845,0.1204,0.0531,0.0039,0.5907,0.135094,0.13744,0.1173,0.0517,0.0067,0.5428,0.122463,0.131304,0.079,0.0449,0.0053,0.542,0.134744,0.142134,0.0898,0.0385,239,0.8885,1.8813,12.92973
2,294,6,382.95,0.0044,0.6276,0.116174,0.12522,0.0673,0.05275,0.005,0.6665,0.113796,0.112652,0.06925,0.05505,0.0044,0.7269,0.12809,0.138367,0.0743,0.04475,0.003,0.767,0.135771,0.148149,0.07745,0.04505,0.0025,0.5382,0.118554,0.117052,0.07045,0.05055,0.0014,0.5441,0.13331,0.139683,0.0772,0.0494,0.0013,0.5411,0.117527,0.125822,0.0686,0.0512,0.0018,0.546,0.136777,0.149954,0.0706,0.0505,260,0.8844,1.8697,13.457031
3,297,3,388.08,0.0052,0.6527,0.13199,0.128949,0.0723,0.0527,0.002,0.7028,0.137296,0.155099,0.071,0.0552,0.0049,0.7324,0.140329,0.152661,0.078,0.0459,0.0031,0.7364,0.134295,0.144567,0.0765,0.0455,0.0062,0.5382,0.108984,0.105628,0.0693,0.0523,0.0024,0.5482,0.123676,0.146529,0.0672,0.0528,0.0052,0.7298,0.108188,0.128237,0.0656,0.0476,0.0027,0.5448,0.115243,0.135356,0.0656,0.0498,265,0.8923,1.8659,13.870937
4,300,0,419.51,0.0043,0.6734,0.149044,0.145439,0.1224,0.07285,0.0026,0.7241,0.134865,0.130308,0.11935,0.0805,0.0061,0.743,0.134142,0.153874,0.0814,0.043,0.0027,0.8249,0.129218,0.135776,0.0899,0.0476,0.0032,0.5956,0.11686,0.107554,0.0843,0.05065,0.0021,0.7112,0.11207,0.112735,0.07615,0.05125,0.0057,0.7298,0.10774,0.128199,0.06465,0.04755,0.0031,0.5425,0.116061,0.116098,0.0734,0.0522,286,0.9533,1.7803,14.835527
5,300,0,448.89,0.0007,0.7535,0.142359,0.130017,0.1212,0.0804,0.0018,0.8957,0.142942,0.149591,0.1213,0.0855,0.0021,0.7928,0.147751,0.166759,0.086,0.0487,0.0025,0.8765,0.128023,0.158825,0.07975,0.04895,0.0012,0.6005,0.106032,0.108663,0.0755,0.0535,0.0011,0.8531,0.124672,0.139969,0.09265,0.0677,0.0014,0.7501,0.107212,0.138436,0.05155,0.04045,0.0014,0.7329,0.10101,0.11289,0.06035,0.04645,279,0.93,1.7803,15.372788
6,300,0,473.05,0.0019,0.9014,0.140646,0.147733,0.1214,0.09095,0.004,0.901,0.169765,0.197703,0.123,0.094,0.0021,0.9145,0.134632,0.165793,0.0777,0.05465,0.0022,0.891,0.131489,0.182527,0.07075,0.05295,0.0009,0.7395,0.106747,0.118834,0.0796,0.0614,0.0015,0.8571,0.105982,0.125651,0.05945,0.05285,0.0002,0.7621,0.10832,0.152454,0.0429,0.0351,0.0016,0.8566,0.10242,0.134093,0.0445,0.0369,287,0.9567,1.7803,14.476347
7,300,0,471.38,0.0031,0.9197,0.145335,0.179101,0.08605,0.07405,0.0023,0.923,0.170846,0.201782,0.1235,0.1096,0.0009,0.9149,0.15423,0.22597,0.0485,0.0447,0.001,0.9019,0.134022,0.179703,0.0469,0.0436,0.0012,0.8597,0.107122,0.143323,0.04115,0.03765,0.0015,0.9015,0.108016,0.152797,0.0369,0.03225,0.0009,0.9093,0.097259,0.150269,0.0226,0.0198,0.0004,0.8614,0.083171,0.135362,0.02075,0.0173,287,0.9567,1.7803,14.094075
8,300,0,470.07,0.0023,0.9197,0.130144,0.190814,0.0313,0.02625,0.0022,0.9178,0.148717,0.198571,0.06295,0.05765,0.0016,0.9282,0.144744,0.206497,0.032,0.02895,0.0021,0.9297,0.146923,0.213998,0.048,0.04365,0.0007,0.8929,0.102104,0.152465,0.0269,0.02265,0.001,0.9243,0.115863,0.186061,0.0262,0.0225,0.0012,0.9093,0.099051,0.15301,0.0223,0.01835,0.001,0.9213,0.112454,0.177122,0.0216,0.01885,283,0.9433,1.7803,14.052882
9,300,0,426.36,0.0011,0.9265,0.161476,0.231161,0.0997,0.09025,0.0011,0.9283,0.153981,0.215876,0.072,0.0608,0.0005,0.9586,0.147739,0.216077,0.04025,0.03745,0.0008,0.946,0.12763,0.193317,0.02165,0.0186,0.0006,0.9374,0.108687,0.184576,0.0192,0.01715,0.0,0.9243,0.105683,0.175028,0.0176,0.01635,0.0008,0.9216,0.097907,0.175655,0.0157,0.0127,0.0004,0.9213,0.096897,0.176215,0.0128,0.00965,276,0.92,1.7803,12.975959
