generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,191,109,628.44,0.005,0.9744,0.721862,0.329872,0.9717,0.0009,0.64,0.895,0.85623,0.044907,0.87,0.0,0.653333,0.92,0.889075,0.051337,0.906667,0.0,62,0.3246,0.5456,3.523373
1,179,121,192.57,0.0014,0.9744,0.34641,0.326005,0.245,0.1204,0.665,0.94,0.868687,0.05365,0.885,0.01,0.673333,0.96,0.896425,0.060645,0.92,0.0,100,0.5587,0.5456,8.832473
2,211,89,213.98,0.0014,0.9744,0.296194,0.317128,0.1291,0.0063,0.38,0.945,0.875664,0.086959,0.895,0.045,0.426667,0.966667,0.900822,0.085787,0.92,0.04,113,0.5355,0.5456,8.926271
3,190,110,192.95,0.0009,0.9749,0.315091,0.274709,0.2497,0.121,0.595,0.955,0.880263,0.078191,0.925,0.0,0.62,0.973333,0.905824,0.082972,0.946667,0.006666,119,0.6263,0.5451,9.321752
4,198,102,197.71,0.0008,0.9749,0.329183,0.295718,0.245,0.1189,0.38,0.955,0.884722,0.092063,0.9275,0.0275,0.426667,0.973333,0.907071,0.095428,0.953334,0.019999,120,0.6061,0.5451,8.859201
5,209,91,240.61,0.0008,0.9749,0.336833,0.308145,0.245,0.1189,0.46,0.955,0.879617,0.08522,0.87,0.07,0.506667,0.973333,0.902934,0.089893,0.906667,0.066666,158,0.756,0.5451,8.943742
6,226,74,253.33,0.0022,0.9749,0.412742,0.331275,0.2546,0.23965,0.47,0.935,0.848872,0.089932,0.87,0.03,0.493333,0.96,0.872891,0.093634,0.906667,0.02,159,0.7035,0.5451,6.368763
7,232,68,277.52,0.0002,0.9749,0.346413,0.338097,0.24495,0.1785,0.43,0.955,0.867478,0.091063,0.89,0.025,0.48,0.973333,0.893908,0.095947,0.92,0.033333,177,0.7629,0.5451,7.950914
8,237,63,258.99,0.0026,0.9749,0.386224,0.272777,0.4851,0.2381,0.43,0.95,0.868882,0.108956,0.915,0.035,0.466667,0.966667,0.889423,0.11149,0.933333,0.033334,169,0.7131,0.5451,5.99057
9,248,52,289.8,0.0019,0.976,0.390085,0.288954,0.48135,0.2361,0.425,0.955,0.855927,0.118747,0.895,0.05,0.446667,0.973333,0.878065,0.120782,0.92,0.04,191,0.7702,0.544,6.065238
10,246,54,280.12,0.0016,0.976,0.37165,0.292972,0.27535,0.21485,0.415,0.95,0.860447,0.112269,0.895,0.05,0.44,0.973333,0.882249,0.114418,0.92,0.046667,188,0.7642,0.544,6.389813
11,239,61,288.07,0.0024,0.976,0.311336,0.260034,0.2477,0.2355,0.28,0.95,0.838577,0.13405,0.875,0.07,0.28,0.966667,0.859135,0.137013,0.906667,0.06,211,0.8828,0.544,7.568664
12,254,46,299.75,0.0022,0.976,0.402936,0.315904,0.28035,0.21005,0.35,0.95,0.845531,0.118239,0.87,0.065,0.4,0.966667,0.869423,0.117768,0.906667,0.053333,210,0.8268,0.544,6.490529
13,256,44,303.89,0.0017,0.976,0.3668,0.30805,0.24885,0.23675,0.225,0.965,0.832012,0.139023,0.87,0.075,0.186667,0.98,0.852917,0.143076,0.906667,0.053333,219,0.8555,0.544,7.164528
14,257,43,291.25,0.0017,0.976,0.365721,0.286302,0.2511,0.2356,0.22,0.955,0.850311,0.129089,0.89,0.055,0.273333,0.973333,0.871751,0.130763,0.913333,0.046667,226,0.8794,0.544,6.719415
