generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,276,24,787.73,0.0045,0.5043,0.096242,0.100917,0.07385,0.0525,0.0052,0.881,0.104969,0.112962,0.07065,0.05375,0.0058,0.4769,0.109083,0.083418,0.1097,0.03475,0.0071,0.5347,0.141051,0.136878,0.11705,0.0547,0.0062,0.8903,0.156336,0.183925,0.1212,0.0418,0.0031,0.5646,0.151838,0.129059,0.12385,0.0473,0.0061,0.5323,0.110272,0.111144,0.0759,0.04955,0.0065,0.5709,0.130211,0.128711,0.1152,0.04695,251,0.9094,2.5677,15.205888
1,280,20,359.71,0.0049,0.5043,0.085896,0.085161,0.06485,0.042,0.0033,0.8866,0.130618,0.186951,0.07145,0.04815,0.001,0.8854,0.103561,0.10361,0.0746,0.04695,0.0028,0.8852,0.114509,0.126793,0.0683,0.0531,0.0055,0.8909,0.163732,0.205129,0.09445,0.03255,0.0053,0.8582,0.134501,0.146176,0.0843,0.0432,0.001,0.8638,0.139733,0.15586,0.0774,0.0499,0.0052,0.5343,0.127449,0.13507,0.07125,0.05275,258,0.9214,1.8123,13.930196
2,288,12,375.04,0.0035,0.8701,0.083006,0.092495,0.05205,0.0346,0.0045,0.8883,0.125135,0.19066,0.065,0.0514,0.0059,0.8897,0.095619,0.144204,0.0632,0.0524,0.0056,0.8852,0.119528,0.175644,0.0698,0.0549,0.0077,0.8909,0.191034,0.251988,0.1173,0.0931,0.005,0.8796,0.134322,0.195007,0.0695,0.0519,0.0067,0.9063,0.134913,0.192904,0.0706,0.0545,0.0057,0.8809,0.116444,0.147542,0.06935,0.05285,265,0.9201,1.8123,14.811337
3,269,31,351.52,0.0035,0.8845,0.111365,0.18378,0.0295,0.0217,0.0045,0.8895,0.130733,0.220855,0.0324,0.024,0.0062,0.8897,0.099719,0.162359,0.0223,0.0148,0.0063,0.8903,0.121846,0.198824,0.0263,0.0176,0.0029,0.8998,0.178141,0.257853,0.0753,0.0569,0.0053,0.8862,0.111565,0.185072,0.0272,0.017,0.0056,0.9123,0.138942,0.201008,0.0622,0.0504,0.0053,0.8829,0.107688,0.163113,0.025,0.0148,246,0.9145,1.8123,14.478233
4,273,27,347.25,0.0035,0.8845,0.102667,0.191056,0.0246,0.0141,0.0045,0.9024,0.13607,0.235702,0.0256,0.0179,0.0054,0.9039,0.096743,0.174339,0.0209,0.0132,0.0058,0.8993,0.11964,0.212901,0.0246,0.0158,0.0071,0.9085,0.189482,0.270086,0.0818,0.064,0.0053,0.8862,0.110655,0.188052,0.0264,0.0142,0.007,0.9095,0.144396,0.223771,0.0314,0.0215,0.0052,0.9064,0.100348,0.172218,0.0245,0.0136,243,0.8901,1.8123,14.283883
5,284,16,349.54,0.0035,0.8845,0.112304,0.184275,0.02655,0.0193,0.003,0.9092,0.120335,0.202871,0.0251,0.0194,0.0062,0.9089,0.111644,0.181944,0.02135,0.01395,0.0058,0.9059,0.098943,0.155829,0.0215,0.0128,0.0046,0.9071,0.172598,0.258314,0.067,0.0557,0.005,0.8993,0.11438,0.193437,0.0269,0.017,0.0055,0.9121,0.113207,0.179073,0.02825,0.0183,0.0053,0.9081,0.156589,0.244916,0.05485,0.04385,250,0.8803,1.8123,14.424046
6,282,18,348.53,0.0035,0.9087,0.108327,0.194549,0.0238,0.0162,0.0039,0.9141,0.116211,0.216882,0.0215,0.0136,0.005,0.9101,0.131608,0.220908,0.0218,0.01545,0.0058,0.9275,0.129048,0.217645,0.0241,0.0164,0.0034,0.9086,0.164255,0.252545,0.0673,0.0568,0.0052,0.9077,0.096621,0.169007,0.02305,0.01485,0.0045,0.9095,0.119682,0.190131,0.02315,0.01635,0.0051,0.9123,0.134249,0.210872,0.024,0.01665,249,0.883,1.8123,13.979112
7,300,0,392.39,0.0015,0.928,0.12626,0.204057,0.0499,0.04355,0.0031,0.9284,0.130147,0.214662,0.03995,0.03335,0.0018,0.9128,0.109825,0.171314,0.0365,0.0306,0.0016,0.9275,0.101868,0.166197,0.0284,0.0217,0.0026,0.9281,0.182984,0.267477,0.11485,0.09655,0.0037,0.9206,0.099229,0.161052,0.0259,0.0181,0.0036,0.9097,0.124976,0.194267,0.06485,0.05605,0.0031,0.9527,0.124711,0.191746,0.06305,0.0547,276,0.92,1.8123,14.177891
8,300,0,388.93,0.0009,0.928,0.077373,0.134346,0.01685,0.0101,0.0003,0.9326,0.134871,0.239253,0.0159,0.0111,0.0018,0.9102,0.131487,0.233511,0.0151,0.0114,0.0031,0.9285,0.10569,0.194475,0.01755,0.0107,0.0019,0.9294,0.168999,0.270969,0.02355,0.01985,0.0031,0.9271,0.133381,0.235698,0.01975,0.01205,0.0033,0.9552,0.133192,0.218757,0.0177,0.0128,0.0033,0.9702,0.115006,0.210373,0.0192,0.01345,261,0.87,1.1248,13.114408
9,299,1,373.35,0.0002,0.9311,0.099028,0.180156,0.0164,0.0129,0.0001,0.9742,0.123425,0.232406,0.014,0.012,0.0004,0.9766,0.119342,0.209942,0.0133,0.01,0.0007,0.972,0.119555,0.206365,0.014,0.01,0.0011,0.9729,0.191845,0.281319,0.072,0.0662,0.0002,0.9281,0.095788,0.17995,0.0173,0.011,0.0005,0.9732,0.128429,0.227414,0.0156,0.0117,0.0006,0.9755,0.122588,0.222066,0.0163,0.0116,259,0.8662,0.5468,12.360333
