generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,211,89,667.78,0.0015,0.476,0.219839,0.134422,0.2455,0.1184,0.235,0.93,0.783957,0.237005,0.91,0.015,0.26,0.953333,0.812512,0.240234,0.946667,0.006666,133,0.6303,11.0426,11.644332
1,221,79,250.41,0.002,0.5186,0.223877,0.13281,0.2455,0.1188,0.26,0.925,0.786154,0.190552,0.915,0.01,0.293333,0.953333,0.806486,0.202832,0.953333,0.0,141,0.638,2.6414,11.586259
2,219,81,275.81,0.0022,0.5186,0.203548,0.118922,0.2437,0.1151,0.15,0.925,0.819041,0.178046,0.915,0.01,0.193333,0.953333,0.842405,0.187411,0.953333,0.0,143,0.653,2.56,11.428963
3,244,56,284.48,0.0015,0.5,0.217016,0.125356,0.2444,0.1173,0.25,0.935,0.805102,0.177216,0.915,0.01,0.28,0.953333,0.826284,0.18792,0.953333,0.0,176,0.7213,1.9779,11.439623
4,245,55,291.26,0.0002,0.536,0.20062,0.129207,0.1316,0.1146,0.005,0.93,0.816612,0.158011,0.915,0.01,0.06,0.953333,0.839184,0.164945,0.953333,0.0,188,0.7673,1.904,11.043135
5,243,57,286.78,0.0002,0.5397,0.206701,0.132885,0.243,0.1156,0.235,0.93,0.83356,0.13838,0.915,0.01,0.26,0.953333,0.860055,0.14262,0.953333,0.0,177,0.7284,1.6634,11.129842
6,238,62,278.14,0.0011,0.546,0.223831,0.151971,0.2438,0.1175,0.265,0.93,0.831513,0.125424,0.915,0.01,0.28,0.953333,0.856386,0.129866,0.946667,0.006666,177,0.7437,1.654,10.105581
7,240,60,291.43,0.0007,0.5492,0.235256,0.144879,0.2462,0.1154,0.25,0.93,0.827604,0.139748,0.92,0.005,0.306667,0.953333,0.852528,0.143977,0.953333,0.0,168,0.7,1.6508,10.120994
8,258,42,286.42,0.0008,0.5492,0.229513,0.142772,0.24535,0.1167,0.25,0.93,0.840543,0.13104,0.915,0.01,0.306667,0.953333,0.866641,0.134892,0.953333,0.0,196,0.7597,1.6508,10.090487
9,252,48,306.66,0.0008,0.5492,0.219966,0.146618,0.2437,0.11695,0.11,0.93,0.811012,0.161521,0.915,0.01,0.193333,0.953333,0.835767,0.16491,0.953333,0.0,208,0.8254,1.6508,10.266145
10,259,41,302.11,0.0008,0.5505,0.217315,0.131901,0.2431,0.1143,0.25,0.93,0.825347,0.146162,0.915,0.01,0.306667,0.953333,0.849755,0.149926,0.953333,0.0,219,0.8456,1.6495,10.554654
11,256,44,302.19,0.001,0.5523,0.216946,0.155529,0.185,0.0644,0.255,0.93,0.798535,0.147041,0.9125,0.0125,0.32,0.953333,0.824245,0.150391,0.946667,0.006666,213,0.832,1.6477,10.143601
12,258,42,302.74,0.0016,0.5523,0.214749,0.136362,0.24165,0.1138,0.44,0.93,0.839264,0.120994,0.915,0.01,0.46,0.953333,0.864806,0.126522,0.953333,0.0,211,0.8178,1.6477,10.381685
13,271,29,313.05,0.001,0.5523,0.232738,0.144747,0.2453,0.1177,0.145,0.93,0.820627,0.143951,0.915,0.01,0.18,0.953333,0.845683,0.147041,0.953333,0.0,226,0.8339,1.6477,10.15634
14,269,31,315.2,0.0005,0.5523,0.207568,0.141705,0.2308,0.1037,0.19,0.93,0.830372,0.139419,0.915,0.01,0.233333,0.953333,0.856505,0.14352,0.953333,0.0,221,0.8216,1.6477,10.392878
15,257,43,289.93,0.0008,0.5523,0.228677,0.139376,0.2456,0.1139,0.265,0.93,0.835875,0.129442,0.92,0.005,0.306667,0.96,0.861427,0.134004,0.953333,0.0,203,0.7899,1.6477,10.182685
16,281,19,341.9,0.0001,0.5523,0.145167,0.160213,0.1235,0.1196,0.34,0.935,0.806121,0.160113,0.91,0.02,0.38,0.96,0.832028,0.162105,0.94,0.02,215,0.7651,1.6477,10.705082
17,275,25,336.91,0.0006,0.5523,0.204432,0.151989,0.13,0.1151,0.16,0.94,0.806745,0.15758,0.915,0.015,0.2,0.96,0.83263,0.157674,0.946667,0.006667,244,0.8873,1.6477,10.295859
18,275,25,320.62,0.0009,0.5534,0.223076,0.148363,0.2441,0.1161,0.16,0.935,0.813455,0.145858,0.915,0.01,0.2,0.96,0.838933,0.148923,0.946667,0.006666,231,0.84,1.6466,10.177652
19,283,17,382.1,0.0002,0.5534,0.170937,0.150041,0.1268,0.1205,0.23,0.95,0.797668,0.160046,0.9,0.035,0.26,0.973333,0.818634,0.166519,0.933333,0.026667,227,0.8021,0.7394,10.896342
20,273,27,320.44,0.0001,0.5018,0.263103,0.199044,0.2476,0.2378,0.47,0.945,0.909872,0.060866,0.93,0.005,0.513333,0.96,0.930256,0.061848,0.953333,0.0,199,0.7289,0.7394,7.361147
21,280,20,319.14,0.0001,0.5018,0.230627,0.163746,0.24565,0.12065,0.475,0.945,0.914804,0.049805,0.93,0.01,0.5,0.96,0.935928,0.052319,0.953333,0.006666,205,0.7321,0.7394,8.931587
22,275,25,346.59,0.0002,0.5018,0.213707,0.167712,0.2435,0.1198,0.6,0.95,0.904655,0.063155,0.93,0.01,0.626667,0.966667,0.926812,0.066285,0.953333,0.006666,237,0.8618,0.7367,9.276766
23,288,12,383.26,0.0,0.5042,0.201804,0.164461,0.13265,0.1197,0.635,0.955,0.902865,0.072979,0.93,0.01,0.633333,0.966667,0.922593,0.078332,0.953333,0.006667,235,0.816,0.7019,9.311738
