generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,246,54,746.18,0.0031,0.2427,0.123158,0.0262,0.1245,0.00285,0.0,0.94,0.742093,0.199822,0.785,0.0,0.0,0.973333,0.742222,0.20235,0.766667,0.0,187,0.7602,11.0773,12.046598
1,260,40,318.08,0.0021,0.278,0.129057,0.030056,0.12545,0.00285,0.0,0.94,0.826654,0.161405,0.89,0.03,0.0,0.973333,0.841333,0.173083,0.92,0.033333,214,0.8231,11.0681,11.633636
2,266,34,310.33,0.0008,0.2519,0.134608,0.050734,0.126,0.00335,0.0,0.955,0.853609,0.172446,0.915,0.005,0.0,0.973333,0.881328,0.181219,0.946667,0.006666,222,0.8346,11.0681,11.570355
3,289,11,330.36,0.0008,0.252,0.147301,0.061473,0.1272,0.0065,0.0,0.955,0.836869,0.202662,0.915,0.005,0.0,0.973333,0.862999,0.212002,0.946667,0.006666,240,0.8304,11.017,11.630484
4,283,17,344.9,0.0008,0.2533,0.165124,0.063703,0.1306,0.0409,0.0,0.955,0.853481,0.16496,0.915,0.005,0.0,0.973333,0.878681,0.172986,0.946667,0.006666,238,0.841,11.0137,11.460388
5,291,9,322.06,0.0032,0.2538,0.182173,0.064504,0.1874,0.0592,0.0,0.94,0.8489,0.176159,0.915,0.005,0.0,0.973333,0.873288,0.184648,0.946667,0.006666,229,0.7869,11.0137,11.513979
6,290,10,350.95,0.0027,0.4905,0.18555,0.065501,0.21,0.0421,0.0,0.95,0.864759,0.153964,0.915,0.005,0.0,0.973333,0.890552,0.160918,0.946667,0.006666,239,0.8241,0.7495,11.383002
7,286,14,393.93,0.0012,0.4905,0.176486,0.083107,0.13245,0.0781,0.0,0.95,0.830997,0.201445,0.915,0.015,0.0,0.973333,0.855944,0.207297,0.946667,0.006666,262,0.9161,0.7343,11.42736
8,278,22,351.52,0.0015,0.4922,0.179529,0.097007,0.13435,0.1029,0.0,0.95,0.814964,0.219239,0.915,0.015,0.0,0.973333,0.836739,0.227956,0.946667,0.006667,265,0.9532,0.7343,11.507162
9,276,24,345.79,0.0006,0.4963,0.199982,0.110359,0.1776,0.06365,0.0,0.95,0.821685,0.200978,0.915,0.015,0.0,0.973333,0.842391,0.206732,0.946667,0.006667,259,0.9384,0.7237,10.987555
10,292,8,347.47,0.0013,0.5011,0.219554,0.131968,0.23965,0.10985,0.0,0.95,0.83399,0.190466,0.915,0.015,0.0,0.973333,0.854384,0.195823,0.946667,0.006666,267,0.9144,0.7197,10.29661
11,294,6,373.55,0.0013,0.9764,0.239177,0.154982,0.24155,0.1156,0.0,0.96,0.824235,0.200247,0.915,0.02,0.0,0.966667,0.843832,0.206813,0.946667,0.013333,273,0.9286,0.1836,9.744088
12,297,3,393.56,0.0018,0.9764,0.2341,0.167194,0.2324,0.1074,0.0,0.96,0.818855,0.187499,0.91,0.025,0.0,0.973333,0.836431,0.195293,0.946667,0.013333,278,0.936,0.1836,9.860446
13,297,3,351.62,0.0011,0.9764,0.266518,0.186691,0.239,0.1151,0.0,0.96,0.835623,0.18956,0.915,0.025,0.0,0.966667,0.854141,0.196593,0.946667,0.006667,282,0.9495,0.1836,9.01759
14,300,0,373.36,0.0008,0.9779,0.300199,0.236795,0.24595,0.1279,0.0,0.96,0.847767,0.160969,0.92,0.025,0.0,0.973333,0.865044,0.164343,0.946667,0.013333,275,0.9167,0.1821,8.366935
15,298,2,380.35,0.0006,0.9794,0.313497,0.25851,0.24625,0.1424,0.05,0.96,0.832416,0.165793,0.9125,0.0275,0.1,0.966667,0.850761,0.168506,0.94,0.02,280,0.9396,0.1806,8.470933
