generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,233,67,700.9,0.0007,0.4846,0.203813,0.159925,0.1816,0.0625,0.215,0.93,0.744099,0.15193,0.725,0.125,0.26,0.96,0.769842,0.151026,0.733333,0.08,157,0.6738,1.8554,10.532239
1,216,84,239.59,0.0,0.5022,0.231887,0.207202,0.201,0.19955,0.455,0.95,0.875347,0.078098,0.895,0.025,0.453333,0.973333,0.891111,0.077089,0.906667,0.033333,119,0.5509,0.7814,11.127835
2,253,47,297.12,0.0,0.5014,0.217845,0.199327,0.1466,0.144,0.235,0.95,0.85749,0.127122,0.92,0.015,0.286667,0.973333,0.879104,0.127208,0.946667,0.006666,169,0.668,0.7786,9.534013
3,249,51,300.81,0.0,0.5014,0.154282,0.143959,0.1261,0.0527,0.445,0.955,0.871787,0.111721,0.93,0.01,0.466667,0.973333,0.899357,0.114305,0.953333,0.02,183,0.7349,0.7734,10.675838
4,256,44,323.21,0.0,0.5014,0.167284,0.176115,0.12495,0.122,0.355,0.97,0.86293,0.123789,0.93,0.02,0.366667,0.973333,0.885338,0.124428,0.953333,0.02,205,0.8008,0.7724,9.935685
5,272,28,344.51,0.0,0.5004,0.195375,0.160479,0.1294,0.1188,0.175,0.955,0.862849,0.135439,0.93,0.02,0.213333,0.973333,0.886568,0.134914,0.953333,0.02,227,0.8346,0.7659,10.029699
6,276,24,325.74,0.0,0.5073,0.258738,0.205896,0.2433,0.2397,0.165,0.955,0.841576,0.145514,0.925,0.0125,0.253333,0.973333,0.864734,0.143685,0.953333,0.006666,218,0.7899,0.7527,7.932929
7,285,15,362.48,0.0,0.7055,0.179283,0.159091,0.1263,0.121,0.21,0.965,0.848526,0.140128,0.93,0.015,0.266667,0.973333,0.873286,0.140586,0.953333,0.02,240,0.8421,0.7345,10.093278
8,288,12,349.77,0.0011,0.9652,0.254302,0.225993,0.22505,0.1227,0.12,0.98,0.820972,0.156375,0.89,0.065,0.14,0.986667,0.846157,0.15567,0.926667,0.046666,225,0.7812,0.1748,9.13542
9,292,8,359.73,0.0,0.9671,0.412597,0.361027,0.24855,0.22535,0.26,0.98,0.852568,0.138637,0.935,0.03,0.333333,0.986667,0.86863,0.133939,0.96,0.013333,191,0.6541,0.1729,7.512746
