generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,247,53,745.72,0.0026,0.4925,0.097653,0.113557,0.0737,0.0582,0.001,0.5377,0.120274,0.142587,0.0928,0.0762,0.001,0.4936,0.120266,0.117835,0.1211,0.0549,0.0006,0.5351,0.128313,0.148935,0.12,0.0965,0.0034,0.4984,0.170894,0.170287,0.1238,0.095,0.0011,0.4956,0.115787,0.128209,0.1194,0.077,0.0021,0.4957,0.138936,0.152402,0.1213,0.0935,0.0008,0.4862,0.107877,0.126873,0.0968,0.0837,223,0.9028,1.1075,13.874169
1,261,39,328.42,0.0019,0.542,0.102807,0.135983,0.048,0.0444,0.0006,0.5361,0.136986,0.162592,0.1209,0.11,0.001,0.6035,0.125072,0.134514,0.121,0.0677,0.0006,0.5127,0.120551,0.139887,0.1197,0.1,0.0025,0.5036,0.143189,0.154823,0.1221,0.1005,0.0008,0.5308,0.119052,0.138527,0.1174,0.0956,0.0011,0.4903,0.129198,0.152458,0.1146,0.103,0.0008,0.4927,0.123146,0.152856,0.0682,0.0603,243,0.931,1.0692,12.681637
2,268,32,321.26,0.0014,0.5483,0.10056,0.152462,0.01505,0.01225,0.0007,0.607,0.104462,0.155697,0.01425,0.0132,0.0002,0.9754,0.12084,0.17727,0.06065,0.0572,0.0007,0.9436,0.135865,0.174109,0.0661,0.0611,0.0,0.9522,0.150648,0.183002,0.0814,0.07375,0.0006,0.5941,0.116009,0.153653,0.06335,0.0586,0.0011,0.6019,0.140482,0.170459,0.07065,0.06215,0.0004,0.7991,0.131135,0.171461,0.0582,0.0541,243,0.9067,1.0692,12.096231
3,267,33,310.0,0.0008,0.5467,0.07864,0.146685,0.0112,0.0054,0.0004,0.9455,0.118776,0.188539,0.0152,0.0138,0.0,0.974,0.131772,0.241548,0.0146,0.0118,0.0002,0.9482,0.132282,0.213313,0.017,0.0162,0.0,0.9556,0.152831,0.241478,0.0185,0.0185,0.0003,0.949,0.126038,0.184852,0.0206,0.02,0.0011,0.9467,0.134623,0.193832,0.0251,0.0225,0.0009,0.9436,0.125038,0.210444,0.0163,0.0137,225,0.8427,1.0692,12.025929
4,277,23,332.67,0.0,0.9527,0.086735,0.159089,0.0085,0.0046,0.0006,0.9674,0.111359,0.231208,0.0099,0.008,0.0,0.9735,0.088014,0.191257,0.0071,0.0068,0.0002,0.944,0.095917,0.198426,0.0093,0.0077,0.0,0.975,0.187048,0.259554,0.0669,0.0602,0.0005,0.9719,0.169868,0.275482,0.0229,0.0223,0.0005,0.9705,0.140388,0.235599,0.0196,0.0177,0.001,0.9713,0.12067,0.204224,0.0107,0.0085,235,0.8484,0.7273,11.622435
5,285,15,331.0,0.0,0.9548,0.100622,0.222674,0.0085,0.0053,0.0001,0.97,0.084549,0.192421,0.0069,0.0056,0.0,0.9736,0.108559,0.229177,0.0068,0.006,0.0,0.9439,0.088986,0.204694,0.006,0.0041,0.0,0.9724,0.17213,0.26219,0.012,0.0115,0.0005,0.9732,0.146506,0.264621,0.0088,0.0071,0.0001,0.9735,0.174332,0.274171,0.0121,0.0116,0.0002,0.9713,0.124315,0.236654,0.0098,0.0076,234,0.8211,0.6883,11.246255
6,271,29,321.41,0.0,0.9734,0.110435,0.25283,0.0071,0.0038,0.0005,0.97,0.068544,0.163079,0.006,0.004,0.0,0.9746,0.127385,0.242185,0.0077,0.0075,0.0,0.9716,0.110542,0.230263,0.0059,0.0049,0.0,0.9724,0.173444,0.255448,0.014,0.014,0.0,0.9732,0.160065,0.279617,0.0094,0.0078,0.0,0.9646,0.140602,0.2295,0.0094,0.0081,0.0,0.9745,0.108983,0.219163,0.0072,0.0054,225,0.8303,0.4673,11.180635
7,253,47,302.68,0.0,0.9771,0.092703,0.214138,0.0071,0.0038,0.0004,0.9758,0.114926,0.251209,0.0057,0.0039,0.0,0.9736,0.102428,0.202546,0.0059,0.0057,0.0,0.9728,0.092824,0.209057,0.0059,0.0049,0.0,0.9754,0.190607,0.305633,0.0096,0.0087,0.0002,0.9732,0.149215,0.282727,0.0086,0.0072,0.0,0.9646,0.129242,0.224403,0.0082,0.0065,0.0004,0.9716,0.128057,0.247845,0.0063,0.0042,216,0.8538,0.4629,11.155756
8,268,32,319.7,0.0,0.9771,0.084624,0.206776,0.0071,0.00305,0.0,0.9752,0.177601,0.310891,0.00615,0.00465,0.0,0.974,0.128248,0.249042,0.00605,0.00595,0.0,0.9734,0.111769,0.230845,0.0064,0.0053,0.0,0.974,0.148224,0.254739,0.00865,0.0074,0.0005,0.9732,0.12124,0.242438,0.0089,0.00695,0.0002,0.9623,0.131429,0.214499,0.00785,0.00685,0.0003,0.9716,0.096866,0.205143,0.00635,0.00415,233,0.8694,0.4629,11.212764
9,268,32,344.85,0.0,0.9771,0.073825,0.18611,0.0074,0.0032,0.0006,0.9747,0.115429,0.224672,0.0061,0.00475,0.0,0.978,0.14629,0.2595,0.00805,0.00795,0.0,0.9728,0.117778,0.226177,0.00775,0.00695,0.0,0.9739,0.178427,0.284055,0.0112,0.0111,0.0003,0.9732,0.155921,0.266919,0.0096,0.00865,0.0,0.9633,0.122778,0.224819,0.00865,0.0068,0.0005,0.9713,0.089553,0.179264,0.00735,0.00525,245,0.9142,0.4629,11.501474
10,264,36,327.12,0.0,0.9771,0.084798,0.210358,0.007,0.00335,0.0004,0.9757,0.156658,0.297504,0.0059,0.0042,0.0,0.9768,0.13455,0.267067,0.00675,0.00655,0.0,0.9716,0.098773,0.210028,0.0067,0.0057,0.0,0.975,0.149595,0.254083,0.0082,0.0074,0.0001,0.9727,0.136231,0.26526,0.00755,0.00565,0.0004,0.9731,0.125759,0.22493,0.0075,0.006,0.0002,0.9724,0.113635,0.235831,0.0061,0.0039,235,0.8902,0.4629,11.255429
11,260,40,300.89,0.0,0.9771,0.095925,0.214667,0.00735,0.00435,0.0002,0.9759,0.165914,0.309858,0.0061,0.0045,0.0,0.9757,0.111483,0.225641,0.0057,0.0056,0.0,0.9727,0.08149,0.191864,0.0063,0.0049,0.0,0.9766,0.186105,0.29911,0.00925,0.00915,0.0001,0.9736,0.132212,0.269584,0.00785,0.00575,0.0,0.9748,0.132538,0.229312,0.0067,0.0057,0.0,0.9724,0.094333,0.207392,0.006,0.00395,221,0.85,0.4462,11.150383
12,274,26,344.87,0.0,0.9749,0.090961,0.223644,0.007,0.0037,0.0,0.9748,0.153216,0.297938,0.00645,0.00495,0.0,0.9757,0.099054,0.214964,0.0053,0.0052,0.0,0.9744,0.081299,0.184625,0.0063,0.0054,0.0,0.9755,0.181413,0.30328,0.0084,0.00695,0.0,0.9726,0.14834,0.285367,0.0084,0.00635,0.0,0.9751,0.133924,0.254967,0.0068,0.0049,0.0003,0.9733,0.111794,0.225731,0.0068,0.0045,249,0.9088,0.4462,11.033857
13,276,24,329.42,0.0,0.9748,0.090172,0.219574,0.0071,0.004,0.0,0.9771,0.148533,0.283942,0.00645,0.00515,0.0,0.9757,0.088978,0.208416,0.0059,0.00565,0.0,0.9716,0.104588,0.205249,0.0055,0.0047,0.0,0.9756,0.185192,0.297149,0.0099,0.0098,0.0001,0.9737,0.135007,0.263941,0.0083,0.0061,0.0,0.9751,0.15699,0.262986,0.007,0.00605,0.0004,0.9733,0.090539,0.195675,0.0061,0.0039,242,0.8768,0.4458,11.090625
14,269,31,320.08,0.0,0.9755,0.107281,0.242122,0.0074,0.0052,0.0005,0.9756,0.13626,0.266554,0.007,0.0055,0.0,0.9757,0.135483,0.26368,0.0064,0.0058,0.0,0.974,0.106684,0.232721,0.0068,0.0056,0.0,0.9754,0.171574,0.281132,0.0085,0.0084,0.0,0.9747,0.118333,0.247289,0.008,0.0058,0.0,0.9751,0.133792,0.246737,0.0071,0.0062,0.0004,0.9733,0.090593,0.190071,0.0066,0.0046,236,0.8773,0.4458,10.957031
15,279,21,312.76,0.0,0.9742,0.08621,0.202665,0.0074,0.0053,0.0001,0.976,0.126158,0.249833,0.0066,0.0051,0.0,0.9757,0.131357,0.267506,0.0063,0.0056,0.0,0.974,0.101006,0.224029,0.0068,0.0056,0.0,0.9759,0.192718,0.301746,0.0094,0.0094,0.0001,0.9736,0.129794,0.246553,0.0081,0.0061,0.0,0.9751,0.12424,0.233619,0.0077,0.0063,0.0003,0.9743,0.108518,0.233793,0.0067,0.0045,238,0.853,0.4458,11.222751
16,273,27,317.45,0.0,0.9742,0.1059,0.245603,0.0073,0.0055,0.0005,0.974,0.1638,0.292612,0.0082,0.0071,0.0,0.9757,0.099702,0.221662,0.0065,0.0056,0.0,0.9768,0.128147,0.250991,0.0079,0.0071,0.0,0.976,0.161332,0.275841,0.0088,0.0082,0.0001,0.9736,0.126539,0.256041,0.008,0.0057,0.0,0.9751,0.125778,0.237579,0.007,0.0061,0.0001,0.9743,0.088801,0.193726,0.0064,0.0043,233,0.8535,0.4458,11.025529
17,271,29,322.13,0.0,0.9777,0.109946,0.25177,0.0075,0.0054,0.0,0.9755,0.130446,0.268984,0.0068,0.0054,0.0,0.9757,0.119832,0.259913,0.0067,0.0057,0.0,0.9768,0.107083,0.233409,0.0063,0.0051,0.0,0.9756,0.204813,0.306169,0.0092,0.0091,0.0,0.9747,0.098101,0.224124,0.0075,0.0052,0.0,0.9733,0.15136,0.267929,0.0074,0.0067,0.0001,0.9743,0.078418,0.185236,0.0058,0.0038,244,0.9004,0.4423,10.889242
18,270,30,315.75,0.0,0.9777,0.111738,0.248344,0.0071,0.0059,0.0,0.9746,0.1505,0.282225,0.00695,0.00605,0.0,0.9755,0.087247,0.21813,0.0053,0.0045,0.0,0.9763,0.107374,0.24215,0.0063,0.0055,0.0,0.9741,0.189635,0.30241,0.009,0.0081,0.0003,0.9746,0.110824,0.242685,0.0083,0.0058,0.0,0.9754,0.133307,0.248666,0.0069,0.0058,0.0001,0.9743,0.109376,0.25299,0.007,0.0049,232,0.8593,0.4423,10.984262
19,273,27,333.78,0.0,0.9777,0.11833,0.26532,0.0073,0.0054,0.0,0.9754,0.187529,0.316746,0.0072,0.0063,0.0,0.9755,0.085096,0.218117,0.0046,0.004,0.0,0.9745,0.115536,0.256595,0.0063,0.0053,0.0,0.9748,0.174307,0.291242,0.0081,0.007,0.0003,0.9739,0.111213,0.240685,0.008,0.0055,0.0,0.9761,0.112271,0.229804,0.0066,0.0053,0.0001,0.9743,0.095719,0.228551,0.0065,0.0045,242,0.8864,0.4423,10.705919
