generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,239,61,726.59,0.0051,0.5387,0.119833,0.09654,0.1195,0.0381,0.0062,0.3695,0.105888,0.062286,0.1166,0.0314,0.0046,0.4981,0.104348,0.108184,0.0676,0.0543,0.0046,0.537,0.101659,0.108652,0.066,0.0538,0.0054,0.5466,0.202528,0.183816,0.1254,0.0776,0.007,0.4934,0.107942,0.098836,0.083,0.042,0.0055,0.5955,0.132577,0.132667,0.1204,0.053,0.0067,0.4739,0.125224,0.104608,0.1196,0.0485,206,0.8619,1.8666,14.402435
1,264,36,326.01,0.0066,0.5419,0.144264,0.12364,0.1243,0.01885,0.0049,0.5306,0.106611,0.076615,0.1186,0.02805,0.0046,0.5582,0.113508,0.12802,0.06935,0.0563,0.0042,0.537,0.102113,0.110438,0.0691,0.05715,0.0051,0.5778,0.17383,0.163262,0.12295,0.05975,0.0039,0.4934,0.122368,0.119981,0.0954,0.03555,0.0055,0.5465,0.124483,0.127221,0.11235,0.0479,0.0046,0.5357,0.112821,0.094836,0.11735,0.0462,241,0.9129,1.8666,13.717859
2,270,30,312.88,0.0019,0.5419,0.134397,0.139146,0.11785,0.05075,0.0026,0.5433,0.117354,0.117101,0.1075,0.0389,0.004,0.5661,0.096676,0.124634,0.06745,0.05485,0.0039,0.5376,0.093432,0.116486,0.0683,0.0529,0.004,0.5778,0.163049,0.177035,0.07025,0.05485,0.0048,0.5722,0.121136,0.134242,0.06775,0.052,0.0053,0.5914,0.14019,0.139995,0.11875,0.05135,0.0064,0.5842,0.133766,0.142205,0.111,0.04435,226,0.837,1.8666,12.359901
3,292,8,348.98,0.0054,0.5959,0.132107,0.152326,0.07035,0.0534,0.0045,0.536,0.114589,0.115505,0.10105,0.03455,0.0046,0.6338,0.095112,0.117921,0.0685,0.0536,0.004,0.5535,0.09891,0.119884,0.0664,0.05445,0.0044,0.5817,0.168102,0.178454,0.0837,0.04145,0.0054,0.5757,0.129904,0.145077,0.0792,0.0451,0.0051,0.5914,0.138663,0.153158,0.09275,0.0351,0.0046,0.561,0.122614,0.128441,0.1064,0.03645,257,0.8801,1.8615,12.071329
4,297,3,381.6,0.0045,0.6307,0.115097,0.141578,0.0662,0.0525,0.0042,0.5732,0.100263,0.109083,0.0901,0.0367,0.0043,0.6388,0.131068,0.165413,0.0927,0.0402,0.0046,0.6182,0.093754,0.102662,0.0706,0.0518,0.0061,0.6008,0.171056,0.180998,0.1184,0.0716,0.0041,0.6325,0.124142,0.14234,0.1057,0.0412,0.0038,0.6325,0.14392,0.166452,0.117,0.056,0.0046,0.6018,0.120701,0.132831,0.1094,0.0432,275,0.9259,1.8069,12.087844
5,283,17,356.72,0.0059,0.6428,0.14367,0.176577,0.0731,0.0518,0.0052,0.606,0.119154,0.141482,0.093,0.0406,0.0047,0.6548,0.104296,0.138569,0.0646,0.0521,0.0041,0.6746,0.115464,0.135484,0.1061,0.023,0.0058,0.6294,0.171523,0.189571,0.1113,0.0714,0.005,0.6617,0.112515,0.142046,0.0858,0.0441,0.0063,0.6554,0.131308,0.160459,0.0915,0.0398,0.003,0.5918,0.10207,0.102118,0.1028,0.0304,261,0.9223,1.6983,12.177591
6,295,5,377.76,0.0049,0.5997,0.113303,0.146013,0.066,0.0522,0.0031,0.606,0.098287,0.12054,0.0744,0.0505,0.0051,0.6388,0.115574,0.147704,0.0722,0.0522,0.0058,0.685,0.108088,0.130823,0.1015,0.0328,0.0079,0.6296,0.164135,0.182348,0.101,0.055,0.0067,0.6742,0.120425,0.154278,0.0874,0.043,0.0067,0.6633,0.145118,0.176349,0.1067,0.0596,0.0051,0.6743,0.135069,0.163075,0.1002,0.05,273,0.9254,1.6983,11.899778
7,296,4,382.09,0.005,0.6625,0.101692,0.13398,0.0566,0.042,0.0037,0.606,0.097996,0.127056,0.06515,0.0497,0.0031,0.698,0.120907,0.157541,0.07155,0.0495,0.0044,0.674,0.11157,0.139747,0.09375,0.03965,0.0053,0.6678,0.144495,0.170976,0.0805,0.0429,0.0064,0.6757,0.135136,0.168613,0.09065,0.04745,0.0065,0.6533,0.147902,0.179285,0.097,0.05025,0.0047,0.6739,0.140302,0.173993,0.0923,0.05115,274,0.9257,1.6871,11.788512
8,289,11,358.79,0.0052,0.6931,0.122616,0.169578,0.067,0.05,0.0064,0.6735,0.115889,0.146934,0.0795,0.0461,0.0048,0.671,0.101596,0.141791,0.0574,0.0449,0.0044,0.6798,0.127544,0.169866,0.0691,0.0499,0.0025,0.6886,0.144487,0.178351,0.0701,0.0429,0.0011,0.695,0.139888,0.178619,0.0718,0.0467,0.0015,0.6711,0.117516,0.157267,0.0661,0.0445,0.0017,0.675,0.130465,0.168516,0.0712,0.0482,263,0.91,1.6871,11.596513
9,290,10,383.95,0.0055,0.7017,0.111845,0.162919,0.0583,0.04025,0.0038,0.6428,0.116403,0.147551,0.0736,0.0481,0.0047,0.6496,0.108023,0.154552,0.0541,0.0412,0.0041,0.6772,0.106271,0.139123,0.0648,0.04295,0.006,0.6629,0.137447,0.176376,0.06355,0.04395,0.0056,0.7236,0.142783,0.189231,0.0666,0.0466,0.006,0.6958,0.137037,0.18651,0.0644,0.0447,0.0059,0.7509,0.14019,0.176628,0.07585,0.0471,274,0.9448,1.6871,11.62432
