generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,230,70,748.07,0.0004,0.5753,0.128836,0.06135,0.1246,0.0029,0.0,0.935,0.750652,0.191074,0.78,0.005,0.0,0.953333,0.759304,0.195673,0.773333,0.003333,186,0.8087,2.5247,11.834903
1,263,37,319.8,0.0004,0.5753,0.14086,0.079647,0.1249,0.0031,0.0,0.935,0.824259,0.179317,0.905,0.02,0.0,0.953333,0.845678,0.187404,0.94,0.013333,213,0.8099,2.5247,11.48933
2,277,23,309.45,0.0013,0.6415,0.16359,0.103578,0.1266,0.0047,0.0,0.94,0.837545,0.178495,0.915,0.01,0.0,0.953333,0.864669,0.184916,0.953333,0.0,212,0.7653,1.6585,11.157277
3,274,26,334.7,0.0011,0.6415,0.199577,0.118874,0.1637,0.0748,0.0,0.94,0.812774,0.191269,0.915,0.01,0.0,0.953333,0.835645,0.198502,0.953333,0.0,231,0.8431,1.6585,10.982832
4,272,28,327.32,0.0009,0.6803,0.209965,0.144384,0.2153,0.0897,0.0,0.935,0.782978,0.197979,0.915,0.0125,0.0,0.96,0.803995,0.207277,0.946667,0.006666,233,0.8566,0.7658,10.728417
5,272,28,343.0,0.0012,0.6777,0.23801,0.162016,0.2413,0.11585,0.0,0.935,0.775882,0.180113,0.89,0.0425,0.02,0.96,0.795784,0.188072,0.916667,0.036667,250,0.9191,0.7655,10.225079
6,273,27,350.81,0.001,0.6851,0.240586,0.177015,0.2269,0.1026,0.0,0.935,0.750604,0.194711,0.78,0.145,0.0,0.96,0.76928,0.202009,0.773333,0.173334,256,0.9377,0.7603,9.801978
7,274,26,334.31,0.001,0.6853,0.264181,0.181625,0.24475,0.12075,0.095,0.935,0.757318,0.198021,0.855,0.08,0.1,0.96,0.778102,0.204331,0.886667,0.073333,253,0.9234,0.7603,9.407279
8,276,24,352.58,0.0006,0.6849,0.267206,0.182215,0.2455,0.1233,0.0,0.935,0.775072,0.201434,0.905,0.03,0.0,0.96,0.795169,0.209209,0.926667,0.033333,255,0.9239,0.7501,9.114388
9,291,9,347.97,0.0006,0.954,0.283294,0.193189,0.2462,0.1258,0.0,0.935,0.801993,0.174148,0.915,0.02,0.086667,0.96,0.822153,0.179879,0.94,0.02,267,0.9175,0.306,8.278562
10,298,2,362.89,0.0008,0.9568,0.281004,0.19382,0.246,0.12445,0.365,0.935,0.837953,0.142876,0.9175,0.0175,0.373333,0.96,0.860335,0.149124,0.953333,0.006667,260,0.8725,0.3032,8.078594
11,299,1,352.41,0.001,0.9603,0.280802,0.209126,0.2455,0.1586,0.0,0.935,0.856873,0.131906,0.925,0.01,0.0,0.96,0.879041,0.139367,0.953333,0.006667,254,0.8495,0.2997,7.984281
12,300,0,353.63,0.0008,0.9603,0.286792,0.215674,0.2454,0.12305,0.0,0.94,0.8669,0.125948,0.925,0.01,0.0,0.96,0.890155,0.130349,0.953333,0.006667,252,0.84,0.2997,8.083608
13,300,0,376.36,0.0011,0.9603,0.300259,0.238733,0.2471,0.1257,0.34,0.935,0.884933,0.091041,0.925,0.01,0.313333,0.96,0.908933,0.096512,0.953333,0.006667,252,0.84,0.2997,8.060008
14,297,3,377.4,0.0005,0.9619,0.287071,0.234088,0.2434,0.121,0.365,0.945,0.880842,0.090999,0.92,0.015,0.42,0.966667,0.906105,0.095237,0.953333,0.006667,258,0.8687,0.2981,8.428619
15,298,2,371.68,0.0011,0.9619,0.298731,0.248213,0.2468,0.1246,0.0,0.945,0.883725,0.099678,0.925,0.01,0.0,0.966667,0.9083,0.104049,0.953333,0.006667,264,0.8859,0.2981,8.314961
16,298,2,377.21,0.0003,0.9619,0.332524,0.263926,0.2487,0.1269,0.0,0.945,0.889581,0.095487,0.925,0.01,0.0,0.966667,0.91481,0.099377,0.953333,0.006667,256,0.8591,0.2981,7.831906
