generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,240,60,728.94,0.0012,0.4485,0.12751,0.031855,0.12505,0.00255,0.0,0.94,0.783771,0.167499,0.79,0.0,0.0,0.973333,0.787722,0.173374,0.773333,0.0,185,0.7708,11.0252,11.80824
1,263,37,322.75,0.0012,0.2555,0.128633,0.029485,0.1251,0.0027,0.0,0.94,0.855342,0.131127,0.915,0.005,0.0,0.973333,0.878859,0.141532,0.946667,0.006666,220,0.8365,11.0238,11.466729
2,262,38,304.71,0.0018,0.2557,0.135989,0.040576,0.12585,0.00295,0.0,0.94,0.875496,0.150135,0.915,0.0,0.0,0.973333,0.905496,0.156434,0.953333,0.0,207,0.7901,11.0238,11.414469
3,245,55,285.13,0.0008,0.4783,0.140408,0.061907,0.1262,0.0043,0.0,0.955,0.872469,0.147354,0.915,0.01,0.0,0.973333,0.900163,0.153054,0.953333,0.013333,212,0.8653,11.0177,11.420898
4,257,43,284.99,0.0009,0.4878,0.154561,0.075949,0.1263,0.0053,0.0,0.955,0.85393,0.16503,0.92,0.015,0.0,0.973333,0.881297,0.16956,0.953333,0.02,222,0.8638,1.0522,11.397112
5,245,55,286.39,0.001,0.496,0.165768,0.093289,0.1286,0.0801,0.0,0.955,0.860816,0.165771,0.925,0.015,0.0,0.973333,0.889143,0.171811,0.953333,0.013334,210,0.8571,1.044,11.206885
6,253,47,274.31,0.0008,0.4972,0.198857,0.121969,0.213,0.0848,0.305,0.955,0.866877,0.126587,0.925,0.015,0.326667,0.973333,0.893544,0.12941,0.953333,0.02,209,0.8261,1.0342,10.54312
7,230,70,260.55,0.0008,0.8284,0.227535,0.1602,0.2162,0.0916,0.175,0.955,0.83563,0.143069,0.87,0.065,0.193333,0.973333,0.859478,0.145865,0.9,0.066667,198,0.8609,0.7116,9.603857
8,224,76,252.56,0.0007,0.8284,0.290993,0.190874,0.24725,0.23655,0.305,0.955,0.828192,0.121665,0.865,0.055,0.326667,0.973333,0.85372,0.122382,0.893333,0.05,194,0.8661,0.7116,7.467668
9,242,58,280.81,0.0014,0.8284,0.340363,0.189906,0.4814,0.0163,0.125,0.955,0.812665,0.124502,0.865,0.005,0.153333,0.973333,0.839146,0.124843,0.893333,0.006667,205,0.8471,0.7116,6.11972
10,249,51,286.13,0.0016,0.8284,0.350983,0.207187,0.4858,0.0093,0.0,0.945,0.80494,0.131738,0.865,0.005,0.0,0.973333,0.830442,0.13404,0.893333,0.006667,205,0.8233,0.7116,5.533916
11,244,56,278.24,0.0025,0.8363,0.358407,0.216765,0.4848,0.01585,0.025,0.95,0.790041,0.163783,0.865,0.005,0.106667,0.973333,0.81724,0.162718,0.893333,0.006667,198,0.8115,0.7037,5.70274
12,259,41,299.42,0.0017,0.8363,0.378022,0.239077,0.484,0.2337,0.0,0.945,0.805386,0.156384,0.87,0.005,0.0,0.973333,0.830991,0.158456,0.9,0.006667,209,0.8069,0.7037,5.922827
13,247,53,293.85,0.0015,0.8367,0.382672,0.280322,0.481,0.3468,0.0,0.955,0.761417,0.197428,0.865,0.005,0.0,0.973333,0.786505,0.202287,0.893333,0.006667,200,0.8097,0.7033,6.480728
14,256,44,300.56,0.0012,0.8373,0.437866,0.286816,0.4849,0.34065,0.0,0.945,0.788496,0.184425,0.865,0.005,0.0,0.973333,0.815104,0.1881,0.893333,0.006667,204,0.7969,0.7027,5.880649
15,263,37,317.93,0.003,0.8399,0.486243,0.288599,0.488,0.3404,0.0,0.945,0.79846,0.165161,0.865,0.005,0.0,0.973333,0.825627,0.169244,0.893333,0.006667,199,0.7567,0.7001,5.014137
16,235,65,290.27,0.0016,0.8399,0.422988,0.307164,0.4736,0.3511,0.0,0.95,0.780106,0.183318,0.865,0.005,0.0,0.96,0.806553,0.189798,0.893333,0.006667,195,0.8298,0.7001,6.539906
17,251,49,292.56,0.0033,0.8399,0.4722,0.29384,0.4888,0.341,0.0,0.94,0.783665,0.18223,0.865,0.005,0.0,0.973333,0.811022,0.18412,0.893333,0.006667,198,0.7888,0.7001,5.627641
18,236,64,278.35,0.0022,0.8399,0.501142,0.293811,0.4892,0.34015,0.0,0.94,0.801398,0.148005,0.865,0.005,0.0,0.973333,0.829181,0.151744,0.893333,0.006667,195,0.8263,0.7001,5.28318
19,229,71,246.96,0.0034,0.8399,0.515914,0.291775,0.4897,0.3416,0.0,0.94,0.798144,0.172039,0.865,0.005,0.0,0.973333,0.827278,0.17136,0.893333,0.0,175,0.7642,0.7001,5.05579
20,246,54,270.0,0.0009,0.9693,0.547662,0.295405,0.49475,0.33515,0.0,0.94,0.817825,0.138885,0.865,0.0025,0.0,0.973333,0.845935,0.143186,0.893333,0.0,182,0.7398,0.5707,4.354126
21,226,74,268.97,0.0009,0.9693,0.451888,0.303934,0.48625,0.3443,0.0,0.915,0.790774,0.179949,0.865,0.005,0.0,0.953333,0.817699,0.184806,0.893333,0.006667,187,0.8274,0.5707,5.870944
22,241,59,276.68,0.0029,0.9761,0.521744,0.284892,0.4907,0.3377,0.0,0.94,0.79583,0.165629,0.865,0.005,0.0,0.973333,0.824371,0.166824,0.893333,0.006667,184,0.7635,0.5639,4.544232
23,231,69,259.38,0.0031,0.9761,0.50893,0.320124,0.4909,0.3415,0.0,0.93,0.809394,0.137528,0.865,0.005,0.0,0.953333,0.837402,0.138338,0.893333,0.006666,187,0.8095,0.5639,5.335658
24,232,68,255.88,0.0033,0.9761,0.564812,0.314306,0.4936,0.33965,0.0,0.92,0.802716,0.152746,0.865,0.0,0.0,0.946667,0.830804,0.154268,0.893333,0.0,184,0.7931,0.5639,4.427257
25,254,46,290.51,0.002,0.9761,0.51219,0.332965,0.4869,0.3496,0.0,0.915,0.771299,0.19156,0.865,0.005,0.0,0.953333,0.798215,0.195036,0.893333,0.006667,207,0.815,0.5639,5.601275
26,258,42,300.82,0.0027,0.9761,0.520754,0.334141,0.48885,0.34335,0.0,0.94,0.79562,0.164517,0.865,0.005,0.0,0.973333,0.824806,0.166379,0.893333,0.0,211,0.8178,0.5639,5.317928
27,255,45,306.0,0.003,0.9761,0.534946,0.338942,0.4899,0.3471,0.0,0.94,0.790725,0.16946,0.865,0.005,0.0,0.973333,0.817751,0.173874,0.893333,0.0,205,0.8039,0.5639,5.263877
28,266,34,320.67,0.0019,0.9761,0.540053,0.341138,0.48915,0.36105,0.0,0.925,0.798816,0.149841,0.865,0.005,0.0,0.953333,0.82594,0.153185,0.893333,0.006667,195,0.7331,0.5249,4.988293
29,268,32,335.29,0.0025,0.9764,0.528637,0.353182,0.4885,0.364,0.0,0.93,0.773843,0.19317,0.865,0.005,0.0,0.953333,0.801667,0.194258,0.893333,0.006667,202,0.7537,0.5236,5.264274
30,273,27,357.19,0.0023,0.9793,0.491632,0.363159,0.4857,0.3643,0.0,0.94,0.758938,0.200623,0.865,0.005,0.0,0.973333,0.786105,0.203999,0.893333,0.006667,215,0.7875,0.5207,5.887269
31,274,26,325.9,0.002,0.9793,0.513642,0.350029,0.48845,0.3624,0.0,0.94,0.765511,0.200389,0.865,0.005,0.0,0.973333,0.793017,0.205051,0.893333,0.006667,218,0.7956,0.5207,5.350883
32,283,17,337.4,0.0027,0.9793,0.500943,0.35665,0.4875,0.3638,0.0,0.94,0.757562,0.198745,0.865,0.01,0.0,0.973333,0.787091,0.200757,0.893333,0.013333,227,0.8021,0.5207,5.683439
33,270,30,329.22,0.0014,0.9798,0.500298,0.361203,0.48715,0.3631,0.0,0.94,0.770222,0.195718,0.865,0.01,0.0,0.973333,0.79879,0.200216,0.893333,0.02,216,0.8,0.5202,5.857257
34,272,28,329.46,0.0007,0.9798,0.502159,0.354119,0.48815,0.362,0.0,0.94,0.767923,0.19858,0.865,0.01,0.0,0.973333,0.798554,0.200793,0.893333,0.02,219,0.8051,0.5202,5.88887
35,279,21,419.06,0.0015,0.9799,0.466007,0.364734,0.4873,0.364,0.0,0.94,0.754552,0.198875,0.865,0.015,0.0,0.973333,0.784851,0.2003,0.893333,0.026667,237,0.8495,0.4839,6.004244
36,278,22,446.78,0.0021,0.9799,0.437442,0.363985,0.46735,0.3458,0.0,0.94,0.738183,0.202619,0.865,0.02,0.0,0.973333,0.768537,0.204674,0.893333,0.026667,241,0.8669,0.4839,6.900616
37,275,25,391.8,0.0014,0.9802,0.450995,0.349679,0.4774,0.3516,0.0,0.94,0.750091,0.202458,0.865,0.015,0.0,0.973333,0.779733,0.208422,0.893333,0.026667,241,0.8764,0.4839,6.728424
38,284,16,360.32,0.0012,0.9802,0.415138,0.354139,0.2533,0.2332,0.0,0.94,0.725669,0.221862,0.865,0.04,0.0,0.973333,0.755962,0.22287,0.893333,0.033334,262,0.9225,0.4839,7.390707
39,280,20,339.28,0.0007,0.9802,0.48314,0.353201,0.48555,0.36015,0.0,0.94,0.755375,0.20497,0.865,0.0225,0.0,0.973333,0.786667,0.205054,0.893333,0.026667,255,0.9107,0.4813,6.178717
40,279,21,368.11,0.0012,0.9807,0.432963,0.364182,0.2551,0.2337,0.0,0.94,0.722975,0.228049,0.865,0.025,0.0,0.973333,0.754671,0.228164,0.893333,0.033334,256,0.9176,0.4813,7.131553
41,285,15,368.16,0.0019,0.981,0.455836,0.365209,0.4758,0.352,0.0,0.94,0.758754,0.201396,0.87,0.015,0.0,0.973333,0.789123,0.203972,0.9,0.02,253,0.8877,0.479,6.528375
42,290,10,404.11,0.0023,0.981,0.433593,0.34487,0.47175,0.3458,0.0,0.94,0.732052,0.210657,0.865,0.025,0.0,0.973333,0.762253,0.214566,0.893333,0.033334,268,0.9241,0.479,6.884752
43,291,9,379.11,0.0,0.981,0.44154,0.356201,0.4613,0.3367,0.0,0.94,0.714725,0.233423,0.86,0.055,0.0,0.973333,0.744765,0.233471,0.893333,0.06,266,0.9141,0.479,6.961553
44,288,12,360.58,0.0015,0.981,0.432749,0.356053,0.25285,0.22985,0.0,0.94,0.72941,0.231054,0.865,0.045,0.0,0.973333,0.75875,0.234571,0.9,0.036666,257,0.8924,0.479,7.25364
45,296,4,358.03,0.0028,0.9819,0.448676,0.356989,0.4767,0.35165,0.0,0.94,0.714172,0.250009,0.87,0.025,0.0,0.973333,0.745315,0.250112,0.9,0.026667,255,0.8615,0.479,6.773621
46,294,6,376.65,0.0016,0.9815,0.447988,0.374658,0.4183,0.29625,0.0,0.94,0.711633,0.233998,0.855,0.0575,0.0,0.973333,0.740726,0.235513,0.89,0.07,251,0.8537,0.479,7.219359
47,292,8,354.94,0.0019,0.9815,0.463615,0.375269,0.45215,0.3298,0.0,0.94,0.730411,0.216377,0.865,0.025,0.0,0.973333,0.760068,0.219532,0.893333,0.033334,243,0.8322,0.479,6.861385
48,286,14,363.96,0.0,0.9815,0.457802,0.36843,0.4803,0.35745,0.0,0.94,0.755,0.190017,0.87,0.02,0.066667,0.973333,0.784196,0.193288,0.9,0.026667,236,0.8252,0.479,6.522337
49,296,4,387.94,0.0002,0.981,0.446705,0.369936,0.4595,0.3368,0.0,0.94,0.753733,0.20076,0.875,0.025,0.0,0.973333,0.783288,0.205026,0.91,0.023333,241,0.8142,0.479,6.673633
50,293,7,369.57,0.0,0.981,0.441676,0.370799,0.2497,0.2373,0.0,0.94,0.742082,0.207965,0.865,0.025,0.0,0.973333,0.771468,0.212224,0.906667,0.026666,253,0.8635,0.479,7.055457
51,294,6,376.03,0.002,0.981,0.406805,0.356706,0.2468,0.2359,0.0,0.94,0.717925,0.230192,0.85,0.0675,0.0,0.973333,0.747234,0.231725,0.88,0.09,254,0.8639,0.479,7.370066
52,292,8,384.09,0.0,0.981,0.367831,0.323709,0.2441,0.2321,0.0,0.94,0.723425,0.210995,0.82,0.075,0.0,0.973333,0.752763,0.212747,0.833333,0.093334,264,0.9041,0.479,7.80347
53,297,3,401.81,0.0,0.981,0.346607,0.309709,0.2376,0.2222,0.0,0.94,0.714175,0.214628,0.78,0.11,0.0,0.973333,0.743816,0.215533,0.78,0.14,273,0.9192,0.479,8.059723
54,298,2,383.55,0.0028,0.981,0.369952,0.316396,0.24515,0.2299,0.0,0.94,0.70599,0.216128,0.78,0.11,0.0,0.973333,0.737271,0.217326,0.78,0.146667,275,0.9228,0.479,7.951323
55,295,5,404.65,0.0024,0.981,0.35044,0.305324,0.2437,0.23,0.0,0.94,0.714051,0.215723,0.785,0.105,0.0,0.973333,0.745266,0.214406,0.78,0.14,276,0.9356,0.479,7.836475
56,294,6,346.21,0.0003,0.981,0.403894,0.321338,0.46405,0.3363,0.0,0.94,0.722381,0.21318,0.805,0.085,0.0,0.973333,0.751497,0.215609,0.846666,0.080001,258,0.8776,0.479,7.016923
57,295,5,341.02,0.0005,0.9821,0.434658,0.34345,0.4858,0.3606,0.0,0.94,0.74061,0.218703,0.87,0.02,0.0,0.973333,0.771141,0.220179,0.9,0.026667,250,0.8475,0.4779,6.36141
58,294,6,364.74,0.0016,0.9821,0.439119,0.362601,0.4735,0.34975,0.0,0.94,0.735748,0.203356,0.8675,0.0325,0.0,0.973333,0.769093,0.20286,0.9,0.033333,251,0.8537,0.4026,6.754486
