generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,267,33,742.07,0.0043,0.5371,0.089709,0.112552,0.0591,0.0515,0.0006,0.5285,0.152125,0.153145,0.1233,0.0931,0.0047,0.483,0.13972,0.1142,0.1228,0.0059,0.0015,0.4814,0.11408,0.108573,0.1234,0.0584,0.0076,0.4832,0.138987,0.119797,0.1238,0.0084,0.0027,0.48,0.131076,0.114647,0.1238,0.0106,0.005,0.4766,0.107538,0.11638,0.1183,0.0592,0.001,0.4817,0.126765,0.130645,0.123,0.0598,224,0.839,1.8712,13.403249
1,270,30,322.85,0.0028,0.5309,0.096054,0.11599,0.06645,0.05695,0.0008,0.5427,0.157304,0.149845,0.1238,0.0818,0.0029,0.4851,0.119621,0.096569,0.1223,0.00785,0.0025,0.5397,0.117761,0.124715,0.1212,0.0675,0.003,0.6089,0.139506,0.124222,0.1237,0.02605,0.0033,0.5343,0.134233,0.125615,0.1234,0.0422,0.0029,0.4852,0.111324,0.117441,0.11915,0.06405,0.0009,0.5166,0.124197,0.126766,0.12295,0.05395,244,0.9037,1.8712,13.224983
2,285,15,364.84,0.0053,0.5327,0.107943,0.122042,0.0842,0.0661,0.0008,0.5427,0.163233,0.1608,0.1232,0.0577,0.0052,0.4846,0.124365,0.103288,0.1225,0.0083,0.0037,0.5441,0.122267,0.129674,0.1226,0.0571,0.0054,0.6237,0.123361,0.127473,0.1218,0.0338,0.0036,0.5527,0.118594,0.114135,0.1226,0.0164,0.0041,0.6009,0.132442,0.131574,0.123,0.0563,0.001,0.5161,0.107795,0.121598,0.1198,0.0556,267,0.9368,1.8712,12.864268
3,289,11,362.49,0.0045,0.5303,0.120271,0.125449,0.102,0.0648,0.0009,0.5978,0.148089,0.15269,0.1215,0.0941,0.0024,0.5948,0.121015,0.117181,0.1211,0.0524,0.0023,0.5996,0.119955,0.136501,0.1197,0.0586,0.0032,0.7049,0.139237,0.142112,0.1227,0.05,0.0038,0.5527,0.126403,0.126518,0.1223,0.0548,0.003,0.6009,0.102461,0.118319,0.1119,0.051,0.001,0.5454,0.122569,0.130407,0.1213,0.057,263,0.91,1.8712,12.826511
4,295,5,366.18,0.005,0.9532,0.130827,0.150516,0.0691,0.0554,0.002,0.613,0.139443,0.146421,0.114,0.0859,0.0058,0.5977,0.118746,0.130989,0.0827,0.0486,0.0012,0.5926,0.149184,0.138077,0.1241,0.0805,0.0034,0.7049,0.096919,0.110349,0.0742,0.0517,0.0017,0.5299,0.126008,0.134332,0.0949,0.0683,0.0001,0.6356,0.112202,0.130956,0.07,0.0548,0.0,0.5941,0.126672,0.132667,0.096,0.0757,262,0.8881,0.5068,13.296902
5,300,0,392.33,0.0003,0.9537,0.151357,0.205725,0.10615,0.08195,0.0021,0.8373,0.151126,0.16784,0.1193,0.09885,0.0021,0.5996,0.115715,0.128735,0.0752,0.05485,0.0004,0.5618,0.117352,0.120205,0.0927,0.06945,0.0005,0.7075,0.114291,0.143559,0.06925,0.05435,0.0003,0.5896,0.122578,0.131843,0.0988,0.0778,0.0,0.7863,0.109321,0.12712,0.072,0.05405,0.0,0.5981,0.11826,0.129591,0.07845,0.06075,282,0.94,0.5063,13.188109
6,300,0,398.53,0.0007,0.9553,0.149439,0.199788,0.09175,0.07385,0.0023,0.8448,0.146092,0.17384,0.10775,0.0893,0.0001,0.5953,0.108946,0.127869,0.06535,0.05405,0.0001,0.5732,0.118185,0.123118,0.08925,0.0711,0.0002,0.8027,0.125358,0.151846,0.07635,0.0561,0.0014,0.8684,0.119173,0.134956,0.086,0.0676,0.0,0.8047,0.116742,0.137323,0.0716,0.05805,0.0,0.6172,0.116065,0.139782,0.0634,0.0559,282,0.94,0.5047,13.517694
7,300,0,398.11,0.0001,0.9553,0.124183,0.170066,0.04765,0.03825,0.0031,0.829,0.134749,0.147996,0.105,0.08235,0.0012,0.6092,0.10793,0.129499,0.0492,0.0427,0.0002,0.8259,0.128247,0.142914,0.09115,0.0705,0.0024,0.8544,0.140222,0.185113,0.0765,0.05965,0.0009,0.8787,0.131442,0.164023,0.08575,0.0651,0.0,0.7983,0.120499,0.15656,0.06975,0.05645,0.0,0.5938,0.112727,0.119367,0.0839,0.06605,282,0.94,0.5047,13.93015
8,300,0,408.26,0.0006,0.9555,0.133998,0.189911,0.05985,0.0521,0.0011,0.8195,0.142635,0.158505,0.12055,0.0992,0.0019,0.5953,0.089258,0.115554,0.02935,0.02375,0.0002,0.8581,0.131969,0.16513,0.0718,0.05785,0.0005,0.8213,0.119011,0.162124,0.04425,0.03945,0.0006,0.8791,0.149562,0.170055,0.12005,0.09965,0.0,0.7895,0.099,0.123348,0.03385,0.0307,0.0,0.9199,0.134567,0.15322,0.10255,0.08525,284,0.9467,0.5045,13.644135
9,299,1,408.32,0.0006,0.9555,0.139363,0.198275,0.0721,0.0584,0.0017,0.9105,0.145651,0.176785,0.1184,0.1003,0.0001,0.8631,0.094154,0.130944,0.0235,0.0205,0.0003,0.8719,0.122724,0.15747,0.0803,0.0657,0.0011,0.8227,0.116206,0.147138,0.0766,0.0635,0.0011,0.8791,0.13844,0.186051,0.0829,0.0678,0.0,0.9363,0.102234,0.139286,0.0326,0.0302,0.0,0.9199,0.141227,0.186328,0.1158,0.0963,283,0.9465,0.4464,12.926189
