generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,272,28,781.82,0.0011,0.58,0.167446,0.137567,0.12835,0.11365,0.0,0.94,0.582188,0.293214,0.735,0.1075,0.0,0.966667,0.599976,0.297159,0.743333,0.09,213,0.7831,1.8325,12.224466
1,286,14,381.21,0.0011,0.493,0.159677,0.132958,0.1251,0.109,0.0,0.945,0.583916,0.326638,0.67,0.24,0.0,0.973333,0.609371,0.328959,0.706667,0.233333,249,0.8706,1.827,12.158784
2,283,17,343.76,0.0026,0.493,0.218334,0.150341,0.2232,0.1348,0.0,0.935,0.627297,0.280438,0.67,0.195,0.0,0.96,0.652792,0.276179,0.713333,0.166667,223,0.788,1.827,11.595447
3,294,6,385.48,0.0021,0.493,0.182011,0.129565,0.19315,0.1153,0.0,0.93,0.635935,0.304894,0.855,0.045,0.0,0.953333,0.660136,0.299033,0.866667,0.06,259,0.881,1.0547,12.238737
4,300,0,382.97,0.0006,0.4853,0.192297,0.133668,0.18535,0.07135,0.0,0.94,0.705117,0.311056,0.865,0.065,0.0,0.973333,0.734889,0.303192,0.88,0.073333,231,0.77,1.0547,11.652037
5,300,0,401.69,0.001,0.4908,0.185744,0.135656,0.1966,0.1212,0.0,0.94,0.616083,0.33573,0.7875,0.1375,0.0,0.953333,0.646667,0.329118,0.823333,0.123334,267,0.89,0.8492,12.036256
6,300,0,387.64,0.0011,0.4908,0.220707,0.169861,0.1908,0.13795,0.0,0.94,0.62685,0.338681,0.86,0.07,0.0,0.973333,0.653156,0.33651,0.873333,0.073334,256,0.8533,0.8492,10.96356
7,300,0,370.49,0.0006,0.4936,0.227635,0.154303,0.2351,0.1308,0.0,0.94,0.70875,0.297357,0.865,0.065,0.0,0.973333,0.738,0.291922,0.88,0.066667,248,0.8267,0.8464,11.159498
8,300,0,373.32,0.0008,0.4936,0.210614,0.146175,0.2182,0.1368,0.0,0.94,0.713517,0.291169,0.9,0.035,0.0,0.973333,0.746556,0.280589,0.92,0.033333,250,0.8333,0.8365,11.151053
9,300,0,366.75,0.0009,0.4908,0.197582,0.140543,0.21015,0.13525,0.0,0.94,0.69465,0.302282,0.895,0.04,0.0,0.953333,0.724978,0.297334,0.926667,0.026666,251,0.8367,0.8365,11.647018
10,300,0,361.58,0.0008,0.7349,0.219305,0.146959,0.22775,0.13535,0.0,0.945,0.6956,0.317792,0.905,0.0275,0.0,0.973333,0.725111,0.313195,0.933333,0.02,257,0.8567,0.5851,11.502495
11,300,0,393.42,0.0002,0.7349,0.265464,0.229895,0.2251,0.20155,0.0,0.95,0.67365,0.307059,0.8375,0.1075,0.0,0.973333,0.704711,0.302383,0.863333,0.09,252,0.84,0.5851,9.742536
12,300,0,386.96,0.0001,0.7349,0.305418,0.270358,0.2282,0.2188,0.0,0.935,0.706683,0.279947,0.8825,0.0425,0.0,0.953333,0.741156,0.273314,0.91,0.043333,245,0.8167,0.5851,9.256915
13,300,0,396.06,0.0,0.7349,0.315329,0.273854,0.2333,0.22195,0.0,0.94,0.709883,0.282368,0.895,0.035,0.0,0.973333,0.7416,0.281161,0.926667,0.026666,250,0.8333,0.5851,8.945537
14,300,0,364.38,0.0,0.9762,0.363338,0.286101,0.2568,0.2333,0.0,0.94,0.718617,0.288167,0.9075,0.0175,0.0,0.953333,0.750333,0.286545,0.94,0.013333,239,0.7967,0.3438,8.203462
15,300,0,400.6,0.0,0.9781,0.305153,0.306187,0.22205,0.19605,0.0,0.94,0.652867,0.314391,0.755,0.1675,0.0,0.96,0.683156,0.315523,0.78,0.173333,255,0.85,0.3419,9.741714
16,300,0,394.67,0.0,0.9781,0.376025,0.359929,0.24595,0.21885,0.0,0.93,0.657667,0.349537,0.8775,0.0525,0.0,0.953333,0.683689,0.355066,0.906667,0.046666,227,0.7567,0.3419,9.074041
17,300,0,367.98,0.0,0.9781,0.419313,0.36183,0.25085,0.2262,0.0,0.94,0.667867,0.34764,0.9075,0.0225,0.0,0.96,0.695444,0.351885,0.936666,0.016667,234,0.78,0.3419,8.377954
