generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,240,60,827.12,0.0077,0.5263,0.12812,0.043352,0.12485,0.00235,0.0,0.935,0.790125,0.170118,0.79,0.0,0.0,0.96,0.794055,0.178397,0.773333,0.0,175,0.7292,2.4737,11.77288
1,259,41,342.57,0.0016,0.5263,0.128479,0.04425,0.1253,0.0028,0.0,0.955,0.859884,0.120546,0.915,0.005,0.0,0.973333,0.883089,0.130768,0.953333,0.006666,202,0.7799,2.4737,11.398007
2,255,45,324.46,0.0011,0.5332,0.14264,0.060137,0.1257,0.0033,0.0,0.955,0.878275,0.118171,0.915,0.01,0.0,0.973333,0.905046,0.126013,0.953333,0.006666,211,0.8275,2.4668,11.27987
3,257,43,301.99,0.0009,0.5332,0.168422,0.079284,0.1275,0.0053,0.185,0.955,0.879708,0.112588,0.915,0.01,0.153333,0.973333,0.904929,0.121362,0.953333,0.006666,220,0.856,2.4668,11.118193
4,261,39,288.75,0.0,0.5332,0.176183,0.103455,0.1292,0.1131,0.0,0.965,0.8441,0.168295,0.925,0.01,0.0,0.973333,0.865364,0.177802,0.953333,0.006667,225,0.8621,2.4668,11.171403
5,254,46,294.93,0.0003,0.5371,0.191496,0.110099,0.2345,0.105,0.0,0.97,0.848937,0.157434,0.925,0.03,0.0,0.973333,0.869659,0.165211,0.953333,0.02,220,0.8661,2.4629,10.910709
6,262,38,296.78,0.0003,0.5371,0.194689,0.127635,0.2362,0.10905,0.0,0.97,0.802424,0.202176,0.915,0.04,0.0,0.973333,0.818499,0.210584,0.953333,0.02,215,0.8206,1.8992,10.905082
7,262,38,336.06,0.0,0.5371,0.207697,0.136197,0.23985,0.11305,0.0,0.965,0.762214,0.217079,0.86,0.095,0.0,0.973333,0.778346,0.222735,0.896667,0.076666,235,0.8969,1.8974,10.892837
8,264,36,363.17,0.0007,0.5374,0.209232,0.152621,0.12925,0.11515,0.0,0.97,0.734356,0.22742,0.775,0.165,0.0,0.973333,0.74654,0.237117,0.78,0.193333,238,0.9015,1.8972,10.667813
9,260,40,337.13,0.0009,0.5388,0.215809,0.158112,0.1292,0.1108,0.0,0.955,0.687635,0.239741,0.66,0.19,0.0,0.973333,0.697769,0.249669,0.693333,0.203333,241,0.9269,1.893,10.799345
10,276,24,335.93,0.0009,0.5415,0.207771,0.168188,0.12725,0.1154,0.0,0.97,0.686522,0.205261,0.645,0.145,0.0,0.973333,0.69843,0.213412,0.663333,0.156666,251,0.9094,1.893,10.565635
11,286,14,370.82,0.0014,0.537,0.195653,0.158701,0.12635,0.063,0.0,0.97,0.669423,0.219107,0.655,0.155,0.0,0.973333,0.680886,0.224196,0.686667,0.18,264,0.9231,1.893,10.732388
