generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,232,68,742.32,0.0015,0.2806,0.120227,0.029112,0.12405,0.00225,0.0,0.94,0.798966,0.13761,0.785,0.0,0.0,0.973333,0.802529,0.145154,0.766667,0.0,177,0.7629,11.0252,11.701325
1,271,29,324.78,0.0015,0.2168,0.120877,0.033607,0.1249,0.0022,0.0,0.94,0.832915,0.170467,0.915,0.01,0.0,0.973333,0.856138,0.179286,0.946667,0.006667,204,0.7528,11.0232,11.567241
2,280,20,339.67,0.0014,0.2727,0.132959,0.033815,0.12535,0.00285,0.0,0.94,0.867982,0.141646,0.915,0.0,0.0,0.973333,0.897405,0.150038,0.953333,0.003333,210,0.75,11.0232,11.425684
3,272,28,343.02,0.0021,0.3288,0.142741,0.043344,0.1267,0.0036,0.0,0.95,0.839118,0.183641,0.915,0.005,0.0,0.973333,0.867819,0.188577,0.946667,0.006666,243,0.8934,10.95,11.554465
4,279,21,342.04,0.001,0.4643,0.152171,0.055589,0.1277,0.007,0.0,0.95,0.846989,0.187983,0.915,0.005,0.0,0.973333,0.875317,0.193364,0.946667,0.006667,248,0.8889,10.8959,11.5198
5,271,29,322.18,0.0015,0.4241,0.15897,0.063571,0.1291,0.0487,0.0,0.95,0.808819,0.252351,0.915,0.02,0.0,0.973333,0.835424,0.260608,0.946667,0.02,244,0.9004,10.8959,11.737339
6,269,31,345.91,0.001,0.4295,0.151353,0.071931,0.127,0.0081,0.0,0.955,0.767602,0.288381,0.91,0.03,0.0,0.973333,0.791722,0.295511,0.946667,0.026666,251,0.9331,10.8959,12.05571
7,278,22,322.12,0.001,0.4936,0.167006,0.078079,0.1307,0.0524,0.0,0.955,0.792446,0.267278,0.92,0.02,0.0,0.973333,0.817434,0.27489,0.953333,0.02,245,0.8813,0.7525,11.761627
8,282,18,334.65,0.0009,0.4936,0.172149,0.090152,0.1293,0.05385,0.0,0.955,0.762394,0.275181,0.92,0.03,0.0,0.973333,0.787447,0.278821,0.946667,0.026666,259,0.9184,0.7525,11.801043
9,283,17,325.87,0.0009,0.4936,0.16828,0.091345,0.1281,0.049,0.0,0.955,0.78053,0.255595,0.925,0.025,0.0,0.973333,0.805112,0.259028,0.953333,0.02,251,0.8869,0.7485,11.72218
10,287,13,332.91,0.0006,0.4915,0.178453,0.095593,0.133,0.0781,0.0,0.955,0.796934,0.240989,0.935,0.015,0.0,0.973333,0.822044,0.245863,0.96,0.013333,240,0.8362,0.7485,11.504613
11,277,23,321.13,0.0007,0.4915,0.185947,0.103183,0.132,0.082,0.0,0.955,0.769549,0.26703,0.935,0.015,0.0,0.973333,0.79379,0.270646,0.96,0.013333,231,0.8339,0.7485,11.43824
12,276,24,317.67,0.001,0.4946,0.19592,0.125998,0.13235,0.1096,0.0,0.955,0.771304,0.251234,0.93,0.02,0.0,0.973333,0.796039,0.251342,0.953333,0.02,234,0.8478,0.7254,10.97437
13,278,22,329.18,0.0008,0.4979,0.213283,0.144757,0.13075,0.1106,0.0,0.95,0.750558,0.262569,0.91,0.04,0.0,0.973333,0.77542,0.263666,0.926667,0.046666,240,0.8633,0.7221,10.41686
14,280,20,354.57,0.001,0.4979,0.217955,0.15529,0.2329,0.1092,0.0,0.955,0.763679,0.241537,0.9,0.05,0.0,0.973333,0.787595,0.238015,0.92,0.053333,262,0.9357,0.7221,10.175259
15,285,15,356.62,0.0012,0.5073,0.234604,0.161972,0.2405,0.1172,0.0,0.95,0.767035,0.256462,0.92,0.025,0.0,0.973333,0.791626,0.254286,0.953333,0.02,258,0.9053,0.7127,9.721958
16,287,13,356.35,0.0005,0.5073,0.237291,0.173398,0.2419,0.1207,0.0,0.955,0.75939,0.258018,0.915,0.035,0.0,0.973333,0.783229,0.254387,0.94,0.033333,258,0.899,0.7127,9.284869
17,287,13,349.6,0.0008,0.5073,0.240732,0.174871,0.2423,0.1216,0.0,0.95,0.780592,0.236938,0.93,0.015,0.0,0.973333,0.801812,0.237072,0.953333,0.02,249,0.8676,0.7127,9.07871
18,286,14,347.06,0.0009,0.5073,0.252749,0.178107,0.24255,0.13035,0.0,0.95,0.770664,0.265912,0.93,0.015,0.0,0.973333,0.79289,0.264835,0.96,0.006667,247,0.8636,0.7127,8.970328
19,287,13,367.82,0.0013,0.5073,0.257425,0.180514,0.2438,0.1714,0.0,0.955,0.762979,0.260381,0.93,0.015,0.0,0.973333,0.785947,0.255059,0.953333,0.013334,255,0.8885,0.7127,8.762714
20,289,11,371.93,0.0007,0.5073,0.242758,0.180779,0.2419,0.1744,0.0,0.955,0.75109,0.26351,0.925,0.02,0.0,0.973333,0.77331,0.260124,0.946667,0.026666,254,0.8789,0.7127,9.152744
21,286,14,347.46,0.0013,0.5073,0.265004,0.178214,0.24445,0.174,0.0,0.95,0.778566,0.241922,0.93,0.015,0.0,0.973333,0.799184,0.239526,0.953333,0.013334,246,0.8601,0.7127,8.618422
22,286,14,350.62,0.001,0.5073,0.258586,0.184822,0.24385,0.21815,0.0,0.95,0.785664,0.246711,0.93,0.015,0.0,0.973333,0.805991,0.245074,0.96,0.006667,246,0.8601,0.7127,8.633372
23,285,15,333.51,0.0011,0.5073,0.291413,0.176785,0.2476,0.1775,0.0,0.945,0.783614,0.235837,0.93,0.015,0.0,0.973333,0.804234,0.231631,0.96,0.006667,245,0.8596,0.7127,8.047044
24,287,13,329.64,0.0007,0.5073,0.292895,0.183895,0.2492,0.2347,0.0,0.95,0.813955,0.207683,0.935,0.01,0.0,0.973333,0.833728,0.205769,0.96,0.0,233,0.8118,0.7127,7.702087
25,287,13,364.95,0.0011,0.5073,0.260799,0.181634,0.2452,0.1666,0.0,0.95,0.77601,0.254196,0.93,0.015,0.0,0.973333,0.795865,0.25078,0.96,0.006667,243,0.8467,0.7127,8.656832
