generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,253,47,754.32,0.0014,0.3484,0.122795,0.036629,0.1254,0.0027,0.0,0.925,0.757747,0.158972,0.775,0.0,0.0,0.953333,0.765454,0.162206,0.773333,0.0,181,0.7154,11.0548,11.901474
1,258,42,297.08,0.0008,0.292,0.118951,0.045789,0.1246,0.0028,0.0,0.935,0.811318,0.177106,0.8875,0.0325,0.0,0.953333,0.830542,0.186477,0.92,0.033333,203,0.7868,11.0461,11.748491
2,268,32,310.67,0.0014,0.2562,0.13183,0.044934,0.12555,0.00295,0.0,0.935,0.864739,0.122178,0.915,0.005,0.0,0.96,0.891268,0.131891,0.953333,0.0,210,0.7836,11.0438,11.439812
3,277,23,337.29,0.0015,0.2562,0.151732,0.055678,0.1269,0.0037,0.0,0.93,0.866318,0.128124,0.915,0.01,0.0,0.96,0.893237,0.136646,0.953333,0.0,219,0.7906,11.0438,11.395633
4,277,23,330.57,0.0009,0.5024,0.179038,0.068687,0.1313,0.0102,0.0,0.935,0.885884,0.112734,0.92,0.005,0.0,0.96,0.913165,0.119786,0.953333,0.0,218,0.787,0.7576,11.269482
5,284,16,328.67,0.0021,0.5024,0.198217,0.069189,0.24425,0.01005,0.0,0.935,0.886743,0.115601,0.925,0.0,0.0,0.953333,0.914272,0.121731,0.953333,0.0,206,0.7254,0.7576,11.2196
6,279,21,364.12,0.0005,0.5024,0.190166,0.074665,0.2412,0.0984,0.0,0.935,0.878047,0.127873,0.92,0.005,0.0,0.953333,0.905137,0.134248,0.953333,0.0,215,0.7706,0.7576,11.235282
7,281,19,320.12,0.0012,0.5024,0.212704,0.08682,0.2463,0.0091,0.0,0.935,0.902011,0.08252,0.925,0.0,0.0,0.953333,0.930889,0.085304,0.953333,0.0,197,0.7011,0.7576,10.840962
8,266,34,318.14,0.0012,0.5024,0.217514,0.104111,0.2462,0.01455,0.305,0.935,0.902143,0.068,0.925,0.0,0.326667,0.96,0.929649,0.070373,0.953333,0.0,212,0.797,0.7576,10.534817
9,279,21,332.24,0.0016,0.5024,0.244768,0.117183,0.2475,0.0112,0.0,0.935,0.903907,0.077542,0.925,0.005,0.0,0.96,0.93037,0.080821,0.953333,0.0,216,0.7742,0.7576,9.893368
10,273,27,339.74,0.0012,0.5024,0.248816,0.139566,0.2461,0.1189,0.0,0.935,0.881612,0.147068,0.925,0.01,0.0,0.96,0.908327,0.15005,0.953333,0.0,228,0.8352,0.7576,9.413455
11,269,31,323.35,0.0006,0.5024,0.289114,0.154377,0.25,0.1245,0.61,0.935,0.911264,0.05077,0.925,0.01,0.64,0.96,0.937075,0.050964,0.953333,0.0,210,0.7807,0.7576,7.868804
12,269,31,330.72,0.0012,0.9753,0.289071,0.172127,0.2479,0.1241,0.0,0.945,0.893848,0.120171,0.925,0.01,0.0,0.966667,0.918984,0.121712,0.953333,0.0,226,0.8401,0.2447,7.834423
13,269,31,336.84,0.0005,0.9761,0.305248,0.202592,0.2489,0.1259,0.0,0.955,0.902007,0.109032,0.925,0.01,0.0,0.966667,0.925849,0.113233,0.953333,0.0,223,0.829,0.2439,7.485681
14,265,35,312.47,0.0018,0.9761,0.333876,0.210945,0.2495,0.1303,0.0,0.945,0.907189,0.078996,0.925,0.01,0.0,0.966667,0.93127,0.080689,0.953333,0.0,222,0.8377,0.2439,6.750502
15,271,29,304.14,0.0,0.9782,0.357223,0.237227,0.2523,0.211,0.0,0.95,0.901421,0.119502,0.925,0.01,0.0,0.966667,0.925486,0.120196,0.953333,0.0,211,0.7786,0.2227,6.568903
16,268,32,328.01,0.0014,0.9785,0.360619,0.258497,0.25235,0.18655,0.0,0.95,0.897649,0.134751,0.925,0.01,0.0,0.966667,0.921269,0.137143,0.953333,0.0,228,0.8507,0.2227,6.721695
17,280,20,348.75,0.0001,0.9785,0.396296,0.289499,0.2575,0.2284,0.0,0.95,0.860464,0.210657,0.93,0.01,0.0,0.966667,0.882619,0.214743,0.953333,0.006666,247,0.8821,0.2221,6.825918
18,279,21,337.96,0.0004,0.9785,0.364906,0.287106,0.2496,0.1628,0.0,0.95,0.852957,0.219182,0.925,0.01,0.0,0.966667,0.874934,0.222785,0.953333,0.006666,246,0.8817,0.2221,7.480972
19,288,12,362.75,0.0,0.9785,0.373282,0.308682,0.2489,0.2311,0.0,0.955,0.848941,0.223199,0.925,0.015,0.0,0.966667,0.869676,0.228082,0.953333,0.006667,253,0.8785,0.2221,7.335884
20,284,16,341.05,0.0,0.9796,0.411998,0.308547,0.25315,0.22605,0.0,0.95,0.839313,0.236848,0.93,0.015,0.0,0.966667,0.859906,0.241482,0.953333,0.006667,250,0.8803,0.2204,7.088002
21,283,17,345.05,0.0,0.9796,0.437303,0.332403,0.2526,0.2336,0.0,0.95,0.869859,0.181975,0.93,0.015,0.0,0.966667,0.890648,0.183287,0.953333,0.013333,249,0.8799,0.2204,6.52934
22,271,29,316.15,0.0,0.9796,0.430926,0.342439,0.252,0.2369,0.0,0.96,0.88048,0.169828,0.93,0.015,0.0,0.973333,0.900615,0.172602,0.953333,0.013333,233,0.8598,0.2017,6.732764
23,272,28,314.79,0.0001,0.9808,0.501173,0.34482,0.4868,0.3568,0.0,0.955,0.893879,0.156831,0.935,0.015,0.0,0.966667,0.91424,0.15928,0.953333,0.013333,235,0.864,0.2017,5.648974
