generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,247,53,719.71,0.0022,0.4346,0.07358,0.084694,0.0405,0.0353,0.0008,0.5274,0.084702,0.112575,0.0394,0.0348,0.0024,0.9699,0.126471,0.136816,0.1222,0.0574,0.0012,0.4854,0.153464,0.153754,0.122,0.0766,0.0007,0.5435,0.187882,0.160603,0.1265,0.0594,0.0009,0.5292,0.111977,0.097208,0.1219,0.0399,0.0056,0.4949,0.159548,0.163471,0.1241,0.0915,0.002,0.4984,0.102376,0.115958,0.0989,0.0664,199,0.8057,1.0616,12.807179
1,249,51,290.98,0.0022,0.5535,0.081639,0.108251,0.0636,0.0573,0.0005,0.5427,0.103876,0.140142,0.0652,0.0595,0.0017,0.975,0.169347,0.209085,0.1209,0.0545,0.001,0.5342,0.106961,0.132651,0.0669,0.0586,0.0,0.5435,0.135671,0.153298,0.1201,0.0898,0.0008,0.5486,0.126143,0.147887,0.1208,0.1013,0.0017,0.5457,0.153512,0.165958,0.1204,0.1062,0.0009,0.4984,0.122851,0.141204,0.0868,0.0711,218,0.8755,1.0616,12.61249
2,260,40,311.65,0.0022,0.5595,0.098645,0.138101,0.04275,0.0393,0.0005,0.5446,0.097297,0.139656,0.02505,0.02395,0.0014,0.9734,0.171334,0.232402,0.122,0.10165,0.0007,0.5342,0.11454,0.142737,0.0797,0.0704,0.0001,0.5435,0.126952,0.150197,0.12015,0.10495,0.0006,0.5349,0.109371,0.135527,0.0879,0.07495,0.0012,0.9642,0.165936,0.180532,0.1231,0.11215,0.0013,0.4984,0.115926,0.139296,0.0872,0.07595,237,0.9115,1.0616,12.156689
3,267,33,333.97,0.0016,0.5541,0.077261,0.105878,0.0279,0.0255,0.0004,0.9739,0.102533,0.153701,0.0597,0.0567,0.0013,0.9747,0.199608,0.26249,0.1222,0.1088,0.0007,0.5342,0.103895,0.138068,0.0656,0.0589,0.0001,0.5943,0.135261,0.16724,0.0882,0.0794,0.0001,0.5474,0.112741,0.148074,0.0666,0.0602,0.001,0.9663,0.149516,0.205212,0.0705,0.0595,0.0013,0.5182,0.119184,0.152621,0.0648,0.0591,244,0.9139,1.0303,11.920067
4,277,23,308.59,0.0016,0.5551,0.082501,0.108541,0.0625,0.0565,0.0001,0.9739,0.133535,0.223818,0.0652,0.0612,0.0,0.9741,0.191475,0.271411,0.0828,0.0743,0.0007,0.5273,0.102597,0.140822,0.0605,0.0555,0.0,0.5512,0.121269,0.165247,0.065,0.0611,0.0004,0.9719,0.10919,0.158092,0.0628,0.0601,0.0007,0.9663,0.15176,0.218723,0.0685,0.0616,0.0008,0.5556,0.107673,0.138348,0.0648,0.0599,243,0.8773,1.0303,11.762291
5,278,22,355.64,0.0017,0.5541,0.083212,0.118233,0.0153,0.01245,0.0004,0.9739,0.101227,0.193285,0.0214,0.01905,0.0,0.9743,0.171271,0.250804,0.0803,0.07395,0.0004,0.9676,0.132452,0.174111,0.0603,0.0585,0.0001,0.9738,0.114954,0.183252,0.02365,0.02325,0.0004,0.9719,0.13587,0.220575,0.0552,0.0533,0.0007,0.9675,0.145091,0.201737,0.08625,0.0785,0.0006,0.5616,0.115923,0.156163,0.02915,0.0273,260,0.9353,1.0252,11.847098
6,285,15,350.92,0.0003,0.5599,0.079548,0.12677,0.0094,0.0057,0.0004,0.9739,0.098111,0.201873,0.0085,0.0073,0.0,0.9743,0.208268,0.300743,0.0695,0.0653,0.0,0.9728,0.106835,0.192296,0.016,0.0153,0.0,0.9746,0.143525,0.251457,0.0196,0.0192,0.0002,0.9719,0.108103,0.206797,0.0111,0.0103,0.0004,0.9739,0.15721,0.223162,0.0694,0.0636,0.0,0.5776,0.098401,0.141055,0.0159,0.0146,254,0.8912,1.0252,11.88216
7,295,5,341.05,0.0003,0.5599,0.093741,0.145613,0.0115,0.0074,0.0,0.9739,0.079186,0.169343,0.0074,0.0064,0.0,0.9748,0.171957,0.275119,0.0514,0.0509,0.0,0.9722,0.126665,0.227966,0.0311,0.0304,0.0001,0.9763,0.158416,0.253625,0.051,0.0506,0.0002,0.9738,0.110938,0.223377,0.0155,0.0145,0.0007,0.9665,0.148508,0.220882,0.0643,0.0596,0.0,0.9644,0.110589,0.166539,0.0161,0.0154,243,0.8237,0.6556,11.617208
8,294,6,380.27,0.0003,0.9483,0.075097,0.132274,0.0105,0.00705,0.0002,0.9739,0.079881,0.19171,0.0072,0.0056,0.0,0.9751,0.212126,0.300524,0.0687,0.06395,0.0004,0.9736,0.137814,0.245975,0.013,0.0123,0.0,0.9734,0.133246,0.240271,0.01035,0.01005,0.0001,0.9738,0.099532,0.210518,0.009,0.00775,0.0005,0.9729,0.136972,0.218861,0.0195,0.01825,0.0006,0.9705,0.125332,0.238257,0.01045,0.0087,259,0.881,0.6495,11.540654
9,291,9,375.22,0.0002,0.9703,0.07515,0.163886,0.0081,0.0051,0.0,0.9741,0.093172,0.218794,0.0053,0.0037,0.0,0.9726,0.218467,0.31279,0.032,0.032,0.0,0.9732,0.093227,0.205051,0.0084,0.0065,0.0002,0.9749,0.141177,0.274096,0.0079,0.0074,0.0003,0.9732,0.097032,0.22098,0.0066,0.005,0.0001,0.9734,0.159112,0.262224,0.0117,0.01,0.0006,0.9705,0.122661,0.245206,0.0073,0.0052,263,0.9038,0.6495,11.057545
