generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,230,70,720.17,0.0019,0.5203,0.102068,0.099825,0.1202,0.05515,0.0017,0.5372,0.10719,0.12006,0.12255,0.06895,0.0051,0.9738,0.141628,0.227151,0.06525,0.0563,0.0021,0.5596,0.136502,0.153861,0.1212,0.10315,0.0002,0.5311,0.096974,0.109902,0.11775,0.07155,0.0005,0.5665,0.11376,0.142891,0.0665,0.059,0.0054,0.5751,0.170147,0.167512,0.1234,0.07105,0.0015,0.5776,0.13173,0.129448,0.1226,0.0334,192,0.8348,0.5462,12.564198
1,231,69,271.66,0.0031,0.9531,0.107571,0.139228,0.0504,0.0452,0.0015,0.5397,0.093053,0.121197,0.0535,0.0469,0.002,0.9769,0.150411,0.225207,0.0744,0.0521,0.001,0.5739,0.120729,0.143508,0.0685,0.0578,0.0002,0.5464,0.121732,0.136464,0.0834,0.0471,0.0005,0.61,0.111046,0.145131,0.0629,0.0572,0.0009,0.5742,0.145816,0.160911,0.0878,0.0522,0.0011,0.5827,0.149643,0.171402,0.1188,0.1011,196,0.8485,0.5431,12.071926
2,242,58,273.9,0.0003,0.9531,0.147293,0.231627,0.0682,0.052,0.0009,0.5561,0.096595,0.14117,0.0496,0.03965,0.0007,0.9769,0.136767,0.215262,0.0658,0.05155,0.0007,0.5739,0.151161,0.175919,0.07,0.05685,0.0003,0.9733,0.088483,0.127825,0.05955,0.052,0.0008,0.6145,0.104479,0.143019,0.0631,0.0575,0.0004,0.9741,0.141075,0.165237,0.083,0.0478,0.0011,0.581,0.134147,0.161289,0.06635,0.05915,195,0.8058,0.5431,11.938853
3,249,51,297.74,0.0002,0.9754,0.109139,0.195909,0.0477,0.0417,0.0003,0.9741,0.087897,0.166996,0.022,0.0205,0.0003,0.9769,0.231255,0.313386,0.0711,0.063,0.0007,0.6197,0.124708,0.183606,0.0498,0.0455,0.0001,0.9733,0.09141,0.172774,0.0167,0.0163,0.0007,0.6145,0.082604,0.143175,0.0167,0.0159,0.0002,0.9751,0.157791,0.225184,0.0572,0.0548,0.0002,0.581,0.115196,0.17688,0.0329,0.0306,217,0.8715,0.5262,10.186978
4,285,15,341.13,0.0002,0.9755,0.129054,0.226224,0.0455,0.0448,0.0004,0.9748,0.115744,0.230871,0.0174,0.0163,0.0003,0.9745,0.191626,0.292749,0.0706,0.0635,0.0003,0.6197,0.093745,0.153005,0.0121,0.0102,0.0,0.9733,0.102016,0.203937,0.0148,0.0129,0.0007,0.9387,0.087921,0.151085,0.0102,0.009,0.0002,0.9751,0.168358,0.250224,0.0627,0.0605,0.0001,0.9764,0.111535,0.180603,0.0117,0.0114,244,0.8561,0.5262,10.554268
5,282,18,358.8,0.0002,0.9755,0.144222,0.271981,0.0092,0.0078,0.0,0.9755,0.078806,0.191039,0.00765,0.00615,0.0001,0.978,0.224061,0.318364,0.0681,0.0639,0.0002,0.973,0.093998,0.185989,0.0085,0.0065,0.0,0.9741,0.102564,0.216814,0.00725,0.00655,0.0002,0.9742,0.088061,0.20167,0.0063,0.005,0.0001,0.9741,0.155093,0.264062,0.0096,0.009,0.0001,0.9764,0.113196,0.235305,0.0081,0.0067,249,0.883,0.5262,9.58984
6,293,7,360.61,0.0002,0.9755,0.130827,0.277723,0.0075,0.0061,0.0003,0.9762,0.083861,0.219419,0.0054,0.0037,0.0001,0.9764,0.253432,0.360796,0.0163,0.0158,0.0001,0.9757,0.120426,0.25878,0.0076,0.0057,0.0,0.976,0.09801,0.231465,0.0057,0.0045,0.0,0.9751,0.071352,0.199985,0.003,0.0022,0.0002,0.9746,0.148044,0.27456,0.0075,0.0063,0.0,0.9764,0.094048,0.228199,0.0059,0.0041,256,0.8737,0.5262,8.963155
7,296,4,357.13,0.0,0.9763,0.142677,0.305757,0.0067,0.0049,0.0001,0.9762,0.072695,0.208481,0.0038,0.0026,0.0001,0.9763,0.259466,0.34998,0.03335,0.03325,0.0001,0.9742,0.101889,0.229911,0.00655,0.00445,0.0,0.9752,0.077055,0.211664,0.00545,0.0037,0.0001,0.9752,0.069237,0.197633,0.003,0.002,0.0,0.9749,0.183924,0.294531,0.00775,0.00725,0.0001,0.9764,0.093057,0.212946,0.0059,0.00425,269,0.9088,0.5262,8.590196
8,294,6,379.28,0.0001,0.9754,0.104612,0.237794,0.0071,0.00535,0.0001,0.9754,0.088708,0.226559,0.0056,0.0037,0.0001,0.9752,0.246741,0.358944,0.01175,0.01105,0.0,0.9735,0.129443,0.271687,0.0076,0.00435,0.0,0.9748,0.099687,0.224133,0.0045,0.00355,0.0001,0.9742,0.050803,0.148653,0.00465,0.00305,0.0002,0.9745,0.158967,0.270645,0.0092,0.00795,0.0001,0.975,0.121037,0.255455,0.0064,0.0046,266,0.9048,0.5262,9.062035
9,284,16,333.55,0.0,0.9744,0.106644,0.248396,0.00675,0.005,0.0001,0.9754,0.106436,0.26097,0.0048,0.0032,0.0001,0.9765,0.223091,0.339389,0.0081,0.0073,0.0,0.9735,0.110163,0.249195,0.0064,0.0041,0.0,0.9763,0.114482,0.260838,0.0057,0.0042,0.0001,0.9742,0.087263,0.231972,0.0046,0.0032,0.0001,0.9741,0.156197,0.290673,0.0071,0.00555,0.0002,0.975,0.095724,0.234883,0.0059,0.00395,250,0.8803,0.5252,9.27205
