generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,265,35,754.02,0.0034,0.4792,0.095772,0.101431,0.0697,0.0541,0.0005,0.5345,0.162934,0.162263,0.1215,0.0647,0.0055,0.4863,0.115071,0.098843,0.1167,0.0463,0.0002,0.5337,0.115517,0.118209,0.0927,0.0375,0.0036,0.4923,0.153236,0.138103,0.1219,0.0517,0.0029,0.5464,0.139472,0.134458,0.1235,0.0547,0.0044,0.5259,0.115934,0.106771,0.1208,0.0549,0.0025,0.5447,0.102063,0.099702,0.0721,0.0565,231,0.8717,11.047,13.659171
1,263,37,293.34,0.0062,0.4792,0.085963,0.105823,0.0635,0.053,0.0005,0.5408,0.192437,0.178157,0.1242,0.1064,0.0043,0.5478,0.126427,0.115645,0.1209,0.0492,0.0002,0.5422,0.137883,0.143279,0.1232,0.056,0.0049,0.4923,0.129056,0.112629,0.1212,0.0506,0.0029,0.5479,0.117731,0.110665,0.1217,0.0518,0.0044,0.5313,0.110889,0.110117,0.1176,0.0523,0.0025,0.5447,0.099616,0.123954,0.0685,0.0586,225,0.8555,11.047,12.918372
2,281,19,335.96,0.0056,0.4792,0.097504,0.11238,0.0654,0.0517,0.0034,0.5469,0.18401,0.171647,0.1229,0.0737,0.0041,0.5838,0.119293,0.117063,0.1185,0.0491,0.0029,0.55,0.140978,0.147252,0.1205,0.0542,0.0053,0.5616,0.109943,0.100977,0.1009,0.0339,0.0029,0.5418,0.126364,0.125756,0.1208,0.0542,0.0046,0.5381,0.103073,0.111251,0.069,0.0551,0.0025,0.55,0.118836,0.139739,0.0708,0.0566,253,0.9004,11.047,13.017229
3,288,12,359.82,0.0057,0.5357,0.109063,0.116153,0.07065,0.0525,0.0034,0.5871,0.167204,0.171777,0.11425,0.0815,0.0047,0.5838,0.128832,0.140809,0.11805,0.052,0.0029,0.5702,0.145662,0.156509,0.119,0.0536,0.0057,0.5616,0.094128,0.091091,0.07075,0.0527,0.0029,0.6784,0.131999,0.138195,0.11865,0.05425,0.0043,0.584,0.104883,0.121619,0.0688,0.05505,0.0025,0.5945,0.118229,0.128273,0.11155,0.04555,269,0.934,2.7043,12.901701
4,288,12,345.8,0.0049,0.5357,0.122222,0.119435,0.1154,0.0472,0.0063,0.5715,0.144194,0.15605,0.07685,0.04825,0.0062,0.6054,0.114152,0.139911,0.0712,0.0545,0.004,0.5878,0.151283,0.167093,0.11965,0.073,0.0046,0.6672,0.100582,0.123356,0.0685,0.05435,0.0053,0.6816,0.138962,0.165205,0.11645,0.0529,0.0055,0.5648,0.11136,0.125602,0.09005,0.04605,0.005,0.5836,0.117245,0.125673,0.11835,0.0496,259,0.8993,2.7043,12.559098
5,287,13,357.78,0.0065,0.6938,0.12114,0.119876,0.1154,0.0422,0.0049,0.6755,0.150383,0.167586,0.0733,0.0531,0.0053,0.6081,0.10568,0.134577,0.0685,0.0546,0.004,0.6688,0.145853,0.16562,0.1168,0.0838,0.0039,0.6757,0.098051,0.136506,0.0629,0.0506,0.0052,0.6838,0.133028,0.1559,0.1147,0.0525,0.0048,0.676,0.122169,0.138598,0.1152,0.0525,0.0042,0.6476,0.123696,0.139045,0.1162,0.0525,269,0.9373,2.0079,12.451892
6,296,4,368.32,0.0073,0.7081,0.11677,0.116579,0.11715,0.00815,0.0058,0.6755,0.126932,0.157226,0.05045,0.04005,0.0046,0.6994,0.09556,0.134024,0.0438,0.0333,0.006,0.6763,0.121782,0.16665,0.049,0.0393,0.006,0.6783,0.11025,0.164637,0.042,0.0309,0.0067,0.6838,0.165306,0.206688,0.0832,0.05825,0.0061,0.6786,0.129691,0.14405,0.1163,0.0451,0.0061,0.6778,0.13371,0.159475,0.11595,0.07675,264,0.8919,2.0079,12.643636
7,287,13,352.69,0.0073,0.7081,0.145909,0.16227,0.1176,0.0088,0.0065,0.7032,0.134527,0.183461,0.046,0.0266,0.0066,0.704,0.083078,0.13456,0.0399,0.0286,0.0057,0.6763,0.129663,0.180863,0.0415,0.0314,0.0064,0.6999,0.090752,0.142693,0.0387,0.0264,0.0056,0.6865,0.168429,0.21497,0.0627,0.0517,0.0061,0.6788,0.117291,0.141345,0.1085,0.063,0.005,0.6733,0.130352,0.163798,0.0703,0.0506,256,0.892,2.0079,12.444266
8,285,15,352.1,0.0075,0.7081,0.126951,0.141726,0.1142,0.035,0.0066,0.7066,0.134552,0.168854,0.0639,0.0474,0.0069,0.704,0.111919,0.15966,0.0531,0.0412,0.007,0.696,0.129512,0.173673,0.0514,0.0401,0.0064,0.7076,0.097518,0.145477,0.0439,0.0313,0.0052,0.6794,0.157379,0.196936,0.0722,0.0515,0.0064,0.6676,0.111669,0.133555,0.086,0.0435,0.0054,0.6787,0.1305,0.164959,0.0627,0.0498,259,0.9088,1.9693,12.805961
9,287,13,339.77,0.0064,0.7081,0.120315,0.141667,0.1142,0.0136,0.0062,0.6722,0.122034,0.156005,0.0467,0.0316,0.0058,0.7056,0.094064,0.146079,0.0431,0.0312,0.0064,0.6727,0.140663,0.189402,0.0474,0.0376,0.0055,0.6808,0.0964,0.135767,0.0414,0.0293,0.0057,0.6769,0.162844,0.208232,0.08,0.0508,0.0052,0.676,0.128577,0.161534,0.1055,0.0608,0.0063,0.6787,0.135102,0.169185,0.1058,0.0674,251,0.8746,1.9693,12.554249
