arm,state,seed,run_id,fidelity,gate_count,depth,two_qubit_gates,raw_two_qubit_gates,raw_gate_count,raw_depth,raw_fitness,stop_reason,early_stopped_gen
tournament,100,33537,4,0.9787,11,6,2,2,25,11,0.2413,"Hardware targets achieved: fidelity=0.979, gates=11, depth=6",18
tournament,100,12147,3,0.9536,15,7,2,2,26,11,0.3464,"Hardware targets achieved: fidelity=0.954, gates=15, depth=7",16
tournament,100,67154,7,0.978,10,5,2,2,26,11,0.22200000000000003,"Hardware targets achieved: fidelity=0.978, gates=10, depth=5",24
tournament,100,70300,5,0.9736,19,11,2,9,62,31,0.4064,"Hardware targets achieved: fidelity=0.974, gates=19, depth=11",53
tournament,100,29440,10,0.9802,12,7,2,11,91,44,0.25980000000000003,"Hardware targets achieved: fidelity=0.980, gates=12, depth=7",51
tournament,100,47182,2,0.9793,10,6,2,2,26,12,0.22070000000000006,"Hardware targets achieved: fidelity=0.979, gates=10, depth=6",17
tournament,100,80248,8,0.9883,4,2,0,4,44,19,0.09170000000000005,"Hardware targets achieved: fidelity=0.988, gates=4, depth=2",31
tournament,101,21315,1,0.954,15,7,2,2,32,14,0.34600000000000003,"Hardware targets achieved: fidelity=0.954, gates=15, depth=7",26
tournament,101,74135,6,0.9724,14,10,2,9,59,29,0.3076,"Hardware targets achieved: fidelity=0.972, gates=14, depth=10",45
tournament,101,91197,9,0.9617,13,8,2,2,25,11,0.2983,"Hardware targets achieved: fidelity=0.962, gates=13, depth=8",15
tournament,101,33537,4,0.9786,16,9,2,2,28,14,0.3414,"Hardware targets achieved: fidelity=0.979, gates=16, depth=9",25
tournament,101,12147,3,0.9798,19,11,4,4,42,20,0.4002,"Hardware targets achieved: fidelity=0.980, gates=19, depth=11",50
tournament,101,67154,7,0.9717,14,8,3,5,48,24,0.3083,"Hardware targets achieved: fidelity=0.972, gates=14, depth=8",49
tournament,101,70300,5,0.9778,13,8,2,2,26,11,0.2822,"Hardware targets achieved: fidelity=0.978, gates=13, depth=8",15
tournament,101,29440,10,0.98,10,5,1,5,42,19,0.22000000000000003,"Hardware targets achieved: fidelity=0.980, gates=10, depth=5",16
tournament,101,47182,2,0.9819,8,5,2,2,27,13,0.1781,"Hardware targets achieved: fidelity=0.982, gates=8, depth=5",39
tournament,101,80248,8,0.9816,8,5,2,2,26,12,0.17839999999999998,"Hardware targets achieved: fidelity=0.982, gates=8, depth=5",20
tournament,110,21315,1,0.9777,20,11,5,5,42,21,0.4223,"Hardware targets achieved: fidelity=0.978, gates=20, depth=11",30
tournament,110,74135,6,0.9752,6,3,1,5,44,22,0.14480000000000004,"Hardware targets achieved: fidelity=0.975, gates=6, depth=3",92
tournament,110,91197,9,0.9762,10,6,2,3,26,12,0.22380000000000005,"Hardware targets achieved: fidelity=0.976, gates=10, depth=6",50
tournament,110,33537,4,0.9774,19,11,3,8,59,29,0.40259999999999996,"Hardware targets achieved: fidelity=0.977, gates=19, depth=11",58
tournament,110,12147,3,0.9793,10,6,2,2,25,11,0.22070000000000006,"Hardware targets achieved: fidelity=0.979, gates=10, depth=6",19
tournament,110,67154,7,0.9793,10,6,2,2,29,14,0.22070000000000006,"Hardware targets achieved: fidelity=0.979, gates=10, depth=6",16
tournament,110,70300,5,0.9749,13,8,2,3,26,12,0.2851,"Hardware targets achieved: fidelity=0.975, gates=13, depth=8",49
tournament,110,29440,10,0.9781,10,6,2,2,25,11,0.22190000000000004,"Hardware targets achieved: fidelity=0.978, gates=10, depth=6",18
tournament,110,47182,2,0.9781,13,8,2,2,28,13,0.28190000000000004,"Hardware targets achieved: fidelity=0.978, gates=13, depth=8",17
tournament,110,80248,8,0.9724,10,5,2,2,28,11,0.22759999999999997,"Hardware targets achieved: fidelity=0.972, gates=10, depth=5",45
tournament,111,21315,1,0.9624,10,6,2,2,25,11,0.23759999999999998,"Hardware targets achieved: fidelity=0.962, gates=10, depth=6",20
tournament,111,74135,6,0.9785,22,10,3,7,60,28,0.46149999999999997,completed_all_generations,99
tournament,111,91197,9,0.7489,68,45,3,4,29,15,1.6111,completed_all_generations,99
tournament,111,33537,4,0.9752,10,5,1,4,41,19,0.22480000000000006,"Hardware targets achieved: fidelity=0.975, gates=10, depth=5",61
tournament,111,12147,3,0.9793,16,8,3,7,64,34,0.34070000000000006,"Hardware targets achieved: fidelity=0.979, gates=16, depth=8",85
tournament,111,67154,7,0.9794,8,5,2,2,26,12,0.18059999999999996,"Hardware targets achieved: fidelity=0.979, gates=8, depth=5",15
tournament,111,70300,5,0.9771,8,5,2,2,25,11,0.18290000000000003,"Hardware targets achieved: fidelity=0.977, gates=8, depth=5",26
tournament,111,29440,10,0.9746,20,12,5,5,45,22,0.4254,"Hardware targets achieved: fidelity=0.975, gates=20, depth=12",79
tournament,111,47182,2,0.975,17,10,2,2,28,12,0.36500000000000005,"Hardware targets achieved: fidelity=0.975, gates=17, depth=10",15
tournament,111,80248,8,0.9734,14,9,3,5,46,22,0.3066,"Hardware targets achieved: fidelity=0.973, gates=14, depth=9",25
