generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,274,26,770.29,0.0025,0.5286,0.112664,0.085103,0.1213,0.03495,0.0008,0.5421,0.141422,0.13566,0.12365,0.041,0.0022,0.5105,0.118856,0.130507,0.0896,0.0603,0.0024,0.5303,0.111897,0.123781,0.0747,0.0535,0.0057,0.5351,0.106102,0.110978,0.08315,0.04475,0.0027,0.5184,0.157856,0.143349,0.122,0.04985,0.0038,0.5177,0.131204,0.114622,0.1213,0.0492,0.0008,0.5543,0.12,0.111295,0.1223,0.0499,240,0.8759,1.257,14.214482
1,278,22,343.4,0.009,0.5382,0.133697,0.107014,0.12205,0.05065,0.0008,0.5703,0.123541,0.119771,0.1209,0.048,0.0042,0.5311,0.101526,0.106894,0.0713,0.0532,0.001,0.5268,0.114356,0.122671,0.06995,0.05435,0.005,0.5464,0.116376,0.126525,0.0873,0.04865,0.0015,0.5414,0.152333,0.153391,0.10535,0.04805,0.0046,0.5348,0.129418,0.124618,0.11635,0.05155,0.0008,0.5937,0.128752,0.1115,0.1228,0.0495,251,0.9029,1.257,13.690027
2,294,6,374.65,0.0032,0.4975,0.108718,0.092306,0.1163,0.04885,0.0008,0.5509,0.127251,0.121986,0.1196,0.05005,0.0029,0.5418,0.098679,0.102332,0.06835,0.0534,0.0029,0.5591,0.127244,0.128041,0.0957,0.033,0.0058,0.5481,0.121011,0.128354,0.08625,0.04295,0.0027,0.5574,0.165229,0.158435,0.1214,0.0584,0.0047,0.5332,0.126205,0.111144,0.1197,0.0518,0.0007,0.5937,0.125664,0.113591,0.1214,0.0531,267,0.9082,1.257,13.46171
3,300,0,394.89,0.0056,0.6432,0.108291,0.09318,0.10755,0.03865,0.0011,0.6249,0.141401,0.146217,0.1182,0.0526,0.0039,0.5559,0.102895,0.109088,0.06815,0.05335,0.0033,0.5702,0.120246,0.125113,0.0934,0.03355,0.0055,0.5445,0.109614,0.112255,0.07355,0.05005,0.0034,0.5622,0.155325,0.146541,0.12125,0.0529,0.0048,0.5538,0.120946,0.123405,0.0906,0.0345,0.0008,0.5937,0.141282,0.138086,0.1206,0.05425,287,0.9567,1.257,13.139053
4,296,4,362.83,0.0057,0.6432,0.113966,0.119436,0.10245,0.03605,0.0011,0.6478,0.137848,0.15915,0.1103,0.04545,0.0051,0.5605,0.103792,0.110834,0.0668,0.0532,0.0033,0.6763,0.117931,0.127384,0.08065,0.04425,0.0059,0.6537,0.125002,0.14132,0.07285,0.05065,0.0034,0.6368,0.147594,0.149255,0.1096,0.0442,0.0046,0.6292,0.121693,0.137484,0.0705,0.05085,0.0008,0.5743,0.132175,0.140688,0.1065,0.04305,264,0.8919,1.257,13.117971
5,294,6,377.31,0.0056,0.6432,0.113915,0.118235,0.093,0.03505,0.0011,0.7032,0.127908,0.136437,0.1084,0.0535,0.0056,0.6516,0.119205,0.136916,0.07,0.05245,0.0033,0.7027,0.12524,0.148899,0.08595,0.04135,0.0084,0.6537,0.107518,0.119771,0.0679,0.0468,0.0034,0.679,0.155775,0.156419,0.12085,0.07125,0.0065,0.6384,0.121726,0.133127,0.0886,0.0433,0.0008,0.6796,0.128713,0.12743,0.12065,0.07095,267,0.9082,1.257,14.138128
6,299,1,382.09,0.0059,0.6975,0.125864,0.144569,0.0825,0.0412,0.0011,0.7031,0.134612,0.156408,0.1041,0.0523,0.0053,0.697,0.116684,0.130401,0.0713,0.0483,0.0033,0.7027,0.133553,0.156288,0.0977,0.0484,0.0066,0.6551,0.113255,0.136518,0.0637,0.0433,0.0034,0.6798,0.136722,0.145201,0.0775,0.0435,0.0043,0.6993,0.116119,0.125426,0.0826,0.0423,0.0008,0.692,0.123191,0.13243,0.1093,0.0597,266,0.8896,1.257,13.847949
7,300,0,394.63,0.0061,0.7005,0.116566,0.12924,0.08135,0.04205,0.0011,0.7019,0.151556,0.184469,0.1091,0.06035,0.0058,0.7064,0.108915,0.136147,0.05605,0.04115,0.0033,0.7027,0.128211,0.160367,0.06705,0.0531,0.0063,0.6971,0.098465,0.11797,0.051,0.03105,0.0034,0.7067,0.142177,0.160727,0.09225,0.0449,0.0056,0.7184,0.119374,0.135098,0.08015,0.0422,0.0008,0.6965,0.134736,0.159336,0.07835,0.04465,267,0.89,1.257,13.955869
8,300,0,380.15,0.0015,0.7017,0.131488,0.151132,0.11915,0.05745,0.0011,0.705,0.140866,0.16751,0.1196,0.0658,0.0013,0.7027,0.101748,0.139392,0.05275,0.04095,0.002,0.7049,0.119969,0.149345,0.073,0.0513,0.0068,0.7262,0.106853,0.140732,0.051,0.034,0.0034,0.7035,0.149271,0.160137,0.11675,0.06905,0.0058,0.6993,0.116932,0.139216,0.077,0.04515,0.0008,0.7063,0.132873,0.14902,0.10615,0.05665,268,0.8933,1.257,13.434881
9,300,0,371.2,0.0056,0.7026,0.13581,0.173437,0.0846,0.0425,0.0011,0.7071,0.152522,0.190744,0.11745,0.07165,0.0056,0.7032,0.103055,0.133493,0.052,0.03525,0.0033,0.7054,0.118323,0.157084,0.05015,0.03805,0.0052,0.6982,0.116797,0.147027,0.0558,0.03165,0.0034,0.7061,0.149961,0.181972,0.06565,0.05165,0.0049,0.7064,0.10354,0.123482,0.0487,0.0326,0.0008,0.7063,0.119991,0.142006,0.05425,0.0335,260,0.8667,1.257,13.311336
