generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,257,43,821.41,0.0018,0.4831,0.123219,0.121125,0.1182,0.0879,0.0014,0.4909,0.144185,0.137375,0.1226,0.0483,0.002,0.4885,0.141631,0.107028,0.1238,0.01,0.0006,0.4312,0.103683,0.082521,0.122,0.0428,0.0016,0.4814,0.155286,0.123307,0.1235,0.0358,0.0006,0.5212,0.12007,0.10075,0.1234,0.0128,0.0013,0.535,0.120948,0.09882,0.1242,0.0296,0.0002,0.4512,0.090977,0.090285,0.0819,0.05,245,0.9533,1.1369,14.312112
1,278,22,337.02,0.002,0.4946,0.122063,0.131105,0.119,0.05715,0.0028,0.5415,0.143688,0.142021,0.1221,0.04935,0.003,0.5209,0.132104,0.12338,0.1218,0.02575,0.0006,0.5457,0.110458,0.100396,0.1218,0.0423,0.0015,0.5231,0.139814,0.123593,0.1231,0.05225,0.0006,0.906,0.122973,0.128662,0.1218,0.0495,0.0024,0.535,0.117041,0.112465,0.1229,0.0287,0.0002,0.487,0.111858,0.10653,0.1205,0.0509,251,0.9029,1.0654,13.314987
2,273,27,360.44,0.0046,0.5389,0.122188,0.129371,0.1076,0.0419,0.0028,0.9378,0.146407,0.156604,0.1209,0.0573,0.0035,0.5388,0.1232,0.127636,0.1202,0.0524,0.0005,0.5457,0.098679,0.106571,0.07,0.0556,0.0036,0.5732,0.152922,0.138422,0.123,0.055,0.0013,0.9213,0.12874,0.147434,0.1213,0.0547,0.0026,0.7797,0.118542,0.131459,0.1204,0.0553,0.0007,0.5389,0.109319,0.109275,0.1097,0.0429,259,0.9487,1.0654,13.436713
3,283,17,363.93,0.0006,0.8766,0.11384,0.146826,0.0665,0.0556,0.0039,0.9463,0.13732,0.19279,0.0707,0.0534,0.0015,0.9433,0.117945,0.153079,0.0676,0.0558,0.003,0.5517,0.13131,0.153268,0.0693,0.0565,0.0013,0.9037,0.122947,0.150086,0.0669,0.0553,0.0013,0.9654,0.146792,0.206854,0.0669,0.0546,0.0014,0.89,0.123417,0.172771,0.0668,0.0558,0.001,0.5389,0.106427,0.122931,0.0668,0.0555,253,0.894,1.0301,13.32828
4,267,33,326.49,0.0,0.8881,0.138253,0.212851,0.0615,0.0543,0.0009,0.9669,0.148832,0.23198,0.0639,0.0553,0.0007,0.9719,0.136112,0.217012,0.0636,0.0544,0.001,0.834,0.107149,0.151151,0.0336,0.0302,0.0,0.9037,0.111204,0.172297,0.0614,0.0546,0.0014,0.9698,0.125658,0.219804,0.0439,0.0354,0.0013,0.9418,0.149978,0.222333,0.0629,0.0565,0.0004,0.5371,0.082814,0.112686,0.0315,0.0273,233,0.8727,1.0301,13.475605
5,287,13,359.98,0.0001,0.9242,0.132613,0.212186,0.0392,0.0334,0.0008,0.9737,0.150775,0.226081,0.0654,0.0567,0.0007,0.974,0.114815,0.180544,0.0433,0.0391,0.0024,0.8404,0.12943,0.190592,0.0521,0.0475,0.0,0.9606,0.120698,0.198845,0.0358,0.033,0.0012,0.9658,0.130835,0.227836,0.0297,0.0268,0.0004,0.9425,0.122528,0.21026,0.0392,0.0342,0.0001,0.9319,0.098308,0.1567,0.029,0.0261,251,0.8746,1.0301,13.270175
6,299,1,364.88,0.0001,0.9289,0.099966,0.181455,0.0179,0.0147,0.0002,0.9737,0.129917,0.224187,0.0243,0.0229,0.0002,0.9754,0.1324,0.227622,0.0211,0.0191,0.0001,0.7991,0.104376,0.179509,0.0136,0.0111,0.0,0.9669,0.136606,0.227941,0.0207,0.0206,0.0,0.9694,0.13834,0.237547,0.021,0.0188,0.0004,0.9674,0.146333,0.244617,0.0355,0.0335,0.0,0.9674,0.112061,0.203978,0.0183,0.0165,259,0.8662,1.0301,13.009064
7,293,7,370.33,0.0001,0.97,0.149115,0.237588,0.0404,0.0377,0.0,0.9737,0.110372,0.187392,0.0227,0.022,0.0002,0.9754,0.143408,0.235475,0.0269,0.0261,0.0,0.9224,0.100667,0.174748,0.0148,0.0129,0.0,0.9709,0.136386,0.218926,0.0306,0.0291,0.0,0.9694,0.123234,0.214301,0.0196,0.0188,0.0002,0.9772,0.116119,0.197779,0.0229,0.0209,0.0,0.9682,0.120699,0.215882,0.0244,0.0242,251,0.8567,0.7107,12.62167
8,300,0,367.93,0.0,0.9763,0.135762,0.211665,0.0317,0.02995,0.0,0.9756,0.152038,0.247457,0.0359,0.0352,0.0,0.9767,0.161296,0.25618,0.0338,0.0332,0.0,0.9746,0.114695,0.187262,0.01775,0.01725,0.0,0.9678,0.113571,0.220828,0.013,0.0125,0.0,0.9746,0.08973,0.181084,0.0118,0.0111,0.0,0.9772,0.1022,0.189258,0.011,0.0102,0.0,0.9682,0.130709,0.247174,0.0113,0.0113,256,0.8533,0.6037,12.354105
9,300,0,386.36,0.0,0.9778,0.117063,0.203306,0.01605,0.01525,0.0,0.9709,0.128762,0.219225,0.021,0.02025,0.0001,0.9775,0.132839,0.23715,0.0169,0.0159,0.0,0.9753,0.119273,0.21288,0.0152,0.0144,0.0,0.9763,0.14101,0.22893,0.026,0.0255,0.0,0.9746,0.127034,0.222381,0.0227,0.0226,0.0,0.9772,0.112196,0.192618,0.0224,0.02095,0.0,0.9728,0.121823,0.208849,0.02135,0.02135,266,0.8867,0.4861,12.645871
