generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,264,36,787.22,0.0054,0.4601,0.124122,0.085458,0.12285,0.0089,0.0049,0.881,0.113509,0.102746,0.1224,0.02845,0.0057,0.5318,0.095822,0.092001,0.1039,0.05075,0.0049,0.4797,0.111216,0.11608,0.1056,0.052,0.0054,0.8901,0.133629,0.19719,0.1003,0.0762,0.0098,0.6046,0.15783,0.147594,0.12345,0.058,0.0048,0.8835,0.140816,0.124425,0.1225,0.03035,0.0048,0.482,0.123057,0.10603,0.1233,0.03365,232,0.8788,2.5001,14.021977
1,286,14,343.65,0.0035,0.8929,0.123443,0.132361,0.1197,0.0805,0.0007,0.8855,0.127679,0.180966,0.1122,0.0657,0.0032,0.887,0.088146,0.097753,0.0651,0.0571,0.0008,0.6117,0.106924,0.119655,0.08295,0.04865,0.0062,0.8898,0.147417,0.208556,0.08575,0.0588,0.0044,0.6276,0.16178,0.176309,0.12295,0.09595,0.0035,0.8835,0.140012,0.185578,0.11655,0.07515,0.0059,0.8644,0.104598,0.122242,0.06905,0.05425,239,0.8357,1.0282,13.833772
2,292,8,393.31,0.0018,0.8929,0.105033,0.151742,0.04295,0.0319,0.0007,0.8855,0.115387,0.164825,0.0656,0.0517,0.0011,0.887,0.088764,0.131562,0.0485,0.0393,0.0008,0.8812,0.101814,0.133377,0.0549,0.0416,0.0038,0.8893,0.192904,0.255458,0.1199,0.09405,0.004,0.8841,0.127446,0.164061,0.0684,0.0525,0.0011,0.8882,0.145888,0.188392,0.1193,0.0872,0.0012,0.8644,0.122765,0.179353,0.06435,0.05005,264,0.9041,1.0282,13.793945
3,295,5,382.99,0.0035,0.8929,0.117881,0.188831,0.0296,0.0218,0.0007,0.891,0.107089,0.179428,0.0268,0.0192,0.0032,0.887,0.112652,0.188079,0.0219,0.015,0.0008,0.884,0.097377,0.162694,0.0228,0.0137,0.0068,0.8893,0.193303,0.255444,0.1185,0.0989,0.0044,0.8888,0.135864,0.197936,0.0602,0.0463,0.0067,0.8876,0.136717,0.204196,0.0644,0.0544,0.0059,0.8771,0.099118,0.162685,0.0246,0.0134,272,0.922,1.0282,13.65646
4,300,0,420.17,0.0035,0.8929,0.112485,0.174177,0.0378,0.028,0.0007,0.891,0.115004,0.196011,0.03025,0.02135,0.0032,0.8873,0.090596,0.143437,0.0234,0.01555,0.0008,0.8883,0.094454,0.15179,0.0248,0.0167,0.0065,0.8937,0.221419,0.285305,0.1216,0.10255,0.0044,0.8899,0.114014,0.181026,0.0338,0.0208,0.0064,0.8886,0.142128,0.208521,0.06725,0.0545,0.0059,0.8775,0.109899,0.180234,0.0267,0.0162,286,0.9533,1.0282,13.381648
5,300,0,409.39,0.0035,0.8929,0.141206,0.202396,0.07555,0.05575,0.0007,0.892,0.113535,0.185181,0.03195,0.02235,0.0032,0.8878,0.084682,0.12514,0.0222,0.014,0.0008,0.8863,0.09371,0.150293,0.02395,0.0154,0.0058,0.8935,0.206952,0.266171,0.12295,0.1031,0.0044,0.8924,0.11788,0.176964,0.04585,0.03195,0.0027,0.8903,0.127459,0.177334,0.07285,0.0563,0.0056,0.887,0.114576,0.17439,0.0274,0.0194,287,0.9567,1.0282,13.522982
6,300,0,386.3,0.0035,0.8929,0.135942,0.2289,0.03975,0.03135,0.0007,0.892,0.115262,0.195301,0.035,0.02665,0.0032,0.8878,0.109688,0.194615,0.02615,0.01805,0.0008,0.8863,0.09684,0.163015,0.02485,0.01355,0.0061,0.8936,0.188057,0.252147,0.11825,0.0996,0.0044,0.8926,0.114918,0.159258,0.04555,0.03165,0.0036,0.8879,0.128857,0.19254,0.069,0.05555,0.0059,0.887,0.110437,0.176527,0.0268,0.01715,270,0.9,1.0282,13.524876
7,300,0,415.68,0.0035,0.8924,0.104173,0.170201,0.035,0.02685,0.0007,0.894,0.115346,0.18822,0.02985,0.02165,0.0032,0.8873,0.111554,0.192597,0.0247,0.01605,0.0008,0.8942,0.116377,0.175812,0.02925,0.01985,0.0043,0.8888,0.185589,0.263399,0.06765,0.05445,0.0044,0.8912,0.123691,0.192163,0.03585,0.02275,0.004,0.8893,0.13024,0.197869,0.03715,0.0301,0.0059,0.8893,0.11303,0.180188,0.0269,0.01835,283,0.9433,1.0282,13.656878
8,300,0,426.85,0.0035,0.8955,0.119151,0.200023,0.03475,0.02435,0.0007,0.8929,0.100345,0.1693,0.02665,0.0186,0.0032,0.8899,0.127972,0.202359,0.0266,0.01875,0.0008,0.8942,0.10864,0.182193,0.02575,0.01595,0.0063,0.8968,0.182076,0.254858,0.05315,0.04115,0.0044,0.8899,0.121616,0.189231,0.03415,0.02185,0.0053,0.8932,0.147373,0.213375,0.0654,0.0546,0.0049,0.89,0.092827,0.145086,0.0259,0.0161,284,0.9467,1.0282,13.597791
9,300,0,394.12,0.0035,0.8955,0.120864,0.222162,0.0256,0.0167,0.0007,0.8936,0.112901,0.210831,0.02455,0.01355,0.0032,0.8898,0.10392,0.196206,0.0217,0.011,0.0008,0.8942,0.078554,0.133687,0.0199,0.0083,0.0047,0.8985,0.181778,0.277652,0.02965,0.01845,0.0044,0.895,0.136326,0.227169,0.0261,0.015,0.0038,0.8932,0.157046,0.25471,0.02755,0.01905,0.0047,0.8926,0.10861,0.18907,0.0244,0.01445,275,0.9167,1.0282,13.505222
