generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,186,114,632.17,0.0043,0.49,0.284157,0.15847,0.3189,0.1581,0.28,0.94,0.666828,0.092969,0.72,0.0175,0.3,0.973333,0.721326,0.110768,0.8,0.063334,112,0.6022,1.0757,10.435628
1,215,85,221.25,0.0007,0.491,0.245816,0.132679,0.2468,0.0678,0.215,0.95,0.852977,0.120744,0.865,0.075,0.213333,0.973333,0.889488,0.118393,0.9,0.073333,122,0.5674,1.069,10.412045
2,200,100,234.09,0.0049,0.9555,0.271287,0.140778,0.24555,0.02285,0.13,0.955,0.8404,0.11037,0.865,0.055,0.113333,0.973333,0.8774,0.10738,0.9,0.06,151,0.755,0.6045,10.367113
3,216,84,244.45,0.0011,0.9578,0.303822,0.274691,0.2435,0.1153,0.335,0.955,0.853426,0.112415,0.865,0.075,0.273333,0.973333,0.887284,0.112101,0.896667,0.076666,154,0.713,0.6022,9.430623
4,218,82,252.54,0.0017,0.958,0.327294,0.274994,0.2434,0.11805,0.0,0.955,0.829541,0.13038,0.865,0.075,0.0,0.973333,0.864709,0.128464,0.893333,0.08,172,0.789,0.602,9.393624
5,228,72,240.72,0.0031,0.9705,0.415784,0.335255,0.2476,0.12545,0.19,0.955,0.833706,0.126474,0.86,0.075,0.246667,0.973333,0.868158,0.122093,0.893333,0.073334,182,0.7982,0.5895,7.740619
6,226,74,280.36,0.0006,0.9705,0.276243,0.244901,0.2389,0.111,0.0,0.955,0.824358,0.165291,0.865,0.075,0.0,0.973333,0.857197,0.165396,0.893333,0.08,207,0.9159,0.5895,9.794996
7,230,70,267.71,0.0004,0.9744,0.369241,0.324918,0.2415,0.11795,0.07,0.955,0.797413,0.163036,0.86,0.08,0.013333,0.973333,0.831623,0.164474,0.893333,0.08,201,0.8739,0.5283,8.484585
8,224,76,248.74,0.0021,0.9744,0.468017,0.344918,0.4123,0.28505,0.0,0.955,0.798772,0.167036,0.86,0.02,0.0,0.973333,0.829286,0.1666,0.886667,0.02,194,0.8661,0.5096,6.93109
9,222,78,275.49,0.004,0.9744,0.2977,0.285063,0.2184,0.09465,0.14,0.955,0.816577,0.152594,0.86,0.08,0.133333,0.973333,0.851081,0.150208,0.893333,0.08,204,0.9189,0.5096,9.318876
10,213,87,246.14,0.0038,0.9763,0.555089,0.354705,0.489,0.3673,0.26,0.915,0.800211,0.12008,0.86,0.02,0.293333,0.953333,0.828576,0.114304,0.886667,0.006666,169,0.7934,0.5037,5.187728
11,282,18,348.4,0.0078,0.9763,0.261144,0.278153,0.1275,0.0036,0.0,0.93,0.848989,0.131844,0.905,0.015,0.0,0.953333,0.879953,0.133657,0.936666,0.016667,165,0.5851,0.5037,9.357721
12,233,67,283.97,0.0023,0.9763,0.297364,0.288278,0.2446,0.1185,0.235,0.93,0.891309,0.073015,0.915,0.015,0.286667,0.953333,0.915308,0.073085,0.946667,0.006666,139,0.5966,0.5037,9.334825
13,238,62,261.71,0.0023,0.9763,0.288729,0.286336,0.24445,0.1183,0.265,0.93,0.866282,0.105406,0.915,0.015,0.333333,0.953333,0.889916,0.103326,0.946667,0.006666,169,0.7101,0.5037,9.481439
14,253,47,313.44,0.0016,0.9763,0.311633,0.310566,0.2436,0.1191,0.11,0.93,0.866759,0.11809,0.915,0.015,0.046667,0.953333,0.890435,0.117909,0.946667,0.006666,196,0.7747,0.5037,9.165996
15,272,28,270.88,0.0025,0.9763,0.318685,0.298943,0.2454,0.11885,0.0,0.93,0.87375,0.10098,0.915,0.015,0.0,0.953333,0.896887,0.101102,0.946667,0.006666,204,0.75,0.5037,9.065139
16,259,41,312.9,0.0012,0.9768,0.257596,0.251503,0.1653,0.0801,0.26,0.93,0.871602,0.095288,0.915,0.015,0.306667,0.953333,0.896139,0.094429,0.946667,0.006666,222,0.8571,0.5032,9.866034
17,268,32,302.43,0.0012,0.9768,0.299644,0.295836,0.24455,0.11885,0.035,0.93,0.866119,0.116638,0.915,0.015,0.06,0.953333,0.889726,0.116933,0.946667,0.006666,225,0.8396,0.5032,9.444834
18,280,20,334.9,0.0012,0.9768,0.267989,0.262586,0.2159,0.0899,0.0,0.93,0.865304,0.112351,0.915,0.015,0.053333,0.953333,0.889952,0.112127,0.946667,0.006666,239,0.8536,0.5032,9.914297
19,274,26,323.97,0.0021,0.9768,0.265326,0.23901,0.24535,0.11805,0.22,0.93,0.857628,0.125772,0.915,0.015,0.273333,0.953333,0.881411,0.125936,0.946667,0.006666,229,0.8358,0.5032,9.844309
20,269,31,327.28,0.0021,0.9768,0.268067,0.264527,0.2403,0.1133,0.0,0.96,0.868439,0.113249,0.915,0.015,0.0,0.98,0.891747,0.116656,0.946667,0.006666,230,0.855,0.5032,9.847621
21,235,65,260.37,0.0024,0.9771,0.345911,0.292643,0.2475,0.1215,0.0,0.96,0.802872,0.16502,0.855,0.105,0.0,0.98,0.828624,0.161906,0.893333,0.086667,171,0.7277,0.5029,8.892898
22,255,45,305.47,0.0016,0.9771,0.542896,0.383797,0.4869,0.3686,0.0,0.915,0.753373,0.20697,0.865,0.015,0.0,0.953333,0.779033,0.202998,0.893333,0.0,190,0.7451,0.5029,5.906123
23,289,11,335.79,0.0018,0.9771,0.280716,0.311177,0.1264,0.0042,0.0,0.93,0.823478,0.148621,0.88,0.035,0.0,0.953333,0.85218,0.152124,0.893333,0.06,203,0.7024,0.5029,9.459146
