generation,n_valid,n_invalid,gen_time_sec,p000_min,p000_max,p000_mean,p000_std,p000_median,p000_mad,p001_min,p001_max,p001_mean,p001_std,p001_median,p001_mad,p010_min,p010_max,p010_mean,p010_std,p010_median,p010_mad,p011_min,p011_max,p011_mean,p011_std,p011_median,p011_mad,p100_min,p100_max,p100_mean,p100_std,p100_median,p100_mad,p101_min,p101_max,p101_mean,p101_std,p101_median,p101_mad,p110_min,p110_max,p110_mean,p110_std,p110_median,p110_mad,p111_min,p111_max,p111_mean,p111_std,p111_median,p111_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,272,28,788.9,0.003,0.5338,0.124703,0.108698,0.1217,0.0479,0.0008,0.5024,0.104133,0.10401,0.09325,0.0531,0.0019,0.4847,0.110978,0.11514,0.0997,0.05765,0.0028,0.4967,0.109293,0.083273,0.1216,0.0533,0.0034,0.5445,0.191807,0.152134,0.12745,0.0596,0.0019,0.4816,0.118051,0.108423,0.118,0.06075,0.0038,0.4931,0.118512,0.099484,0.122,0.0576,0.001,0.4832,0.122524,0.109055,0.1223,0.0649,245,0.9007,1.9784,13.955625
1,277,23,346.74,0.0057,0.5384,0.143083,0.12163,0.1233,0.0311,0.0007,0.5005,0.109071,0.100738,0.1155,0.0471,0.0051,0.536,0.104516,0.112766,0.0707,0.0562,0.0037,0.4865,0.103408,0.102841,0.0822,0.0445,0.005,0.5445,0.183632,0.155984,0.1254,0.0614,0.0036,0.4846,0.109456,0.103614,0.1019,0.0382,0.0043,0.4846,0.130543,0.107769,0.1236,0.0467,0.0005,0.4832,0.116291,0.108668,0.1189,0.0562,259,0.935,1.8754,13.932349
2,282,18,362.74,0.0045,0.5425,0.129642,0.108789,0.12295,0.0088,0.0019,0.5005,0.114116,0.106814,0.11855,0.04345,0.0012,0.534,0.098419,0.109144,0.07665,0.05595,0.0011,0.4921,0.107283,0.104359,0.11595,0.04475,0.005,0.5623,0.192628,0.166847,0.12525,0.07185,0.0032,0.529,0.1192,0.1102,0.12005,0.04785,0.0012,0.5779,0.130309,0.113767,0.12315,0.0277,0.0016,0.488,0.108403,0.103345,0.1146,0.04635,265,0.9397,0.914,13.535197
3,280,20,359.82,0.0039,0.5501,0.14288,0.135599,0.1223,0.0435,0.0003,0.541,0.109749,0.105125,0.11295,0.04545,0.0002,0.5795,0.108002,0.12993,0.0653,0.0574,0.001,0.5489,0.097817,0.090392,0.0815,0.04385,0.005,0.5705,0.173537,0.164731,0.1225,0.05635,0.0042,0.5421,0.11999,0.120701,0.11695,0.0476,0.0012,0.5856,0.149542,0.147659,0.12285,0.0539,0.0025,0.4941,0.098483,0.096435,0.08,0.04465,260,0.9286,0.9094,12.961725
4,295,5,364.62,0.0003,0.5501,0.133216,0.130645,0.1208,0.054,0.0009,0.545,0.111978,0.105061,0.0885,0.0358,0.0003,0.5795,0.106506,0.119862,0.0683,0.0534,0.001,0.5635,0.110294,0.114649,0.0762,0.0484,0.0005,0.5685,0.184777,0.170204,0.1237,0.0577,0.0011,0.5538,0.102162,0.107294,0.0717,0.0508,0.0015,0.5848,0.137744,0.130731,0.122,0.0572,0.0025,0.4951,0.113323,0.099637,0.1036,0.035,264,0.8949,0.9094,13.288618
5,277,23,338.05,0.0034,0.5501,0.137937,0.142537,0.116,0.05,0.0001,0.5943,0.125884,0.130113,0.0899,0.0347,0.0009,0.5637,0.109436,0.131123,0.0678,0.0547,0.001,0.5331,0.089292,0.0922,0.0671,0.0538,0.0003,0.5745,0.196171,0.182341,0.122,0.0564,0.0033,0.5721,0.114199,0.13424,0.0682,0.0542,0.0015,0.5709,0.120411,0.120665,0.0855,0.0393,0.0025,0.5399,0.10667,0.094642,0.0794,0.042,248,0.8953,0.9094,12.480458
6,298,2,374.29,0.004,0.5935,0.131564,0.146732,0.1151,0.0498,0.0058,0.6001,0.118632,0.123036,0.09985,0.032,0.0031,0.5637,0.116059,0.129049,0.0703,0.0527,0.001,0.5399,0.113466,0.122953,0.08205,0.0431,0.0044,0.5964,0.174525,0.179722,0.1185,0.05275,0.0043,0.5721,0.113874,0.13547,0.0705,0.05185,0.0015,0.5757,0.125494,0.136991,0.10235,0.0369,0.0025,0.5474,0.106387,0.102357,0.1073,0.03825,269,0.9027,0.9094,12.390287
7,300,0,392.6,0.0051,0.6036,0.121073,0.138377,0.09715,0.0366,0.0058,0.5943,0.113932,0.116222,0.1059,0.0374,0.0045,0.5732,0.121572,0.151476,0.06915,0.0541,0.001,0.5859,0.103002,0.120439,0.07145,0.05025,0.0042,0.5938,0.172774,0.17999,0.11825,0.0766,0.0069,0.589,0.115677,0.136879,0.0694,0.05375,0.0015,0.5776,0.136884,0.140508,0.11905,0.05265,0.0025,0.5906,0.115087,0.120732,0.10195,0.03195,288,0.96,0.9094,12.82199
8,299,1,382.58,0.005,0.5938,0.118838,0.137855,0.0783,0.0487,0.0049,0.5974,0.119327,0.133947,0.0995,0.0334,0.0044,0.6445,0.121335,0.156485,0.0638,0.0514,0.001,0.6357,0.117314,0.132372,0.1017,0.0384,0.0047,0.596,0.163745,0.182044,0.1063,0.0696,0.0054,0.589,0.10766,0.126773,0.0819,0.0459,0.0015,0.5978,0.133814,0.148561,0.1086,0.0423,0.0025,0.6324,0.117967,0.130794,0.1044,0.0371,280,0.9365,0.9094,12.654481
9,300,0,397.84,0.0047,0.601,0.11487,0.128541,0.0727,0.04945,0.002,0.5924,0.11696,0.126592,0.0942,0.0332,0.0047,0.6445,0.108506,0.135783,0.06715,0.05185,0.001,0.6455,0.120853,0.145882,0.0853,0.0416,0.0051,0.5921,0.14534,0.156036,0.1031,0.05215,0.0026,0.599,0.129926,0.152841,0.0855,0.0411,0.0015,0.6509,0.145219,0.151515,0.11245,0.04595,0.0025,0.6349,0.118326,0.139415,0.0872,0.03935,284,0.9467,0.9094,12.186207
