generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,236,64,703.26,0.0021,0.3218,0.126485,0.040515,0.1247,0.0026,0.0,0.92,0.787394,0.115911,0.76,0.0,0.0,0.953333,0.81291,0.121283,0.78,0.0,176,0.7458,11.0756,11.739278
1,260,40,295.58,0.0017,0.4669,0.135959,0.05314,0.1254,0.0031,0.0,0.94,0.837231,0.142606,0.905,0.01,0.0,0.953333,0.866,0.147401,0.936666,0.016667,219,0.8423,10.996,11.538733
2,268,32,318.85,0.001,0.4968,0.14226,0.067244,0.12615,0.0038,0.0,0.94,0.874608,0.130228,0.915,0.005,0.0,0.973333,0.90505,0.133579,0.946667,0.006666,224,0.8358,0.8432,11.344307
3,281,19,347.68,0.0003,0.8209,0.160072,0.091627,0.1272,0.024,0.0,0.94,0.853648,0.171682,0.915,0.01,0.0,0.96,0.882088,0.175946,0.946667,0.006666,252,0.8968,0.5791,11.329751
4,279,21,325.94,0.0009,0.8209,0.177886,0.122002,0.1291,0.1129,0.0,0.94,0.886953,0.102534,0.915,0.01,0.0,0.96,0.915173,0.106064,0.953333,0.0,242,0.8674,0.5791,10.804766
5,277,23,341.87,0.0001,0.8209,0.197361,0.136627,0.1307,0.1143,0.0,0.94,0.878953,0.131413,0.915,0.01,0.0,0.96,0.906281,0.135316,0.953333,0.006666,243,0.8773,0.5791,10.420617
6,283,17,325.72,0.0008,0.9583,0.240129,0.175879,0.2454,0.1199,0.0,0.94,0.868799,0.118347,0.915,0.01,0.0,0.96,0.893804,0.121888,0.946667,0.006666,253,0.894,0.4017,9.493087
7,290,10,355.48,0.0,0.9792,0.256219,0.196376,0.24375,0.12095,0.0,0.955,0.86,0.134823,0.915,0.015,0.0,0.966667,0.883862,0.136455,0.946667,0.006666,266,0.9172,0.3233,8.810333
8,287,13,349.8,0.0005,0.9792,0.281388,0.214902,0.247,0.1246,0.035,0.955,0.850645,0.152884,0.915,0.015,0.04,0.966667,0.872195,0.156575,0.94,0.013333,265,0.9233,0.319,8.528577
9,295,5,367.08,0.0,0.9629,0.278954,0.230408,0.2451,0.127,0.0,0.945,0.843949,0.166214,0.915,0.02,0.0,0.96,0.865175,0.169166,0.94,0.013333,279,0.9458,0.3027,8.60708
10,294,6,374.71,0.0,0.9608,0.287391,0.233968,0.24455,0.12195,0.005,0.945,0.850204,0.144935,0.915,0.02,0.0,0.96,0.870612,0.148097,0.94,0.013333,282,0.9592,0.3016,8.488663
11,291,9,354.16,0.0,0.9589,0.318119,0.246705,0.2482,0.1547,0.0,0.945,0.863591,0.142094,0.92,0.015,0.0,0.96,0.883826,0.144644,0.94,0.013333,274,0.9416,0.3011,7.793084
12,298,2,355.45,0.0013,0.9708,0.35122,0.272082,0.25265,0.23335,0.0,0.95,0.86401,0.153357,0.925,0.015,0.0,0.966667,0.881834,0.155937,0.943334,0.009999,263,0.8826,0.3003,7.037437
13,296,4,373.81,0.0005,0.9617,0.331571,0.264016,0.2515,0.23035,0.035,0.945,0.861402,0.147293,0.92,0.015,0.04,0.96,0.88045,0.146131,0.94,0.013333,274,0.9257,0.2983,7.472821
14,299,1,355.23,0.0001,0.9622,0.358228,0.287392,0.2587,0.2305,0.46,0.945,0.879783,0.097475,0.925,0.01,0.44,0.96,0.898016,0.099922,0.94,0.013333,273,0.913,0.2983,7.176153
15,298,2,358.72,0.0004,0.9764,0.393957,0.317591,0.2567,0.2296,0.0,0.945,0.873993,0.12737,0.925,0.01,0.0,0.96,0.892595,0.12769,0.94,0.006667,270,0.906,0.2983,7.02121
