generation,n_valid,n_invalid,gen_time_sec,fidelity_min,fidelity_max,fidelity_mean,fidelity_std,fidelity_median,fidelity_mad,gate_eff_min,gate_eff_max,gate_eff_mean,gate_eff_std,gate_eff_median,gate_eff_mad,depth_eff_min,depth_eff_max,depth_eff_mean,depth_eff_std,depth_eff_median,depth_eff_mad,unique_behaviors,behavior_diversity,scalar_fitness_min,scalar_fitness_mean
0,234,66,755.86,0.0062,0.9738,0.137459,0.095845,0.12505,0.00265,0.0,0.925,0.743355,0.203339,0.785,0.0,0.0,0.953333,0.747293,0.206823,0.773333,0.0,184,0.7863,0.5462,11.787755
1,257,43,325.9,0.0008,0.9738,0.153501,0.133774,0.1258,0.0032,0.0,0.95,0.833054,0.156297,0.905,0.02,0.0,0.953333,0.853359,0.16658,0.926667,0.026666,217,0.8444,0.5462,11.165176
2,267,33,288.48,0.0022,0.9741,0.193937,0.185704,0.1268,0.0039,0.0,0.925,0.863633,0.141614,0.915,0.005,0.0,0.953333,0.892684,0.150157,0.953333,0.0,203,0.7603,0.5459,10.264265
3,264,36,311.95,0.0009,0.9747,0.272419,0.240696,0.12985,0.0477,0.0,0.93,0.831023,0.184601,0.905,0.02,0.0,0.953333,0.85904,0.191581,0.933333,0.02,216,0.8182,0.5455,9.170839
4,239,61,290.48,0.0026,0.9747,0.34281,0.261194,0.2499,0.1655,0.0,0.935,0.825397,0.147594,0.865,0.05,0.0,0.96,0.853361,0.150608,0.893333,0.053334,207,0.8661,0.5455,7.652922
5,244,56,289.79,0.0016,0.9751,0.416384,0.303202,0.4817,0.2382,0.0,0.94,0.795205,0.19755,0.865,0.005,0.0,0.966667,0.823716,0.201579,0.893333,0.013334,196,0.8033,0.5449,6.27501
6,227,73,257.82,0.0011,0.9757,0.48525,0.341456,0.4874,0.3609,0.0,0.94,0.798568,0.182104,0.865,0.005,0.0,0.973333,0.826461,0.188193,0.893333,0.013334,182,0.8018,0.5443,5.50497
7,242,58,297.64,0.0022,0.9765,0.550295,0.364241,0.48945,0.36895,0.0,0.945,0.812562,0.164434,0.865,0.005,0.0,0.973333,0.842975,0.168876,0.893333,0.013334,182,0.7521,0.5435,5.311853
8,242,58,287.33,0.003,0.9765,0.547437,0.372143,0.488,0.39705,0.0,0.935,0.814236,0.136798,0.865,0.005,0.0,0.96,0.843306,0.143301,0.893333,0.013334,188,0.7769,0.5435,5.426034
9,244,56,278.74,0.0022,0.9765,0.594521,0.381582,0.49455,0.476,0.0,0.94,0.816107,0.149736,0.87,0.005,0.0,0.966667,0.847924,0.154961,0.906667,0.013333,172,0.7049,0.5435,4.671791
